Quarter,Time,Down,ToGo,Location,BUF,CHI,Detail,EPB,EPA
1,6:56,,,CHI 2,7,7,Dan Carpenter kicks extra point good,0.000,0.000
1,6:56,,,BUF 35,7,7,"Jordan Gay kicks off 73 yards, returned by Senorise Perry for 21 yards (tackle by Marcus Easley)",0.000,0.320
1,6:47,1,10,CHI 13,7,7,Jay Cutler pass complete short left to Alshon Jeffery for 12 yards (tackle by Leodis McKelvin),-0.320,0.610
1,6:01,1,10,CHI 25,7,7,Matt Forte right guard for 3 yards (tackle by Da'Norris Searcy),0.610,0.470
1,5:29,2,7,CHI 28,7,7,Jay Cutler pass complete short left to Matt Forte for 14 yards (tackle by Aaron Williams),0.470,1.730
1,4:40,1,10,CHI 42,7,7,Jay Cutler pass incomplete deep right intended for Brandon Marshall,1.730,1.190
1,4:34,2,10,CHI 42,7,7,Jay Cutler pass incomplete short right intended for Josh Morgan,1.190,0.500
1,4:30,3,10,CHI 42,7,7,Jay Cutler sacked by Mario Williams for -7 yards,0.500,-1.040
1,3:55,4,17,CHI 35,7,7,"Pat O'Donnell punts 45 yards, out of bounds",-1.040,-0.280
1,3:47,1,10,BUF 20,7,7,EJ Manuel pass complete short middle to Sammy Watkins for 1 yard (tackle by Lance Briggs),0.280,-0.130
1,3:13,2,9,BUF 21,7,7,EJ Manuel pass complete short right to Frank Summers for 4 yards (tackle by Ryan Mundy),-0.130,-0.300
1,2:35,3,5,BUF 25,7,7,EJ Manuel pass complete deep middle to Sammy Watkins for 25 yards (tackle by Kyle Fuller),-0.300,2.260
1,1:50,1,10,,7,7,EJ Manuel sacked by Willie Young for -6 yards,2.260,0.900
1,1:08,2,16,BUF 44,7,7,EJ Manuel pass complete short right to Fred Jackson for 5 yards (tackle by Tim Jennings),0.900,0.890
1,0:20,3,11,BUF 49,7,7,EJ Manuel right end for 7 yards (tackle by Kyle Fuller),0.890,0.330
Quarter,Time,Down,ToGo,Location,BUF,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,4,CHI 44,7,7,"Colton Schmidt punts 30 yards, fair catch by Micheal Spurlock",0.330,0.280
2,14:52,1,10,CHI 14,7,7,Matt Forte left end for 14 yards (tackle by Keith Rivers and Da'Norris Searcy),-0.280,0.810
2,14:14,1,10,CHI 28,7,7,Matt Forte right end for 9 yards (tackle by Aaron Williams),0.810,1.480
2,13:53,2,1,CHI 37,7,7,Matt Forte right tackle for 6 yards (tackle by Keith Rivers),1.480,1.800
2,13:19,1,10,CHI 43,7,7,"Jay Cutler pass incomplete short middle intended for Alshon Jeffery. Penalty on Jarius Wynn: Illegal Use of Hands, 5 yards (no play)",1.800,2.130
2,13:12,1,10,CHI 48,7,7,Jay Cutler pass complete short middle to Brandon Marshall for 7 yards (tackle by Leodis McKelvin),2.130,2.530
2,12:30,2,3,BUF 45,7,7,Jay Cutler pass complete short right to Alshon Jeffery for 3 yards (tackle by Corey Graham),2.530,2.790
2,11:44,1,10,BUF 42,7,7,"Jay Cutler pass complete short left to Brandon Marshall for 14 yards (tackle by Leodis McKelvin). Brandon Marshall fumbles (forced by Leodis McKelvin), recovered by Preston Brown at BUF-24 and returned for 30 yards (tackle by Jermon Bushrod). Penalty on Roberto Garza: Offensive Holding (Declined)",2.790,-2.520
2,11:30,1,10,CHI 46,7,7,Anthony Dixon right tackle for 5 yards (tackle by Lance Briggs and Jay Ratliff),2.520,2.650
2,10:50,2,5,CHI 41,7,7,C.J. Spiller right end for 5 yards (tackle by Ryan Mundy),2.650,3.180
2,10:21,1,10,CHI 36,7,7,Anthony Dixon right tackle for 6 yards (tackle by Willie Young),3.180,3.450
2,9:40,2,4,CHI 30,7,7,C.J. Spiller left end for -5 yards (tackle by Willie Young),3.450,2.080
2,8:56,3,9,CHI 35,7,7,EJ Manuel pass complete short left to Fred Jackson for 3 yards (tackle by Danny McCray),2.080,1.250
2,8:12,4,6,CHI 32,10,7,Dan Carpenter 50 yard field goal good,1.250,3.000
2,8:12,,,BUF 35,10,7,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
2,8:07,1,10,CHI 20,10,7,"Jay Cutler pass complete short middle to Martellus Bennett for 22 yards (tackle by Preston Brown). Penalty on Matthew Mulligan: Offensive Pass Interference, 10 yards (no play)",0.280,-0.760
2,7:34,1,20,CHI 10,10,7,Jay Cutler pass complete short right to Alshon Jeffery for 3 yards (tackle by Aaron Williams),-0.760,-1.280
2,6:55,2,17,CHI 13,10,7,Jay Cutler pass complete short left to Matt Forte for 13 yards (tackle by Preston Brown),-1.280,-0.160
2,6:13,3,4,CHI 26,10,7,Jay Cutler pass complete short left to Martellus Bennett for 17 yards (tackle by Duke Williams),-0.160,1.800
2,5:50,1,10,CHI 43,10,7,"Jay Cutler pass incomplete deep right intended for Martellus Bennett is intercepted by Corey Graham at BUF-40 and returned for 45 yards. Penalty on Alshon Jeffery: Illegal Use of Hands, 8 yards",1.800,-5.600
2,5:36,1,7,CHI 7,16,7,"EJ Manuel pass complete short right to C.J. Spiller for 7 yards, touchdown",5.600,7.000
2,5:36,,,CHI 2,17,7,Dan Carpenter kicks extra point good,0.000,0.000
2,5:36,,,BUF 35,17,7,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
2,5:30,1,10,CHI 20,17,7,"Jay Cutler pass incomplete deep left intended for Alshon Jeffery. Penalty on Leodis McKelvin: Defensive Pass Interference, 24 yards (no play)",0.280,1.860
2,5:24,1,10,CHI 44,17,7,Ka'Deem Carey left tackle for 4 yards (tackle by Keith Rivers),1.860,1.860
2,4:52,2,6,CHI 48,17,7,Jay Cutler pass complete short middle to Matt Forte for 5 yards (tackle by Keith Rivers),1.860,1.820
2,4:04,3,1,BUF 47,17,7,Jay Cutler pass complete short left to Martellus Bennett for 2 yards (tackle by Preston Brown),1.820,2.590
2,3:20,1,10,BUF 45,17,7,Jay Cutler sacked by Brandon Spikes for -1 yards,2.590,1.910
2,2:40,2,11,BUF 46,17,7,Jay Cutler pass complete short left to Brandon Marshall for 6 yards (tackle by Leodis McKelvin),1.910,2.010
2,2:02,3,5,BUF 40,17,7,Jay Cutler pass incomplete short left intended for Brandon Marshall. Penalty on Roberto Garza: Illegal Use of Hands (Declined),2.010,0.590
2,1:57,4,5,BUF 40,17,7,"Pat O'Donnell punts 28 yards, muffed catch by Fred Jackson, recovered by Fred Jackson and returned for no gain",0.590,0.320
2,1:49,1,10,BUF 13,17,7,Anthony Dixon left guard for 47 yards (tackle by Charles Tillman),-0.320,2.920
2,1:06,1,10,CHI 40,17,7,C.J. Spiller left tackle for 4 yards (tackle by Jay Ratliff),2.920,2.920
2,0:57,1,10,CHI 40,17,7,Timeout #1 by Buffalo Bills,2.920,2.910
2,0:57,2,6,CHI 36,17,7,"EJ Manuel pass incomplete short right intended for Robert Woods. Penalty on Scott Chandler: Unnecessary Roughness, 15 yards",2.910,0.230
2,0:54,3,21,BUF 49,17,7,EJ Manuel pass complete short left to C.J. Spiller for 3 yards (tackle by Charles Tillman),0.230,0.070
2,0:47,4,18,CHI 48,17,7,Colton Schmidt punts 41 yards,0.070,0.380
2,0:36,1,10,CHI 7,17,7,Matt Forte left end for 4 yards (tackle by Preston Brown),-0.380,-0.490
Quarter,Time,Down,ToGo,Location,BUF,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,17,7,"Jordan Gay kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CHI 20,17,7,Jay Cutler pass incomplete deep left intended for Alshon Jeffery,0.280,-0.270
3,14:55,2,10,CHI 20,17,7,Jay Cutler pass complete short left to Alshon Jeffery for 9 yards (tackle by Leodis McKelvin),-0.270,0.230
3,14:22,3,1,CHI 29,17,7,Jay Cutler pass complete short left to Santonio Holmes for 8 yards (tackle by Leodis McKelvin),0.230,1.400
3,13:46,1,10,CHI 37,17,7,Matt Forte right end for 5 yards (tackle by Preston Brown),1.400,1.530
3,13:00,2,5,CHI 42,17,7,Jay Cutler pass complete short right to Martellus Bennett for 10 yards (tackle by Brandon Spikes and Preston Brown),1.530,2.390
3,12:08,1,10,BUF 48,17,7,Jay Cutler pass complete short left to Matt Forte for 18 yards (tackle by Leodis McKelvin),2.390,3.580
3,11:28,1,10,BUF 30,17,7,Jay Cutler pass complete short right to Brandon Marshall for 3 yards (tackle by Jarius Wynn),3.580,3.440
3,10:40,2,7,BUF 27,17,7,"Jay Cutler pass incomplete deep left intended for Brandon Marshall. Penalty on Nickell Robey: Defensive Holding, 5 yards (no play)",3.440,4.110
3,10:35,1,10,BUF 22,17,7,Matt Forte right guard for -1 yards (tackle by Brandon Spikes),4.110,3.430
3,9:49,2,11,BUF 23,17,7,Jay Cutler pass incomplete deep left intended for Matt Forte,3.430,2.740
3,9:43,3,11,BUF 23,17,7,Jay Cutler pass incomplete short left intended for Micheal Spurlock,2.740,1.930
3,9:39,4,11,BUF 23,17,10,Robbie Gould 41 yard field goal good,1.930,3.000
3,9:39,,,CHI 35,17,10,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
3,9:34,1,10,BUF 20,17,10,C.J. Spiller right tackle for 4 yards (tackle by Ryan Mundy),0.280,0.270
3,9:01,2,6,BUF 24,17,10,EJ Manuel pass incomplete deep left intended for Sammy Watkins,0.270,-0.430
3,8:55,3,6,BUF 24,17,10,EJ Manuel pass complete deep left to Mike Williams for 16 yards (tackle by Charles Tillman),-0.430,1.600
3,8:12,1,10,BUF 40,17,10,C.J. Spiller left end for 3 yards (tackle by Ryan Mundy),1.600,1.460
3,7:44,2,7,BUF 43,17,10,C.J. Spiller right guard for 5 yards (tackle by Ryan Mundy),1.460,1.420
3,7:00,3,2,BUF 48,17,10,EJ Manuel pass incomplete short left intended for Marquise Goodwin is intercepted by Chris Conte at CHI-39 and returned for 5 yards,1.420,-1.860
3,6:53,1,10,CHI 44,17,10,Jay Cutler pass complete short left to Matt Forte for 7 yards (tackle by Leodis McKelvin),1.860,2.260
3,6:08,2,3,BUF 49,17,10,Matt Forte right guard for 5 yards (tackle by Ty Powell),2.260,2.650
3,5:30,1,10,BUF 44,17,10,Jay Cutler pass complete short middle to Josh Morgan for 9 yards (tackle by Marcell Dareus and Jerry Hughes),2.650,3.330
3,4:59,2,1,BUF 35,17,10,"Jay Cutler pass complete short left to Santonio Holmes for 13 yards (tackle by Duke Williams). Penalty on Brandon Spikes: Unnecessary Roughness, 11 yards",3.330,4.840
3,4:28,1,10,BUF 11,17,16,"Jay Cutler pass complete short left to Brandon Marshall for 11 yards, touchdown. Penalty on Leodis McKelvin: Defensive Pass Interference (Declined)",4.840,7.000
3,4:28,,,BUF 2,17,17,Robbie Gould kicks extra point good,0.000,0.000
3,4:28,,,CHI 35,17,17,"Robbie Gould kicks off 58 yards, returned by Frank Summers for 11 yards (tackle by Shaun Draughn)",0.000,-0.040
3,4:17,1,10,BUF 18,17,17,C.J. Spiller right end for 1 yard (tackle by Will Sutton),0.040,-0.320
3,3:42,2,9,BUF 19,17,17,C.J. Spiller right tackle for 11 yards (tackle by Kyle Fuller and Ryan Mundy),-0.320,0.940
3,3:05,1,10,BUF 30,17,17,C.J. Spiller left guard for 5 yards (tackle by Tim Jennings and Chris Conte),0.940,1.070
3,2:23,2,5,BUF 35,17,17,Anthony Dixon right guard for 2 yards (tackle by Shea McClellin and Willie Young),1.070,0.630
3,1:39,3,3,BUF 37,17,17,"Penalty on Sammy Watkins: False Start, 5 yards (no play)",0.630,0.630
3,1:09,3,3,BUF 37,17,17,Timeout #1 by Buffalo Bills,0.630,-0.030
3,1:09,3,8,BUF 32,17,17,EJ Manuel pass incomplete deep right intended for Robert Woods. Penalty on Erik Pears: Offensive Holding (Declined),-0.030,-1.240
3,1:03,4,8,BUF 32,17,17,"Colton Schmidt punts 54 yards, fair catch by Santonio Holmes",-1.240,0.280
3,0:55,1,10,CHI 14,17,17,Matt Forte left guard for 4 yards (tackle by Mario Williams),-0.280,-0.210
3,0:15,2,6,CHI 18,17,17,Jay Cutler pass complete short right to Brandon Marshall for 7 yards (tackle by Corey Graham),-0.210,0.610
,,,,,,,"CHI challenged the incomplete pass ruling, and the original play was overturned.",,
Quarter,Time,Down,ToGo,Location,BUF,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 25,17,17,Matt Forte left end for -2 yards (tackle by Manny Lawson),0.610,-0.210
4,14:16,2,12,CHI 23,17,17,Jay Cutler pass incomplete short right intended for Brandon Marshall,-0.210,-0.890
4,14:12,3,12,CHI 23,17,17,Jay Cutler pass complete short left to Micheal Spurlock for 8 yards (tackle by Leodis McKelvin),-0.890,-1.310
4,13:31,4,4,CHI 31,17,17,"Pat O'Donnell punts 45 yards, returned by Leodis McKelvin for 14 yards (tackle by Danny McCray)",-1.310,-1.470
4,13:19,1,10,BUF 38,17,17,C.J. Spiller right end for -2 yards (tackle by Kyle Fuller). Penalty on Chris Williams: Offensive Holding (Declined),1.470,0.650
4,12:58,2,12,BUF 36,17,17,EJ Manuel pass complete short right to C.J. Spiller for 1 yard (tackle by Jay Ratliff),0.650,0.100
4,12:19,3,11,BUF 37,17,17,EJ Manuel left end for 8 yards (tackle by Charles Tillman),0.100,-0.390
4,11:52,4,3,BUF 45,17,17,Colton Schmidt punts 49 yards,-0.390,0.380
4,11:40,1,10,CHI 6,17,17,"Jay Cutler pass incomplete deep right intended for Martellus Bennett. Penalty on Aaron Williams: Defensive Pass Interference, 28 yards (no play)",-0.380,1.200
4,11:35,1,10,CHI 34,17,17,Matt Forte right tackle for 6 yards (tackle by Jarius Wynn),1.200,1.470
4,10:50,2,4,CHI 40,17,17,Jay Cutler pass complete short left to Martellus Bennett for 5 yards (tackle by Da'Norris Searcy),1.470,1.930
4,10:08,1,10,CHI 45,17,17,Jay Cutler pass complete short right to Martellus Bennett for 12 yards (tackle by Ty Powell),1.930,2.720
4,9:31,1,10,BUF 43,17,17,"Matt Forte left end for 7 yards (tackle by Duke Williams). Penalty on Josh Morgan: Offensive Holding, 10 yards",2.720,2.520
4,8:58,1,13,BUF 46,17,17,Jay Cutler pass complete short left to Dante Rosario for 12 yards (tackle by Leodis McKelvin),2.520,3.390
4,8:46,2,1,BUF 34,17,17,Matt Forte left guard for no gain (tackle by Kyle Williams and Preston Brown),3.390,3.390
4,8:01,2,1,BUF 34,17,17,Timeout #1 by Chicago Bears,3.390,2.680
4,8:01,3,1,BUF 34,17,17,"Jay Cutler pass incomplete short right intended for Martellus Bennett is intercepted by Kyle Williams at BUF-31 and returned for 2 yards. Penalty on Brandon Marshall: Horse Collar Tackle, 15 yards, Penalty on Santonio Holmes: Offensive Pass Interference (Declined)",2.680,-2.130
4,7:52,1,10,BUF 48,17,17,EJ Manuel pass complete short left to Robert Woods for 9 yards (tackle by Shea McClellin),2.130,2.800
4,7:27,2,1,CHI 43,17,17,C.J. Spiller left tackle for 4 yards (tackle by Jay Ratliff),2.800,2.980
4,6:57,1,10,CHI 39,17,17,"EJ Manuel pass complete short left to Sammy Watkins for 13 yards (tackle by Charles Tillman and Shea McClellin). Penalty on Seantrel Henderson: Offensive Holding, 10 yards (no play)",2.980,2.320
4,6:25,1,20,CHI 49,17,17,Fred Jackson left end for 4 yards (tackle by Stephen Paea),2.320,1.630
4,5:45,2,16,CHI 45,17,17,EJ Manuel pass complete deep right to Robert Woods for 25 yards (tackle by Chris Conte),1.630,4.240
4,5:06,1,10,CHI 20,17,17,EJ Manuel pass incomplete short right intended for Mike Williams,4.240,3.690
4,5:01,2,10,CHI 20,17,17,Anthony Dixon left tackle for no gain (tackle by Jonathan Bostic),3.690,3.010
4,4:17,3,10,CHI 20,17,17,EJ Manuel pass complete short middle to Fred Jackson for 5 yards (tackle by Kyle Fuller and Tim Jennings),3.010,3.010
4,4:07,3,10,CHI 20,17,17,Timeout #2 by Chicago Bears,3.010,2.490
4,4:07,4,5,CHI 15,20,17,Dan Carpenter 33 yard field goal good,2.490,3.000
4,4:07,,,BUF 35,20,17,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
4,4:02,1,10,CHI 20,20,17,Jay Cutler pass complete short left to Matt Forte for 10 yards (tackle by Marcell Dareus),0.280,0.940
4,3:34,1,10,CHI 30,20,17,Jay Cutler pass incomplete short right intended for Josh Morgan (defended by Corey Graham),0.940,0.390
4,3:27,2,10,CHI 30,20,17,Matt Forte right guard for no gain (tackle by Brandon Spikes),0.390,-0.300
4,2:54,3,10,CHI 30,20,17,Jay Cutler pass complete short middle to Brandon Marshall for 15 yards (tackle by Leodis McKelvin),-0.300,1.930
4,2:37,1,10,CHI 45,20,17,Jay Cutler pass incomplete short left intended for Micheal Spurlock,1.930,1.380
4,2:31,2,10,CHI 45,20,17,Jay Cutler pass complete short right to Martellus Bennett for 9 yards (tackle by Brandon Spikes and Aaron Williams),1.380,1.880
4,2:00,3,1,BUF 46,20,17,Matt Forte left end for 7 yards (tackle by Da'Norris Searcy),1.880,2.980
4,1:33,1,10,BUF 39,20,17,Jay Cutler pass complete short left to Matt Forte for 11 yards (tackle by Leodis McKelvin),2.980,3.710
4,1:26,1,10,BUF 28,20,17,Jay Cutler pass complete short middle to Matt Forte for 9 yards (tackle by Brandon Spikes and Stefan Charles),3.710,4.420
4,0:45,2,1,BUF 19,20,17,Jay Cutler pass incomplete deep right intended for Brandon Marshall (defended by Corey Graham),4.420,3.720
4,0:39,3,1,BUF 19,20,17,Jay Cutler pass incomplete short left intended for Santonio Holmes (defended by Corey Graham),3.720,2.340
4,0:35,4,1,BUF 19,20,20,Robbie Gould 37 yard field goal good,2.340,3.000
4,0:35,,,CHI 35,20,20,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
4,0:30,1,10,BUF 20,20,20,EJ Manuel kneels for -1 yards,0.280,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,BUF,CHI,Detail,EPB,EPA
,,,,,,,"Bears won the coin toss, Bears to receive the overtime kickoff.",,
OT,15:00,,,BUF 35,20,20,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
OT,15:00,1,10,CHI 20,20,20,Matt Forte left guard for 13 yards (tackle by Duke Williams),0.280,1.140
OT,14:18,1,10,CHI 33,20,20,Jay Cutler pass incomplete deep left intended for Santonio Holmes (defended by Nickell Robey),1.140,0.590
OT,14:12,2,10,CHI 33,20,20,Jay Cutler pass complete short middle to Martellus Bennett for 3 yards (tackle by Preston Brown),0.590,0.300
OT,13:33,3,7,CHI 36,20,20,Jay Cutler pass incomplete short left intended for Santonio Holmes,0.300,-0.980
OT,13:28,4,7,CHI 36,20,20,"Pat O'Donnell punts 42 yards, out of bounds",-0.980,-0.410
OT,13:20,1,10,BUF 22,20,20,C.J. Spiller left guard for 13 yards (tackle by Chris Conte),0.410,1.270
OT,12:51,1,10,BUF 35,20,20,C.J. Spiller left guard for 1 yard (tackle by Jonathan Bostic),1.270,0.860
OT,12:17,2,9,BUF 36,20,20,EJ Manuel pass complete deep right to Mike Williams for 20 yards (tackle by Chris Conte),0.860,2.650
OT,11:43,1,10,CHI 44,20,20,Fred Jackson right guard for 5 yards (tackle by Stephen Paea),2.650,2.780
OT,11:10,2,5,CHI 39,20,20,Fred Jackson left tackle for 38 yards (tackle by Jonathan Bostic),2.780,2.780
OT,10:36,2,5,CHI 39,20,20,Timeout #1 by Buffalo Bills,2.780,6.970
OT,10:36,1,1,CHI 1,20,20,EJ Manuel kneels for -3 yards,6.970,5.340
OT,10:36,2,4,CHI 4,20,20,"Penalty on Dan Carpenter: Delay of Game, 5 yards (no play)",5.340,4.380
OT,9:51,2,9,CHI 9,23,20,Dan Carpenter 27 yard field goal good,4.380,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
