Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Giants won the coin toss and deferred, Eagles to receive the opening kickoff.",,
1,15:00,,,NYG 35,0,0,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,PHI 25,0,0,Carson Wentz pass complete short middle to Boston Scott for 8 yards (tackle by Antoine Bethea),0.610,1.140
1,14:29,2,2,PHI 33,0,0,Carson Wentz pass complete short right to Zach Ertz for 1 yard (tackle by Julian Love),1.140,0.560
1,13:46,3,1,PHI 34,0,0,Carson Wentz up the middle for 3 yards (tackle by Markus Golden),0.560,1.400
1,13:06,1,10,PHI 37,0,0,Carson Wentz pass complete short right to Greg Ward for 1 yard (tackle by Sam Beal),1.400,0.990
1,12:33,2,9,PHI 38,0,0,Miles Sanders right tackle for 1 yard (tackle by Janoris Jenkins),0.990,0.430
1,11:52,3,8,PHI 39,0,0,"Penalty on Jason Peters: False Start, 5 yards (no play)",0.430,-0.230
1,11:36,3,13,PHI 34,0,0,Carson Wentz sacked by Markus Golden for -12 yards,-0.230,-1.900
1,10:59,4,25,PHI 22,0,0,Cameron Johnston punts 60 yards out of bounds,-1.900,-0.040
1,10:51,1,10,NYG 18,0,0,Saquon Barkley right tackle for -3 yards (tackle by Ronald Darby),0.040,-0.930
1,10:08,2,13,NYG 15,0,0,Saquon Barkley up the middle for 6 yards (tackle by Nathan Gerry),-0.930,-0.790
1,9:25,3,7,NYG 21,0,0,Eli Manning pass incomplete short right intended for Saquon Barkley,-0.790,-1.960
1,9:22,4,7,NYG 21,0,0,Riley Dixon punts 45 yards downed by Antonio Hamilton,-1.960,-1.200
1,9:11,1,10,PHI 34,0,0,Carson Wentz pass incomplete deep left intended for Alshon Jeffery,1.200,0.660
1,9:05,2,10,PHI 34,0,0,Miles Sanders up the middle for no gain (tackle by Leonard Williams),0.660,-0.030
1,8:24,3,10,PHI 34,0,0,Carson Wentz pass complete short right to Miles Sanders for 9 yards (tackle by Sam Beal and Antoine Bethea),-0.030,-0.520
1,7:51,4,1,PHI 43,0,0,"Carson Wentz up the middle for no gain (tackle by Dalvin Tomlinson). Carson Wentz fumbles (forced by Dalvin Tomlinson), recovered by David Mayo at PHI-43",-0.520,-2.720
1,7:43,1,10,PHI 43,0,0,Eli Manning pass complete short right to Saquon Barkley for no gain (tackle by Nathan Gerry),2.720,2.180
1,7:01,2,10,PHI 43,0,0,"Saquon Barkley right end for 4 yards (tackle by Nathan Gerry). Penalty on Jon Halapio: Offensive Holding, 10 yards",2.180,1.370
1,6:46,2,16,PHI 49,0,0,Eli Manning pass incomplete short right intended for Kaden Smith (defended by Nathan Gerry),1.370,0.700
1,6:41,3,16,PHI 49,0,0,Eli Manning pass complete short left to Sterling Shepard for 6 yards (tackle by Duke Riley),0.700,0.400
1,6:07,4,10,PHI 43,0,0,Riley Dixon punts 40 yards downed by Javorius Allen,0.400,0.380
1,5:57,1,10,PHI 3,0,0,Jay Ajayi right tackle for 2 yards (tackle by Janoris Jenkins and B.J. Hill),-0.380,-0.630
1,5:14,2,8,PHI 5,0,0,Carson Wentz pass complete short middle to Zach Ertz for 6 yards (tackle by Antoine Bethea),-0.630,-0.480
1,4:37,3,2,PHI 11,0,0,Miles Sanders up the middle for 5 yards (tackle by Leonard Williams),-0.480,-0.140
1,3:56,1,10,PHI 16,0,0,Carson Wentz pass incomplete short right intended for Zach Ertz,-0.140,-0.660
1,3:52,2,10,PHI 16,0,0,Miles Sanders left end for 5 yards (tackle by David Mayo and Dalvin Tomlinson),-0.660,-0.700
1,3:11,3,5,PHI 21,0,0,Carson Wentz pass incomplete short left intended for Alshon Jeffery,-0.700,-1.960
1,3:08,4,5,PHI 21,0,0,"Cameron Johnston punts 44 yards, returned by Da'Mari Scott for 8 yards (tackle by Duke Riley)",-1.960,-1.800
1,2:57,1,10,NYG 43,0,0,Eli Manning pass complete short right to Sterling Shepard for 8 yards (tackle by Malcolm Jenkins),1.800,2.330
1,2:21,2,2,PHI 49,0,0,Saquon Barkley up the middle for 4 yards (tackle by Jalen Mills),2.330,2.590
1,1:42,1,10,PHI 45,0,0,Sterling Shepard right end for 8 yards (tackle by Jalen Mills),2.590,3.120
1,1:09,2,2,PHI 37,0,0,Saquon Barkley up the middle for 5 yards (tackle by Malcolm Jenkins),3.120,3.450
1,0:31,1,10,PHI 32,0,0,"Penalty on Scott Simonson: False Start, 5 yards (no play)",3.450,3.120
1,0:11,1,15,PHI 37,0,0,Eli Manning pass incomplete short middle intended for Kaden Smith (defended by Nathan Gerry),3.120,2.230
1,0:02,2,15,PHI 37,0,0,"Eli Manning pass complete short right to Kaden Smith for 2 yards (tackle by Malcolm Jenkins). Kaden Smith fumbles (forced by Malcolm Jenkins), recovered by Kaden Smith at PHI-35",2.230,1.820
Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,13,PHI 35,6,0,"Eli Manning pass complete short left to Darius Slayton for 35 yards, touchdown",1.820,7.000
2,14:52,,,PHI 15,7,0,Aldrick Rosas kicks extra point good,0.000,0.000
2,14:52,,,NYG 35,7,0,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,14:52,1,10,PHI 25,7,0,Miles Sanders right end for 9 yards (tackle by Deone Bucannon),0.610,1.280
2,14:30,2,1,PHI 34,7,0,Carson Wentz pass incomplete short right intended for Zach Ertz,1.280,0.560
2,14:23,3,1,PHI 34,7,0,Jay Ajayi up the middle for 3 yards (tackle by David Mayo),0.560,1.400
2,13:42,1,10,PHI 37,7,0,Carson Wentz pass complete deep right to Zach Ertz for 24 yards (tackle by Deone Bucannon),1.400,2.980
2,12:50,1,10,NYG 39,7,0,Carson Wentz pass complete deep left to Zach Ertz for 30 yards (tackle by Alec Ogletree),2.980,5.140
2,12:02,1,9,NYG 9,7,0,"Carson Wentz pass complete short right to Greg Ward for 9 yards. Penalty on Brandon Brooks: Offensive Holding, 10 yards (no play)",5.140,4.230
2,11:50,1,19,NYG 19,7,0,Miles Sanders up the middle for 2 yards (tackle by David Mayo and Dalvin Tomlinson),4.230,3.240
2,11:10,2,17,NYG 17,7,0,Carson Wentz pass complete short left to Miles Sanders for 5 yards (tackle by Alec Ogletree),3.240,3.100
2,10:21,3,12,NYG 12,7,0,Carson Wentz sacked by Oshane Ximines for -4 yards,3.100,2.380
2,9:36,4,16,NYG 16,7,3,Jake Elliott 34 yard field goal good,2.380,3.000
2,9:33,,,PHI 35,7,3,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,9:33,1,10,NYG 25,7,3,Saquon Barkley up the middle for 3 yards (tackle by Daeshon Hall),0.610,0.470
2,8:51,2,7,NYG 28,7,3,Eli Manning pass complete deep left to Darius Slayton for 42 yards,0.470,3.580
2,8:27,1,10,PHI 30,7,3,Eli Manning pass complete short right to Darius Slayton for 10 yards (tackle by Rodney McLeod),3.580,4.240
2,7:44,1,10,PHI 20,7,3,Eli Manning pass complete short right to Sterling Shepard for 7 yards (tackle by Jalen Mills),4.240,4.830
2,7:09,2,3,PHI 13,7,3,Saquon Barkley right end for 4 yards (tackle by Rodney McLeod),4.830,5.140
2,6:30,1,9,PHI 9,7,3,"Eli Manning aborted snap, recovered by Saquon Barkley at PHI-16 (tackle by Malcolm Jenkins)",5.140,3.340
2,5:43,2,16,PHI 16,7,3,Eli Manning pass incomplete deep middle intended for Golden Tate (defended by Malcolm Jenkins),3.340,2.850
2,5:38,3,16,PHI 16,7,3,Eli Manning pass incomplete deep right intended for Sterling Shepard (defended by Jalen Mills),2.850,2.380
2,5:33,4,16,PHI 16,10,3,Aldrick Rosas 34 yard field goal good,2.380,3.000
2,5:30,,,NYG 35,10,3,"Aldrick Rosas kicks off 65 yards, returned by Boston Scott for 28 yards (tackle by Elijhaa Penny and Sean Chandler)",0.000,0.810
2,5:24,1,10,PHI 28,10,3,Miles Sanders right end for 1 yard (tackle by David Mayo and Michael Thomas),0.810,0.400
2,4:51,2,9,PHI 29,10,3,Carson Wentz left end for 4 yards (tackle by Julian Love),0.400,0.230
2,4:05,3,5,PHI 33,10,3,Carson Wentz pass incomplete short middle intended for Dallas Goedert (defended by Dexter Lawrence),0.230,-1.180
2,4:00,4,5,PHI 33,10,3,"Cameron Johnston punts 58 yards downed by Duke Riley. Penalty on Sam Beal: Offensive Holding, 4 yards",-1.180,0.380
2,3:48,1,10,NYG 5,10,3,Saquon Barkley left end for 1 yard (tackle by Nigel Bradham and Ronald Darby),-0.380,-0.710
2,3:02,2,9,NYG 6,10,3,Eli Manning pass incomplete deep right intended for Golden Tate,-0.710,-1.300
2,2:58,3,9,NYG 6,10,3,Eli Manning pass incomplete deep right intended for Golden Tate (defended by Nigel Bradham),-1.300,-2.490
2,2:49,4,9,NYG 6,10,3,"Riley Dixon punts 53 yards, returned by Greg Ward for no gain (tackle by Cody Core)",-2.490,-1.660
2,2:37,1,10,PHI 41,10,3,Carson Wentz pass complete short right to Miles Sanders for -1 yards (tackle by Leonard Williams),1.660,0.990
2,2:28,,,,,,Timeout #1 by New York Giants,,
2,2:28,2,11,PHI 40,10,3,Carson Wentz pass complete short left to Zach Ertz for 8 yards (tackle by Michael Thomas),0.990,1.360
2,2:00,3,3,PHI 48,10,3,Carson Wentz pass incomplete short left intended for Greg Ward (defended by Deandre Baker),1.360,-0.190
2,1:56,,,,,,Timeout #2 by New York Giants,,
2,1:56,4,3,PHI 48,10,3,Cameron Johnston punts 36 yards downed by Alex Singleton,-0.190,0.140
2,1:46,1,10,NYG 16,10,3,Saquon Barkley up the middle for 5 yards (tackle by Fletcher Cox and Nigel Bradham),-0.140,0.150
2,1:41,,,,,,Timeout #1 by Philadelphia Eagles,,
2,1:41,2,5,NYG 21,10,3,Saquon Barkley up the middle for 10 yards (tackle by Jalen Mills),0.150,1.000
2,1:20,1,10,NYG 31,10,3,Eli Manning pass complete short left to Darius Slayton for 12 yards (tackle by Ronald Darby),1.000,1.800
2,1:00,1,10,NYG 43,10,3,Eli Manning pass complete short middle to Saquon Barkley for 2 yards (tackle by Rodney McLeod and Nigel Bradham),1.800,1.520
2,0:39,2,8,NYG 45,10,3,Eli Manning pass incomplete short left intended for Darius Slayton,1.520,0.830
2,0:35,3,8,NYG 45,16,3,"Eli Manning pass complete deep left to Darius Slayton for 55 yards, touchdown",0.830,7.000
2,0:27,,,PHI 15,17,3,Aldrick Rosas kicks extra point good,0.000,0.000
2,0:27,,,NYG 35,17,3,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,0:27,1,10,PHI 25,17,3,Carson Wentz pass complete short right to Dallas Goedert for 6 yards (tackle by Alec Ogletree),0.610,0.870
2,0:20,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:20,2,4,PHI 31,17,3,Carson Wentz pass incomplete short right intended for Miles Sanders,0.870,0.170
2,0:15,3,4,PHI 31,17,3,Carson Wentz pass incomplete short left intended for Dallas Goedert,0.170,-1.310
2,0:11,4,4,PHI 31,17,3,Cameron Johnston punts 54 yards downed by Craig James,-1.310,1.000
Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,17,3,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYG 25,17,3,Eli Manning pass incomplete short right,0.610,0.060
3,14:56,2,10,NYG 25,17,3,Saquon Barkley left tackle for no gain (tackle by Brandon Graham),0.060,-0.620
3,14:14,3,10,NYG 25,17,3,Eli Manning sacked by Vinny Curry for -10 yards,-0.620,-2.440
3,13:41,4,20,NYG 15,17,3,"Riley Dixon punts 54 yards, returned by Greg Ward for 16 yards (tackle by Scott Simonson)",-2.440,-2.060
3,13:30,1,10,PHI 47,17,3,Carson Wentz pass complete short right to Joshua Perkins for 1 yard (tackle by Sam Beal),2.060,1.650
3,12:57,2,9,PHI 48,17,3,Miles Sanders right end for no gain (tackle by Janoris Jenkins),1.650,0.960
3,12:15,3,9,PHI 48,17,3,Carson Wentz pass incomplete short right intended for Zach Ertz,0.960,-0.190
3,12:11,4,9,PHI 48,17,3,Cameron Johnston punts 39 yards downed by Rasul Douglas,-0.190,0.320
3,12:01,1,10,NYG 13,17,3,Saquon Barkley up the middle for 11 yards (tackle by Ronald Darby),-0.320,0.540
3,11:19,1,10,NYG 24,17,3,Saquon Barkley left end for 3 yards (tackle by Nathan Gerry),0.540,0.400
3,10:36,2,7,NYG 27,17,3,Saquon Barkley up the middle for 3 yards (tackle by T.J. Edwards),0.400,0.100
3,9:52,3,4,NYG 30,17,3,Eli Manning pass incomplete short middle intended for Golden Tate (defended by Malcolm Jenkins),0.100,-1.370
