Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
1,5:20,1,10,MIN 25,0,10,Sam Bradford pass incomplete short left intended for Jerick McKinnon,0.610,0.060
1,5:15,2,10,MIN 25,0,10,Sam Bradford pass complete short right to Stefon Diggs for 8 yards (tackle by Kurt Coleman and James Bradberry),0.060,0.430
1,4:46,3,2,MIN 33,0,10,Sam Bradford pass complete short right to Kyle Rudolph for 4 yards (tackle by Thomas Davis),0.430,1.400
1,4:18,1,10,MIN 37,0,10,Jerick McKinnon middle for 4 yards (tackle by Robert McClain and Lavar Edwards),1.400,1.400
1,3:52,2,6,MIN 41,0,10,Sam Bradford pass incomplete short left intended for Kyle Rudolph (defended by Vernon Butler),1.400,0.700
1,3:48,3,6,MIN 41,0,10,Sam Bradford sacked by Thomas Davis for -10 yards,0.700,-1.310
1,3:10,4,16,MIN 31,0,10,"Jeff Locke punts 62 yards. Penalty on James Bradberry: Offensive Holding, 3 yards",-1.310,0.380
1,2:57,1,10,CAR 4,0,10,"Cameron Artis-Payne right end for 20 yards (tackle by Andrew Sendejo). Penalty on Ed Dickson: Offensive Holding, 2 yards (no play)",-0.380,-0.460
1,2:34,1,12,CAR 2,0,10,Mike Tolbert middle for 3 yards (tackle by Eric Kendricks and Linval Joseph),-0.460,-0.710
1,1:51,2,9,CAR 5,2,10,"Cam Newton sacked by Danielle Hunter for -5 yards, safety",-0.710,-2.000
1,1:51,,,CAR 20,2,10,"Andy Lee kicks off 71 yards, returned by Marcus Sherels for 18 yards (tackle by Kurt Coleman)",0.000,-0.740
1,1:38,1,10,MIN 27,2,10,Jerick McKinnon right tackle for 3 yards (tackle by Charles Johnson),0.740,0.600
1,1:00,2,7,MIN 30,2,10,Jerick McKinnon right guard for 14 yards (tackle by Tre Boston),0.600,1.860
1,0:22,1,10,MIN 44,2,10,Sam Bradford pass incomplete short right intended for Stefon Diggs (defended by James Bradberry),1.860,1.320
1,0:18,2,10,MIN 44,2,10,Sam Bradford pass complete short left to Cordarrelle Patterson for 8 yards (tackle by Luke Kuechly and Kony Ealy),1.320,1.690
Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,CAR 48,2,10,Sam Bradford pass incomplete deep left intended for Charles Johnson (defended by Daryl Worley),1.690,0.070
2,14:55,4,2,CAR 48,2,10,"Jeff Locke punts 38 yards, fair catch by Ted Ginn",0.070,0.380
2,14:48,1,10,CAR 10,2,10,Cameron Artis-Payne right end for 3 yards (tackle by Captain Munnerlyn and Danielle Hunter),-0.380,-0.560
2,14:10,2,7,CAR 13,2,10,Cam Newton pass complete short left to Cameron Artis-Payne for 11 yards (tackle by Harrison Smith),-0.560,0.540
2,13:30,1,10,CAR 24,2,10,"Cam Newton pass incomplete short right intended for Greg Olsen. Penalty on Andrew Norwell: Ineligible Downfield Pass, 5 yards (no play)",0.540,0.130
2,13:21,1,15,CAR 19,2,10,Cameron Artis-Payne middle for 3 yards (tackle by Andrew Sendejo and Anthony Barr),0.130,-0.270
2,12:44,2,12,CAR 22,2,10,Cam Newton pass complete deep middle to Ted Ginn for 23 yards (tackle by Trae Waynes),-0.270,1.930
2,11:55,1,10,CAR 45,2,10,Cam Newton sacked by Linval Joseph for -4 yards,1.930,0.840
2,11:15,2,14,CAR 41,2,10,Derek Anderson pass complete short right to Corey Brown for 3 yards (tackle by Trae Waynes and Captain Munnerlyn),0.840,0.560
2,10:33,3,11,CAR 44,2,10,"Cam Newton pass complete short right to Fozzy Whittaker for 10 yards. Penalty on Kelvin Benjamin: Illegal Block Above the Waist, 10 yards",0.560,0.560
2,10:19,3,11,CAR 44,2,10,Cam Newton pass complete short right to Mike Tolbert for 7 yards (tackle by Terence Newman),0.560,0.000
2,9:43,4,4,MIN 49,2,10,"Andy Lee punts 38 yards, fair catch by Marcus Sherels. Penalty on Daryl Worley: Illegal Motion, 5 yards (no play)",0.000,-0.320
2,9:35,4,9,CAR 46,2,10,"Andy Lee punts 49 yards. Penalty on Audie Cole: Offensive Holding, 2 yards",-0.320,0.380
2,9:22,1,10,MIN 3,2,10,Matt Asiata right tackle for no gain (tackle by Kurt Coleman and Thomas Davis),-0.380,-0.780
2,8:47,2,10,MIN 3,2,10,Sam Bradford pass incomplete short right intended for Adam Thielen,-0.780,-1.420
2,8:43,3,10,MIN 3,2,10,Sam Bradford pass complete short left to Adam Thielen for 6 yards (tackle by Robert McClain),-1.420,-2.490
2,8:12,4,4,MIN 9,2,10,"Jeff Locke punts 44 yards, returned by Ted Ginn for 1 yard (tackle by Anthony Harris). Penalty on Jayron Kearse: Illegal Use of Hands, 10 yards",-2.490,-2.790
2,7:59,1,10,MIN 42,2,10,Cameron Artis-Payne left tackle for 4 yards (tackle by Danielle Hunter and Eric Kendricks),2.790,2.780
2,7:17,2,6,MIN 38,2,10,Cameron Artis-Payne left guard for 1 yard (tackle by Danielle Hunter and Eric Kendricks),2.780,2.210
2,6:36,3,5,MIN 37,2,10,Cam Newton pass incomplete short left intended for Devin Funchess (defended by Xavier Rhodes),2.210,0.790
2,6:31,4,5,MIN 37,2,10,Graham Gano 54 yard field goal no good,0.790,-1.930
2,6:26,1,10,MIN 45,2,10,Sam Bradford pass incomplete short right intended for Stefon Diggs,1.930,1.380
2,6:21,2,10,MIN 45,2,10,Jerick McKinnon left end for 3 yards (tackle by Luke Kuechly),1.380,1.090
2,5:51,3,7,MIN 48,2,10,Sam Bradford sacked by Lavar Edwards for -8 yards,1.090,-0.720
2,5:11,4,15,MIN 40,2,10,Jeff Locke punts 58 yards,-0.720,0.380
2,5:00,1,10,CAR 2,2,10,Mike Tolbert middle for 2 yards (tackle by Chad Greenway and Eric Kendricks),-0.380,-0.630
2,4:27,2,8,CAR 4,2,10,Cam Newton right tackle for 2 yards (tackle by Eric Kendricks and Harrison Smith),-0.630,-0.950
2,3:43,3,6,CAR 6,2,10,Cam Newton pass incomplete short right intended for Greg Olsen,-0.950,-2.490
2,3:37,4,6,CAR 6,8,10,"Andy Lee punts 48 yards, returned by Marcus Sherels for 54 yards, touchdown",-2.490,-7.000
2,3:21,,,CAR 6,8,10,Blair Walsh kicks extra point no good,0.000,-1.000
2,3:21,,,MIN 35,8,10,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
2,3:21,1,10,CAR 25,8,10,Cam Newton pass incomplete short right intended for Fozzy Whittaker,0.610,0.060
2,3:15,2,10,CAR 25,8,10,Cam Newton pass complete short right to Greg Olsen for 9 yards (tackle by Terence Newman),0.060,0.560
2,2:35,3,1,CAR 34,8,10,Cam Newton middle for 2 yards (tackle by Eric Kendricks and Danielle Hunter),0.560,1.330
2,2:01,1,10,CAR 36,8,10,Cam Newton pass complete short left to Greg Olsen for 10 yards (tackle by Eric Kendricks),1.330,1.990
2,1:54,1,10,CAR 46,8,10,Cam Newton pass incomplete short left intended for Ted Ginn,1.990,1.450
2,1:49,2,10,CAR 46,8,10,Cam Newton pass complete short right to Ted Ginn for 8 yards (tackle by Andrew Sendejo),1.450,1.820
2,1:08,3,2,MIN 46,8,10,Fozzy Whittaker middle for 3 yards (tackle by Tom Johnson and Eric Kendricks),1.820,1.820
2,0:57,3,2,MIN 46,8,10,Timeout #1 by Carolina Panthers,1.820,2.720
2,0:57,1,10,MIN 43,8,10,Cam Newton pass complete short middle to Mike Tolbert for 7 yards (tackle by Anthony Barr and Captain Munnerlyn),2.720,2.720
2,0:50,1,10,MIN 43,8,10,Timeout #2 by Carolina Panthers,2.720,3.120
2,0:50,2,3,MIN 36,8,10,Cam Newton sacked by Everson Griffen for -12 yards,3.120,0.830
2,0:15,3,15,MIN 48,8,10,Cam Newton pass incomplete deep right intended for Ted Ginn is intercepted by Trae Waynes at MIN-5,0.830,0.380
2,0:07,1,10,MIN 5,8,10,Sam Bradford kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,8,10,"Graham Gano kicks off 69 yards, returned by Cordarrelle Patterson for 25 yards (tackle by Mario Addison)",0.000,0.340
3,14:54,1,10,MIN 21,8,10,Sam Bradford pass complete short left to Stefon Diggs for 10 yards (tackle by James Bradberry),0.340,1.000
3,14:26,1,10,MIN 31,8,10,Jerick McKinnon middle for 4 yards (tackle by Thomas Davis and Luke Kuechly),1.000,1.000
3,14:01,2,6,MIN 35,8,10,Sam Bradford pass complete short middle to Jerick McKinnon for 2 yards (tackle by Thomas Davis),1.000,0.560
3,13:19,3,4,MIN 37,8,10,Sam Bradford pass complete short left to Kyle Rudolph for 5 yards (tackle by Kurt Coleman and Kony Ealy),0.560,1.730
3,13:19,1,10,MIN 42,8,10,Jerick McKinnon right guard for 9 yards (tackle by Kurt Coleman),1.730,2.400
3,12:02,2,1,CAR 49,8,10,Matt Asiata middle for 8 yards (tackle by Luke Kuechly),2.400,2.850
3,11:22,1,10,CAR 41,8,10,Sam Bradford pass complete deep left to Stefon Diggs for 16 yards (tackle by James Bradberry),2.850,3.910
3,10:49,1,10,CAR 25,8,10,Jerick McKinnon middle for 4 yards (tackle by Vernon Butler and Thomas Davis),3.910,3.900
3,10:27,2,6,CAR 21,8,10,Sam Bradford pass complete short middle to Stefon Diggs for 6 yards (tackle by Thomas Davis),3.900,4.580
3,9:49,1,10,CAR 15,14,10,"Sam Bradford pass complete short left to Kyle Rudolph for 15 yards, touchdown",4.580,7.000
3,9:49,1,,CAR 15,16,10,"Two Point Attempt: Jerick McKinnon middle, conversion succeeds",4.580,1.000
3,9:49,,,MIN 35,16,10,"Blair Walsh kicks off 71 yards, returned by Ted Ginn for 26 yards (tackle by Anthony Harris)",0.000,-0.280
3,9:39,1,10,CAR 20,16,10,Cameron Artis-Payne left guard for 4 yards (tackle by Harrison Smith),0.280,0.270
3,9:05,2,6,CAR 24,16,10,Cam Newton left tackle for 4 yards (tackle by Captain Munnerlyn),0.270,0.100
3,8:21,3,2,CAR 28,16,10,Cam Newton right guard for 3 yards (tackle by Captain Munnerlyn and Tom Johnson),0.100,1.000
3,7:39,1,10,CAR 31,16,10,Cam Newton pass incomplete deep right intended for Ted Ginn,1.000,0.460
3,7:31,2,10,CAR 31,16,10,Cameron Artis-Payne left guard for 6 yards (tackle by Linval Joseph),0.460,0.560
3,6:53,3,4,CAR 37,16,10,"Cam Newton pass incomplete deep right intended for Ed Dickson. Penalty on Andrew Sendejo: Illegal Contact, 5 yards (no play)",0.560,1.730
3,6:45,1,10,CAR 42,16,10,Cameron Artis-Payne right tackle for 3 yards (tackle by Linval Joseph and Chad Greenway),1.730,1.590
3,6:10,2,7,CAR 45,16,10,Cam Newton pass complete short right to Fozzy Whittaker for 7 yards (tackle by Eric Kendricks),1.590,2.390
3,5:33,1,10,MIN 48,16,10,Fozzy Whittaker left tackle for 2 yards (tackle by Anthony Barr and Everson Griffen),2.390,2.120
3,4:55,2,8,MIN 46,16,10,Fozzy Whittaker left end for 2 yards (tackle by Harrison Smith),2.120,1.690
3,4:10,3,6,MIN 44,16,10,Cam Newton pass incomplete deep right intended for Greg Olsen,1.690,0.330
3,4:03,4,6,MIN 44,16,10,"Andy Lee punts 34 yards, fair catch by Marcus Sherels",0.330,0.380
3,3:55,1,10,MIN 10,16,10,Jerick McKinnon right guard for -1 yards (tackle by Thomas Davis),-0.380,-0.850
3,3:14,2,11,MIN 9,16,10,Sam Bradford pass incomplete short right intended for Stefon Diggs,-0.850,-1.540
3,3:09,3,11,MIN 9,16,10,Sam Bradford pass complete short right to Kyle Rudolph for 6 yards (tackle by Luke Kuechly),-1.540,-2.440
3,2:40,4,5,MIN 15,16,10,"Jeff Locke punts 50 yards, returned by Ted Ginn for -1 yards (tackle by Cordarrelle Patterson)",-2.440,-1.200
3,2:30,1,10,CAR 34,16,10,Cameron Artis-Payne right guard for 4 yards (tackle by Terence Newman and Andrew Sendejo),1.200,1.200
3,1:54,2,6,CAR 38,16,10,Cam Newton sacked by Brian Robison for -5 yards,1.200,-0.160
3,1:07,3,11,CAR 33,16,10,Cam Newton pass incomplete short right intended for Ted Ginn is intercepted by Terence Newman at CAR-43,-0.160,-2.720
3,1:00,1,10,CAR 43,16,10,Sam Bradford pass complete short left to Rhett Ellison for 18 yards (tackle by Luke Kuechly),2.720,3.910
3,0:21,1,10,CAR 25,16,10,Jerick McKinnon right tackle for 3 yards (tackle by Luke Kuechly and Kawann Short),3.910,3.770
Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,CAR 22,16,10,Sam Bradford pass complete short middle to Kyle Rudolph for 8 yards (tackle by Luke Kuechly),3.770,4.650
4,14:26,1,10,CAR 14,16,10,Jerick McKinnon left tackle for no gain (tackle by Luke Kuechly and Star Lotulelei),4.650,4.000
4,13:59,2,10,CAR 14,16,10,Sam Bradford pass complete short right to Adam Thielen for 4 yards (tackle by Luke Kuechly),4.000,3.820
4,13:24,3,6,CAR 10,16,10,Sam Bradford pass incomplete short right intended for Kyle Rudolph. Penalty on Stefon Diggs: Offensive Pass Interference (Declined),3.820,2.790
4,13:17,4,6,CAR 10,19,10,Blair Walsh 28 yard field goal good,2.790,3.000
4,13:17,,,MIN 35,19,10,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
4,13:14,1,10,CAR 25,19,10,"Ted Ginn left end for 1 yard (tackle by Andrew Sendejo). Penalty on Michael Oher: Offensive Holding, 10 yards",0.610,-0.280
4,12:52,1,19,CAR 16,19,10,Cam Newton sacked by Everson Griffen for -10 yards,-0.280,-2.170
4,12:08,2,29,CAR 6,19,10,Fozzy Whittaker right tackle for 9 yards (tackle by Eric Kendricks and Linval Joseph),-2.170,-2.170
4,11:36,2,29,CAR 6,19,10,Timeout #1 by Minnesota Vikings,-2.170,-2.350
4,11:36,3,20,CAR 15,19,10,Cam Newton sacked by Anthony Barr for -7 yards. Penalty on Mike Remmers: Offensive Holding (Declined),-2.350,-2.490
4,11:18,4,27,CAR 8,19,10,"Andy Lee punts 58 yards, returned by Marcus Sherels for 4 yards (tackle by David Mayo)",-2.490,-1.470
4,11:02,1,10,MIN 38,19,10,Jerick McKinnon left tackle for 2 yards (tackle by Lavar Edwards),1.470,1.190
4,10:29,2,8,MIN 40,19,10,Sam Bradford pass complete short middle to Kyle Rudolph for 18 yards (tackle by Thomas Davis),1.190,2.790
4,9:52,1,10,CAR 42,19,10,Jerick McKinnon middle for -1 yards (tackle by Luke Kuechly),2.790,2.110
4,9:10,2,11,CAR 43,19,10,Sam Bradford pass complete short middle to Kyle Rudolph for 14 yards (tackle by Luke Kuechly),2.110,3.640
4,8:31,1,10,CAR 29,19,10,Jerick McKinnon middle for -2 yards (tackle by Mario Addison),3.640,3.640
4,7:45,1,10,CAR 29,19,10,Timeout #2 by Minnesota Vikings,3.640,2.830
4,7:45,2,12,CAR 31,19,10,Jerick McKinnon right end for 7 yards (tackle by Thomas Davis),2.830,3.070
4,7:00,3,5,CAR 24,19,10,"Sam Bradford pass complete deep left to Adam Thielen for 19 yards (tackle by Robert McClain). Penalty on Adam Thielen: Delay of Game, 5 yards, Penalty on Robert McClain: Defensive Holding (Declined)",3.070,4.910
4,6:44,1,10,CAR 10,19,10,Jerick McKinnon for -4 yards (tackle by Kawann Short),4.910,3.580
4,6:00,2,14,CAR 14,19,10,Matt Asiata middle for 1 yard (tackle by Kony Ealy and Kawann Short),3.580,3.060
4,5:18,3,13,CAR 13,19,10,Sam Bradford pass incomplete short right intended for Kyle Rudolph,3.060,2.570
4,5:11,4,13,CAR 13,22,10,Blair Walsh 31 yard field goal good,2.570,3.000
4,5:11,,,MIN 35,22,10,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
4,5:07,1,10,CAR 25,22,10,Cam Newton pass complete deep right to Ed Dickson for 23 yards (tackle by Andrew Sendejo),0.610,2.130
4,4:39,1,10,CAR 48,22,10,Cam Newton pass complete short right to Greg Olsen for 7 yards (tackle by Trae Waynes),2.130,2.530
4,4:12,2,3,MIN 45,22,10,Cam Newton pass incomplete deep left intended for Devin Funchess,2.530,1.820
4,4:06,3,3,MIN 45,22,10,"Penalty on Cam Newton: Delay of Game, 5 yards (no play)",1.820,1.160
4,4:06,3,8,,22,10,Cam Newton pass complete short left to Corey Brown for 15 yards (tackle by Captain Munnerlyn),1.160,3.250
4,3:59,1,10,MIN 35,22,10,Cam Newton sacked by Harrison Smith for -6 yards,3.250,1.890
4,3:26,2,16,MIN 41,22,10,"Cam Newton pass complete short right to Ted Ginn for 2 yards (tackle by Trae Waynes). Penalty on Greg Olsen: Offensive Pass Interference, 10 yards (no play)",1.890,0.540
4,3:19,2,26,CAR 49,22,10,Cam Newton pass complete short middle to Greg Olsen for 16 yards (tackle by Anthony Barr and Captain Munnerlyn),0.540,2.010
4,2:53,3,10,MIN 35,22,10,Cam Newton for 11 yards,2.010,3.970
4,2:44,1,10,MIN 24,22,10,Cam Newton pass incomplete deep left intended for Corey Brown,3.970,3.430
4,2:40,2,10,MIN 24,22,10,Cam Newton pass incomplete deep left intended for Greg Olsen,3.430,2.740
4,2:34,3,10,MIN 24,22,10,Cam Newton pass incomplete short left intended for Kelvin Benjamin (defended by Marcus Sherels),2.740,1.870
4,2:29,4,10,MIN 24,22,10,"Cam Newton pass incomplete short right intended for Mike Tolbert is intercepted by Tom Johnson at MIN-31 and returned for 4 yards. Tom Johnson fumbles (forced by Mike Tolbert), recovered by Harrison Smith at MIN-40",1.870,-1.600
4,2:21,1,10,MIN 40,22,10,Matt Asiata middle for 3 yards (tackle by Kurt Coleman and Kawann Short),1.600,1.600
4,2:15,1,10,MIN 40,22,10,Timeout #1 by Carolina Panthers,1.600,1.460
4,2:15,2,7,MIN 43,22,10,Jerick McKinnon right tackle for no gain (tackle by Kawann Short and Kony Ealy),1.460,1.460
4,2:10,2,7,MIN 43,22,10,Timeout #2 by Carolina Panthers,1.460,0.760
4,2:10,3,7,MIN 43,22,10,Sam Bradford pass complete short left to Matt Asiata for 4 yards (tackle by Kurt Coleman and Star Lotulelei),0.760,-0.260
4,1:57,4,3,MIN 47,22,10,"Jeff Locke punts 53 yards, touchback",-0.260,-0.280
4,1:53,1,10,CAR 20,22,10,Cam Newton pass complete short left to Fozzy Whittaker for 14 yards (tackle by Brian Robison),0.280,1.200
4,1:27,1,10,CAR 34,22,10,Cam Newton pass complete short left to Fozzy Whittaker for 1 yard (tackle by Trae Waynes),1.200,0.790
4,1:20,2,9,CAR 35,22,10,Cam Newton pass incomplete short middle intended for Greg Olsen (defended by Eric Kendricks),0.790,0.100
4,1:18,3,9,CAR 35,22,10,Cam Newton sacked by Everson Griffen for -15 yards,0.100,-2.030
4,0:30,4,24,CAR 20,22,10,Cam Newton pass complete short right to Corey Brown for 12 yards (tackle by Mackensie Alexander and Emmanuel Lamur),-2.030,-3.450
4,0:21,1,10,CAR 32,22,10,Sam Bradford kneels for -1 yards,3.450,2.770
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
