Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
1,7:30,1,10,SFO 32,3,0,Blaine Gabbert pass complete short left to Vance McDonald for 2 yards (tackle by Maurice Alexander),1.070,0.800
1,6:59,2,8,SFO 34,3,0,Mike Davis middle for no gain (tackle by Michael Brockers),0.800,0.100
1,6:17,3,8,SFO 34,3,0,Blaine Gabbert pass complete short right to Anquan Boldin for no gain,0.100,-1.110
1,5:37,4,8,SFO 34,3,0,"Bradley Pinion punts 61 yards, returned by Tavon Austin for 6 yards (tackle by Bruce Miller)",-1.110,0.370
1,5:24,1,10,STL 11,3,0,Tre Mason right guard for 2 yards (tackle by Gerald Hodges),-0.370,-0.630
1,4:46,2,8,STL 13,3,0,Case Keenum pass complete short left to Tavon Austin for 7 yards (tackle by Dontae Johnson),-0.630,-0.370
1,4:04,3,1,STL 20,3,0,Tre Mason left tackle for -1 yards (tackle by NaVorro Bowman),-0.370,-2.140
1,3:25,4,2,STL 19,3,0,"Johnny Hekker punts 51 yards, fair catch by Bruce Ellington",-2.140,-0.940
1,3:19,1,10,SFO 30,3,0,Blaine Gabbert pass complete short left to Torrey Smith for 5 yards (tackle by Trumaine Johnson),0.940,1.070
1,2:46,2,5,SFO 35,3,0,DuJuan Harris right guard for 5 yards (tackle by Mark Barron and Akeem Ayers),1.070,1.600
1,2:11,1,10,SFO 40,3,0,Blaine Gabbert pass complete short left to Bruce Miller for no gain,1.600,1.050
1,1:38,2,10,SFO 40,3,0,DuJuan Harris middle for 3 yards (tackle by Rodney McLeod),1.050,0.760
1,1:06,3,7,SFO 43,3,0,"Blaine Gabbert pass complete short middle to Quinton Patton for 21 yards (tackle by Rodney McLeod). Penalty on Joe Staley: Illegal Formation, 5 yards (no play)",0.760,0.100
1,0:44,3,12,SFO 38,3,0,Blaine Gabbert pass complete short right to DuJuan Harris for 31 yards (tackle by Lamarcus Joyner),0.100,3.510
1,0:23,1,10,STL 31,3,0,DuJuan Harris left guard for -2 yards (tackle by Ethan Westbrooks and Mark Barron),3.510,2.700
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,STL 33,3,6,"Blaine Gabbert pass complete deep left to Anquan Boldin for 33 yards, touchdown",2.700,7.000
2,15:00,,,STL 33,3,7,Phil Dawson kicks extra point good,0.000,0.000
2,15:00,,,SFO 35,3,7,"Bradley Pinion kicks off 44 yards, returned by Chase Reynolds for 9 yards (tackle by Eli Harold)",0.000,-0.940
2,14:48,1,10,STL 30,3,7,Case Keenum pass complete short right to Brian Quick for 11 yards (tackle by Dontae Johnson),0.940,1.660
2,14:08,1,10,STL 41,3,7,(tackle by Dontae Johnson),1.660,2.070
2,13:37,2,3,STL 48,3,7,Case Keenum pass complete short left to Tavon Austin for 10 yards (tackle by NaVorro Bowman),2.070,2.790
2,12:56,1,10,SFO 42,3,7,Tre Mason left tackle for 4 yards (tackle by Mike Purcell),2.790,2.780
2,12:15,2,6,SFO 38,3,7,Tre Mason right end for 2 yards (tackle by Tony Jerod-Eddie and Jimmie Ward),2.780,2.340
2,11:29,3,4,SFO 36,3,7,Case Keenum pass incomplete short right intended for Jared Cook (defended by Eric Reid),2.340,0.890
2,11:25,4,4,SFO 36,3,7,Penalty on Johnny Hekker: Delay of Game (Declined),0.890,0.890
2,11:19,4,4,SFO 36,3,7,Johnny Hekker pass incomplete deep middle intended for Bradley Marquez (defended by Bruce Ellington),0.890,-1.400
2,11:19,1,10,SFO 37,3,7,Blaine Gabbert pass incomplete short left intended for Bruce Miller,1.400,0.860
2,11:16,2,10,SFO 37,3,7,DuJuan Harris left guard for 7 yards (tackle by Lamarcus Joyner),0.860,1.090
2,10:45,3,3,SFO 44,3,7,DuJuan Harris middle for 47 yards (tackle by Janoris Jenkins and Rodney McLeod),1.090,5.140
2,9:56,1,9,STL 9,3,7,Mike Davis left end for 1 yard (tackle by Rodney McLeod),5.140,4.570
2,9:19,2,8,STL 8,3,7,Blaine Gabbert pass incomplete short right intended for Quinton Patton,4.570,3.580
2,9:13,3,8,STL 8,3,7,Blaine Gabbert pass incomplete short right intended for Vance McDonald,3.580,2.950
2,9:08,4,8,STL 8,3,10,Phil Dawson 26 yard field goal good,2.950,3.000
2,9:08,,,SFO 35,3,10,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.280
2,9:03,1,10,STL 20,3,10,Tavon Austin right end for 4 yards (tackle by Aaron Lynch),0.280,0.270
2,8:22,2,6,STL 24,3,10,Malcolm Brown middle for 13 yards (tackle by NaVorro Bowman),0.270,1.400
2,7:44,1,10,STL 37,3,10,Malcolm Brown middle for 4 yards (tackle by Jimmie Ward),1.400,1.400
2,7:04,2,6,STL 41,3,10,Case Keenum pass complete short left to Brian Quick for 12 yards (tackle by Dontae Johnson),1.400,2.460
2,6:21,1,10,SFO 47,3,10,Malcolm Brown left guard for 2 yards (tackle by NaVorro Bowman),2.460,2.180
2,5:38,2,8,SFO 45,3,10,Case Keenum pass complete short left to Wes Welker for 11 yards (tackle by Gerald Hodges),2.180,3.310
2,4:56,1,10,SFO 34,3,10,Case Keenum pass incomplete short right intended for Tavon Austin,3.310,2.770
2,4:51,2,10,SFO 34,3,10,"Case Keenum pass complete short right to Malcolm Brown for -2 yards (tackle by Gerald Hodges and Aaron Lynch). Penalty on Ahmad Brooks: Unnecessary Roughness, 15 yards",2.770,4.170
2,4:20,1,10,SFO 21,3,10,Malcolm Brown right guard for -2 yards (tackle by Eli Harold),4.170,3.360
2,3:39,2,12,SFO 23,3,10,Case Keenum pass complete short left to Tavon Austin for 9 yards (tackle by Dontae Johnson),3.360,4.020
2,2:54,3,3,SFO 14,3,10,Case Keenum pass incomplete short middle intended for Brian Quick (defended by Eric Reid),4.020,2.610
2,2:48,4,3,SFO 14,6,10,Greg Zuerlein 32 yard field goal good,2.610,3.000
2,2:48,,,STL 35,6,10,"Greg Zuerlein kicks off 71 yards, returned by Bruce Ellington for 34 yards (tackle by Marcus Roberson). Penalty on Daren Bates: Unsportsmanlike Conduct, 15 yards",0.000,-1.800
2,2:38,1,10,SFO 43,6,10,Mike Davis left guard for 4 yards (tackle by Lamarcus Joyner),1.800,1.790
2,2:08,2,6,SFO 47,6,10,Blaine Gabbert pass complete short right to Mike Davis for 7 yards (tackle by Trumaine Johnson and Mark Barron),1.790,2.520
2,2:00,1,10,STL 46,6,10,Blaine Gabbert pass incomplete short left intended for Mike Davis is intercepted by Eugene Sims at SFO-45 and returned for 42 yards,2.520,-6.510
2,1:47,1,3,SFO 3,6,10,Tre Mason middle for -1 yards (tackle by Jimmie Ward),6.510,6.510
2,1:39,1,3,SFO 3,6,10,Timeout #1 by San Francisco 49ers,6.510,5.340
2,1:37,2,4,SFO 4,12,10,"Tre Mason right end for 4 yards, touchdown",5.340,7.000
2,1:37,,,SFO 4,13,10,Greg Zuerlein kicks extra point good,0.000,0.000
2,1:37,,,STL 35,13,10,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
2,1:31,1,10,SFO 20,13,10,Blaine Gabbert pass incomplete short right intended for DuJuan Harris,0.280,-0.270
2,1:28,2,10,SFO 20,13,10,Blaine Gabbert pass complete short right to DuJuan Harris for 14 yards (tackle by Lamarcus Joyner),-0.270,1.200
2,1:07,1,10,SFO 34,13,10,Blaine Gabbert pass complete short right to Anquan Boldin for 1 yard (tackle by Janoris Jenkins),1.200,0.790
2,0:47,2,9,SFO 35,13,10,Blaine Gabbert pass incomplete short right intended for DuJuan Harris,0.790,0.100
2,0:41,3,9,SFO 35,13,10,Blaine Gabbert pass incomplete short middle intended for DuJuan Harris,0.100,-1.040
2,0:36,4,9,SFO 35,13,10,"Penalty on Kenneth Acker: False Start, 5 yards (no play)",-1.040,-1.370
2,0:36,4,14,SFO 30,13,10,"Bradley Pinion punts 36 yards, fair catch by Tavon Austin",-1.370,-1.200
2,0:29,1,10,STL 34,13,10,Case Keenum pass incomplete deep right intended for Bradley Marquez,1.200,0.660
2,0:22,2,10,STL 34,13,10,Benny Cunningham middle for 40 yards (tackle by Jimmie Ward),0.660,3.840
2,0:15,1,10,SFO 26,13,10,Case Keenum pass incomplete deep right intended for Tavon Austin,3.840,3.840
2,0:09,1,10,SFO 26,13,10,Timeout #1 by Los Angeles Rams,3.840,3.300
2,0:09,2,10,SFO 26,16,10,Greg Zuerlein 44 yard field goal good,3.300,3.000
2,0:09,,,STL 35,16,10,Greg Zuerlein kicks off 37 yards,0.000,1.270
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,16,10,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,SFO 20,16,10,DuJuan Harris right end for 1 yard (tackle by Maurice Alexander),0.280,-0.130
3,14:30,2,9,SFO 21,16,10,DuJuan Harris middle for -1 yards (tackle by William Hayes),-0.130,-0.960
3,13:53,3,10,SFO 20,16,10,Blaine Gabbert pass complete short left to Vance McDonald for 11 yards (tackle by Maurice Alexander),-0.960,1.000
3,13:22,1,10,SFO 31,16,10,DuJuan Harris left tackle for -1 yards (tackle by Matt Longacre),1.000,0.320
3,12:50,2,11,SFO 30,16,10,Blaine Gabbert pass complete deep right to Bruce Ellington for 44 yards (tackle by Maurice Alexander). Penalty on Trumaine Johnson: Illegal Contact (Declined),0.320,3.840
3,12:29,1,10,STL 26,16,10,Blaine Gabbert for 9 yards,3.840,4.640
3,12:05,2,1,STL 17,16,10,DuJuan Harris right end for no gain (tackle by Trumaine Johnson),4.640,3.950
3,11:26,3,1,STL 17,16,10,Blaine Gabbert pass complete short right to DuJuan Harris for 3 yards (tackle by Trumaine Johnson),3.950,4.650
3,11:00,1,10,STL 14,16,10,Mike Davis middle for -1 yards (tackle by William Hayes),4.650,3.850
3,10:25,2,11,STL 15,16,10,Blaine Gabbert pass incomplete short right intended for Torrey Smith,3.850,3.060
3,10:20,3,11,STL 15,16,10,Blaine Gabbert pass complete short middle to Blake Bell for 5 yards (tackle by Mark Barron),3.060,2.790
3,9:41,4,6,STL 10,16,13,Phil Dawson 28 yard field goal good,2.790,3.000
3,9:41,,,SFO 35,16,13,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.280
3,9:37,1,10,STL 20,16,13,Case Keenum pass complete short right to Lance Kendricks for 5 yards (tackle by Keith Reaser),0.280,0.410
3,8:58,2,5,STL 25,16,13,Tre Mason right end for no gain (tackle by Jimmie Ward),0.410,-0.300
3,8:22,3,5,STL 25,16,13,Case Keenum pass complete short left to Kenny Britt for 9 yards (tackle by Marcus Cromartie),-0.300,1.200
3,7:40,1,10,STL 34,16,13,Tre Mason middle for 2 yards (tackle by Mike Purcell),1.200,0.930
3,6:54,2,8,STL 36,16,13,Case Keenum pass complete short left to Tavon Austin for 7 yards (tackle by NaVorro Bowman),0.930,1.160
3,6:10,3,1,STL 43,16,13,Case Keenum right guard for 2 yards (tackle by Jimmie Ward),1.160,1.930
3,5:33,1,10,STL 45,16,13,Case Keenum pass complete short right to Lance Kendricks for 12 yards (tackle by Eric Reid),1.930,2.720
3,5:04,1,10,SFO 43,16,13,Tre Mason middle for 3 yards (tackle by Ian Williams and Tony Jerod-Eddie),2.720,2.580
3,4:25,2,7,SFO 40,16,13,"Case Keenum pass incomplete deep left intended for Kenny Britt. Penalty on Ian Williams: Defensive Offside, 5 yards (no play)",2.580,3.260
3,4:19,2,2,SFO 35,16,13,Tavon Austin right end for 4 yards (tackle by Gerald Hodges and Eric Reid),3.260,3.510
3,3:34,1,10,SFO 31,16,13,Case Keenum pass complete short left to Tavon Austin for -3 yards (tackle by Gerald Hodges),3.510,2.560
3,2:55,2,13,SFO 34,16,13,"Tre Mason left end for 4 yards (tackle by Jimmie Ward). Penalty on Brian Quick: Offensive Holding, 10 yards",2.560,1.750
3,2:30,2,19,SFO 40,16,13,Case Keenum pass complete short left to Benny Cunningham for 11 yards (tackle by Tank Carradine),1.750,2.540
3,1:43,3,8,SFO 29,16,13,"Penalty on Demetrius Rhaney: False Start, 5 yards (no play)",2.540,1.880
3,1:23,3,13,SFO 34,16,13,Case Keenum pass incomplete short left intended for Kenny Britt,1.880,1.060
3,1:18,4,13,SFO 34,16,13,Greg Zuerlein 52 yard field goal no good,1.060,-1.730
3,1:13,1,10,SFO 42,16,13,Mike Davis right tackle for 9 yards (tackle by Rodney McLeod),1.730,2.400
3,0:42,2,1,STL 49,16,13,Mike Davis right tackle for 1 yard (tackle by Ethan Westbrooks),2.400,2.390
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 48,16,13,Blaine Gabbert pass complete short right to Mike Davis for 8 yards (tackle by Mark Barron),2.390,2.930
4,14:38,2,2,STL 40,16,13,"Mike Davis middle for 6 yards (tackle by James Laurinaitis). Penalty on Andrew Tiller: Offensive Holding, 10 yards (no play)",2.930,1.580
4,14:17,2,12,,16,13,Blaine Gabbert pass incomplete short right intended for Torrey Smith,1.580,0.890
4,14:13,3,12,,16,13,"Blaine Gabbert pass incomplete deep right intended for Torrey Smith. Penalty on Trumaine Johnson: Illegal Contact, 5 yards (no play)",0.890,2.590
4,14:09,1,10,STL 45,16,13,Blaine Gabbert pass incomplete short middle intended for DuJuan Harris,2.590,2.040
4,14:04,2,10,STL 45,16,13,Blaine Gabbert pass complete short right to DuJuan Harris for 2 yards (tackle by Trumaine Johnson),2.040,1.620
4,13:30,3,8,STL 43,16,13,Blaine Gabbert pass complete short right to DuJuan Harris for 4 yards (tackle by James Laurinaitis and Mark Barron),1.620,0.660
4,12:45,4,4,STL 39,16,13,Blaine Gabbert pass incomplete deep right intended for Torrey Smith (defended by Trumaine Johnson),0.660,-1.530
4,12:39,1,10,STL 39,16,13,Case Keenum pass complete short left to Cory Harkey for 12 yards (tackle by Gerald Hodges),1.530,2.320
4,12:01,1,10,SFO 49,16,13,Tavon Austin left end for 6 yards (tackle by Gerald Hodges),2.320,2.590
4,11:20,2,4,SFO 43,16,13,Tre Mason left tackle for 2 yards (tackle by Arik Armstead),2.590,2.150
4,10:38,3,2,SFO 41,16,13,Case Keenum pass incomplete short left intended for Jared Cook,2.150,0.530
4,10:35,4,2,SFO 41,16,13,"Penalty on Johnny Hekker: Delay of Game, 5 yards (no play)",0.530,0.200
4,10:31,4,7,SFO 46,16,13,"Johnny Hekker punts 46 yards, touchback",0.200,-0.280
4,10:21,1,10,SFO 20,16,13,Mike Davis left guard for 4 yards (tackle by Maurice Alexander),0.280,0.270
4,9:52,2,6,SFO 24,16,13,Blaine Gabbert sacked by Chris Long for -4 yards,0.270,-0.960
4,9:15,3,10,SFO 20,16,13,Blaine Gabbert pass complete deep left to Torrey Smith for 31 yards (tackle by Janoris Jenkins),-0.960,2.320
4,8:40,1,10,STL 49,16,13,DuJuan Harris left guard for no gain (tackle by Mark Barron and Lamarcus Joyner),2.320,1.780
4,8:10,2,10,STL 49,16,13,Blaine Gabbert pass complete short right to DuJuan Harris for 21 yards (tackle by Maurice Alexander),1.780,3.710
4,7:41,1,10,STL 28,16,13,Mike Davis left guard for 2 yards (tackle by William Hayes),3.710,3.440
4,7:11,2,8,STL 26,16,13,Mike Davis right tackle for 1 yard (tackle by Akeem Ayers),3.440,2.870
4,6:38,3,7,STL 25,16,13,"Penalty on Aaron Donald: Neutral Zone Infraction, 5 yards (no play)",2.870,3.530
4,6:26,3,2,STL 20,16,13,DuJuan Harris right end for 3 yards (tackle by Trumaine Johnson),3.530,4.440
4,6:01,1,10,STL 17,16,13,"Penalty on Lamarcus Joyner: Defensive 12 On-field, 5 yards (no play)",4.440,5.520
4,5:46,1,5,STL 12,16,13,Blaine Gabbert pass complete short right to Bruce Miller for 2 yards (tackle by Akeem Ayers),5.520,5.100
4,5:16,2,3,STL 10,16,13,DuJuan Harris middle for 2 yards (tackle by William Hayes),5.100,4.800
4,4:43,3,1,STL 8,16,13,"Blaine Gabbert for no gain. Blaine Gabbert fumbles, recovered by DuJuan Harris at STL-20. Penalty on Janoris Jenkins: Unnecessary Roughness (Offsetting), Penalty on Bruce Ellington: Unnecessary Roughness (Offsetting)",4.800,2.120
4,4:33,4,13,STL 20,16,16,Phil Dawson 38 yard field goal good,2.120,3.000
4,4:33,,,SFO 35,16,16,"Bradley Pinion kicks off 68 yards, returned by Benny Cunningham for 23 yards (tackle by Ray-Ray Armstrong)",0.000,-0.280
4,4:21,1,10,STL 20,16,16,Tavon Austin right end for -2 yards (tackle by Jimmie Ward),0.280,-0.630
4,3:44,2,12,STL 18,16,16,Case Keenum pass complete short left to Wes Welker for 5 yards (tackle by Dontae Johnson and Keith Reaser),-0.630,-0.560
4,3:04,3,7,STL 23,16,16,Case Keenum pass incomplete short right intended for Kenny Britt,-0.560,-1.830
4,2:54,4,7,STL 23,16,16,"Johnny Hekker punts 51 yards, fair catch by Bruce Ellington",-1.830,-0.670
4,2:45,1,10,SFO 26,16,16,DuJuan Harris right guard for -1 yards (tackle by Lamarcus Joyner),0.670,-0.010
4,2:14,2,11,SFO 25,16,16,Blaine Gabbert pass complete short right to Anquan Boldin for 10 yards (tackle by Trumaine Johnson),-0.010,0.630
4,2:00,3,1,SFO 35,16,16,"Penalty on Andrew Tiller: False Start, 5 yards (no play)",0.630,-0.030
4,2:00,3,6,SFO 30,16,16,Blaine Gabbert pass complete short left to Anquan Boldin for 27 yards (tackle by Rodney McLeod),-0.030,2.720
4,1:51,1,10,STL 43,16,16,Blaine Gabbert pass incomplete short right intended for Anquan Boldin,2.720,2.180
4,1:49,2,10,STL 43,16,16,DuJuan Harris right end for 6 yards (tackle by Lamarcus Joyner),2.180,2.280
4,1:43,3,4,STL 37,16,16,Blaine Gabbert pass incomplete short left intended for Vance McDonald,2.280,0.790
4,1:39,4,4,STL 37,16,16,"Bradley Pinion punts 37 yards, touchback",0.790,-0.280
4,1:32,1,10,STL 20,16,16,Case Keenum pass complete short right to Benny Cunningham for 10 yards (tackle by Gerald Hodges),0.280,0.940
4,1:07,1,10,STL 30,16,16,Case Keenum pass incomplete short right intended for Jared Cook,0.940,0.390
4,1:02,2,10,STL 30,16,16,Case Keenum pass incomplete short left intended for Bradley Marquez,0.390,0.390
4,0:57,2,10,STL 30,16,16,Timeout #1 by Los Angeles Rams,0.390,-0.300
4,0:57,3,10,STL 30,16,16,Case Keenum pass incomplete deep left intended for Brian Quick (defended by Marcus Cromartie),-0.300,-0.300
4,0:52,3,10,STL 30,16,16,Timeout #1 by San Francisco 49ers,-0.300,-1.370
4,0:52,4,10,STL 30,16,16,Johnny Hekker punts 68 yards,-1.370,0.380
4,0:40,1,10,SFO 2,16,16,Blaine Gabbert kneels for no gain,-0.380,-0.380
4,0:27,1,10,SFO 2,16,16,Timeout #2 by Los Angeles Rams,-0.380,-0.780
4,0:27,2,10,SFO 2,16,16,Blaine Gabbert kneels for no gain,-0.780,-0.780
4,0:24,2,10,SFO 2,16,16,Timeout #3 by Los Angeles Rams,-0.780,-1.420
4,0:24,3,10,SFO 2,16,16,"Blaine Gabbert kneels for -1 yards. Penalty on Aaron Donald: Face Mask (15 Yards), 15 yards",-1.420,-0.140
4,0:12,1,10,SFO 16,16,16,Blaine Gabbert kneels for -1 yards,-0.140,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
,,,,,,,"49ers won the coin toss, 49ers to receive the overtime kickoff.",,
OT,15:00,,,STL 35,16,16,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
OT,15:00,1,10,SFO 20,16,16,Blaine Gabbert pass complete short right to DuJuan Harris for 5 yards (tackle by Trumaine Johnson),0.280,0.410
OT,14:35,2,5,SFO 25,16,16,DuJuan Harris middle for 1 yard (tackle by Aaron Donald),0.410,-0.160
OT,13:58,3,4,SFO 26,16,16,Blaine Gabbert pass complete short left to Vance McDonald for 24 yards (tackle by Rodney McLeod),-0.160,2.260
OT,13:23,1,10,,16,16,"Blaine Gabbert for no gain. Blaine Gabbert fumbles, recovered by Blaine Gabbert at SFO-47",2.260,1.310
OT,12:51,2,13,SFO 47,16,16,Blaine Gabbert pass complete short left to Torrey Smith for 3 yards (tackle by Janoris Jenkins),1.310,1.030
OT,12:16,3,10,,16,16,Blaine Gabbert pass incomplete deep right intended for Anquan Boldin,1.030,-0.060
OT,12:12,4,10,,16,16,"Bradley Pinion punts 31 yards, returned by Tavon Austin for no gain",-0.060,-0.150
OT,12:03,1,10,STL 19,16,16,Case Keenum pass incomplete deep left intended for Tavon Austin (defended by Jimmie Ward),0.150,-0.390
OT,11:55,2,10,STL 19,16,16,Tre Mason right guard for 11 yards (tackle by Jimmie Ward),-0.390,0.940
OT,11:16,1,10,STL 30,16,16,Tre Mason middle for 3 yards (tackle by Mike Purcell and Tank Carradine),0.940,0.800
OT,10:39,2,7,STL 33,16,16,Case Keenum pass complete short right to Lance Kendricks for 6 yards (tackle by NaVorro Bowman),0.800,0.890
OT,9:59,3,1,STL 39,16,16,Benny Cunningham middle for 1 yard (tackle by Gerald Hodges),0.890,1.600
OT,9:17,1,10,STL 40,16,16,Case Keenum pass complete deep middle to Kenny Britt for 18 yards (tackle by Gerald Hodges),1.600,2.790
OT,8:31,1,10,SFO 42,16,16,Tre Mason middle for -2 yards (tackle by NaVorro Bowman),2.790,1.970
OT,7:49,2,12,SFO 44,16,16,Case Keenum pass complete short left to Benny Cunningham for 13 yards (tackle by Eli Harold and Gerald Hodges),1.970,3.510
OT,7:07,1,10,SFO 31,16,16,Tre Mason right guard for 4 yards (tackle by Gerald Hodges),3.510,3.510
OT,6:23,2,6,SFO 27,16,16,Benny Cunningham right tackle for -3 yards (tackle by Eli Harold),3.510,2.410
OT,5:40,3,9,SFO 30,16,16,Benny Cunningham middle for no gain (tackle by Gerald Hodges and Tank Carradine),2.410,1.410
OT,5:00,4,9,SFO 30,16,16,"Greg Zuerlein 48 yard field goal no good, blocked by Dontae Johnson, recovered by Jimmie Ward and returned for 18 yards",1.410,-0.670
OT,4:49,1,10,SFO 26,16,16,"Blaine Gabbert pass complete short left to DuJuan Harris for 6 yards (tackle by Janoris Jenkins). Penalty on William Hayes: Roughing the Passer, 15 yards",0.670,2.060
OT,4:42,1,10,SFO 47,16,16,Blaine Gabbert pass complete short right to Torrey Smith for 15 yards (tackle by Trumaine Johnson),2.060,3.050
OT,4:19,1,10,STL 38,16,16,Blaine Gabbert pass incomplete short left intended for Anquan Boldin (defended by Rodney McLeod),3.050,2.510
OT,4:14,2,10,STL 38,16,16,Blaine Gabbert pass complete short right to Quinton Patton for 33 yards (tackle by Eugene Sims),2.510,2.510
OT,3:31,2,10,STL 38,16,16,Timeout #1 by San Francisco 49ers,2.510,6.060
OT,3:31,1,5,STL 5,16,19,Phil Dawson 23 yard field goal good,6.060,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
