Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Dolphins won the coin toss and deferred, Raiders to receive the opening kickoff.",,
1,15:00,,,MIA 35,0,0,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,OAK 25,0,0,Derek Carr pass incomplete short middle intended for Marshawn Lynch,0.610,0.060
1,14:56,2,10,OAK 25,0,0,Derek Carr pass complete short middle to Jordy Nelson for 61 yards (tackle by Jerome Baker),0.060,4.650
1,14:15,1,10,MIA 14,0,0,Marshawn Lynch right tackle for 2 yards (tackle by Chase Allen and Cameron Wake),4.650,4.330
1,13:39,2,8,MIA 12,6,0,"Derek Carr pass complete short right to Jordy Nelson for 12 yards, touchdown",4.330,7.000
1,13:34,,,MIA 15,7,0,Mike Nugent kicks extra point good,0.000,0.000
1,13:34,,,OAK 35,7,0,"Mike Nugent kicks off 66 yards, returned by Jakeem Grant for no gain (tackle by Nicholas Morrow)",0.000,0.810
1,13:27,1,10,MIA 28,7,0,Ryan Tannehill pass complete short left to Kenyan Drake for 1 yard (tackle by Leon Hall),0.810,0.400
1,12:53,2,9,MIA 29,7,0,Kenyan Drake left tackle for 3 yards (tackle by Gareon Conley),0.400,0.100
1,12:13,3,6,MIA 32,7,0,Ryan Tannehill pass incomplete deep left intended for Kenny Stills (defended by Gareon Conley),0.100,-1.240
1,12:06,4,6,MIA 32,7,0,"Matt Haack punts 59 yards (tackle by John Denney). Penalty on Dwayne Harris: Illegal Block Above the Waist, 4 yards",-1.240,0.380
1,11:50,1,10,OAK 4,7,0,"Derek Carr pass complete short left to Martavis Bryant for 7 yards (tackle by Minkah Fitzpatrick). Penalty on Kolton Miller: Illegal Block Above the Waist, 2 yards (no play)",-0.380,-0.460
1,11:26,1,12,OAK 2,7,0,Marshawn Lynch left end for 9 yards (tackle by Xavien Howard),-0.460,-0.270
1,10:58,2,3,OAK 11,7,0,Marshawn Lynch up the middle for 2 yards (tackle by Kiko Alonso and Bobby McCain),-0.270,-0.370
1,10:18,3,1,OAK 13,7,0,Derek Carr pass complete short right to Amari Cooper for 9 yards (tackle by Bobby McCain),-0.370,0.410
1,9:42,1,10,OAK 22,7,0,Doug Martin up the middle for 4 yards (tackle by Torry McTyer and Vincent Taylor),0.410,0.410
1,9:08,2,6,OAK 26,7,0,Derek Carr pass complete deep left to Jordy Nelson for 66 yards (tackle by Minkah Fitzpatrick),0.410,5.370
1,8:30,1,8,MIA 8,7,0,Marshawn Lynch up the middle for -1 yards (tackle by Vincent Taylor),5.370,4.380
1,7:47,,,,,,Timeout #1 by Oakland Raiders,,
1,7:47,2,9,MIA 9,7,0,Derek Carr pass incomplete short middle,4.380,3.360
1,7:41,3,9,MIA 9,7,0,Derek Carr pass complete short middle to Jared Cook for 8 yards (tackle by Kiko Alonso),3.360,3.550
1,6:57,4,1,MIA 1,7,0,Keith Smith right guard for no gain (tackle by Davon Godchaux and Akeem Spence). Penalty on Andre Branch: Unnecessary Roughness (Offsetting) . Penalty on Jon Feliciano: Unsportsmanlike Conduct (Offsetting),3.550,0.380
1,6:52,1,10,MIA 1,7,0,Frank Gore up the middle for 2 yards (tackle by Arden Key),-0.380,-0.630
1,6:12,2,8,MIA 3,7,0,"Penalty on Jesse Davis: False Start, 1 yard (no play)",-0.630,-0.710
1,5:53,,,,,,Timeout #1 by Miami Dolphins,,
1,5:53,2,9,MIA 2,7,0,Frank Gore right tackle for no gain (tackle by Frostee Rucker),-0.710,-1.300
1,5:10,3,9,MIA 2,7,0,Ryan Tannehill left end for 9 yards (tackle by Marcus Gilchrist),-1.300,-0.370
1,4:32,1,10,MIA 11,7,0,Ryan Tannehill pass complete short middle to Danny Amendola for 14 yards (tackle by Reggie Nelson). Penalty on Rashaan Melvin: Illegal Use of Hands (Declined),-0.370,0.610
1,4:05,1,10,MIA 25,7,0,Ryan Tannehill pass complete short right to Kenny Stills for 6 yards (tackle by Reggie Nelson),0.610,0.870
1,3:42,2,4,MIA 31,7,0,Kenyan Drake right end for -4 yards (tackle by Marquel Lee),0.870,-0.360
1,3:04,3,8,MIA 27,7,0,Ryan Tannehill pass complete short middle to DeVante Parker for 4 yards (tackle by Leon Hall),-0.360,-1.310
1,2:24,4,4,MIA 31,7,0,Matt Haack punts 28 yards out of bounds,-1.310,-1.660
1,2:15,1,10,OAK 41,7,0,Derek Carr pass deep left intended for Amari Cooper is intercepted by Xavien Howard at MIA-4 and returned for 39 yards,1.660,-1.800
1,1:58,1,10,MIA 43,7,0,"Ryan Tannehill pass complete short left to Albert Wilson for 3 yards (tackle by Gareon Conley). Penalty on Jakeem Grant: Offensive Holding, 10 yards (no play)",1.800,1.140
1,1:31,1,20,MIA 33,7,0,Kenyan Drake left guard for 3 yards (tackle by Tahir Whitehead and Frostee Rucker),1.140,0.310
1,0:54,2,17,MIA 36,7,0,Ryan Tannehill pass complete short right to Mike Gesicki for 1 yard (tackle by Marcus Gilchrist),0.310,-0.230
1,0:18,3,16,MIA 37,7,0,Ryan Tannehill pass incomplete short middle intended for Kenyan Drake,-0.230,-0.910
1,0:15,4,16,MIA 37,7,0,"Matt Haack punts 63 yards, touchback.. Penalty on Jalen Richard: Illegal Block Above the Waist, 18 yards",-0.910,0.380
1,0:04,1,10,OAK 2,7,2,Doug Martin right guard for 9 yards (tackle by T.J. McDonald and Kiko Alonso),-0.380,-0.120
Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,OAK 11,7,0,Doug Martin right tackle for -2 yards (tackle by William Hayes),-0.120,-0.600
2,14:15,3,3,OAK 9,7,0,Derek Carr sacked by William Hayes for -7 yards,-0.600,-2.490
2,13:50,4,10,OAK 2,7,0,Johnny Townsend punts 33 yards out of bounds,-2.490,-3.250
2,13:42,1,10,OAK 35,7,0,Frank Gore left tackle for no gain (tackle by Fadol Brown and Clinton McDonald),3.250,2.700
2,13:01,2,10,OAK 35,7,0,Frank Gore right tackle for 1 yard (tackle by Clinton McDonald),2.700,2.150
2,12:26,3,9,OAK 34,7,0,Ryan Tannehill pass incomplete short right intended for Danny Amendola. Penalty on Mike Gesicki: Offensive Holding (Offsetting) . Penalty on Maurice Hurst: Roughing the Passer (Offsetting) (no play),2.150,2.150
2,12:17,3,9,OAK 34,7,6,"Ryan Tannehill pass complete deep left to Kenny Stills for 34 yards, touchdown, touchdown",2.150,7.000
2,12:11,,,OAK 15,7,7,Jason Sanders kicks extra point good,0.000,0.000
2,12:11,,,MIA 35,7,7,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,12:11,1,10,OAK 25,7,7,Derek Carr pass complete short left to Jordy Nelson for 12 yards (tackle by Bobby McCain),0.610,1.400
2,11:35,1,10,OAK 37,7,7,Derek Carr pass incomplete short right intended for Jordy Nelson,1.400,0.860
2,11:30,2,10,OAK 37,7,7,Martavis Bryant right end for 4 yards (tackle by Kiko Alonso and Minkah Fitzpatrick),0.860,0.700
2,10:46,3,6,OAK 41,7,7,"Derek Carr sacked by Cameron Wake for -8 yards. Penalty on Akeem Spence: Disqualification, 15 yards",0.700,2.130
2,10:22,1,10,OAK 48,7,7,Marshawn Lynch right tackle for 5 yards (tackle by Raekwon McMillan and Charles Harris),2.130,2.260
2,9:45,2,5,MIA 47,7,7,Derek Carr pass complete short left to Jalen Richard for 9 yards (tackle by Minkah Fitzpatrick),2.260,3.050
2,9:03,1,10,MIA 38,7,7,Marshawn Lynch right guard for 4 yards (tackle by Robert Quinn and Kiko Alonso),3.050,3.050
2,8:23,2,6,MIA 34,7,7,Marshawn Lynch left guard for 5 yards (tackle by Vincent Taylor),3.050,3.010
2,7:42,3,1,MIA 29,7,7,Marshawn Lynch left guard for 1 yard (tackle by Andre Branch and Kiko Alonso),3.010,3.710
2,7:03,1,10,MIA 28,7,7,Derek Carr pass complete short right to Dwayne Harris for 7 yards (tackle by T.J. McDonald),3.710,4.110
2,6:14,2,3,MIA 21,7,7,Doug Martin left guard for 1 yard (tackle by Jordan Phillips),4.110,3.530
2,5:31,3,2,MIA 20,7,7,Derek Carr pass complete short middle to Jared Cook for 13 yards (tackle by Robert Quinn),3.530,5.600
2,4:45,1,7,MIA 7,7,7,Marshawn Lynch right guard for 5 yards (tackle by T.J. McDonald and Minkah Fitzpatrick),5.600,5.720
2,4:07,2,2,MIA 2,7,7,Derek Carr pass incomplete short right intended for Jared Cook,5.720,4.950
2,4:04,,,,,,Timeout #2 by Miami Dolphins,,
2,4:04,3,2,MIA 2,7,7,"Penalty on Kolton Miller: False Start, 5 yards (no play)",4.950,3.810
2,4:04,,,,,,Timeout #2 by Oakland Raiders,,
2,4:04,3,7,MIA 7,7,7,Derek Carr pass complete short left to Marshawn Lynch for no gain (tackle by Vincent Taylor and Minkah Fitzpatrick),3.810,2.970
2,3:35,4,7,MIA 7,10,7,Mike Nugent 25 yard field goal good,2.970,3.000
2,3:34,,,OAK 35,10,7,"Mike Nugent kicks off 67 yards, returned by Jakeem Grant for no gain (tackle by Dwayne Harris)",0.000,0.540
2,3:29,1,10,MIA 24,10,7,Ryan Tannehill pass complete short middle to Danny Amendola for 13 yards (tackle by Leon Hall),0.540,1.400
2,3:00,1,10,MIA 37,10,7,Ryan Tannehill pass complete short right to A.J. Derby for 16 yards (tackle by Tahir Whitehead),1.400,2.460
2,2:20,1,10,OAK 47,10,7,Ryan Tannehill pass complete short left to Kenny Stills for 21 yards (tackle by Erik Harris),2.460,3.840
2,2:00,1,10,OAK 26,10,7,Ryan Tannehill pass incomplete deep middle intended for Kenny Stills,3.840,3.300
2,1:55,2,10,OAK 26,10,7,"Ryan Tannehill pass complete short middle to Albert Wilson for 14 yards (tackle by Reggie Nelson). Penalty on Daniel Kilgore: Offensive Holding, 10 yards (no play)",3.300,1.950
2,1:48,2,20,OAK 36,10,7,Ryan Tannehill pass complete short middle to Mike Gesicki for 11 yards (tackle by Derrick Johnson),1.950,2.740
2,1:13,3,9,OAK 25,10,7,"Ryan Tannehill pass complete short middle to Frank Gore for 12 yards (tackle by Reggie Nelson). Penalty on Kenny Stills: Offensive Pass Interference, 10 yards (no play)",2.740,1.420
2,1:05,3,19,OAK 35,10,7,Ryan Tannehill sacked by Clinton McDonald for -9 yards,1.420,0.330
2,0:58,,,,,,Timeout #3 by Oakland Raiders,,
2,0:57,4,28,OAK 44,10,7,"Matt Haack punts 34 yards, fair catch by Dwayne Harris at OAK-10",0.330,0.380
2,0:52,1,10,OAK 10,10,7,Derek Carr kneels for -1 yards,-0.380,-0.850
2,0:32,2,11,OAK 9,10,7,Derek Carr kneels for -1 yards,-0.850,-1.650
Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,10,7,"Mike Nugent kicks off 60 yards, returned by Jakeem Grant for no gain (tackle by Derek Carrier)",0.000,0.480
3,14:51,1,10,MIA 23,10,7,"Ryan Tannehill pass complete short left to Albert Wilson for 10 yards (tackle by Tahir Whitehead). Penalty on Jakeem Grant: Offensive Pass Interference, 10 yards (no play)",0.480,-0.590
3,14:24,1,20,MIA 13,10,7,Frank Gore right guard for 3 yards (tackle by Bruce Irvin),-0.590,-1.150
3,13:45,2,17,MIA 16,10,7,Ryan Tannehill pass complete short right to Kenyan Drake for 6 yards (tackle by Tahir Whitehead),-1.150,-0.890
3,13:04,3,11,MIA 22,10,7,Ryan Tannehill pass incomplete short right intended for Jakeem Grant (defended by Rashaan Melvin),-0.890,-1.900
3,12:56,4,11,MIA 22,10,7,"Matt Haack punts 56 yards, returned by Dwayne Harris for 11 yards (tackle by Senorise Perry and Stephone Anthony)",-1.900,-1.140
3,12:42,1,10,OAK 33,10,7,Derek Carr pass complete short left to Amari Cooper for 8 yards (tackle by Jerome Baker),1.140,1.670
3,12:03,2,2,OAK 41,10,7,Derek Carr pass complete short left to Marshawn Lynch for 8 yards (tackle by Kiko Alonso),1.670,2.190
3,11:24,1,10,OAK 49,10,7,Marshawn Lynch left guard for 2 yards (tackle by Raekwon McMillan and T.J. McDonald),2.190,1.920
3,10:38,2,8,MIA 49,10,7,"Penalty on OAK: Delay of Game, 5 yards (no play)",1.920,1.240
3,10:18,2,13,OAK 46,10,7,Derek Carr pass complete short right to Dwayne Harris for 4 yards (tackle by Minkah Fitzpatrick and Andre Branch),1.240,1.090
3,9:32,3,9,OAK 50,10,7,Derek Carr pass complete short right to Martavis Bryant for 11 yards (tackle by Torry McTyer and Kiko Alonso),1.090,2.980
3,8:59,1,10,MIA 39,10,7,Doug Martin up the middle for 6 yards (tackle by Vincent Taylor and Kiko Alonso),2.980,3.250
3,8:15,2,4,MIA 33,10,7,Marshawn Lynch right guard for 5 yards (tackle by Kiko Alonso),3.250,3.710
3,7:35,1,10,MIA 28,10,7,Marshawn Lynch left guard for 7 yards (tackle by Charles Harris and Jerome Baker),3.710,4.110
3,6:47,2,3,MIA 21,10,7,Marshawn Lynch up the middle for 1 yard (tackle by T.J. McDonald),4.110,3.530
3,6:05,3,2,MIA 20,10,7,Derek Carr pass complete short right to Keith Smith for 2 yards (tackle by Jerome Baker),3.530,4.370
3,5:37,1,10,MIA 18,10,7,Marshawn Lynch right guard for -2 yards (tackle by Davon Godchaux),4.370,3.560
3,4:53,2,12,MIA 20,10,7,Derek Carr pass complete short right to Jalen Richard for 12 yards (tackle by Kiko Alonso and Minkah Fitzpatrick),3.560,5.370
3,4:11,1,8,MIA 8,10,7,Derek Carr pass complete short right to Jared Cook for 4 yards (tackle by Jerome Baker),5.370,5.340
3,3:32,2,4,MIA 4,10,7,Derek Carr pass complete short right to Jared Cook for 3 yards (tackle by Jerome Baker),5.340,5.170
3,3:20,3,1,MIA 1,10,7,Penalty on Jordan Phillips: Encroachment (no play),5.170,5.170
3,3:01,3,1,MIA 1,16,7,"Marshawn Lynch left guard for 1 yard, touchdown",5.170,7.000
3,2:58,,,MIA 15,17,7,Mike Nugent kicks extra point good,0.000,0.000
