Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jordy Nelson,OAK,8,6,173,1,5,74,12.3,99,16.5,9.4,0,,1,12.5,0,156.2
Jalen Richard,OAK,7,6,59,0,4,15,2.5,44,7.3,2.1,0,,1,14.3,0,101.8
Jared Cook,OAK,6,5,31,0,2,5,1.0,26,5.2,0.8,0,,0,0.0,0,88.2
Marshawn Lynch,OAK,4,3,22,0,2,-2,-0.7,24,8.0,-1.8,1,3.0,0,0.0,0,87.5
Martavis Bryant,OAK,5,2,30,0,2,22,11.0,8,4.0,13.0,2,1.0,0,0.0,1,20.8
Amari Cooper,OAK,5,2,17,0,1,5,2.5,12,6.0,15.4,1,2.0,2,40.0,1,10.0
Dwayne Harris,OAK,2,2,11,0,,-5,-2.5,16,8.0,-2.5,0,,0,0.0,0,89.6
Keith Smith,OAK,1,1,2,0,1,-1,-1.0,3,3.0,-1.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Danny Amendola,MIA,3,3,42,0,3,33,11.0,9,3.0,11.0,0,,0,0.0,0,118.7
Mike Gesicki,MIA,3,3,31,0,1,19,6.3,12,4.0,6.3,0,,0,0.0,0,109.7
Kenny Stills,MIA,5,3,61,1,2,53,17.7,8,2.7,20.8,1,3.0,0,0.0,0,142.5
Kenyan Drake,MIA,4,2,7,0,,0,0.0,7,3.5,-1.5,0,,1,25.0,0,56.2
Jakeem Grant,MIA,3,2,70,2,2,16,8.0,54,27.0,5.3,1,2.0,0,0.0,0,149.3
DeVante Parker,MIA,3,2,40,0,1,38,19.0,2,1.0,24.7,0,,1,33.3,0,109.7
Albert Wilson,MIA,2,2,74,1,1,-6,-3.0,80,40.0,-3.0,0,,0,0.0,0,158.3
A.J. Derby,MIA,1,1,16,0,1,14,14.0,2,2.0,14.0,0,,0,0.0,0,118.7
