#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,OAK 35,5,2:09,62,Downs
2,1,7:21,OAK 31,4,2:41,0,Punt
3,2,11:53,OAK 10,3,1:14,2,Punt
4,2,10:32,OAK 20,11,5:19,55,Field Goal
5,2,3:52,OAK 38,2,0:16,-7,Fumble
6,2,0:21,OAK 2,1,0:21,0,End of Half
7,3,13:09,OAK 26,12,5:11,60,Field Goal
8,3,4:29,OAK 48,8,3:39,35,Missed FG
9,4,13:40,OAK 20,3,1:24,22,Interception
10,4,11:15,OAK 9,9,3:10,91,Touchdown
11,4,6:54,OAK 15,2,0:17,5,Interception
12,4,4:48,OAK 13,3,1:32,-2,Punt
13,4,2:00,OAK 9,6,1:01,22,Downs
