Quarter,Time,Down,ToGo,Location,WAS,PIT,Detail,EPB,EPA
1,7:55,,,PIT 35,0,7,"Shaun Suisham kicks off 68 yards, returned by Brandon Banks for 22 yards (tackle by Will Allen)",0.000,0.150
1,7:49,1,10,WAS 19,0,7,Josh Morgan left end for 9 yards (tackle by James Harrison and Ryan Clark),0.150,0.880
1,7:14,2,1,WAS 28,0,7,Alfred Morris left end for no gain (tackle by James Harrison and Keenan Lewis),0.880,0.100
1,6:33,3,1,WAS 28,0,7,Alfred Morris left tackle for -3 yards (tackle by Larry Foote and Brett Keisel),0.100,-1.700
1,6:01,4,4,WAS 25,0,7,"Saverio Rocca punts 52 yards, returned by Antonio Brown for 5 yards (tackle by Dejon Gomes)",-1.700,-0.810
1,5:48,1,10,PIT 28,0,7,Jonathan Dwyer right guard for 34 yards (tackle by Madieu Williams),0.810,3.050
1,5:03,1,10,WAS 38,0,7,Emmanuel Sanders sacked by Ryan Kerrigan for -7 yards,3.050,1.560
1,4:18,2,17,WAS 45,0,7,Ben Roethlisberger pass complete short right to Antonio Brown for 2 yards (tackle by DeAngelo Hall and Cedric Griffin),1.560,1.160
1,3:34,3,15,WAS 43,0,7,Ben Roethlisberger pass complete short middle to Mike Wallace for 13 yards (tackle by Madieu Williams),1.160,1.500
1,2:54,4,2,WAS 30,0,10,Shaun Suisham 48 yard field goal good,1.500,3.000
1,2:49,,,PIT 35,0,10,"Shaun Suisham kicks off 65 yards, touchback",0.000,0.280
1,2:49,1,10,WAS 20,0,10,Robert Griffin III pass complete short right to Josh Morgan for 12 yards (tackle by Larry Foote),0.280,1.070
1,2:14,1,10,WAS 32,0,10,Robert Griffin III pass complete deep left to Logan Paulsen for 31 yards (tackle by Will Allen),1.070,3.120
1,1:33,1,10,PIT 37,0,10,Darrel Young up the middle for 10 yards (tackle by Ryan Clark),3.120,3.780
1,1:01,1,10,PIT 27,0,10,Alfred Morris left tackle for 5 yards (tackle by James Harrison),3.780,3.910
1,0:24,2,5,PIT 22,0,10,Robert Griffin III pass incomplete deep right intended for Leonard Hankerson,3.910,3.200
1,0:16,3,5,PIT 22,0,10,Robert Griffin III pass complete short left to Santana Moss for 8 yards (tackle by Ike Taylor),3.200,4.650
Quarter,Time,Down,ToGo,Location,WAS,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 14,0,10,Robert Griffin III pass incomplete short middle intended for Dezmon Briscoe (defended by Keenan Lewis),4.650,4.000
2,14:55,2,10,PIT 14,0,10,Alfred Morris right tackle for 6 yards (tackle by Ryan Clark and James Harrison),4.000,4.280
2,14:12,3,4,PIT 8,0,10,Robert Griffin III pass complete short left to Josh Morgan for 5 yards (tackle by Cortez Allen),4.280,6.510
2,13:27,1,3,PIT 3,0,10,"Penalty on Logan Paulsen: False Start, 5 yards (no play)",6.510,5.370
2,13:03,1,8,PIT 8,0,10,Alfred Morris right tackle for 3 yards (tackle by Brett Keisel and Ryan Clark),5.370,5.150
2,12:22,2,5,PIT 5,0,10,Robert Griffin III pass incomplete short left intended for Santana Moss,5.150,4.260
2,12:19,3,5,PIT 5,0,10,Robert Griffin III right tackle for 3 yards (tackle by Evander Hood and Keenan Lewis),4.260,3.250
2,11:38,4,2,PIT 2,6,10,"Robert Griffin III pass complete short middle to Santana Moss for 2 yards, touchdown",3.250,7.000
2,11:38,,,PIT 2,6,10,Kai Forbath kicks extra point no good,0.000,-1.000
2,11:33,,,WAS 35,6,10,"Kai Forbath kicks off 61 yards, returned by Chris Rainey for 22 yards (tackle by Reed Doughty)",0.000,0.670
2,11:25,1,10,PIT 26,6,10,Ben Roethlisberger pass complete short right to Emmanuel Sanders for 14 yards (tackle by Cedric Griffin),0.670,1.600
2,10:39,1,10,PIT 40,6,10,"Penalty on Cedric Griffin: Encroachment, 5 yards (no play)",1.600,2.330
2,10:12,1,5,PIT 45,6,10,Ben Roethlisberger pass incomplete short left intended for Mike Wallace,2.330,1.730
2,10:08,2,5,PIT 45,6,10,Chris Rainey up the middle for 3 yards (tackle by Ryan Kerrigan),1.730,1.420
2,9:19,3,2,PIT 48,6,10,Chris Rainey up the middle for 3 yards (tackle by London Fletcher),1.420,2.320
2,8:39,1,10,WAS 49,6,10,Ben Roethlisberger pass complete short right to Antonio Brown for 14 yards (tackle by London Fletcher),2.320,3.250
2,8:01,1,10,WAS 35,6,10,Ben Roethlisberger pass complete deep middle to Antonio Brown for 18 yards (tackle by Cedric Griffin and Madieu Williams),3.250,4.440
2,7:20,1,10,WAS 17,6,10,Ben Roethlisberger pass complete short left to Mike Wallace for 10 yards (tackle by Josh Wilson),4.440,5.600
2,6:34,1,7,WAS 7,6,10,Ben Roethlisberger pass incomplete short middle intended for Chris Rainey,5.600,4.760
2,6:29,2,7,WAS 7,6,10,Ben Roethlisberger pass incomplete short left intended for Mike Wallace,4.760,3.810
2,6:24,3,7,WAS 7,6,16,"Ben Roethlisberger pass complete short middle to Heath Miller for 7 yards, touchdown",3.810,7.000
2,6:24,,,WAS 2,6,17,Shaun Suisham kicks extra point good,0.000,0.000
2,6:17,,,PIT 35,6,17,"Shaun Suisham kicks off 68 yards, returned by Brandon Banks for 28 yards (tackle by Ryan Mundy)",0.000,0.610
2,6:07,1,10,WAS 25,6,17,Robert Griffin III pass incomplete deep left intended for Logan Paulsen,0.610,0.060
2,5:58,2,10,WAS 25,6,17,Alfred Morris left tackle for 12 yards (tackle by Evander Hood and Will Allen),0.060,1.400
2,5:16,1,10,WAS 37,6,17,Robert Griffin III pass incomplete short middle intended for Chris Cooley (defended by Will Allen),1.400,0.860
2,5:09,2,10,WAS 37,6,17,Alfred Morris right tackle for 6 yards (tackle by Ryan Clark and Cameron Heyward),0.860,0.960
2,4:27,3,4,WAS 43,6,17,Josh Morgan pass incomplete deep left intended for Robert Griffin III (defended by Ike Taylor). Penalty on Robert Griffin III: Offensive Pass Interference (Declined),0.960,-0.520
2,4:17,4,4,WAS 43,6,17,"Saverio Rocca punts 12 yards, out of bounds",-0.520,-1.930
2,4:09,1,10,PIT 45,6,17,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 27 yards (tackle by DeAngelo Hall),1.930,3.710
2,3:31,1,10,WAS 28,6,17,Jonathan Dwyer left guard for 13 yards (tackle by Perry Riley),3.710,4.580
2,2:52,1,10,WAS 15,6,17,Jonathan Dwyer up the middle for 3 yards (tackle by Ryan Kerrigan),4.580,4.450
2,2:13,2,7,WAS 12,6,17,Ben Roethlisberger pass incomplete short right intended for Heath Miller,4.450,3.580
2,2:08,3,7,WAS 12,6,17,Ben Roethlisberger pass complete short left to Mike Wallace for 3 yards (tackle by Josh Wilson),3.580,0.000
2,2:00,,,,6,17,Timeout #1 by Pittsburgh Steelers,0.000,2.900
2,2:00,4,4,WAS 9,6,20,Shaun Suisham 27 yard field goal good,2.900,3.000
2,1:56,,,PIT 35,6,20,"Shaun Suisham kicks off 72 yards, returned by Brandon Banks for 30 yards (tackle by Curtis Brown)",0.000,0.480
2,1:50,1,10,WAS 23,6,20,Robert Griffin III pass incomplete short left intended for Evan Royster,0.480,-0.070
2,1:45,2,10,WAS 23,6,20,Robert Griffin III pass incomplete short right intended for Josh Morgan (defended by Keenan Lewis),-0.070,-0.760
2,1:41,3,10,WAS 23,6,20,Robert Griffin III pass incomplete short right intended for Santana Moss (defended by Will Allen),-0.760,-1.830
2,1:33,4,10,WAS 23,6,20,"Saverio Rocca punts 41 yards, returned by Antonio Brown for 18 yards (tackle by David Jones). Penalty on David Jones: Player Out of Bounds on Punt, 5 yards",-1.830,-2.850
2,1:23,1,10,WAS 41,6,20,Chris Rainey up the middle for 1 yard (tackle by Madieu Williams),2.850,2.440
2,0:52,2,9,WAS 40,6,20,Ben Roethlisberger pass incomplete short middle intended for Emmanuel Sanders,2.440,1.750
2,0:46,3,9,WAS 40,6,20,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown,1.750,0.590
2,0:41,4,9,WAS 40,6,20,Drew Butler punts 39 yards,0.590,0.380
2,0:32,1,10,WAS 1,6,20,Robert Griffin III up the middle for 1 yard (tackle by Casey Hampton and James Harrison),-0.380,0.000
2,0:26,,,,6,20,Timeout #2 by Pittsburgh Steelers,0.000,-0.710
2,0:26,2,9,WAS 2,6,20,"Robert Griffin III up the middle for no gain (tackle by Lawrence Timmons). Penalty on Casey Hampton: Defensive Offside, 5 yards (no play)",-0.710,-0.340
2,0:23,2,4,WAS 7,6,20,Robert Griffin III kneels for -1 yards,-0.340,-0.840
Quarter,Time,Down,ToGo,Location,WAS,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,6,20,"Shaun Suisham kicks off 61 yards, returned by Brandon Banks for 17 yards (tackle by Cortez Allen)",0.000,0.340
3,14:52,1,10,WAS 21,6,20,Robert Griffin III pass complete deep left to Niles Paul for 37 yards (tackle by Ryan Clark),0.340,2.790
3,14:26,1,10,PIT 42,6,20,Robert Griffin III right end for 7 yards (tackle by LaMarr Woodley),2.790,3.190
3,13:56,2,3,PIT 35,6,20,Alfred Morris right guard for 5 yards (tackle by Cameron Heyward and Larry Foote),3.190,3.580
3,13:23,1,10,PIT 30,6,20,Alfred Morris left tackle for -2 yards (tackle by Lawrence Timmons and Ryan Clark),3.580,2.760
3,12:51,2,12,PIT 32,6,20,Robert Griffin III pass incomplete short left intended for Josh Morgan,2.760,2.080
3,12:35,3,12,PIT 32,6,20,Robert Griffin III pass complete short right to Josh Morgan for 2 yards (tackle by Lawrence Timmons and Ryan Mundy),2.080,1.410
3,11:57,4,10,PIT 30,9,20,Kai Forbath 48 yard field goal good,1.410,3.000
3,11:52,,,WAS 35,9,20,"Kai Forbath kicks off 65 yards, touchback",0.000,0.280
3,11:52,1,10,PIT 20,9,20,Jonathan Dwyer left tackle for 12 yards (tackle by DeAngelo Hall),0.280,1.070
3,11:16,1,10,PIT 32,9,20,Ben Roethlisberger pass complete short middle to Will Johnson for 7 yards (tackle by Rob Jackson),1.070,1.470
3,10:34,2,3,PIT 39,9,20,Jonathan Dwyer left tackle for 10 yards (tackle by Cedric Griffin and Josh Wilson),1.470,2.190
3,9:51,1,10,PIT 49,9,20,Baron Batch up the middle for 3 yards (tackle by Barry Cofield),2.190,2.050
3,9:08,2,7,WAS 48,9,20,Ben Roethlisberger pass complete short left to Baron Batch for 8 yards (tackle by Perry Riley),2.050,2.920
3,8:35,1,10,WAS 40,9,20,Ben Roethlisberger pass complete short right to Heath Miller for 12 yards (tackle by DeAngelo Hall),2.920,3.710
3,7:53,1,10,WAS 28,9,20,Jonathan Dwyer right tackle for 3 yards (tackle by Perry Riley),3.710,3.570
3,7:12,2,7,WAS 25,9,20,Ben Roethlisberger pass complete short left to Antonio Brown for 4 yards (tackle by Reed Doughty),3.570,0.000
3,6:29,,,,9,20,Timeout #1 by Pittsburgh Steelers,0.000,3.400
3,6:29,3,3,WAS 21,9,20,Chris Rainey right tackle for 19 yards (tackle by Perry Riley),3.400,6.740
3,5:58,1,2,WAS 2,9,20,Jonathan Dwyer right guard for 1 yard (tackle by Perry Riley and Jordan Pugh),6.740,5.910
3,5:17,2,1,WAS 1,9,26,"Ben Roethlisberger pass complete short right to Will Johnson for 1 yard, touchdown",5.910,7.000
3,5:17,,,WAS 2,9,27,Shaun Suisham kicks extra point good,0.000,0.000
3,5:13,,,PIT 35,9,27,"Shaun Suisham kicks off 65 yards, touchback",0.000,0.280
3,5:13,1,10,WAS 20,9,27,Alfred Morris left end for 11 yards (tackle by Ryan Mundy),0.280,1.000
3,5:13,1,10,WAS 31,9,27,"Penalty on Kory Lichtensteiger: False Start, 5 yards (no play)",1.000,0.670
3,4:11,1,15,WAS 26,9,27,Robert Griffin III pass incomplete short left intended for Santana Moss,0.670,-0.220
3,4:05,2,15,WAS 26,9,27,Robert Griffin III pass complete short right to Josh Morgan for 6 yards (tackle by Larry Foote),-0.220,-0.100
3,3:32,3,9,WAS 32,9,27,Robert Griffin III pass incomplete short left intended for Logan Paulsen,-0.100,-1.240
3,3:27,4,9,WAS 32,9,27,"Saverio Rocca punts 46 yards, returned by Antonio Brown for 78 yards. Penalty on Antonio Brown: Unsportsmanlike Conduct (Declined), Penalty on Curtis Brown: Illegal Block Above the Waist, 10 yards",-1.240,0.280
3,3:08,1,10,PIT 14,9,27,"Jonathan Dwyer right guard for 2 yards (tackle by Perry Riley). Penalty on Ramon Foster: Unnecessary Roughness (Offsetting), Penalty on Josh Wilson: Unsportsmanlike Conduct (Offsetting)",-0.280,-0.510
3,2:02,2,8,PIT 16,9,27,Ben Roethlisberger pass incomplete short right intended for Antonio Brown (defended by Ryan Kerrigan),-0.510,-1.160
3,1:58,3,8,PIT 16,9,27,Ben Roethlisberger pass complete short right to Chris Rainey for -5 yards (tackle by London Fletcher),-1.160,-2.490
3,1:26,4,13,PIT 11,9,27,"Drew Butler punts 58 yards, returned by Brandon Banks for 27 yards (tackle by Will Allen)",-2.490,-2.790
3,1:08,1,10,PIT 42,9,27,"Robert Griffin III for no gain. Robert Griffin III fumbles, recovered by Robert Griffin III at PIT-49",2.790,1.300
3,0:34,2,17,PIT 49,9,27,Robert Griffin III pass complete short left to Dezmon Briscoe for 14 yards (tackle by Will Allen and Ryan Mundy),1.300,2.480
Quarter,Time,Down,ToGo,Location,WAS,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,PIT 35,9,27,Alfred Morris up the middle for 6 yards (tackle by Larry Foote),2.480,3.640
4,14:22,1,10,PIT 29,9,27,Robert Griffin III pass incomplete deep right intended for Aldrick Robinson (defended by Keenan Lewis),3.640,3.100
,,,,,,,"Replay Assistant challenged the touchback ruling, and the original play was overturned.",,
4,14:11,2,10,PIT 29,9,27,Alfred Morris left guard for 11 yards (tackle by Will Allen),3.100,4.370
4,13:34,1,10,PIT 18,9,27,Alfred Morris up the middle for -1 yards (tackle by LaMarr Woodley),4.370,3.670
4,12:53,2,11,PIT 19,9,27,Robert Griffin III pass incomplete short middle intended for Josh Morgan,3.670,2.970
4,12:49,3,11,PIT 19,9,27,Robert Griffin III sacked by Larry Foote for -8 yards,2.970,1.670
4,12:11,4,19,PIT 27,12,27,Kai Forbath 45 yard field goal good,1.670,3.000
4,12:06,,,WAS 35,12,27,"Kai Forbath kicks off 55 yards, returned by Will Johnson for 8 yards (tackle by Mario Addison)",0.000,0.040
4,12:02,1,10,PIT 18,12,27,Ben Roethlisberger pass complete short left to Mike Wallace for 14 yards (tackle by Josh Wilson),0.040,1.070
4,11:27,1,10,PIT 32,12,27,Jonathan Dwyer right guard for 1 yard (tackle by Keenan Robinson and Madieu Williams),1.070,0.660
4,10:45,2,9,PIT 33,12,27,Ben Roethlisberger right tackle for 3 yards (tackle by Keenan Robinson),0.660,0.370
4,9:57,3,6,PIT 36,12,27,Ben Roethlisberger pass incomplete short left intended for Emmanuel Sanders,0.370,-0.980
4,9:52,4,6,PIT 36,12,27,Drew Butler punts 55 yards,-0.980,0.140
4,9:41,1,10,WAS 16,12,27,Robert Griffin III pass complete deep middle to Leonard Hankerson for 16 yards (tackle by Will Allen),-0.140,1.070
4,9:07,1,10,WAS 32,12,27,"Robert Griffin III pass incomplete deep middle intended for Josh Morgan. Penalty on Keenan Lewis: Illegal Use of Hands, 5 yards (no play)",1.070,1.400
4,8:57,1,10,WAS 37,12,27,Robert Griffin III pass incomplete short right intended for Darrel Young,1.400,0.860
4,8:51,2,10,WAS 37,12,27,Robert Griffin III pass complete short middle to Santana Moss for 6 yards (tackle by Ryan Mundy),0.860,0.960
4,8:16,3,4,WAS 43,12,27,Robert Griffin III pass incomplete short middle intended for Santana Moss (defended by Will Allen),0.960,-0.520
4,8:10,4,4,WAS 43,12,27,Robert Griffin III pass complete short left to Santana Moss for 5 yards (tackle by Ike Taylor),-0.520,2.130
4,7:30,1,10,WAS 48,12,27,Robert Griffin III pass complete short middle to Logan Paulsen for 6 yards (tackle by Cameron Heyward),2.130,2.390
4,6:47,2,4,PIT 46,12,27,"Penalty on Logan Paulsen: False Start, 5 yards (no play)",2.390,1.720
4,6:29,2,9,WAS 49,12,27,Robert Griffin III pass complete short right to Logan Paulsen for 13 yards (tackle by Jason Worilds),1.720,3.050
4,5:49,1,10,PIT 38,12,27,Robert Griffin III pass complete deep right to Josh Morgan for 21 yards (tackle by Ryan Mundy),3.050,4.440
4,5:09,1,10,PIT 17,12,27,Robert Griffin III pass incomplete short middle intended for Leonard Hankerson,4.440,3.850
4,5:05,2,10,PIT 17,12,27,Robert Griffin III pass complete short left to Logan Paulsen for -7 yards (tackle by Brett Keisel),3.850,2.280
4,4:22,3,17,PIT 24,12,27,Robert Griffin III pass incomplete deep middle intended for Leonard Hankerson,2.280,1.870
4,4:17,4,17,PIT 24,12,27,Robert Griffin III pass incomplete short left intended for Santana Moss (defended by Cortez Allen),1.870,-0.540
4,4:11,1,10,PIT 24,12,27,Jonathan Dwyer right tackle for 3 yards (tackle by Barry Cofield and Madieu Williams),0.540,0.000
4,4:06,,,,12,27,Timeout #1 by Washington Redskins,0.000,0.400
4,4:06,2,7,PIT 27,12,27,Ben Roethlisberger pass complete short right to Jonathan Dwyer for 8 yards (tackle by Barry Cofield and Reed Doughty),0.400,0.000
4,3:48,,,,12,27,Timeout #2 by Washington Redskins,0.000,1.270
4,3:48,1,10,PIT 35,12,27,"Jonathan Dwyer left guard for no gain (tackle by Stephen Bowen). Penalty on DeAngelo Hall: Unsportsmanlike Conduct, 15 yards, Penalty on DeAngelo Hall: Unsportsmanlike Conduct, 15 yards",1.270,0.000
4,3:43,,,,12,27,Timeout #3 by Washington Redskins,0.000,3.250
4,3:43,1,10,WAS 35,12,27,Jonathan Dwyer up the middle for 1 yard (tackle by Reed Doughty and Cedric Griffin),3.250,2.840
4,2:59,2,9,WAS 34,12,27,Jonathan Dwyer left end for 13 yards (tackle by Reed Doughty),2.840,4.170
4,2:14,1,10,WAS 21,12,27,Baron Batch left guard for no gain (tackle by Chris Baker),4.170,3.630
4,2:00,2,10,WAS 21,12,27,Baron Batch left tackle for -1 yards (tackle by Madieu Williams and Cedric Griffin),3.630,2.810
4,1:15,3,11,WAS 22,12,27,Ben Roethlisberger right end for 3 yards (tackle by Madieu Williams),2.810,2.180
4,0:29,4,8,WAS 19,12,27,Baron Batch up the middle for -1 yards (tackle by Madieu Williams),2.180,-0.340
4,0:26,1,10,WAS 21,12,27,Robert Griffin III kneels for -2 yards,0.340,-0.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
