Quarter,Time,Down,ToGo,Location,BUF,DET,Detail,EPB,EPA
1,8:03,3,18,BUF 1,0,0,Fred Jackson up the middle for 5 yards (tackle by Ezekiel Ansah and James Ihedigbo),-2.360,-2.490
1,7:19,4,13,BUF 6,0,0,"Colton Schmidt punts 61 yards, returned by Jeremy Ross for 20 yards (tackle by Da'Norris Searcy)",-2.490,-2.460
1,7:05,1,10,BUF 47,0,0,Matthew Stafford sacked by Marcell Dareus for -7 yards,2.460,0.970
1,6:26,2,17,DET 46,0,0,George Winn up the middle for 13 yards (tackle by Da'Norris Searcy and Aaron Williams),0.970,2.010
1,5:46,3,4,BUF 41,0,0,Matthew Stafford pass incomplete deep middle intended for Golden Tate (defended by Nickell Robey),2.010,0.530
1,5:39,4,4,BUF 41,0,0,"Sam Martin punts 28 yards, fair catch by Fred Jackson",0.530,0.320
1,5:33,1,10,BUF 13,0,0,Kyle Orton pass complete short left to Frank Summers for 1 yard (tackle by DeAndre Levy),-0.320,-0.680
1,5:00,2,9,BUF 14,0,0,Fred Jackson left tackle for 2 yards (tackle by Ashlee Palmer),-0.680,-1.060
1,4:15,3,7,BUF 16,0,0,Kyle Orton pass complete short left to Chris Hogan for 6 yards (tackle by Rashean Mathis),-1.060,-1.900
1,3:51,4,1,BUF 22,0,0,"Colton Schmidt punts 35 yards, fair catch by Jeremy Ross",-1.900,-1.800
1,3:43,1,10,DET 43,0,0,George Winn left tackle for 5 yards (tackle by Jarius Wynn),1.800,1.930
1,3:04,2,5,DET 48,0,0,George Winn up the middle for 6 yards (tackle by Stephon Gilmore),1.930,2.520
1,2:24,1,10,BUF 46,0,0,Matthew Stafford pass complete short left to Brandon Pettigrew for 7 yards (tackle by Stephon Gilmore),2.520,2.920
1,1:41,2,3,BUF 39,0,0,Matthew Stafford pass complete short right to Reggie Bush for 28 yards (tackle by Corbin Bryant and Preston Brown),2.920,4.840
1,0:53,1,10,BUF 11,0,0,Reggie Bush right tackle for 2 yards (tackle by Mario Williams),4.840,4.510
1,0:13,2,8,BUF 9,0,0,Matthew Stafford pass incomplete short right intended for Eric Ebron (defended by Leodis McKelvin),4.510,3.530
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
1,0:09,3,8,BUF 9,0,6,"Matthew Stafford pass complete short left to Golden Tate for 9 yards, touchdown",3.530,7.000
1,0:09,,,BUF 2,0,7,Alex Henery kicks extra point good,0.000,0.000
1,0:09,,,DET 35,0,7,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
1,0:04,1,10,BUF 20,0,7,C.J. Spiller right end for 1 yard (tackle by Darius Slay),0.280,-0.130
Quarter,Time,Down,ToGo,Location,BUF,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,BUF 21,0,7,C.J. Spiller left tackle for 1 yard (tackle by Ndamukong Suh),-0.130,-0.690
2,14:27,3,8,BUF 22,0,7,Kyle Orton pass complete short right to Scott Chandler for 16 yards (tackle by Glover Quin),-0.690,1.470
2,13:53,1,10,BUF 38,0,13,"Kyle Orton pass incomplete short left intended for Sammy Watkins is intercepted by Rashean Mathis at BUF-41 and returned for 41 yards, touchdown",1.470,-7.000
2,13:44,,,BUF 2,0,14,Alex Henery kicks extra point good,0.000,0.000
2,13:44,,,DET 35,0,14,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,13:44,1,10,BUF 20,0,14,Marquise Goodwin left end for -8 yards (tackle by George Johnson),0.280,-1.360
2,13:04,2,18,BUF 12,0,14,"Penalty on Lee Smith: False Start, 5 yards (no play)",-1.360,-1.730
2,12:43,2,23,BUF 7,0,14,C.J. Spiller left tackle for 2 yards (tackle by DeAndre Levy and Ndamukong Suh),-1.730,-2.710
2,12:03,3,21,BUF 9,0,14,Fred Jackson left tackle for 8 yards (tackle by Ndamukong Suh and Ezekiel Ansah),-2.710,-2.320
2,11:23,4,13,BUF 17,0,14,"Colton Schmidt punts 51 yards, returned by Jeremy Ross for 28 yards (tackle by Colton Schmidt)",-2.320,-2.920
2,11:09,1,10,BUF 40,0,14,George Winn up the middle for 2 yards (tackle by Brandon Spikes),2.920,2.640
2,10:33,2,8,BUF 38,0,14,Matthew Stafford pass incomplete short left intended for Reggie Bush is intercepted by Stephon Gilmore at BUF-28 and returned for 21 yards,2.640,-2.190
2,10:21,1,10,BUF 49,0,14,"Fred Jackson right end for 1 yard (tackle by Ndamukong Suh). Penalty on Lee Smith: Offensive Holding, 10 yards (no play)",2.190,1.530
2,9:58,1,20,BUF 39,0,14,"Fred Jackson left end for 7 yards (tackle by Rashean Mathis). Penalty on Cyril Richardson: Offensive Holding, 10 yards (no play)",1.530,0.870
2,9:33,1,30,BUF 29,0,14,Kyle Orton pass complete deep middle to Chris Hogan for 21 yards (tackle by DeAndre Levy),0.870,1.780
2,9:00,2,9,,0,14,Kyle Orton pass complete short middle to Fred Jackson for 26 yards (tackle by DeAndre Levy),1.780,3.970
2,8:18,1,10,DET 24,0,14,Kyle Orton pass incomplete deep right intended for Mike Williams,3.970,3.430
2,8:13,2,10,DET 24,0,14,Kyle Orton pass complete short right to Sammy Watkins for 7 yards (tackle by James Ihedigbo),3.430,3.750
2,7:30,3,3,DET 17,0,14,"Kyle Orton for no gain. Eric Wood fumbles, recovered by Eric Wood at BUF-DET",3.750,1.670
2,6:45,4,13,DET 27,3,14,Dan Carpenter 45 yard field goal good,1.670,3.000
2,6:45,,,BUF 35,3,14,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
2,6:43,1,10,DET 20,3,14,Matthew Stafford pass incomplete deep left intended for Eric Ebron,0.280,-0.270
2,6:36,2,10,DET 20,3,14,"Matthew Stafford pass incomplete short left intended for George Winn (defended by Keith Rivers). Penalty on LaAdrian Waddle: Offensive Holding (Offsetting), Penalty on Keith Rivers: Defensive Pass Interference (Offsetting) (no play)",-0.270,-0.270
2,6:31,2,10,DET 20,3,14,Matthew Stafford pass incomplete deep right intended for Jeremy Ross,-0.270,-0.960
2,6:24,3,10,DET 20,3,14,"Matthew Stafford pass complete short right to George Winn for -2 yards (tackle by Duke Williams). Penalty on Stephon Gilmore: Defensive Holding, 5 yards (no play)",-0.960,0.610
2,6:04,1,10,DET 25,3,14,"Reggie Bush left tackle for 6 yards (tackle by Preston Brown). Penalty on Dominic Raiola: Offensive Holding, 10 yards (no play)",0.610,-0.410
2,5:41,1,20,DET 15,3,14,Matthew Stafford pass complete short left to Golden Tate for 18 yards (tackle by Aaron Williams and Stephon Gilmore),-0.410,1.140
2,4:57,2,2,DET 33,3,14,George Winn left end for 4 yards (tackle by Duke Williams),1.140,1.400
2,4:32,1,10,DET 37,3,14,Reggie Bush left tackle for no gain (tackle by Preston Brown),1.400,0.860
2,3:53,2,10,DET 37,3,14,"Matthew Stafford pass incomplete deep left intended for Jed Collins (defended by Preston Brown). Penalty on Duke Williams: Defensive Holding, 5 yards (no play)",0.860,1.730
2,3:43,1,10,DET 42,3,14,Reggie Bush left tackle for 3 yards (tackle by Brandon Spikes),1.730,1.590
2,3:05,2,7,DET 45,3,14,Matthew Stafford sacked by Marcell Dareus for -1 yards,1.590,0.760
2,2:21,3,8,DET 44,3,14,Matthew Stafford pass incomplete short left intended for Brandon Pettigrew,0.760,-0.460
2,2:16,4,8,DET 44,3,14,"Sam Martin punts 41 yards, fair catch by Fred Jackson",-0.460,0.220
2,2:08,1,10,BUF 15,3,14,Kyle Orton pass complete short right to Fred Jackson for -3 yards (tackle by Ndamukong Suh),-0.220,-1.000
2,2:00,2,13,BUF 12,3,14,"Penalty on Nick Fairley: Neutral Zone Infraction, 5 yards (no play)",-1.000,-0.440
2,2:00,2,8,BUF 17,3,14,Kyle Orton pass incomplete short right intended for Fred Jackson,-0.440,-1.120
2,1:56,3,8,BUF 17,3,14,Kyle Orton pass complete short middle to Fred Jackson for 2 yards (tackle by DeAndre Levy),-1.120,-1.120
2,1:48,3,8,BUF 17,3,14,Timeout #1 by Detroit Lions,-1.120,-2.140
2,1:48,4,6,BUF 19,3,14,"Colton Schmidt punts 48 yards, fair catch by Jeremy Ross. Penalty on Julian Stanford: Offensive Holding, 10 yards",-2.140,-0.480
2,1:40,1,10,DET 23,3,14,"Matthew Stafford sacked by Jerry Hughes for -4 yards. Matthew Stafford fumbles (forced by Jerry Hughes), recovered by Matthew Stafford at DET-22",0.480,-0.200
2,1:07,2,11,DET 22,3,14,Matthew Stafford pass complete short right to Eric Ebron for 5 yards (tackle by Leodis McKelvin),-0.200,-0.230
2,1:04,3,6,DET 27,3,14,Matthew Stafford pass incomplete short middle intended for Reggie Bush,-0.230,-1.570
2,0:58,4,6,DET 27,3,14,"Sam Martin punts 48 yards, returned by Leodis McKelvin for 2 yards (tackle by Julian Stanford)",-1.570,-0.740
2,0:47,1,10,BUF 27,3,14,Kyle Orton pass complete short middle to Fred Jackson for 19 yards (tackle by Danny Gorrer and Glover Quin),0.740,0.740
2,0:40,1,10,BUF 27,3,14,Timeout #1 by Buffalo Bills,0.740,1.990
2,0:40,1,10,BUF 46,3,14,Kyle Orton pass complete short right to Mike Williams for 8 yards (tackle by Darius Slay),1.990,2.530
2,0:34,2,2,DET 46,3,14,Kyle Orton pass incomplete deep right intended for Sammy Watkins,2.530,1.820
2,0:30,3,2,DET 46,3,14,Kyle Orton sacked by George Johnson for -5 yards,1.820,1.820
2,0:20,3,2,DET 46,3,14,Timeout #2 by Detroit Lions,1.820,-0.130
2,0:20,4,7,BUF 49,3,14,"Colton Schmidt punts 36 yards, fair catch by Jeremy Ross. Penalty on Isa Abdul-Quddus: Running Into the Kicker (Declined)",-0.130,0.220
2,0:13,1,10,DET 15,3,14,Matthew Stafford kneels for -1 yards,-0.220,-0.820
Quarter,Time,Down,ToGo,Location,BUF,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,3,14,"Jordan Gay kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,DET 20,3,14,Matthew Stafford pass complete short middle to Golden Tate for 25 yards (tackle by Duke Williams),0.280,1.930
3,14:21,1,10,DET 45,3,14,Matthew Stafford pass complete short right to Calvin Johnson for 7 yards (tackle by Leodis McKelvin),1.930,2.330
3,13:54,2,3,BUF 48,3,14,George Winn up the middle for 16 yards (tackle by Aaron Williams),2.330,3.450
3,13:12,1,10,BUF 32,3,14,Matthew Stafford pass complete short right to Corey Fuller for 9 yards (tackle by Leodis McKelvin),3.450,4.120
3,12:36,2,1,BUF 23,3,14,George Winn right tackle for -3 yards (tackle by Jerry Hughes),4.120,3.010
3,11:55,3,4,BUF 26,3,14,Matthew Stafford pass incomplete deep right intended for Reggie Bush. Penalty on LaAdrian Waddle: Offensive Holding (Declined),3.010,1.810
3,11:47,4,4,BUF 26,3,14,Alex Henery 44 yard field goal no good,1.810,-1.200
3,11:42,1,10,BUF 34,3,14,Kyle Orton pass complete short left to Robert Woods for 18 yards (tackle by Isa Abdul-Quddus),1.200,2.390
3,11:17,1,10,DET 48,3,14,Kyle Orton pass complete short right to Fred Jackson for 2 yards (tackle by James Ihedigbo),2.390,2.120
3,10:38,2,8,DET 46,3,14,Fred Jackson right tackle for 7 yards (tackle by Darius Slay),2.120,2.340
3,10:04,3,1,DET 39,3,14,Fred Jackson for 5 yards (tackle by Rashean Mathis),2.340,3.310
3,9:43,1,10,DET 34,3,14,Kyle Orton pass incomplete deep right intended for Robert Woods,3.310,2.770
3,9:35,2,10,DET 34,3,14,Kyle Orton pass complete short right to Robert Woods for 2 yards (tackle by Darryl Tapp),2.770,2.350
3,8:51,3,8,DET 32,3,14,Kyle Orton pass incomplete short right intended for Sammy Watkins (defended by Darius Slay),2.350,1.240
3,8:46,4,8,DET 32,3,14,Dan Carpenter 50 yard field goal no good,1.240,-1.600
3,8:41,1,10,DET 40,3,14,Reggie Bush right tackle for 5 yards (tackle by Aaron Williams and Jerry Hughes),1.600,1.730
3,7:54,2,5,DET 45,3,14,Matthew Stafford pass complete short right to Jeremy Ross for 13 yards (tackle by Duke Williams and Nickell Robey),1.730,2.790
3,7:10,1,10,BUF 42,3,14,"Penalty on Brandon Pettigrew: False Start, 5 yards (no play)",2.790,2.460
3,6:43,1,15,BUF 47,3,14,Matthew Stafford pass complete short left to Golden Tate for 18 yards (tackle by Brandon Spikes),2.460,3.640
3,6:05,1,10,BUF 29,3,14,Reggie Bush right tackle for no gain (tackle by Marcell Dareus),3.640,3.100
3,5:20,2,10,BUF 29,3,14,Matthew Stafford pass incomplete short middle intended for George Winn (defended by Brandon Spikes),3.100,2.410
3,5:15,3,10,BUF 29,3,14,Matthew Stafford pass incomplete short left intended for George Winn,2.410,1.500
3,5:10,4,10,BUF 29,3,14,Alex Henery 47 yard field goal no good,1.500,-1.400
3,5:05,1,10,BUF 37,3,14,Kyle Orton pass incomplete deep right intended for Sammy Watkins,1.400,0.860
3,5:00,2,10,BUF 37,3,14,Fred Jackson up the middle for 10 yards (tackle by DeAndre Levy),0.860,2.060
3,4:23,1,10,BUF 47,3,14,Kyle Orton pass complete short right to Sammy Watkins for 12 yards (tackle by Darius Slay),2.060,2.850
3,3:41,1,10,DET 41,3,14,C.J. Spiller left end for -2 yards (tackle by Tahir Whitehead),2.850,2.040
3,2:58,2,12,DET 43,3,14,"Kyle Orton pass complete short right to C.J. Spiller for 12 yards (tackle by Glover Quin). Penalty on Nick Fairley: Roughing the Passer, 15 yards",2.040,4.510
3,2:38,1,10,DET 16,3,14,Kyle Orton pass incomplete short right intended for Scott Chandler (defended by Ashlee Palmer),4.510,3.900
3,2:32,2,10,DET 16,3,14,Kyle Orton pass complete short left to Fred Jackson for 8 yards (tackle by Ezekiel Ansah and Tahir Whitehead),3.900,4.620
3,1:55,3,2,DET 8,3,14,Fred Jackson up the middle for 1 yard (tackle by DeAndre Levy),4.620,3.010
3,1:26,4,1,DET 7,6,14,Dan Carpenter 25 yard field goal good,3.010,3.000
3,1:26,,,BUF 35,6,14,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
3,1:23,1,10,DET 20,6,14,George Winn up the middle for no gain (tackle by Mario Williams),0.280,-0.270
3,0:47,2,10,DET 20,6,14,"Matthew Stafford up the middle for 8 yards (tackle by Preston Brown). Penalty on Preston Brown: Unnecessary Roughness, 15 yards",-0.270,1.800
3,0:15,1,10,DET 43,6,14,George Winn right tackle for no gain (tackle by Marcell Dareus),1.800,1.250
Quarter,Time,Down,ToGo,Location,BUF,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,DET 43,6,14,"Matthew Stafford pass incomplete short middle intended for Reggie Bush. Penalty on LaAdrian Waddle: Illegal Use of Hands, 10 yards (no play)",1.250,-0.100
4,14:55,2,20,DET 33,6,14,"Matthew Stafford sacked by Marcell Dareus for -10 yards. Matthew Stafford fumbles (forced by Marcell Dareus), recovered by Jeremy Ross at DET-23",-0.100,-2.080
4,14:05,3,30,DET 23,6,14,Matthew Stafford pass complete short left to Golden Tate for 8 yards (tackle by Leodis McKelvin),-2.080,-1.310
4,13:26,4,22,DET 31,6,14,"Sam Martin punts 43 yards, fair catch by Leodis McKelvin",-1.310,-0.670
4,13:19,1,10,BUF 26,6,14,C.J. Spiller left tackle for 1 yard (tackle by Devin Taylor),0.670,0.270
4,12:43,2,9,BUF 27,6,14,Fred Jackson right tackle for 3 yards (tackle by C.J. Mosley),0.270,-0.030
4,11:59,3,6,BUF 30,6,14,Kyle Orton pass complete short right to Sammy Watkins for 6 yards (tackle by Tahir Whitehead),-0.030,1.330
4,11:21,1,10,BUF 36,6,14,C.J. Spiller up the middle for 1 yard (tackle by DeAndre Levy),1.330,0.930
4,10:43,2,9,BUF 37,6,14,Kyle Orton pass complete deep middle to Robert Woods for 17 yards (tackle by James Ihedigbo),0.930,2.520
4,10:06,1,10,DET 46,6,14,Kyle Orton pass incomplete short right intended for Frank Summers,2.520,1.980
4,10:02,2,10,DET 46,6,14,Kyle Orton pass incomplete short middle intended for Sammy Watkins,1.980,1.290
4,9:57,3,10,DET 46,6,14,"Kyle Orton pass complete deep right to Marquise Goodwin for 42 yards. Marquise Goodwin fumbles, ball out of bounds at DET-4",1.290,1.290
4,9:47,3,10,DET 46,6,14,Timeout #1 by Detroit Lions,1.290,6.280
4,9:47,1,4,DET 4,6,14,"Fred Jackson right tackle for no gain (tackle by Isa Abdul-Quddus and Tahir Whitehead). Penalty on Jason Jones: Illegal Use of Hands, 2 yards (no play)",6.280,6.740
4,9:25,1,2,DET 2,12,14,"Kyle Orton pass complete short left to Chris Gragg for 2 yards, touchdown",6.740,7.000
4,9:25,,,,14,14,"Two Point Attempt: Fred Jackson up the middle, conversion succeeds",0.000,1.000
4,9:25,,,BUF 35,14,14,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
4,9:23,1,10,DET 20,14,14,George Winn up the middle for 6 yards (tackle by Brandon Spikes),0.280,0.540
4,8:47,2,4,DET 26,14,14,Matthew Stafford pass complete short left to Eric Ebron for 3 yards (tackle by Stephon Gilmore),0.540,0.230
4,8:06,3,1,DET 29,14,14,George Winn left tackle for -1 yards (tackle by Stefan Charles),0.230,-1.500
4,7:30,4,2,DET 28,14,14,Sam Martin punts 53 yards,-1.500,-0.150
4,7:20,1,10,BUF 19,14,14,Kyle Orton pass complete short left to C.J. Spiller for 15 yards (tackle by DeAndre Levy). Penalty on Jason Jones: Defensive Offside (Declined),0.150,1.200
4,6:57,1,10,BUF 34,14,14,"Penalty on Cyril Richardson: False Start, 5 yards (no play)",1.200,0.870
4,6:36,1,15,BUF 29,14,14,Kyle Orton pass complete short left to Scott Chandler for 5 yards (tackle by DeAndre Levy),0.870,0.660
4,5:59,2,10,BUF 34,14,14,C.J. Spiller up the middle for 1 yard (tackle by Ndamukong Suh),0.660,0.100
4,5:16,3,9,BUF 35,14,14,Kyle Orton pass complete short left to Sammy Watkins for 14 yards,0.100,2.190
4,4:55,1,10,BUF 49,14,14,Fred Jackson left tackle for 3 yards (tackle by DeAndre Levy and C.J. Mosley),2.190,2.050
4,4:23,2,7,DET 48,14,14,Kyle Orton pass complete short right to Scott Chandler for -1 yards (tackle by Glover Quin),2.050,1.220
4,3:43,3,8,DET 49,14,14,Kyle Orton pass complete short left to Scott Chandler for 1 yard (tackle by Tahir Whitehead),1.220,0.070
4,3:04,4,7,DET 48,14,14,"Colton Schmidt punts 33 yards, fair catch by Jeremy Ross",0.070,0.220
4,2:57,1,10,DET 15,14,14,Matthew Stafford pass incomplete deep left intended for Corey Fuller,-0.220,-0.710
4,2:52,2,10,DET 15,14,14,Matthew Stafford pass complete short right to Corey Fuller for 10 yards (tackle by Leodis McKelvin),-0.710,0.610
4,2:47,1,10,DET 25,14,14,"Penalty on DET: False Start, 5 yards (no play)",0.610,0.280
4,2:47,1,15,DET 20,14,14,Matthew Stafford pass incomplete short left intended for Golden Tate,0.280,-0.610
4,2:44,2,15,DET 20,14,14,Matthew Stafford pass complete short left to Brandon Pettigrew for 5 yards (tackle by Nickell Robey),-0.610,-0.620
4,2:04,3,10,DET 25,14,14,Matthew Stafford sacked by Jerry Hughes for -6 yards,-0.620,-2.140
4,1:57,4,16,DET 19,14,14,"Sam Martin punts 57 yards, returned by Leodis McKelvin for 7 yards (tackle by Mohammed Seisay)",-2.140,-1.000
4,1:47,1,10,BUF 31,14,14,Kyle Orton pass complete deep middle to Sammy Watkins for 22 yards (tackle by Darius Slay),1.000,1.000
4,1:39,1,10,BUF 31,14,14,Timeout #1 by Buffalo Bills,1.000,2.460
4,1:39,1,10,DET 47,14,14,C.J. Spiller right end for 1 yard (tackle by Tahir Whitehead and Jason Jones),2.460,2.050
4,1:18,2,9,DET 46,14,14,Kyle Orton pass complete short right to C.J. Spiller for -2 yards (tackle by DeAndre Levy),2.050,1.090
4,1:13,3,11,DET 48,14,14,Kyle Orton pass incomplete short middle intended for Fred Jackson (defended by Jason Jones),1.090,0.070
4,1:09,4,11,DET 48,14,14,"Colton Schmidt punts 37 yards, fair catch by Jeremy Ross",0.070,0.370
4,1:02,1,10,DET 11,14,14,Matthew Stafford pass complete short left to Golden Tate for 55 yards (tackle by Nickell Robey),-0.370,-0.370
4,0:47,1,10,DET 11,14,14,Timeout #2 by Detroit Lions,-0.370,3.310
4,0:47,1,10,BUF 34,14,14,Matthew Stafford for 1 yard (tackle by Brandon Spikes),3.310,2.910
4,0:38,2,9,BUF 33,14,14,Matthew Stafford pass incomplete short right intended for Ryan Broyles,2.910,2.210
4,0:35,3,9,BUF 33,14,14,Matthew Stafford pass complete short left to Golden Tate for 1 yard (tackle by Brandon Spikes),2.210,2.210
4,0:26,3,9,BUF 33,14,14,Timeout #2 by Buffalo Bills,2.210,1.240
4,0:26,4,8,BUF 32,14,14,Alex Henery 50 yard field goal no good,1.240,-1.600
4,0:21,1,10,BUF 40,14,14,Kyle Orton pass complete short left to Sammy Watkins for 20 yards (tackle by Rashean Mathis),1.600,1.600
4,0:14,1,10,BUF 40,14,14,Timeout #3 by Buffalo Bills,1.600,2.920
4,0:14,1,10,DET 40,14,14,Kyle Orton pass incomplete short right intended for Scott Chandler,2.920,2.370
4,0:09,2,10,DET 40,17,14,Dan Carpenter 58 yard field goal good,2.370,3.000
4,0:09,,,BUF 35,17,14,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
4,0:03,1,10,DET 20,17,14,"Matthew Stafford pass complete short middle to Corey Fuller for 8 yards. Corey Fuller fumbles, recovered by Nickell Robey at DET-18 and returned for 2 yards (tackle by George Winn)",0.280,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
