Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
1,0:09,1,10,CIN 33,3,7,Andy Dalton pass complete short middle to Joe Mixon for 5 yards (tackle by Christian Kirksey),1.140,1.270
Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,CIN 38,3,7,Joe Mixon left tackle for 7 yards (tackle by Caleb Brantley),1.270,1.930
2,14:15,1,10,CIN 45,3,7,Joe Mixon right guard for 6 yards (tackle by James Burgess),1.930,2.190
2,13:41,2,4,CLE 49,3,7,Andy Dalton pass incomplete deep right intended for A.J. Green,2.190,1.490
2,13:36,3,4,CLE 49,3,7,Andy Dalton middle for 25 yards (tackle by Joe Schobert),1.490,3.970
2,12:53,1,10,CLE 24,3,7,"Penalty on Andre Smith: False Start, 5 yards (no play)",3.970,3.640
2,12:34,1,15,CLE 29,3,7,Andy Dalton pass complete short middle to Joe Mixon for 10 yards (tackle by Joe Schobert),3.640,4.120
2,11:54,2,5,CLE 19,3,7,Joe Mixon middle for 4 yards (tackle by Joe Schobert and Trevon Coley),4.120,4.170
2,11:18,3,1,CLE 15,3,7,Joe Mixon left guard for 4 yards (tackle by Joe Schobert and Jabrill Peppers),4.170,4.840
2,10:40,1,10,CLE 11,3,7,Joe Mixon left guard for 3 yards (tackle by James Burgess),4.840,4.700
2,10:01,2,7,CLE 8,3,7,Andy Dalton pass incomplete short left intended for A.J. Green,4.700,3.760
2,9:57,3,7,CLE 8,3,7,Andy Dalton sacked by Myles Garrett for -5 yards,3.760,2.570
2,9:17,4,12,CLE 13,3,10,Randy Bullock 31 yard field goal good,2.570,3.000
2,9:14,,,CIN 35,3,10,"Randy Bullock kicks off 66 yards, returned by Matthew Dayes for 17 yards (tackle by Josh Malone)",0.000,0.140
2,9:09,1,10,CLE 16,3,10,Isaiah Crowell left end for no gain (tackle by Michael Johnson and Adam Jones),-0.140,-0.660
2,8:34,2,10,CLE 16,3,10,Cody Kessler pass incomplete short left intended for Dan Vitale,-0.660,-1.320
2,8:29,3,10,CLE 16,3,10,Cody Kessler sacked by Chris Smith and Carl Lawson for -9 yards,-1.320,-2.490
2,7:49,4,19,CLE 7,3,10,"Britton Colquitt punts 48 yards, returned by Adam Jones for 55 yards. Penalty on Cethan Carter: Illegal Block Above the Waist, 10 yards",-2.490,-2.320
2,7:31,1,10,CLE 49,3,10,Andy Dalton pass complete short left to A.J. Green for 15 yards (tackle by Jason McCourty),2.320,3.310
2,7:05,1,10,CLE 34,3,10,Giovani Bernard left guard for 3 yards (tackle by Nate Orchard and Tyrone Holmes),3.310,3.180
2,6:28,2,7,CLE 31,3,10,Andy Dalton pass incomplete short left intended for Brandon LaFell,3.180,2.480
2,6:25,3,7,CLE 31,3,10,Andy Dalton pass incomplete,2.480,1.320
2,6:17,4,7,CLE 31,3,13,Randy Bullock 49 yard field goal good,1.320,3.000
2,6:12,,,CIN 35,3,13,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.610
2,6:12,1,10,CLE 25,3,13,DeShone Kizer pass incomplete short middle intended for Isaiah Crowell,0.610,0.060
2,6:08,2,10,CLE 25,3,13,Isaiah Crowell right guard for 4 yards (tackle by George Iloka),0.060,-0.100
2,5:27,3,6,CLE 29,3,13,DeShone Kizer pass incomplete short right intended for Corey Coleman (defended by Dre Kirkpatrick),-0.100,-1.440
2,5:22,4,6,CLE 29,3,13,"Zane Gonzalez punts 16 yards, out of bounds",-1.440,-2.590
2,5:15,1,10,CLE 45,3,13,Joe Mixon left end for -4 yards (tackle by Joe Schobert),2.590,1.500
2,4:34,2,14,CLE 49,3,13,"Penalty on Caleb Brantley: Neutral Zone Infraction, 5 yards (no play)",1.500,2.180
2,4:17,2,9,CLE 44,3,13,Andy Dalton pass complete short left to Joe Mixon for 36 yards (tackle by Jabrill Peppers),2.180,5.370
2,3:32,1,8,CLE 8,3,13,Joe Mixon right guard for 4 yards (tackle by Joe Schobert),5.370,5.340
2,2:53,2,4,CLE 4,3,13,Joe Mixon left tackle for 1 yard (tackle by Myles Garrett),5.340,4.720
2,2:13,3,3,CLE 3,3,13,Andy Dalton pass incomplete short middle intended for Tyler Kroft,4.720,3.040
2,2:10,4,3,CLE 3,3,16,Randy Bullock 21 yard field goal good,3.040,3.000
2,2:06,,,CIN 35,3,16,"Randy Bullock kicks off 67 yards, returned by Matthew Dayes for 24 yards (tackle by Cethan Carter)",0.000,-0.410
2,2:00,1,10,CLE 22,3,16,DeShone Kizer pass complete short left to Duke Johnson for 20 yards (tackle by Vontaze Burfict),0.410,1.730
2,1:37,1,10,CLE 42,3,16,DeShone Kizer right end for 3 yards (tackle by Darqueze Dennard),1.730,1.590
2,1:12,2,7,CLE 45,3,16,"DeShone Kizer for no gain. DeShone Kizer fumbles, recovered by Duke Johnson at CLE-40",1.590,0.000
2,1:06,,,,,,Timeout #1 by Cincinnati Bengals,0.000,-0.230
2,1:06,3,12,CLE 40,3,16,DeShone Kizer pass complete deep right to Kenny Britt for 14 yards (tackle by Dre Kirkpatrick),0.230,2.520
2,0:58,1,10,CIN 46,3,16,DeShone Kizer pass complete deep right to Seth Devalve for 24 yards (tackle by George Iloka),2.520,0.000
2,0:45,,,,,,Timeout #2 by Cincinnati Bengals,0.000,-4.110
2,0:45,1,10,CIN 22,3,16,DeShone Kizer pass complete short right to Seth Devalve for 9 yards (tackle by Josh Shaw),4.110,0.000
2,0:36,,,,,,Timeout #2 by Cleveland Browns,0.000,-5.060
2,0:36,2,1,CIN 13,3,16,DeShone Kizer pass incomplete short middle intended for Rashard Higgins,5.060,4.390
2,0:33,3,1,CIN 13,3,16,Duke Johnson left guard for 2 yards (tackle by Geno Atkins),4.390,0.000
2,0:20,,,,,,Timeout #3 by Cleveland Browns,0.000,-4.840
2,0:20,1,10,CIN 11,3,16,DeShone Kizer pass complete short left to Corey Coleman for 8 yards (tackle by George Iloka),4.840,5.660
2,0:06,2,2,CIN 3,3,16,DeShone Kizer spiked the ball,5.660,0.000
2,0:05,,,,,,Timeout #3 by Cincinnati Bengals,0.000,-4.890
2,0:05,3,2,CIN 3,6,16,Zane Gonzalez 21 yard field goal good,4.890,3.000
Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,6,16,"Zane Gonzalez kicks off 68 yards, returned by Alex Erickson for 25 yards (tackle by Justin Currie)",0.000,-0.410
3,14:53,1,10,CIN 22,6,16,Andy Dalton pass complete deep middle to A.J. Green for 18 yards (tackle by Joe Schobert),0.410,1.600
3,14:15,1,10,CIN 40,6,16,Andy Dalton pass complete short right to Tyler Kroft for 8 yards (tackle by James Burgess),1.600,2.130
3,13:40,2,2,CIN 48,6,16,Joe Mixon left tackle for 7 yards (tackle by Joe Schobert),2.130,2.590
3,13:04,1,10,CLE 45,6,16,Joe Mixon right end for 3 yards (tackle by Danny Shelton),2.590,2.450
3,12:25,2,7,CLE 42,6,16,Andy Dalton pass incomplete deep left intended for Brandon LaFell,2.450,1.750
3,12:19,3,7,CLE 42,6,16,Andy Dalton pass complete short middle to Alex Erickson for 18 yards (tackle by Jabrill Peppers),1.750,3.970
3,11:38,1,10,CLE 24,6,16,Andy Dalton pass complete short right to A.J. Green for 15 yards,3.970,5.140
3,11:16,1,9,CLE 9,6,16,Joe Mixon right guard for 4 yards (tackle by Carl Nassib and Jabrill Peppers),5.140,5.150
3,10:36,2,5,CLE 5,6,16,Andy Dalton pass incomplete,5.150,4.260
3,10:29,3,5,CLE 5,6,16,"Andy Dalton pass incomplete short right intended for Brandon LaFell. Penalty on Jason McCourty: Defensive Pass Interference, 4 yards (no play)",4.260,6.970
3,10:26,1,1,CLE 1,6,22,"Andy Dalton pass complete short right to Tyler Kroft for 1 yard, touchdown",6.970,7.000
3,10:21,,,CLE 15,6,23,Randy Bullock kicks extra point good,0.000,0.000
3,10:21,,,CIN 35,6,23,"Randy Bullock kicks off 61 yards, returned by Matthew Dayes for 16 yards (tackle by Cethan Carter)",0.000,-0.280
3,10:16,1,10,CLE 20,6,23,Isaiah Crowell right tackle for 27 yards (tackle by Clayton Fejedelem),0.280,2.060
3,9:36,1,10,CLE 47,6,23,Isaiah Crowell middle for 11 yards (tackle by Clayton Fejedelem),2.060,2.790
3,9:05,1,10,CIN 42,6,23,DeShone Kizer pass complete short right to Corey Coleman for 12 yards (tackle by Dre Kirkpatrick),2.790,3.580
3,8:34,1,10,CIN 30,6,23,Duke Johnson right end for -3 yards (tackle by Ryan Glasgow),3.580,2.630
3,7:55,2,13,CIN 33,6,23,DeShone Kizer right end for 12 yards (tackle by Jordan Evans),2.630,3.530
3,7:07,3,1,CIN 21,6,23,DeShone Kizer middle for 2 yards (tackle by Michael Johnson),3.530,4.310
3,6:31,1,10,CIN 19,6,23,Isaiah Crowell left guard for no gain (tackle by Geno Atkins),4.310,3.750
3,5:48,2,10,CIN 19,6,23,"DeShone Kizer sacked by Jordan Willis for -1 yards. Penalty on Shon Coleman: Offensive Holding, 10 yards (no play)",3.750,2.410
3,5:24,2,20,CIN 29,6,23,DeShone Kizer pass incomplete deep middle intended for Corey Coleman,2.410,1.750
3,5:17,3,20,CIN 29,6,23,DeShone Kizer pass complete short middle to Duke Johnson for 8 yards (tackle by Vontaze Burfict and Jordan Evans),1.750,2.060
3,4:37,4,12,CIN 21,9,23,Zane Gonzalez 39 yard field goal good,2.060,3.000
3,4:33,,,CLE 35,9,23,"Zane Gonzalez kicks off 65 yards, touchback",0.000,-0.610
3,4:33,1,10,CIN 25,9,23,Andy Dalton pass complete short left to Brandon LaFell for 5 yards (tackle by Christian Kirksey),0.610,0.740
3,3:57,2,5,CIN 30,9,23,Joe Mixon left tackle for 1 yard (tackle by Trevon Coley),0.740,0.170
3,3:13,3,4,CIN 31,9,23,Giovani Bernard left end for -2 yards (tackle by James Burgess),0.170,-1.440
3,2:34,4,6,CIN 29,9,23,"Kevin Huber punts 37 yards, returned by Jabrill Peppers for 13 yards (tackle by C.J. Uzomah)",-1.440,-2.060
3,2:24,1,10,CLE 47,9,23,Isaiah Crowell for 9 yards (tackle by Jordan Evans),2.060,2.730
3,1:57,2,1,CIN 44,9,23,DeShone Kizer pass incomplete deep right intended for Corey Coleman,2.730,2.020
3,1:51,3,1,CIN 44,9,23,DeShone Kizer sacked by Pat Sims and Geno Atkins for -9 yards,2.020,-0.260
3,1:13,4,10,CLE 47,9,23,"Britton Colquitt punts 44 yards, returned by Alex Erickson for 14 yards (tackle by Matthew Dayes)",-0.260,-0.480
3,1:02,1,10,CIN 23,9,23,Joe Mixon middle for 4 yards (tackle by Joe Schobert),0.480,0.470
3,0:25,2,6,CIN 27,9,23,Andy Dalton pass complete short right to A.J. Green for 13 yards (tackle by Jason McCourty),0.470,1.600
,,,,,,,"CLE challenged the pass completion ruling, and the play was upheld.",,
3,0:06,1,10,CIN 40,9,23,Joe Mixon right guard for 6 yards (tackle by Nate Orchard and James Burgess),1.600,1.860
Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,CIN 46,9,23,Andy Dalton pass complete short right to A.J. Green for 5 yards (tackle by Jason McCourty),1.860,2.320
4,14:17,1,10,CLE 49,9,23,Andy Dalton pass incomplete short left intended for Josh Malone (defended by Briean Boddy-Calhoun),2.320,1.780
4,14:12,2,10,CLE 49,9,23,Joe Mixon right guard for -4 yards (tackle by Derrick Kindred),1.780,0.560
4,13:26,3,14,CIN 47,9,23,"Penalty on Andre Smith: False Start, 5 yards (no play)",0.560,-0.100
4,13:10,3,19,CIN 42,9,23,Andy Dalton pass complete short left to Brandon LaFell for 13 yards (tackle by Joe Schobert and Briean Boddy-Calhoun),-0.100,0.270
4,12:32,4,6,CLE 45,9,23,"Kevin Huber punts 34 yards, fair catch by Jabrill Peppers",0.270,0.370
4,12:26,1,10,CLE 11,9,23,DeShone Kizer middle for 7 yards (tackle by Carlos Dunlap),-0.370,0.000
4,11:56,2,3,CLE 18,9,23,Duke Johnson middle for 10 yards (tackle by Clayton Fejedelem),0.000,0.810
4,11:32,1,10,CLE 28,9,23,DeShone Kizer pass incomplete deep right intended for Corey Coleman,0.810,0.260
4,11:26,2,10,CLE 28,9,23,DeShone Kizer pass incomplete deep left intended for Bryce Treggs,0.260,-0.430
4,11:20,3,10,CLE 28,9,23,DeShone Kizer pass complete deep middle to Kenny Britt for 38 yards (tackle by Jordan Evans),-0.430,3.310
4,10:49,1,10,CIN 34,9,23,Duke Johnson left guard for 1 yard (tackle by Geno Atkins and Michael Johnson),3.310,2.910
4,10:18,2,9,CIN 33,9,23,DeShone Kizer pass incomplete deep left intended for Ricardo Louis,2.910,2.210
4,10:12,3,9,CIN 33,9,23,DeShone Kizer pass complete short right to David Njoku for 8 yards (tackle by Dre Kirkpatrick),2.210,0.000
4,9:42,,,,,,Timeout #1 by Cincinnati Bengals,0.000,-1.950
4,9:42,4,1,CIN 25,9,23,Isaiah Crowell left guard for 2 yards (tackle by Vontaze Burfict and Carlos Dunlap),1.950,4.040
4,9:09,1,10,CIN 23,9,23,DeShone Kizer sacked by Carl Lawson for -6 yards,4.040,2.690
4,8:40,2,16,CIN 29,9,23,DeShone Kizer pass complete short left to Rashard Higgins for 22 yards (tackle by Vontaze Burfict). Penalty on Carlos Dunlap: Defensive Offside (Declined),2.690,5.600
4,8:21,1,7,CIN 7,9,23,Isaiah Crowell right guard for 4 yards (tackle by Clayton Fejedelem),5.600,5.530
4,7:40,2,3,CIN 3,9,23,Isaiah Crowell right guard for no gain (tackle by Jordan Willis),5.530,4.720
4,7:07,3,3,CIN 3,9,23,DeShone Kizer pass incomplete,4.720,3.040
4,7:01,4,3,CIN 3,15,23,"DeShone Kizer middle for 3 yards, touchdown",3.040,7.000
4,6:57,,,CIN 15,16,23,Zane Gonzalez kicks extra point good,0.000,0.000
4,6:57,,,CLE 35,16,23,"Zane Gonzalez kicks off 65 yards, touchback",0.000,-0.610
4,6:57,1,10,CIN 25,16,23,Andy Dalton pass complete short middle to Giovani Bernard for 15 yards (tackle by Jabrill Peppers),0.610,1.600
4,6:10,1,10,CIN 40,16,23,Joe Mixon middle for 15 yards (tackle by James Burgess and Jamar Taylor),1.600,2.590
4,5:26,1,10,CLE 45,16,23,Joe Mixon left end for no gain (tackle by Joe Schobert),2.590,2.040
4,4:44,2,10,CLE 45,16,23,Andy Dalton pass complete short left to Tyler Kroft for 5 yards (tackle by Christian Kirksey),2.040,2.010
4,3:57,3,5,CLE 40,16,23,"Andy Dalton pass incomplete deep left intended for Josh Malone (defended by Jabrill Peppers). Penalty on Jabrill Peppers: Unnecessary Roughness, 15 yards (no play)",2.010,3.910
4,3:51,1,10,CLE 25,16,23,Andy Dalton pass incomplete short left intended for A.J. Green (defended by Jason McCourty),3.910,3.360
4,3:48,2,10,CLE 25,16,23,Joe Mixon right guard for 14 yards (tackle by Jabrill Peppers),3.360,4.840
4,3:02,1,10,CLE 11,16,29,"Joe Mixon left end for 11 yards, touchdown",4.840,7.000
4,2:57,,,CLE 15,16,30,Randy Bullock kicks extra point good,0.000,0.000
4,2:57,,,CIN 35,16,30,"Randy Bullock kicks off 63 yards, returned by Matthew Dayes for 24 yards (tackle by Cethan Carter)",0.000,-0.670
4,2:51,1,10,CLE 26,16,30,DeShone Kizer sacked by Carlos Dunlap and Geno Atkins for -8 yards,0.670,-1.050
4,2:18,2,18,CLE 18,16,30,DeShone Kizer pass complete short right to David Njoku for 7 yards (tackle by Dre Kirkpatrick),-1.050,-0.690
4,2:12,3,11,CLE 25,16,30,DeShone Kizer pass complete deep middle to David Njoku for 27 yards (tackle by Jordan Evans),-0.690,2.390
4,2:00,1,10,CIN 48,16,30,DeShone Kizer pass complete short right to Rashard Higgins for 8 yards (tackle by Jordan Evans),2.390,2.930
4,1:54,2,2,CIN 40,16,30,DeShone Kizer pass incomplete short middle intended for Duke Johnson (defended by Chris Smith),2.930,2.210
4,1:50,3,2,CIN 40,16,30,DeShone Kizer pass complete short middle to Duke Johnson for -2 yards (tackle by Vontaze Burfict and Dre Kirkpatrick),2.210,0.000
4,1:40,,,,,,Timeout #2 by Cleveland Browns,0.000,-0.460
4,1:39,4,4,CIN 42,16,30,DeShone Kizer pass incomplete short middle intended for Ricardo Louis,0.460,-1.730
4,1:36,1,10,CIN 42,16,30,Joe Mixon right guard for -1 yards (tackle by Joe Schobert),1.730,1.050
4,0:50,2,11,CIN 41,16,30,Andy Dalton kneels for -1 yards,1.050,0.230
4,0:23,3,12,CIN 40,16,30,Andy Dalton kneels for -1 yards,0.230,-0.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
