Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
1,0:21,1,10,NYG 32,0,0,BenJarvus Green-Ellis left end for 3 yards (tackle by Kenny Phillips),3.450,3.310
Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,NYG 29,0,0,Tom Brady pass incomplete short left intended for Deion Branch is intercepted by Mathias Kiwanuka at NYG-19 and returned for 9 yards,3.310,-0.810
2,14:52,1,10,NYG 28,0,0,Brandon Jacobs right tackle for 5 yards (tackle by Brandon Spikes and Rob Ninkovich),0.810,0.940
2,14:14,2,5,NYG 33,0,0,Eli Manning pass incomplete short right intended for Brandon Jacobs,0.940,0.230
2,14:10,3,5,NYG 33,0,0,"Penalty on Brandon Spikes: Neutral Zone Infraction, 6 yards (no play)",0.230,1.530
2,14:10,1,10,NYG 39,0,0,"Eli Manning pass incomplete deep right intended for Mario Manningham (defended by Devin McCourty). Penalty on David Diehl: Offensive Holding, 10 yards (no play)",1.530,0.870
2,14:01,1,20,NYG 29,0,0,Eli Manning pass incomplete short middle intended for Danny Ware,0.870,-0.360
2,13:59,2,20,NYG 29,0,0,Danny Ware middle for 10 yards (tackle by Devin McCourty),-0.360,0.300
2,13:18,3,10,NYG 39,0,0,Eli Manning pass incomplete short left intended for Ramses Barden (defended by Mark Anderson),0.300,-0.780
2,13:14,4,10,NYG 39,0,0,"Steve Weatherford punts 51 yards, returned by Julian Edelman for 10 yards (tackle by Mark Herzlich)",-0.780,-0.280
2,13:02,1,10,NWE 20,0,0,Stevan Ridley right guard for 3 yards (tackle by Antrel Rolle),0.280,0.140
2,12:24,2,7,NWE 23,0,0,Tom Brady pass complete short right to Rob Gronkowski for 8 yards (tackle by Mathias Kiwanuka),0.140,1.000
2,11:52,1,10,NWE 31,0,0,Stevan Ridley right tackle for 1 yard (tackle by Linval Joseph),1.000,0.600
2,11:09,2,9,NWE 32,0,0,Tom Brady pass incomplete short right intended for Rob Gronkowski,0.600,-0.100
2,11:05,3,9,NWE 32,0,0,Tom Brady pass incomplete short left intended for Danny Woodhead,-0.100,-1.240
2,10:59,4,9,NWE 32,0,0,"Zoltan Mesko punts 43 yards, fair catch by Aaron Ross",-1.240,-0.610
2,10:53,1,10,NYG 25,0,0,Brandon Jacobs middle for 5 yards (tackle by Jerod Mayo and Tony Carter),0.610,0.740
2,10:19,2,5,NYG 30,0,0,Eli Manning pass complete short left to Victor Cruz for 13 yards (tackle by Kyle Arrington),0.740,1.800
2,9:41,1,10,NYG 43,0,0,Eli Manning pass incomplete short left intended for Mario Manningham,1.800,1.250
2,9:35,2,10,NYG 43,0,0,Brandon Jacobs middle for 6 yards (tackle by Jerod Mayo and Josh Barrett),1.250,1.350
2,8:57,3,4,NYG 49,0,0,Da'Rel Scott right end for 5 yards (tackle by Patrick Chung and Ron Brace),1.350,2.520
2,8:24,1,10,NWE 46,0,0,"Eli Manning for 2 yards. Penalty on Kareem McKenzie: Offensive Holding, 10 yards (no play)",2.520,1.860
2,7:56,1,20,NYG 44,0,0,Eli Manning pass complete short left to Mario Manningham for 9 yards (tackle by Kyle Arrington),1.860,1.840
2,7:15,2,11,NWE 47,0,0,"Eli Manning for no gain. Kevin Boothe fumbles, recovered by Eli Manning at NYG-NYG",1.840,0.100
2,6:41,3,19,NYG 45,0,0,Eli Manning pass incomplete deep middle intended for Jake Ballard,0.100,-0.390
2,6:35,4,19,NYG 45,0,0,"Steve Weatherford punts 48 yards, returned by Julian Edelman for 4 yards (tackle by Jacquian Williams)",-0.390,0.370
2,6:28,1,10,NWE 11,0,0,Tom Brady pass complete short left to Stevan Ridley for 2 yards (tackle by Michael Boley),-0.370,-0.630
2,5:51,2,8,NWE 13,0,0,Stevan Ridley middle for 6 yards (tackle by Mathias Kiwanuka and Osi Umenyiora),-0.630,-0.480
2,5:51,3,2,NWE 19,0,0,"Penalty on NWE: Illegal Substitution, 5 yards (no play)",-0.480,-1.070
2,5:03,3,7,NWE 14,0,0,Tom Brady sacked by Jason Pierre-Paul for -4 yards,-1.070,-2.490
2,4:52,4,11,NWE 10,0,0,"Zoltan Mesko punts 41 yards, fair catch by Aaron Ross",-2.490,-2.190
2,4:45,1,10,NYG 49,0,0,Brandon Jacobs middle for -1 yards (tackle by Vince Wilfork),2.190,1.510
2,4:15,2,11,NYG 48,0,0,Eli Manning pass complete short right to Brandon Jacobs for 7 yards (tackle by Devin McCourty and Jerod Mayo),1.510,1.750
2,3:31,3,4,NWE 45,0,0,Eli Manning pass incomplete short right intended for Ramses Barden,1.750,0.270
2,3:27,4,4,NWE 45,0,0,"Steve Weatherford punts 36 yards, fair catch by Julian Edelman",0.270,0.380
2,3:20,1,10,NWE 9,0,0,Tom Brady pass complete short left to Danny Woodhead for 14 yards (tackle by Antrel Rolle),-0.380,0.480
2,2:56,1,10,NWE 23,0,0,Tom Brady pass complete short middle to Wes Welker for 4 yards (tackle by Mathias Kiwanuka),0.480,0.470
2,2:18,2,6,NWE 27,0,0,Tom Brady pass complete deep left to Wes Welker for 21 yards (tackle by Corey Webster),0.470,2.130
2,2:00,1,10,NWE 48,0,0,Danny Woodhead left tackle for 5 yards (tackle by Jacquian Williams),2.130,2.260
2,1:23,2,5,NYG 47,0,0,Tom Brady pass complete short middle to Wes Welker for 4 yards (tackle by Michael Boley),2.260,2.080
2,1:13,,,,0,0,Timeout #1 by New England Patriots,0.000,2.080
2,1:13,3,1,NYG 43,0,0,BenJarvus Green-Ellis left tackle for 3 yards (tackle by Mathias Kiwanuka),2.080,2.920
2,1:08,,,,0,0,Timeout #2 by New England Patriots,0.000,2.920
2,1:08,1,10,NYG 40,0,0,Tom Brady pass complete short middle to Danny Woodhead for 14 yards (tackle by Michael Boley),2.920,3.840
2,1:00,1,10,NYG 26,0,0,Tom Brady pass complete short right to Rob Gronkowski for 15 yards (tackle by Michael Boley),3.840,4.840
2,0:55,,,,0,0,Timeout #1 by New York Giants,0.000,4.840
2,0:55,1,10,NYG 11,0,0,Tom Brady pass incomplete short right intended for Deion Branch (defended by Justin Tuck),4.840,4.140
2,0:52,2,10,NYG 11,0,0,Danny Woodhead left guard for 3 yards (tackle by Jason Pierre-Paul and Osi Umenyiora),4.140,3.760
2,0:11,3,7,NYG 8,0,0,Tom Brady pass incomplete short left intended for Aaron Hernandez,3.760,2.960
2,0:07,4,7,NYG 8,0,0,Stephen Gostkowski 27 yard field goal no good,2.960,-0.280
2,0:03,1,10,NYG 20,0,0,Eli Manning kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,0,0,"Lawrence Tynes kicks off 68 yards, returned by Danny Woodhead for 24 yards (tackle by Greg Jones)",0.000,0.340
3,14:56,1,10,NWE 21,0,0,Tom Brady pass complete short middle to Aaron Hernandez for 15 yards (tackle by Antrel Rolle),0.340,1.330
,,,,,,,"NWE challenged the incomplete pass ruling, and the original play was overturned.",,
3,14:30,1,10,NWE 36,0,0,BenJarvus Green-Ellis left end for 7 yards (tackle by Kenny Phillips and Osi Umenyiora),1.330,1.740
3,13:45,2,3,NWE 43,0,0,Tom Brady pass incomplete deep left intended for Rob Gronkowski is intercepted by Deon Grant at NYG-39,1.740,-1.530
3,13:38,1,10,NYG 39,0,0,Brandon Jacobs left guard for 2 yards (tackle by Jerod Mayo and Tony Carter),1.530,1.260
3,13:02,2,8,NYG 41,0,0,Eli Manning pass complete deep right to Victor Cruz for 18 yards (tackle by Devin McCourty),1.260,2.850
3,12:21,1,10,NWE 41,0,0,Eli Manning pass complete deep middle to Jake Ballard for 30 yards (tackle by James Ihedigbo and Patrick Chung),2.850,4.840
3,11:35,1,10,NWE 11,0,0,Brandon Jacobs right guard for 4 yards (tackle by Andre Carter and Ron Brace),4.840,4.890
3,10:53,2,6,NWE 7,0,0,Danny Ware left guard for 3 yards (tackle by Vince Wilfork and Tony Carter),4.890,4.670
3,10:15,3,3,NWE 4,0,0,Eli Manning pass incomplete short middle intended for Victor Cruz,4.670,3.030
3,10:12,4,3,NWE 4,3,0,Lawrence Tynes 22 yard field goal good,3.030,3.000
3,,,,NYG 35,3,0,"Lawrence Tynes kicks off 59 yards, returned by Matt Slater for 10 yards (tackle by Tyler Sash)",0.000,-0.140
3,10:04,1,10,NWE 16,3,0,Tom Brady pass incomplete short left intended for Deion Branch (defended by Deon Grant),-0.140,-0.660
3,9:59,2,10,NWE 16,3,0,"Penalty on Tom Brady: Delay of Game, 5 yards (no play)",-0.660,-1.150
3,9:59,2,15,NWE 11,3,0,BenJarvus Green-Ellis middle for 5 yards (tackle by Jason Pierre-Paul and Dave Tollefson),-1.150,-1.320
3,9:22,3,10,NWE 16,3,0,"Tom Brady sacked by Michael Boley for -8 yards. Tom Brady fumbles (forced by Michael Boley), recovered by Jacquian Williams at NWE-10 (tackle by Sebastian Vollmer)",-1.320,-4.910
3,9:15,1,10,NWE 10,9,0,"Brandon Jacobs left guard for 10 yards, touchdown",4.910,7.000
3,,,,NWE 2,10,0,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,NYG 35,10,0,"Lawrence Tynes kicks off 70 yards, returned by Julian Edelman for 22 yards (tackle by Derrick Martin)",0.000,-0.060
3,9:06,1,10,NWE 17,10,0,Tom Brady pass incomplete short right intended for Rob Gronkowski,-0.060,-0.580
3,9:03,2,10,NWE 17,10,0,"Danny Woodhead left guard for 2 yards (tackle by Mathias Kiwanuka and Jacquian Williams). Penalty on NYG: Defensive 12 On-field, 5 yards (no play)",-0.580,0.210
3,8:39,2,5,NWE 22,10,0,Tom Brady pass incomplete short left intended for Chad Johnson,0.210,-0.620
3,8:33,3,5,NWE 22,10,0,Tom Brady pass incomplete short right intended for Danny Woodhead,-0.620,-1.900
3,8:29,4,5,NWE 22,10,0,"Zoltan Mesko punts 45 yards, muffed catch by Aaron Ross, recovered by Rob Ninkovich and returned for no gain",-1.900,3.380
3,8:19,1,10,NYG 33,10,0,Tom Brady pass incomplete deep middle intended for Chad Johnson (defended by Corey Webster),3.380,2.840
3,8:13,2,10,NYG 33,10,0,Tom Brady pass complete short left to Wes Welker for 9 yards (tackle by Aaron Ross and Michael Boley),2.840,3.340
3,7:28,3,1,NYG 24,10,0,BenJarvus Green-Ellis right guard for 3 yards (tackle by Chris Canty),3.340,4.170
3,7:00,1,10,NYG 21,10,0,BenJarvus Green-Ellis middle for -2 yards (tackle by Chris Canty and Mathias Kiwanuka),4.170,3.360
3,6:22,2,12,NYG 23,10,0,Tom Brady pass complete short right to Wes Welker for 9 yards (tackle by Justin Tuck),3.360,4.020
3,5:37,3,3,NYG 14,10,0,Tom Brady pass incomplete short right intended for Chad Johnson (defended by Michael Coe),4.020,2.610
3,5:33,4,3,NYG 14,10,3,Stephen Gostkowski 32 yard field goal good,2.610,3.000
3,,,,NWE 35,10,3,"Stephen Gostkowski kicks off 64 yards, muffed catch by Devin Thomas, recovered by Devin Thomas and returned for no gain",0.000,-0.350
3,5:26,1,10,NYG 12,10,3,Brandon Jacobs middle for 3 yards (tackle by Gary Guyton),-0.350,-0.500
3,4:51,2,7,NYG 15,10,3,Brandon Jacobs right guard for 2 yards (tackle by Kyle Love and Jerod Mayo),-0.500,-0.840
3,4:09,3,5,NYG 17,10,3,Eli Manning pass incomplete short middle intended for Danny Ware,-0.840,-2.320
3,4:05,4,5,NYG 17,10,3,"Steve Weatherford punts 47 yards, returned by Julian Edelman for 4 yards (tackle by Tyler Sash). Julian Edelman fumbles, recovered by Spencer Paysinger at NWE-40",-2.320,2.920
3,3:54,1,10,NWE 40,10,3,Eli Manning pass complete deep left to Victor Cruz for 23 yards,2.920,4.440
3,3:44,1,10,NWE 17,10,3,Eli Manning pass complete short right to Ramses Barden for 15 yards (tackle by Phillip Adams),4.440,6.740
3,3:01,1,2,NWE 2,10,3,Eli Manning pass incomplete short middle intended for Michael Clayton,6.740,5.720
3,2:55,2,2,NWE 2,10,3,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",5.720,4.760
3,2:55,2,7,NWE 7,10,3,Danny Ware right guard for 2 yards (tackle by Kyle Love and Brandon Deaderick),4.760,4.260
3,2:15,3,5,NWE 5,10,3,Eli Manning pass incomplete short left intended for Mario Manningham is intercepted by Kyle Arrington,4.260,-0.280
3,2:09,1,10,NWE 20,10,3,Tom Brady pass incomplete short right intended for Rob Gronkowski,0.280,-0.270
3,2:05,2,10,NWE 20,10,3,Tom Brady pass complete short left to Rob Gronkowski for 6 yards (tackle by Aaron Ross),-0.270,-0.160
3,1:26,3,4,NWE 26,10,3,Tom Brady pass complete short middle to Wes Welker for 27 yards (tackle by Michael Boley),-0.160,2.460
3,0:47,1,10,NYG 47,10,3,Danny Woodhead right tackle for 3 yards (tackle by Linval Joseph),2.460,2.320
3,0:10,2,7,NYG 44,10,3,Tom Brady pass complete deep right to Wes Welker for 28 yards (tackle by Kenny Phillips),2.320,4.510
Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 16,10,3,Tom Brady pass complete short middle to Aaron Hernandez for 11 yards (tackle by Kenny Phillips),4.510,6.060
4,14:33,1,5,NYG 5,10,9,"Tom Brady pass complete short right to Aaron Hernandez for 5 yards, touchdown",6.060,7.000
4,,,,NYG 2,10,10,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 35,10,10,"Stephen Gostkowski kicks off 64 yards, returned by Jerrel Jernigan for 19 yards (tackle by James Ihedigbo)",0.000,0.280
4,14:23,1,10,NYG 20,10,10,Brandon Jacobs left tackle for 11 yards (tackle by Gary Guyton and Rob Ninkovich),0.280,1.000
4,13:47,1,10,NYG 31,10,10,Brandon Jacobs left tackle for 3 yards (tackle by Rob Ninkovich),1.000,0.870
4,13:14,2,7,NYG 34,10,10,Eli Manning pass complete short left to Brandon Jacobs for 8 yards (tackle by Devin McCourty),0.870,1.730
4,12:37,1,10,NYG 42,10,10,Brandon Jacobs right guard for 3 yards (tackle by Gary Guyton and Brandon Deaderick),1.730,1.590
4,12:03,2,7,NYG 45,10,10,Danny Ware middle for -3 yards (tackle by Kyle Love and Jerod Mayo),1.590,0.500
4,11:19,3,10,NYG 42,10,10,Eli Manning pass incomplete deep left intended for Victor Cruz,0.500,-0.590
4,11:13,4,10,NYG 42,10,10,"Steve Weatherford punts 37 yards, returned by Julian Edelman for no gain",-0.590,-0.340
4,11:03,1,10,NWE 21,10,10,Wes Welker left end for 13 yards (tackle by Mathias Kiwanuka),0.340,1.200
4,10:20,1,10,NWE 34,10,10,Tom Brady pass complete deep middle to Rob Gronkowski for 27 yards (tackle by Kenny Phillips),1.200,2.980
4,10:20,1,10,NYG 39,10,10,"Penalty on Logan Mankins: False Start, 5 yards (no play)",2.980,2.650
4,9:13,1,15,NYG 44,10,10,Tom Brady pass incomplete deep left intended for Chad Johnson,2.650,1.770
4,9:08,2,15,NYG 44,10,10,Tom Brady pass complete short middle to Rob Gronkowski for 6 yards (tackle by Kenny Phillips and Justin Tuck),1.770,1.880
4,8:26,3,9,NYG 38,10,10,Tom Brady pass complete short left to Wes Welker for 9 yards (tackle by Antrel Rolle),1.880,3.640
4,8:03,1,10,NYG 29,10,10,BenJarvus Green-Ellis left end for 3 yards (tackle by Mathias Kiwanuka and Chris Canty),3.640,3.510
4,7:21,2,7,NYG 26,10,10,Tom Brady pass incomplete short middle intended for Wes Welker,3.510,2.810
4,7:18,3,7,NYG 26,10,10,Tom Brady pass incomplete deep right intended for Chad Johnson,2.810,1.740
4,7:13,4,7,NYG 26,10,13,Stephen Gostkowski 45 yard field goal good,1.740,3.000
4,,,,NWE 35,10,13,"Stephen Gostkowski kicks off 65 yards, returned by Devin Thomas for 15 yards (tackle by Josh Barrett)",0.000,-0.220
4,7:04,1,10,NYG 15,10,13,Eli Manning pass complete short left to Bear Pascoe for 7 yards (tackle by Rob Ninkovich),-0.220,0.350
4,6:32,2,3,NYG 22,10,13,Brandon Jacobs left tackle for 3 yards (tackle by Rob Ninkovich),0.350,0.610
4,5:51,1,10,NYG 25,10,13,"Eli Manning pass incomplete deep left intended for Mario Manningham. Penalty on Kyle Arrington: Defensive Pass Interfere, 35 yards (no play)",0.610,2.920
4,5:45,1,10,NWE 40,10,13,Eli Manning pass complete short middle to Victor Cruz for 11 yards (tackle by Josh Barrett),2.920,3.640
4,5:13,1,10,NWE 29,10,13,Danny Ware middle for 5 yards (tackle by Gary Guyton and Kyle Love),3.640,3.780
4,4:32,2,5,NWE 24,10,13,Eli Manning pass complete short left to Ramses Barden for 9 yards (tackle by Patrick Chung),3.780,4.580
4,3:48,1,10,NWE 15,10,13,Danny Ware left guard for 5 yards (tackle by Patrick Chung),4.580,4.840
4,3:11,2,5,NWE 10,10,13,Eli Manning pass incomplete short left intended for Ramses Barden,4.840,4.000
4,3:07,3,5,NWE 10,16,13,"Eli Manning pass complete short left to Mario Manningham for 10 yards, touchdown. Penalty on Mario Manningham: Unsportsmanlike Conduct, 15 yards",4.000,7.000
4,,,,,16,13,"Penalty on Jim Cordle: False Start, 5 yards (no play)",0.000,0.000
4,,,,NWE 2,17,13,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 20,17,13,"Lawrence Tynes kicks off 68 yards, muffed catch by Devin McCourty, recovered by Devin McCourty at NE-12, and returned for 24 yards",0.000,1.330
4,2:58,1,10,NWE 36,17,13,Tom Brady pass complete short right to Deion Branch for 15 yards (tackle by Aaron Ross),1.330,2.320
4,2:38,1,10,NYG 49,17,13,Danny Woodhead right guard for 9 yards (tackle by Deon Grant),2.320,3.000
4,2:38,2,1,NYG 40,17,13,Danny Woodhead middle for 6 yards (tackle by Deon Grant),3.000,3.310
4,2:04,1,10,NYG 34,17,13,Tom Brady pass incomplete short right intended for Danny Woodhead,3.310,2.770
4,2:01,2,10,NYG 34,17,13,Tom Brady pass complete short middle to Rob Gronkowski for 19 yards (tackle by Deon Grant and Corey Webster),2.770,4.580
4,1:54,1,10,NYG 15,17,13,Danny Woodhead left end for 1 yard (tackle by Kenny Phillips and Osi Umenyiora),4.580,4.110
4,1:48,,,,17,13,Timeout #1 by New England Patriots,0.000,4.110
4,1:48,2,9,NYG 14,17,13,Tom Brady pass incomplete short middle intended for Rob Gronkowski,4.110,3.240
4,1:44,3,9,NYG 14,17,13,Tom Brady pass incomplete short left intended for Rob Gronkowski,3.240,2.510
4,1:40,,,,17,13,Timeout #1 by New York Giants,0.000,2.510
4,1:40,4,9,NYG 14,17,19,"Tom Brady pass complete short middle to Rob Gronkowski for 14 yards, touchdown",2.510,7.000
4,,,,NYG 2,17,20,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 35,17,20,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
4,1:36,1,10,NYG 20,17,20,Eli Manning pass complete deep middle to Victor Cruz for 19 yards (tackle by Devin McCourty),0.280,1.530
4,1:18,,,,17,20,Timeout #2 by New England Patriots,0.000,1.530
4,1:18,1,10,NYG 39,17,20,Eli Manning pass incomplete deep left intended for Victor Cruz (defended by Patrick Chung),1.530,0.990
4,1:12,2,10,NYG 39,17,20,Eli Manning pass incomplete deep left intended for Victor Cruz,0.990,0.300
4,1:07,,,,17,20,Timeout #3 by New England Patriots,0.000,0.300
4,1:07,3,10,NYG 39,17,20,Eli Manning pass complete deep middle to Jake Ballard for 28 yards (tackle by Tracy White),0.300,3.380
4,0:45,1,10,NWE 33,17,20,Eli Manning right end for 12 yards (tackle by James Ihedigbo),3.380,4.170
4,0:35,,,,17,20,Timeout #2 by New York Giants,0.000,4.170
4,0:35,1,10,NWE 21,17,20,"Eli Manning pass incomplete deep left intended for Victor Cruz. Penalty on Sergio Brown: Defensive Pass Interfere, 20 yards (no play)",4.170,6.970
4,0:30,1,1,NWE 1,17,20,Eli Manning pass incomplete short left intended for Jake Ballard,6.970,5.910
4,0:26,2,1,NWE 1,17,20,Brandon Jacobs middle for no gain (tackle by Gary Guyton and Vince Wilfork),5.910,5.170
4,0:19,,,,17,20,Timeout #3 by New York Giants,0.000,5.170
4,0:19,3,1,NWE 1,23,20,"Eli Manning pass complete short left to Jake Ballard for 1 yard, touchdown",5.170,7.000
4,,,,NWE 2,24,20,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 35,,,"Lawrence Tynes kicks off 61 yards, returned by Danny Woodhead for 17 yards",,
4,0:12,1,10,NWE 21,24,20,Tom Brady pass incomplete deep left intended for Julian Edelman,0.340,-0.200
4,0:06,2,10,NWE 21,24,20,"Tom Brady pass complete short left to Danny Woodhead for 6 yards, lateral to Julian Edelman for 2 yards, lateral to Logan Mankins for no gain (tackle by Antrel Rolle)",-0.200,-0.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
