#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:23,NWE 5,4,2:30,27,Punt
2,1,7:12,NWE 6,3,1:52,8,Punt
3,1,3:49,NWE 17,8,3:57,54,Interception
4,2,13:02,NWE 20,5,2:09,12,Punt
5,2,6:28,NWE 11,3,1:43,-1,Punt
6,2,3:20,NWE 9,12,3:17,83,Missed FG
7,3,15:00,NWE 21,3,1:22,22,Interception
8,3,10:09,NWE 16,3,0:54,-6,Fumble
9,3,9:10,NWE 17,3,0:51,5,Punt
10,3,8:19,NYG 33,7,2:50,19,Field Goal
11,3,2:09,NWE 20,7,2:41,80,Touchdown
12,4,11:03,NWE 21,9,3:55,53,Field Goal
13,4,3:03,NWE 36,9,1:27,64,Touchdown
14,4,0:15,NWE 21,2,0:15,8,End of Game
