Quarter,Time,Down,ToGo,Location,CIN,SDG,Detail,EPB,EPA
2,13:55,4,14,CIN 43,14,7,"Kyle Richardson punts 47 yards, returned by Leon Johnson for 18 yards (tackle by Khalid Abdullah)",-0.520,-0.810
2,13:44,1,10,SDG 28,14,7,Reche Caldwell right end for 3 yards (tackle by Adrian Ross),0.810,0.670
2,13:08,2,7,SDG 31,14,7,LaDainian Tomlinson left end for 12 yards (tackle by Tory James),0.670,1.800
2,12:40,1,10,SDG 43,14,7,Jesse Chatman up the middle for 6 yards (tackle by Brian Simmons),1.800,2.060
2,11:59,2,4,SDG 49,14,7,Doug Flutie pass complete to Antonio Gates for 12 yards (tackle by Rogers Beckett),2.060,2.980
2,11:20,1,10,CIN 39,14,7,LaDainian Tomlinson up the middle for 10 yards (tackle by Artrell Hawkins),2.980,3.640
2,10:36,1,10,CIN 29,14,7,LaDainian Tomlinson left tackle for -1 yards (tackle by Adrian Ross),3.640,2.970
2,9:52,2,11,CIN 30,14,7,Doug Flutie pass incomplete intended for Reche Caldwell,2.970,2.280
2,9:45,3,11,CIN 30,14,7,Doug Flutie pass incomplete intended for Kassim Osgood,2.280,1.410
2,9:39,4,11,CIN 30,14,10,Steve Christie 48 yard field goal good,1.410,3.000
2,,,,SDG 30,14,10,"Steve Christie kicks off 47 yards, returned by Terrell Roberts for 11 yards (tackle by Stephen Cooper). Penalty on Riall Johnson: Offensive Holding, 10 yards",0.000,0.540
2,9:27,1,10,CIN 24,14,10,Corey Dillon left tackle for 13 yards (tackle by Vernon Fox),0.540,1.400
2,8:56,1,10,CIN 37,14,10,Jon Kitna pass complete to Chad Ochocinco for 7 yards (tackle by Jerry Wilson),1.400,1.800
2,8:37,2,3,CIN 44,14,10,Corey Dillon up the middle for no gain (tackle by Adrian Dingle),1.800,1.090
2,7:54,3,3,CIN 44,14,10,Jon Kitna pass complete to Brandon Bennett for 6 yards (tackle by Ben Leber),1.090,2.260
2,7:42,1,10,SDG 50,14,10,Rudi Johnson up the middle for 4 yards (tackle by Jason Fisk and Ben Leber),2.260,2.250
2,7:18,2,6,SDG 46,14,10,Jon Kitna for -5 yards (tackle by Donnie Edwards),2.250,0.890
2,6:45,3,11,CIN 49,14,10,"Jon Kitna sacked by Marcellus Wiley for -9 yards. Jon Kitna fumbles (forced by Marcellus Wiley), recovered by Adrian Dingle at CIN-40 (tackle by Levi Jones)",0.890,-2.920
2,6:39,1,10,CIN 40,14,10,Doug Flutie pass complete to LaDainian Tomlinson for 14 yards (tackle by Mark Roman),2.920,3.840
2,5:57,1,10,CIN 26,14,10,Doug Flutie for 3 yards (tackle by Adrian Ross),3.840,3.700
2,5:28,2,7,CIN 23,14,10,Doug Flutie pass incomplete intended for Lorenzo Neal,3.700,3.010
2,5:23,3,7,CIN 23,14,10,Doug Flutie pass complete to David Boston for 9 yards (tackle by Tory James),3.010,4.650
2,4:45,1,10,CIN 14,14,10,Doug Flutie pass incomplete intended for LaDainian Tomlinson,4.650,4.000
2,4:38,2,10,CIN 14,14,10,Doug Flutie pass complete to David Boston for 6 yards (tackle by Tory James),4.000,4.280
2,4:12,3,4,CIN 8,14,10,Doug Flutie pass incomplete intended for Reche Caldwell,4.280,2.980
2,4:08,4,4,CIN 8,14,13,Steve Christie 26 yard field goal good,2.980,3.000
2,,,,SDG 30,14,13,"Steve Christie kicks off 43 yards, returned by Carl Powell for 13 yards (tackle by Josh Norman)",0.000,1.600
2,3:59,1,10,CIN 40,14,13,Corey Dillon up the middle for 10 yards (tackle by Vernon Fox and Terrence Kiel),1.600,2.260
2,3:29,1,10,SDG 50,14,13,Jeremi Johnson up the middle for 12 yards (tackle by Vernon Fox),2.260,3.050
2,2:58,1,10,SDG 38,14,13,Corey Dillon right end for 3 yards (tackle by Ben Leber),3.050,2.910
2,2:25,2,7,SDG 35,14,13,Jon Kitna pass complete to Chad Ochocinco for 13 yards (tackle by Donnie Edwards),2.910,4.110
2,2:00,1,10,SDG 22,14,13,Rudi Johnson up the middle for 10 yards (tackle by Vernon Fox),4.110,4.780
2,1:29,,,,14,13,Timeout #1 by San Diego Chargers,0.000,4.780
2,1:29,1,10,SDG 12,20,13,"Jon Kitna pass complete to Chad Ochocinco for 12 yards, touchdown",4.780,7.000
2,,,,SDG 2,21,13,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,21,13,"Shayne Graham kicks off 62 yards, returned by Leon Johnson for 27 yards (tackle by Tory James)",0.000,1.270
2,1:17,1,10,SDG 35,21,13,Doug Flutie pass complete to David Boston for 20 yards,1.270,2.590
2,1:13,1,10,CIN 45,21,13,Doug Flutie pass incomplete intended for Kassim Osgood,2.590,2.040
2,1:09,2,10,CIN 45,21,13,LaDainian Tomlinson up the middle for 5 yards (tackle by Kevin Kaesviharn and Kevin Hardy),2.040,2.010
2,1:02,,,,21,13,Timeout #2 by San Diego Chargers,0.000,2.010
2,1:02,3,5,CIN 40,21,13,Doug Flutie pass incomplete intended for David Boston (defended by Tory James),2.010,0.590
2,0:59,4,5,CIN 40,21,13,Doug Flutie pass incomplete intended for Reche Caldwell (defended by Artrell Hawkins),0.590,-1.660
2,0:54,1,10,CIN 41,21,13,Brandon Bennett right tackle for 7 yards (tackle by Ben Leber and Terrence Kiel),1.660,2.070
2,0:50,,,,21,13,Timeout #1 by Cincinnati Bengals,0.000,2.070
2,0:47,2,3,CIN 48,21,13,Jon Kitna pass complete to Kelley Washington for 30 yards (tackle by Quentin Jammer),2.070,4.110
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:36,,,,21,13,Timeout #2 by Cincinnati Bengals,0.000,4.110
2,0:36,1,10,SDG 22,21,13,Jon Kitna pass complete to Kelley Washington for 9 yards (tackle by Terrence Kiel),4.110,5.060
2,0:29,2,1,SDG 13,21,13,Jon Kitna pass complete to Kevin Walter for 9 yards (tackle by Donnie Edwards),5.060,6.280
2,0:14,1,4,SDG 4,21,13,Jon Kitna spiked the ball,6.280,5.340
2,0:14,,,,21,13,Timeout #3 by San Diego Chargers,0.000,5.340
2,0:14,2,4,SDG 4,27,13,"Jon Kitna pass complete to Kelley Washington for 4 yards, touchdown",5.340,7.000
2,,,,SDG 2,28,13,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,28,13,"Shayne Graham kicks off 35 yards, returned by DeQuincy Scott for 9 yards (tackle by Brandon Bennett)",0.000,1.860
2,0:07,1,10,SDG 44,28,13,Doug Flutie pass incomplete intended for Reche Caldwell,1.860,1.320
Quarter,Time,Down,ToGo,Location,CIN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,28,13,"Shayne Graham kicks off 66 yards, returned by Leon Johnson for 31 yards (tackle by Rogers Beckett)",0.000,1.270
3,14:54,1,10,SDG 35,28,13,LaDainian Tomlinson left end for 1 yard (tackle by Kevin Hardy and Rogers Beckett),1.270,0.860
3,14:22,2,9,SDG 36,28,13,LaDainian Tomlinson up the middle for 8 yards (tackle by Artrell Hawkins and Duane Clemons),0.860,1.220
3,13:41,3,1,SDG 44,28,13,Doug Flutie pass incomplete intended for Lorenzo Neal,1.220,-0.460
3,13:38,4,1,SDG 44,28,13,"Darren Bennett punts 46 yards, fair catch by Peter Warrick",-0.460,0.380
3,13:29,1,10,CIN 10,28,13,Rudi Johnson up the middle for 10 yards (tackle by Donnie Edwards),-0.380,0.280
3,12:54,1,10,CIN 20,28,13,Rudi Johnson up the middle for 1 yard (tackle by Donnie Edwards),0.280,-0.130
3,12:21,2,9,CIN 21,28,13,Jeremi Johnson up the middle for 4 yards (tackle by Jamal Williams),-0.130,-0.300
3,11:44,3,5,CIN 25,28,13,Jon Kitna pass incomplete intended for Chad Ochocinco,-0.300,-1.700
3,11:40,4,5,CIN 25,28,13,"Kyle Richardson punts 47 yards, returned by Leon Johnson for 5 yards (tackle by Reggie Myles)",-1.700,-1.140
3,11:30,1,10,SDG 33,28,13,LaDainian Tomlinson up the middle for 6 yards (tackle by Artrell Hawkins and Mark Roman),1.140,1.400
3,10:56,2,4,SDG 39,28,13,LaDainian Tomlinson up the middle for no gain (tackle by Kevin Hardy),1.400,0.700
3,10:12,3,4,SDG 39,28,13,Doug Flutie pass incomplete intended for Reche Caldwell (defended by Rogers Beckett),0.700,-0.780
3,10:07,4,4,SDG 39,28,13,Darren Bennett punts 43 yards,-0.780,-0.040
3,9:54,1,10,CIN 18,28,13,Corey Dillon right tackle for 2 yards (tackle by Jason Fisk and Donnie Edwards),0.040,-0.130
3,9:19,2,8,CIN 20,28,13,Jon Kitna pass complete to Corey Dillon for 5 yards (tackle by Adrian Dingle),-0.130,-0.270
3,8:36,3,3,CIN 25,28,13,Jon Kitna pass complete to Chad Ochocinco for 10 yards (tackle by Sammy Davis),-0.270,1.270
3,7:50,1,10,CIN 35,28,13,Corey Dillon up the middle for 7 yards (tackle by Zeke Moreno),1.270,1.670
3,7:04,2,3,CIN 42,28,13,Corey Dillon left guard for 8 yards (tackle by Zeke Moreno and Marcellus Wiley),1.670,2.260
3,6:20,1,10,SDG 50,28,13,Rudi Johnson right tackle for 10 yards (tackle by Jerry Wilson),2.260,2.920
3,5:41,1,10,SDG 40,28,13,Peter Warrick left end for 2 yards (tackle by Joe Salave'a),2.920,2.640
3,5:03,2,8,SDG 38,28,13,Jon Kitna pass complete to Chad Ochocinco for 9 yards (tackle by Ben Leber),2.640,3.640
3,4:21,1,10,SDG 29,28,13,Corey Dillon left end for 5 yards (tackle by Zeke Moreno and Sammy Davis),3.640,3.780
3,3:36,2,5,SDG 24,28,13,Corey Dillon up the middle for 3 yards (tackle by Zeke Moreno and Joe Salave'a),3.780,3.470
3,2:53,3,2,SDG 21,28,13,Jeremi Johnson up the middle for 1 yard (tackle by Otis Leverette),3.470,2.270
3,2:27,4,1,SDG 20,31,13,Shayne Graham 37 yard field goal good,2.270,3.000
3,,,,CIN 30,31,13,"Shayne Graham kicks off 53 yards, returned by Leon Johnson for 26 yards (tackle by Tory James)",0.000,1.800
3,2:18,1,10,SDG 43,31,13,Doug Flutie pass incomplete intended for David Boston (defended by Tory James),1.800,1.250
3,2:11,2,10,SDG 43,31,13,Doug Flutie pass complete to Lorenzo Neal for 10 yards (tackle by Brian Simmons),1.250,2.460
3,1:43,1,10,CIN 47,31,13,Doug Flutie pass incomplete intended for David Boston (defended by Tory James),2.460,1.910
3,1:39,2,10,CIN 47,31,13,LaDainian Tomlinson up the middle for 3 yards (tackle by Kevin Hardy and Adrian Ross),1.910,1.620
3,0:55,3,7,CIN 44,31,13,Doug Flutie pass complete to David Boston for 11 yards (tackle by Kevin Kaesviharn),1.620,3.380
3,0:20,1,10,CIN 33,31,13,Doug Flutie pass incomplete intended for Kassim Osgood,3.380,2.840
3,0:14,2,10,CIN 33,31,13,Doug Flutie pass complete to David Boston for 7 yards (tackle by Tory James),2.840,3.070
Quarter,Time,Down,ToGo,Location,CIN,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,CIN 26,31,19,"Doug Flutie pass complete to David Boston for 26 yards, touchdown",3.070,7.000
4,,,,CIN 2,31,20,Steve Christie kicks extra point good,0.000,0.000
4,,,,SDG 30,31,20,"Steve Christie kicks off 50 yards, returned by Brandon Bennett for 14 yards (tackle by Kassim Osgood)",0.000,1.200
4,14:48,1,10,CIN 34,31,20,Peter Warrick for 6 yards (tackle by Jerry Wilson),1.200,1.470
4,14:04,2,4,CIN 40,31,20,Rudi Johnson left tackle for no gain (tackle by Jason Fisk),1.470,0.760
4,13:24,3,4,CIN 40,31,20,Jon Kitna pass complete to Brandon Bennett for 9 yards (tackle by Vernon Fox),0.760,2.190
4,12:52,1,10,CIN 49,31,20,Rudi Johnson up the middle for 1 yard (tackle by Donnie Edwards and Otis Leverette),2.190,1.780
4,12:12,2,9,SDG 50,31,20,Jon Kitna pass incomplete intended for Kelley Washington,1.780,1.090
4,12:07,3,9,SDG 50,31,20,Jon Kitna pass complete to Chad Ochocinco for 17 yards (tackle by Quentin Jammer),1.090,3.380
4,11:23,1,10,SDG 33,31,20,Rudi Johnson left tackle for 3 yards (tackle by Terrence Kiel and Jason Fisk),3.380,3.240
4,10:37,2,7,SDG 30,31,20,Rudi Johnson for -8 yards (tackle by Ben Leber),3.240,1.490
4,10:04,3,15,SDG 38,31,20,"Jon Kitna pass incomplete. Penalty on Jon Kitna: Intentional Grounding, 14 yards",1.490,-0.190
4,9:59,4,29,CIN 48,31,20,"Kyle Richardson punts 43 yards, returned by Leon Johnson for 7 yards",-0.190,0.140
4,9:48,1,10,SDG 16,31,20,LaDainian Tomlinson up the middle for 3 yards (tackle by Justin Smith),-0.140,-0.180
4,9:10,2,7,SDG 19,31,20,Doug Flutie pass incomplete intended for Antonio Gates,-0.180,-0.950
4,9:05,3,7,SDG 19,31,20,Doug Flutie sacked by Justin Smith for -2 yards,-0.950,-2.320
4,8:40,4,9,SDG 17,31,20,Darren Bennett punts 39 yards,-2.320,-1.930
4,8:33,1,10,CIN 45,31,20,Jon Kitna pass incomplete intended for Chad Ochocinco (defended by Sammy Davis),1.930,1.380
4,8:28,2,10,CIN 45,31,20,Corey Dillon up the middle for 1 yard (tackle by Terrence Kiel and Jamal Williams),1.380,0.830
4,7:51,3,9,CIN 46,31,20,Jon Kitna pass complete to Brandon Bennett for 11 yards (tackle by Vernon Fox),0.830,2.720
4,7:18,1,10,SDG 43,31,20,"Corey Dillon left end for 4 yards (tackle by Sammy Davis). Penalty on Sammy Davis: Unsportsmanlike Conduct, 15 yards",2.720,3.970
4,6:50,1,10,SDG 24,31,20,"Corey Dillon right tackle for no gain (tackle by Ben Leber and Zeke Moreno). Penalty on Rich Braham: Offensive Holding, 10 yards (no play)",3.970,3.310
4,6:23,1,20,SDG 34,31,20,Rudi Johnson left tackle for 5 yards (tackle by Marcellus Wiley),3.310,2.760
4,5:44,2,15,SDG 29,31,20,Jon Kitna pass incomplete intended for Chad Ochocinco,2.760,2.080
4,5:36,3,15,SDG 29,31,20,Jon Kitna pass incomplete intended for Brandon Bennett,2.080,1.500
4,5:31,4,15,SDG 29,34,20,Shayne Graham 47 yard field goal good,1.500,3.000
4,,,,CIN 30,34,20,"Shayne Graham kicks off 66 yards, returned by Leon Johnson for 16 yards (tackle by Rogers Beckett)",0.000,0.280
4,5:21,1,10,SDG 20,34,20,Doug Flutie pass complete to LaDainian Tomlinson for 7 yards (tackle by Brian Simmons),0.280,0.680
4,4:52,2,3,SDG 27,34,20,"Doug Flutie for no gain. Doug Flutie fumbles, recovered by Doug Flutie at SDG-27. Penalty on Antonio Gates: Illegal Motion, 5 yards (no play)",0.680,0.000
4,4:48,2,8,SDG 22,34,20,Doug Flutie pass complete to David Boston for 15 yards (tackle by Tory James),0.000,1.400
4,4:19,1,10,SDG 37,34,20,Doug Flutie pass complete to David Boston for 8 yards,1.400,1.940
4,4:14,2,2,SDG 45,34,20,Doug Flutie pass complete to LaDainian Tomlinson for 13 yards (tackle by Rogers Beckett),1.940,2.790
4,3:46,1,10,CIN 42,34,20,Doug Flutie pass complete to LaDainian Tomlinson for 15 yards (tackle by Rogers Beckett),2.790,3.780
4,3:13,1,10,CIN 27,34,20,"Doug Flutie pass incomplete intended for Reche Caldwell. Penalty on Artrell Hawkins: Defensive Pass Interference, 21 yards (no play)",3.780,5.830
4,3:04,1,6,CIN 6,34,26,"LaDainian Tomlinson up the middle for 6 yards, touchdown",5.830,7.000
4,,,,CIN 2,34,27,Steve Christie kicks extra point good,0.000,0.000
4,,,,SDG 30,34,27,"Steve Christie kicks off 66 yards, returned by Brandon Bennett for 17 yards (tackle by Jesse Chatman)",0.000,0.340
4,2:59,1,10,CIN 21,34,27,Corey Dillon up the middle for 6 yards (tackle by Donnie Edwards and Terrence Kiel),0.340,0.610
4,2:49,,,,34,27,Timeout #1 by San Diego Chargers,0.000,0.610
4,2:49,2,4,CIN 27,34,27,Corey Dillon right guard for 2 yards (tackle by Terrence Kiel and Donnie Edwards),0.610,0.170
4,2:43,,,,34,27,Timeout #2 by San Diego Chargers,0.000,0.170
4,2:43,3,2,CIN 29,34,27,Jon Kitna pass complete to Peter Warrick for 5 yards,0.170,1.200
4,2:38,1,10,CIN 34,34,27,Rudi Johnson up the middle for no gain (tackle by Adrian Dingle),1.200,0.660
4,2:31,,,,34,27,Timeout #3 by San Diego Chargers,0.000,0.660
4,2:31,2,10,CIN 34,34,27,Rudi Johnson left end for 5 yards (tackle by Zeke Moreno),0.660,0.630
4,2:25,3,5,CIN 39,34,27,Jon Kitna pass complete to Kelley Washington for 9 yards (tackle by Donnie Edwards),0.630,2.130
4,2:00,1,10,CIN 48,34,27,Jon Kitna kneels for -1 yards,2.130,1.450
4,1:17,2,11,CIN 47,34,27,Jon Kitna kneels for -2 yards,1.450,0.500
4,0:35,3,13,CIN 45,34,27,Jon Kitna kneels for -1 yards,0.500,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
