0,1
Game Info,Game Info
Won Toss,Jaguars
Roof,outdoors
Surface,grass
Duration,3:02
Attendance,65457
Weather,"67 degrees, relative humidity 60%, wind 6 mph, wind chill 0"
Vegas Line,Green Bay Packers -2.5
Over/Under,46.0 (under)
