Quarter,Time,Tm,Detail,CLE,CIN
1.0,9:11,Browns,Nick Chubb 1 yard rush (Greg Joseph kick),7,0
,1:37,Browns,Antonio Callaway 13 yard pass from Baker Mayfield (Greg Joseph kick),14,0
2.0,9:18,Browns,David Njoku 6 yard pass from Baker Mayfield (Greg Joseph kick),21,0
,2:25,Browns,Nick Chubb 14 yard pass from Baker Mayfield (Greg Joseph kick),28,0
,0:32,Bengals,John Ross 2 yard pass from Andy Dalton (Randy Bullock kick),28,7
3.0,12:56,Browns,Darren Fells 6 yard pass from Baker Mayfield (Greg Joseph kick),35,7
,4:56,Bengals,Tyler Boyd 28 yard pass from Jeff Driskel (Randy Bullock kick),35,14
4.0,7:57,Bengals,Jeff Driskel 2 yard rush (Randy Bullock kick failed),35,20
