Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
D.J. Moore,CAR,9,5,38,0,2,9,1.8,29,5.8,12.4,0,,0,0.0,1,26.4
Christian McCaffrey,CAR,5,4,38,0,1,10,2.5,28,7.0,2.4,0,,1,20.0,0,98.3
Curtis Samuel,CAR,11,4,46,0,3,35,8.8,11,2.8,14.5,0,,1,9.1,1,11.9
Greg Olsen,CAR,2,2,13,0,1,12,6.0,1,0.5,6.0,0,,0,0.0,0,93.7
Jarius Wright,CAR,4,2,12,0,1,7,3.5,5,2.5,4.5,0,,1,25.0,0,56.2
Reggie Bonnafon,CAR,3,1,3,0,,-5,-5.0,8,8.0,-3.0,0,,0,0.0,1,2.8
DeAndrew White,CAR,1,1,8,0,,5,5.0,3,3.0,5.0,0,,0,0.0,0,100.0
Ian Thomas,CAR,1,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6
Brandon Zylstra,CAR,1,0,0,0,,0,,0,,16.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
George Kittle,SFO,7,6,86,0,5,43,7.2,43,7.2,6.7,0,,0,0.0,1,78.3
Emmanuel Sanders,SFO,5,4,25,1,3,25,6.3,0,0.0,9.2,0,,0,0.0,0,127.1
Deebo Samuel,SFO,3,3,19,0,1,3,1.0,16,5.3,1.0,0,,0,0.0,0,93.1
Tevin Coleman,SFO,2,2,13,1,1,-4,-2.0,17,8.5,-2.0,0,,0,0.0,0,133.3
Kendrick Bourne,SFO,1,1,12,0,1,10,10.0,2,2.0,10.0,0,,0,0.0,0,116.7
Matt Breida,SFO,1,1,15,0,1,-3,-3.0,18,18.0,-3.0,0,,0,0.0,0,118.7
Dante Pettis,SFO,3,1,5,0,,6,6.0,-1,-1.0,6.0,0,,0,0.0,0,42.4
