Quarter,Time,Down,ToGo,Location,MIN,CIN,Detail,EPB,EPA
1,0:49,1,10,MIN 44,7,14,Adrian Peterson right tackle for 1 yard (tackle by Michael Boley),1.860,1.450
1,0:14,2,9,MIN 45,7,14,Adrian Peterson right guard for 7 yards (tackle by Reggie Nelson),1.450,1.690
Quarter,Time,Down,ToGo,Location,MIN,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,CIN 48,7,14,Matt Cassel pass incomplete short right intended for Rhett Ellison (defended by Carlos Dunlap),1.690,0.070
2,14:57,4,2,CIN 48,7,14,"Jeff Locke punts 29 yards, fair catch by Brandon Tate",0.070,-0.150
2,14:50,1,10,CIN 19,7,14,BenJarvus Green-Ellis right guard for 3 yards (tackle by Harrison Smith),0.150,0.070
2,14:16,2,7,CIN 22,7,14,Andy Dalton pass incomplete short left intended for BenJarvus Green-Ellis (defended by Sharrif Floyd),0.070,-0.680
2,14:11,3,7,CIN 22,7,14,Andy Dalton pass complete deep left to Marvin Jones for 21 yards,-0.680,1.800
2,13:53,1,10,CIN 43,7,14,BenJarvus Green-Ellis right guard for 2 yards (tackle by Robert Blanton and Erin Henderson),1.800,1.520
2,13:17,2,8,CIN 45,7,14,Andy Dalton pass complete short middle to Marvin Jones for 13 yards (tackle by Chris Cook),1.520,2.790
2,12:42,1,10,MIN 42,7,14,Andy Dalton pass incomplete deep left intended for Mohamed Sanu (defended by Chris Cook),2.790,2.240
2,12:34,2,10,MIN 42,7,14,Andy Dalton pass complete short left to Giovani Bernard for 6 yards (tackle by Chad Greenway),2.240,2.340
2,11:58,3,4,MIN 36,7,14,"Penalty on Jermaine Gresham: False Start, 5 yards (no play)",2.340,1.680
2,11:47,3,9,MIN 41,7,14,Andy Dalton pass incomplete short right intended for Giovani Bernard,1.680,0.530
2,11:40,4,9,MIN 41,7,14,"Shawn Powell punts 29 yards, fair catch by Marcus Sherels",0.530,0.350
2,11:33,1,10,MIN 12,7,14,Adrian Peterson right guard for no gain (tackle by Domata Peko),-0.350,-0.780
2,10:54,2,10,MIN 12,7,14,Cordarrelle Patterson left end for 8 yards (tackle by George Iloka),-0.780,-0.480
2,10:09,3,2,MIN 20,7,20,"Matt Cassel pass incomplete short middle intended for Greg Jennings is intercepted by Vincent Rey at MIN-25 and returned for 25 yards, touchdown. Penalty on Rhett Ellison: Offensive Pass Interference (Declined)",-0.480,-7.000
2,10:02,,,MIN 2,7,21,Mike Nugent kicks extra point good,0.000,0.000
2,10:02,,,CIN 35,7,21,"Mike Nugent kicks off 49 yards, returned by Jerome Felton for 9 yards (tackle by Cedric Peerman)",0.000,-0.610
2,9:59,1,10,MIN 25,7,21,Adrian Peterson right tackle for no gain (tackle by Rey Maualuga),0.610,0.060
2,9:22,2,10,MIN 25,7,21,Matt Cassel pass incomplete deep middle intended for Jerome Simpson is intercepted by George Iloka at CIN-26 and returned for -1 yards (tackle by Chase Ford),0.060,-0.610
2,9:11,1,10,CIN 25,7,21,"Andy Dalton pass complete short right to Andrew Hawkins for 1 yard (tackle by Harrison Smith). Penalty on Marvin Jones: Offensive Holding, 10 yards",0.610,-0.280
2,8:48,1,19,CIN 16,7,21,BenJarvus Green-Ellis left end for -2 yards (tackle by Erin Henderson),-0.280,-1.540
2,8:11,2,21,CIN 14,7,21,Andy Dalton right end for 10 yards (tackle by Brian Robison),-1.540,-0.760
2,7:26,3,11,CIN 24,7,21,Andy Dalton pass incomplete deep left intended for Marvin Jones,-0.760,-1.770
2,7:18,4,11,CIN 24,7,21,"Shawn Powell punts 45 yards, fair catch by Marcus Sherels",-1.770,-1.000
2,7:11,1,10,MIN 31,7,21,Matt Cassel sacked by Vontaze Burfict for -9 yards,1.000,-0.760
2,6:33,2,19,MIN 22,7,21,Adrian Peterson right guard for 3 yards (tackle by Reggie Nelson),-0.760,-1.020
2,5:52,3,16,MIN 25,7,21,Matt Cassel pass incomplete deep left intended for Jerome Simpson (defended by Reggie Nelson),-1.020,-1.700
2,5:44,4,16,MIN 25,7,21,"Jeff Locke punts 55 yards, returned by Brandon Tate for 21 yards (tackle by Jamarca Sanford). Penalty on Mistral Raymond: Unsportsmanlike Conduct, 15 yards",-1.700,-2.650
2,5:31,1,10,MIN 44,7,21,Andy Dalton pass incomplete short left intended for Giovani Bernard,2.650,2.110
2,5:26,2,10,MIN 44,7,21,Giovani Bernard left tackle for 4 yards (tackle by Everson Griffen),2.110,1.950
2,4:51,3,6,MIN 40,7,21,"Penalty on Marvin Jones: False Start, 5 yards (no play)",1.950,1.290
2,4:38,3,11,MIN 45,7,21,Andy Dalton pass complete deep middle to A.J. Green for 17 yards (tackle by Marcus Sherels),1.290,3.710
2,4:02,1,10,MIN 28,7,21,Giovani Bernard right tackle for 4 yards (tackle by Marcus Sherels and Erin Henderson),3.710,3.710
2,3:24,2,6,MIN 24,7,21,Andy Dalton pass complete short right to Mohamed Sanu for 8 yards (tackle by Marcus Sherels),3.710,4.510
2,2:38,1,10,MIN 16,7,21,Andy Dalton pass incomplete deep right intended for A.J. Green (defended by Marcus Sherels),4.510,3.900
2,2:33,2,10,MIN 16,7,21,Andy Dalton pass incomplete deep left intended for A.J. Green,3.900,3.080
2,2:28,3,10,MIN 16,7,27,"Andy Dalton pass complete deep middle to Jermaine Gresham for 16 yards, touchdown",3.080,7.000
2,2:28,,,MIN 2,7,28,Mike Nugent kicks extra point good,0.000,0.000
2,2:28,,,CIN 35,7,28,"Mike Nugent kicks off 54 yards, returned by Cordarrelle Patterson for 17 yards (tackle by Brandon Ghee)",0.000,-0.810
2,2:17,1,10,MIN 28,7,28,"Matt Cassel up the middle for 4 yards (tackle by Michael Johnson). Penalty on John Sullivan: Offensive Holding, 10 yards (no play)",0.810,-0.040
2,2:00,1,20,MIN 18,7,28,Matt Cassel right end for 13 yards (tackle by Margus Hunt),-0.040,0.670
2,1:35,2,7,MIN 31,7,28,Matt Cassel pass complete short right to Rhett Ellison for 5 yards (tackle by Vontaze Burfict),0.670,0.630
2,1:12,3,2,MIN 36,7,28,Matt Cassel pass incomplete short left intended for Jerome Simpson,0.630,-0.980
2,1:06,4,2,MIN 36,7,28,"Jeff Locke punts 34 yards. Penalty on Orson Charles: Offensive Holding, 10 yards",-0.980,-0.280
2,0:56,1,10,CIN 20,7,28,Giovani Bernard right tackle for 4 yards (tackle by Everson Griffen),0.280,0.270
2,0:14,2,6,CIN 24,7,28,Giovani Bernard left tackle for 1 yard (tackle by Chad Greenway and Kevin Williams),0.270,-0.300
Quarter,Time,Down,ToGo,Location,MIN,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,7,28,"Blair Walsh kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,CIN 20,7,28,Andy Dalton pass complete short right to A.J. Green for 9 yards (tackle by Marcus Sherels),0.280,0.950
3,14:34,2,1,CIN 29,7,28,BenJarvus Green-Ellis up the middle for -1 yards (tackle by Brian Robison),0.950,0.100
3,13:58,3,2,CIN 28,7,28,Andy Dalton pass complete short left to Mohamed Sanu for 13 yards (tackle by Shaun Prater),0.100,1.660
3,13:27,1,10,CIN 41,7,28,Marvin Jones right end for 1 yard (tackle by Marvin Mitchell),1.660,1.260
3,12:49,2,9,CIN 42,7,28,Andy Dalton pass complete short right to Marvin Jones for 9 yards (tackle by Marcus Sherels),1.260,2.320
3,12:14,1,10,MIN 49,7,28,BenJarvus Green-Ellis up the middle for 1 yard (tackle by Letroy Guion and Marvin Mitchell),2.320,1.920
3,11:38,2,9,MIN 48,7,28,Andy Dalton pass complete short right to Giovani Bernard for 41 yards (tackle by Jamarca Sanford),1.920,5.600
3,10:40,1,7,MIN 7,7,34,"Andy Dalton pass complete short left to Mohamed Sanu for 7 yards, touchdown",5.600,7.000
3,10:40,,,MIN 2,7,35,Mike Nugent kicks extra point good,0.000,0.000
3,10:40,,,CIN 35,7,35,"Mike Nugent kicks off 50 yards, returned by Cordarrelle Patterson for 34 yards (tackle by Mike Nugent)",0.000,-2.190
3,10:30,1,10,MIN 49,7,35,Adrian Peterson left tackle for 11 yards (tackle by Reggie Nelson),2.190,2.920
3,9:51,1,10,CIN 40,7,35,Matt Cassel pass complete short left to Cordarrelle Patterson for 3 yards (tackle by Vontaze Burfict),2.920,2.780
3,9:19,2,7,CIN 37,7,35,Matt Cassel pass complete short right to Greg Jennings for 4 yards (tackle by Carlos Dunlap and Domata Peko),2.780,2.610
3,8:44,3,3,CIN 33,7,35,Matt Cassel pass incomplete deep left intended for Cordarrelle Patterson,2.610,2.610
3,8:37,3,3,CIN 33,7,35,Timeout #1 by Cincinnati Bengals,2.610,1.190
3,8:37,4,3,CIN 33,7,35,Matt Cassel pass incomplete deep right intended for Cordarrelle Patterson (defended by Brandon Ghee),1.190,-1.200
3,8:31,1,10,CIN 34,7,35,Giovani Bernard right tackle for -2 yards (tackle by Chad Greenway and Jamarca Sanford),1.200,0.390
3,7:53,2,12,CIN 32,7,35,Mohamed Sanu right end for 9 yards (tackle by Jamarca Sanford),0.390,0.890
3,7:15,3,3,CIN 41,7,35,Giovani Bernard left guard for 4 yards (tackle by Jared Allen),0.890,1.930
3,6:49,1,10,CIN 45,7,35,Andy Dalton pass complete short middle to Marvin Jones for 18 yards (tackle by Chris Cook),1.930,3.120
3,6:11,1,10,MIN 37,7,35,"Penalty on Fred Evans: Neutral Zone Infraction, 5 yards (no play)",3.120,3.850
3,5:54,1,5,MIN 32,7,35,Giovani Bernard right tackle for no gain (tackle by Erin Henderson),3.850,3.250
3,5:15,2,5,MIN 32,7,35,Andy Dalton pass incomplete deep right intended for A.J. Green (defended by Marcus Sherels),3.250,2.540
3,5:08,3,5,MIN 32,7,35,"Andy Dalton pass complete short middle to Giovani Bernard for 6 yards (tackle by Jamarca Sanford). Penalty on Jermaine Gresham: Offensive Holding, 10 yards (no play)",2.540,1.220
3,4:40,3,15,MIN 42,7,35,Andy Dalton pass complete deep left to Andrew Hawkins for 34 yards (tackle by Robert Blanton and Andrew Sendejo),1.220,5.370
3,3:53,1,8,MIN 8,7,35,Andy Dalton pass complete short left to Marvin Jones for 6 yards (tackle by Chris Cook and Jared Allen),5.370,5.720
3,3:26,2,2,MIN 2,7,41,"Andy Dalton pass complete short left to A.J. Green for 2 yards, touchdown. Penalty on Chris Cook: Defensive Pass Interference (Declined)",5.720,7.000
3,3:26,,,MIN 2,7,42,Mike Nugent kicks extra point good,0.000,0.000
3,3:26,,,CIN 35,7,42,"Mike Nugent kicks off 38 yards, returned by Marvin Mitchell for 6 yards (tackle by Orson Charles)",0.000,-1.140
3,3:15,1,10,MIN 33,7,42,Matt Cassel right end for 1 yard (tackle by Carlos Dunlap),1.140,0.730
3,2:43,2,9,MIN 34,7,42,Matt Cassel pass complete deep middle to Rhett Ellison for 17 yards (tackle by Dre Kirkpatrick),0.730,2.320
3,2:12,1,10,CIN 49,7,42,"Matt Cassel sacked by Vontaze Burfict for -1 yards. Penalty on Vontaze Burfict: Unnecessary Roughness, 15 yards",2.320,3.250
3,1:50,1,10,CIN 35,7,42,Matt Cassel pass incomplete short left intended for Chase Ford,3.250,2.700
3,1:42,2,10,CIN 35,13,42,"Cordarrelle Patterson right end for 35 yards, touchdown",2.700,7.000
3,1:42,,,CIN 2,14,42,Blair Walsh kicks extra point good,0.000,0.000
3,1:42,,,MIN 35,14,42,"Blair Walsh kicks off 55 yards, returned by Brandon Tate for 3 yards (tackle by Gerald Hodges)",0.000,0.320
3,1:28,1,10,CIN 13,14,42,BenJarvus Green-Ellis left guard for 2 yards (tackle by Marvin Mitchell and Harrison Smith),-0.320,-0.570
3,0:52,2,8,CIN 15,14,42,BenJarvus Green-Ellis left guard for 8 yards (tackle by Erin Henderson),-0.570,0.480
3,0:17,1,10,CIN 23,14,42,BenJarvus Green-Ellis right guard for 2 yards (tackle by Chad Greenway),0.480,0.200
Quarter,Time,Down,ToGo,Location,MIN,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,CIN 25,14,42,Andy Dalton pass complete short right to A.J. Green for 12 yards (tackle by Marcus Sherels),0.200,1.400
4,14:31,1,10,CIN 37,14,42,BenJarvus Green-Ellis left guard for no gain (tackle by Marvin Mitchell),1.400,0.860
4,13:48,2,10,CIN 37,14,42,Mohamed Sanu up the middle for 3 yards (tackle by Robert Blanton),0.860,0.560
4,13:01,3,7,CIN 40,14,42,Andy Dalton pass complete short right to A.J. Green for 11 yards,0.560,2.320
4,12:35,1,10,MIN 49,14,42,BenJarvus Green-Ellis right tackle for 2 yards (tackle by Chad Greenway and Sharrif Floyd),2.320,2.050
4,11:56,2,8,MIN 47,14,42,Andy Dalton pass complete short middle to A.J. Green for 17 yards (tackle by Marcus Sherels and Erin Henderson),2.050,3.580
4,11:17,1,10,MIN 30,14,42,Giovani Bernard left guard for 2 yards (tackle by Erin Henderson),3.580,3.300
4,10:32,2,8,MIN 28,14,42,Giovani Bernard right tackle for 3 yards (tackle by Marvin Mitchell and Jared Allen),3.300,3.010
4,9:55,3,5,MIN 25,14,42,Andy Dalton sacked by Everson Griffen for -7 yards,3.010,3.010
4,9:16,3,5,MIN 25,14,42,Timeout #2 by Cincinnati Bengals,3.010,1.240
4,9:16,4,12,MIN 32,14,42,Andy Dalton sacked by Everson Griffen and Jared Allen for -11 yards,1.240,-1.800
4,9:11,1,10,MIN 43,14,42,Matt Cassel pass complete short middle to Greg Jennings for 14 yards (tackle by George Iloka and Rey Maualuga),1.800,2.720
4,8:41,1,10,CIN 43,14,42,Matt Cassel sacked by Carlos Dunlap and Domata Peko for -1 yards,2.720,2.040
,,,,,,,"CIN challenged the fumble ruling, and the play was upheld.",,
4,8:16,2,11,CIN 44,14,42,Matt Cassel pass complete short right to Cordarrelle Patterson for -6 yards (tackle by Chris Crocker),2.040,0.560
4,7:39,3,17,,14,42,Matt Cassel pass incomplete short left intended for Greg Jennings,0.560,-0.060
4,7:34,4,17,,14,42,Matt Cassel pass complete short middle to Cordarrelle Patterson for 11 yards (tackle by Domata Peko),-0.060,-1.530
4,7:25,1,10,CIN 39,14,42,Giovani Bernard right guard for no gain (tackle by Marvin Mitchell and Erin Henderson),1.530,0.990
4,6:50,2,10,CIN 39,14,42,Giovani Bernard left end for -4 yards (tackle by Everson Griffen),0.990,-0.230
4,6:22,3,14,CIN 35,14,42,Andy Dalton pass complete short middle to Mohamed Sanu for 7 yards (tackle by Sharrif Floyd),-0.230,-0.590
4,5:40,4,7,CIN 42,14,42,"Shawn Powell punts 34 yards, out of bounds",-0.590,-0.540
4,5:31,1,10,MIN 24,14,42,Matt Cassel pass complete short left to Joe Banyard for 11 yards,0.540,1.270
4,5:01,1,10,MIN 35,14,42,Matt Cassel pass complete short middle to Jerome Simpson for 8 yards (tackle by Chris Crocker),1.270,1.800
4,4:36,2,2,MIN 43,14,42,Matt Cassel up the middle for 2 yards (tackle by Domata Peko),1.800,1.930
4,4:10,1,10,MIN 45,14,42,Matt Cassel pass incomplete deep middle intended for Jerome Simpson is intercepted by Rey Maualuga at CIN-31 and returned for 14 yards (tackle by Joe Banyard),1.930,-1.930
4,3:59,1,10,CIN 45,14,42,Cedric Peerman left guard for 2 yards (tackle by Andrew Sendejo),1.930,1.650
4,3:16,2,8,CIN 47,14,42,Josh Johnson right end for 3 yards (tackle by Andrew Sendejo),1.650,1.360
4,2:28,3,5,,14,42,Cedric Peerman up the middle for 4 yards (tackle by Harrison Smith and Sharrif Floyd),1.360,0.200
4,2:00,4,1,MIN 46,14,42,Josh Johnson right guard for 2 yards,0.200,2.650
4,1:15,1,10,MIN 44,14,42,Josh Johnson kneels for -1 yards,2.650,1.980
4,0:33,2,11,MIN 45,14,42,Josh Johnson kneels for -1 yards,1.980,1.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
