0,1
Game Info,Game Info
Won Toss,Giants (deferred)
Roof,outdoors
Surface,fieldturf
Duration,2:52
Attendance,74149
Weather,"77 degrees, relative humidity 42%, wind 11 mph"
Vegas Line,New York Giants -3.0
Over/Under,48.0 (under)
