Quarter,Time,Down,ToGo,Location,OAK,PIT,Detail,EPB,EPA
1,,,,OAK 30,7,0,"Sebastian Janikowski kicks off 62 yards, returned by Ike Taylor for 23 yards (tackle by Carey Scott)",0.000,1.000
1,3:17,1,10,PIT 31,7,0,Tommy Maddox pass complete to Dan Kreider for 26 yards (tackle by Anthony Dorsett),1.000,2.720
1,2:38,1,10,OAK 43,7,0,Jerome Bettis left guard for 8 yards (tackle by Eric Barton and Teyo Johnson),2.720,3.260
1,2:03,2,2,OAK 35,7,0,Jerome Bettis up the middle for 4 yards (tackle by Teyo Johnson),3.260,3.510
1,1:28,1,10,OAK 31,7,0,Jerome Bettis up the middle for no gain (tackle by Roderick Coleman),3.510,2.970
1,0:54,2,10,OAK 31,7,0,Tommy Maddox left end for 5 yards (tackle by Lorenzo Bromell),2.970,2.940
1,0:11,3,5,OAK 26,7,0,Tommy Maddox pass complete to Amos Zereoue for no gain,2.940,1.790
Quarter,Time,Down,ToGo,Location,OAK,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,5,OAK 26,7,3,Jeff Reed 44 yard field goal good,1.790,3.000
2,,,,PIT 30,7,3,"Jeff Reed kicks off 52 yards, returned by Doug Gabriel for 12 yards (tackle by Chris Hope)",0.000,0.940
2,14:50,1,10,OAK 30,7,3,Tyrone Wheatley up the middle for 6 yards (tackle by Kendrell Bell),0.940,1.200
2,14:13,2,4,OAK 36,7,3,Charlie Garner left guard for 9 yards (tackle by Deshea Townsend and Brent Alexander),1.200,1.930
2,13:28,1,10,OAK 45,7,3,Charlie Garner right guard for 3 yards (tackle by Mike Logan and Aaron Smith),1.930,1.790
2,12:52,2,7,OAK 48,7,3,Tyrone Wheatley up the middle for 2 yards (tackle by Ike Taylor),1.790,1.360
2,12:13,3,5,PIT 50,7,3,Rick Mirer sacked for -9 yards,1.360,-0.650
2,12:00,4,14,OAK 41,7,3,"Shane Lechler punts 53 yards, returned by Antwaan Randle El for 26 yards (tackle by Teyo Johnson)",-0.650,-1.070
2,11:43,1,10,PIT 32,7,3,Jerome Bettis right guard for 2 yards (tackle by Chris Cooper and Dana Stubblefield),1.070,0.800
2,11:08,2,8,PIT 34,7,3,Tommy Maddox pass complete to Jerome Bettis for 9 yards (tackle by Charles Woodson),0.800,1.800
2,10:22,1,10,PIT 43,7,3,Jerome Bettis up the middle for 3 yards (tackle by Teyo Johnson and DeLawrence Grant),1.800,1.660
2,9:43,2,7,PIT 46,7,3,Jerome Bettis up the middle for 1 yard (tackle by Napoleon Harris and Teyo Johnson),1.660,1.090
2,9:01,3,6,PIT 47,7,3,Tommy Maddox pass incomplete intended for Chris Doering,1.090,-0.260
2,8:56,4,6,PIT 47,7,3,"Josh Miller punts 43 yards, fair catch by Phillip Buchanon",-0.260,0.380
2,8:48,1,10,OAK 10,7,3,Tyrone Wheatley up the middle for 6 yards (tackle by Joey Porter),-0.380,-0.230
2,8:10,2,4,OAK 16,7,3,Rick Mirer pass incomplete intended for Alvis Whitted,-0.230,-0.720
2,8:04,3,4,OAK 16,7,3,Rick Mirer pass incomplete intended for Teyo Johnson,-0.720,-2.390
2,7:59,4,4,OAK 16,7,3,"Shane Lechler punts 43 yards, returned by Antwaan Randle El for no gain. Penalty on Larry Foote: Illegal Block Above the Waist, 10 yards, Penalty on Troy Polamalu: Offensive Holding (Declined)",-2.390,-1.000
2,7:45,1,10,PIT 31,7,3,Tommy Maddox pass complete to Hines Ward for 17 yards,1.000,2.130
2,7:25,1,10,PIT 48,7,3,Jerome Bettis left tackle for 3 yards (tackle by Teyo Johnson),2.130,1.990
2,6:47,2,7,OAK 49,7,3,Tommy Maddox pass incomplete intended for Dan Kreider,1.990,1.290
2,6:44,3,7,OAK 49,7,3,Tommy Maddox pass complete to Amos Zereoue for 14 yards (tackle by Derrick Gibson),1.290,3.250
2,6:13,1,10,OAK 35,7,3,Tommy Maddox pass complete to Antwaan Randle El for 24 yards (tackle by Anthony Dorsett),3.250,4.840
2,5:32,1,10,OAK 11,7,9,"Jerome Bettis left tackle for 11 yards, touchdown",4.840,7.000
2,,,,OAK 2,7,10,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,7,10,"Jeff Reed kicks off 57 yards, returned by Doug Gabriel for 16 yards (tackle by Troy Polamalu). Penalty on Chris Hetherington: Offensive Holding, 10 yards",0.000,0.150
2,5:22,1,10,OAK 19,7,10,Tyrone Wheatley right guard for 1 yard (tackle by Mike Logan),0.150,-0.200
2,4:46,2,9,OAK 20,7,10,"Tyrone Wheatley left guard for 3 yards (tackle by Mike Logan). Penalty on Frank Middleton: Offensive Holding, 10 yards (no play)",-0.200,-1.440
2,4:18,2,19,OAK 10,7,10,Charlie Garner up the middle for 5 yards (tackle by James Farrior and Joey Porter),-1.440,-1.760
2,3:44,3,14,OAK 15,7,10,"Rick Mirer pass incomplete intended for Jerry Porter is intercepted by Dewayne Washington at OAK-28 and returned for 7 yards (tackle by Jerry Porter). Dewayne Washington fumbles (forced by Jerry Porter), recovered by Brent Alexander at OAK-21",-1.760,-4.170
2,3:35,1,10,OAK 21,7,10,"Tommy Maddox pass complete to Jerome Bettis for 6 yards (tackle by Napoleon Harris). Jerome Bettis fumbles (forced by Napoleon Harris), recovered by Jerome Bettis at OAK-15",4.170,4.550
2,2:48,2,4,OAK 15,7,10,Verron Haynes up the middle for 1 yard (tackle by Eric Barton),4.550,4.020
2,2:11,3,3,OAK 14,7,16,"Tommy Maddox pass complete to Plaxico Burress for 14 yards, touchdown",4.020,7.000
2,,,,OAK 2,7,17,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,7,17,"Jeff Reed kicks off 53 yards, returned by Doug Gabriel for 18 yards (tackle by Clark Haggans)",0.000,1.270
2,2:00,1,10,OAK 35,7,17,Rick Mirer pass complete to Jerry Porter for 5 yards (tackle by Chris Hope),1.270,1.400
2,1:32,2,5,OAK 40,7,17,Rick Mirer pass complete to Jerry Rice for 11 yards (tackle by Ike Taylor),1.400,2.320
2,1:21,,,,7,17,Timeout #1 by Oakland Raiders,0.000,2.320
2,1:21,1,10,PIT 49,7,17,Rick Mirer sacked for -5 yards,2.320,1.110
2,0:58,2,15,OAK 46,7,17,Rick Mirer pass incomplete intended for Jerry Porter,1.110,0.430
2,0:54,3,15,OAK 46,7,17,Rick Mirer pass incomplete intended for Zack Crockett,0.430,-0.320
2,0:49,4,15,OAK 46,7,17,Shane Lechler punts 44 yards (tackle by Shane Lechler),-0.320,-2.650
2,0:35,1,10,OAK 44,7,17,"Tommy Maddox pass complete to Hines Ward for 11 yards (tackle by Charles Woodson). Penalty on Oliver Ross: Illegal Formation, 5 yards (no play)",2.650,2.320
2,0:29,1,15,OAK 49,7,17,Amos Zereoue up the middle for 2 yards (tackle by Tyler Brayton),2.320,1.710
2,0:24,,,,7,17,Timeout #1 by Pittsburgh Steelers,0.000,1.710
2,0:24,2,13,OAK 47,7,17,"Tommy Maddox sacked by Charles Woodson for -7 yards. Penalty on Hines Ward: Offensive Holding, 10 yards, Penalty on Amos Zereoue: Offensive Holding (Declined) (no play)",1.710,0.350
2,0:19,2,23,PIT 43,7,17,Tommy Maddox pass complete to Verron Haynes for 12 yards (tackle by Charles Woodson),0.350,1.290
2,0:11,3,11,OAK 45,7,17,Tommy Maddox pass incomplete intended for Plaxico Burress (defended by Terrance Shaw),1.290,0.270
2,0:07,,,,7,17,Timeout #2 by Pittsburgh Steelers,0.000,0.270
2,0:06,4,11,OAK 45,7,17,Tommy Maddox pass complete to Antwaan Randle El for 15 yards,0.270,3.580
2,0:01,,,,7,17,Timeout #2 by Oakland Raiders,0.000,3.580
2,0:01,1,10,OAK 30,7,17,Jeff Reed 48 yard field goal no good,3.580,1.400
Quarter,Time,Down,ToGo,Location,OAK,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,7,17,"Sebastian Janikowski kicks off 71 yards, returned by Antwaan Randle El for 34 yards (tackle by Shurron Pierson)",0.000,1.140
3,14:54,1,10,PIT 33,7,17,"Jerome Bettis left guard for 1 yard (tackle by Teyo Johnson). Penalty on Jeff Hartings: Offensive Holding, 10 yards (no play)",1.140,0.480
3,14:31,1,20,PIT 23,7,17,Tommy Maddox pass incomplete intended for Hines Ward is intercepted by Derrick Gibson at PIT-43 and returned for 5 yards (tackle by Hines Ward),0.480,-3.050
3,14:20,1,10,PIT 38,7,17,Tyrone Wheatley up the middle for 1 yard (tackle by Brent Alexander),3.050,2.640
3,13:46,2,9,PIT 37,7,17,Rick Mirer pass incomplete intended for Jerry Rice,2.640,1.950
3,13:41,3,9,PIT 37,7,17,Rick Mirer pass incomplete intended for Tim Brown (defended by Troy Polamalu),1.950,0.790
3,13:37,4,9,PIT 37,7,17,"Shane Lechler punts 37 yards, touchback",0.790,-0.280
3,13:28,1,10,PIT 20,7,17,Tommy Maddox pass complete to Jay Riemersma for 24 yards (tackle by Charles Woodson),0.280,1.860
3,12:51,1,10,PIT 44,7,17,"Jerome Bettis right tackle for 2 yards (tackle by Phillip Buchanon). Jerome Bettis fumbles (forced by Phillip Buchanon), recovered by Chris Cooper at PIT-46 (tackle by Jeff Hartings)",1.860,-2.520
3,12:44,1,10,PIT 46,7,17,"Rick Mirer sacked by Aaron Smith for -11 yards. Rick Mirer fumbles (forced by Aaron Smith), recovered by Kendrell Bell at OAK-43 (tackle by Frank Middleton)",2.520,-2.720
3,12:31,1,10,OAK 43,7,17,"Tommy Maddox pass incomplete intended for Jerame Tuman. Penalty on Keydrick Vincent: Offensive Holding, 10 yards (no play)",2.720,2.060
3,12:24,1,20,PIT 47,7,17,Tommy Maddox pass complete to Jerome Bettis for 4 yards (tackle by Tyler Brayton),2.060,1.370
3,11:41,2,16,OAK 49,7,17,"Antwaan Randle El up the middle for -7 yards. Antwaan Randle El fumbles, recovered by Antwaan Randle El at PIT-44",1.370,-0.230
3,11:02,3,23,PIT 44,7,17,Tommy Maddox pass complete to Amos Zereoue for 7 yards (tackle by Eric Barton),-0.230,0.000
3,10:26,4,16,OAK 49,7,17,"Josh Miller punts 38 yards, returned by Phillip Buchanon for no gain. Phillip Buchanon fumbles, recovered by Phillip Buchanon at OAK-8",0.000,0.380
3,10:21,1,10,OAK 8,7,17,Rick Mirer pass complete to Tim Brown for 9 yards (tackle by Deshea Townsend),-0.380,0.050
3,10:01,2,1,OAK 17,7,17,Tyrone Wheatley right end for 2 yards (tackle by Mike Logan),0.050,0.150
3,9:18,1,10,OAK 19,7,17,Tyrone Wheatley up the middle for 5 yards (tackle by James Farrior and Mike Logan),0.150,0.340
3,8:42,2,5,OAK 24,7,17,Charlie Garner left guard for 3 yards (tackle by Joey Porter and James Farrior),0.340,-0.030
3,8:05,3,2,OAK 27,7,17,Rick Mirer pass incomplete intended for Jerry Porter,-0.030,-1.570
3,8:01,4,2,OAK 27,7,17,"Shane Lechler punts 43 yards, returned by Antwaan Randle El for 51 yards (tackle by Teyo Johnson). Penalty on Teyo Johnson: Face Mask (15 Yards), 10 yards",-1.570,-5.140
3,7:41,1,9,OAK 9,7,17,Jerome Bettis left guard for 6 yards (tackle by Dana Stubblefield and Nnamdi Asomugha),5.140,5.530
3,7:06,2,3,OAK 3,7,17,Jerome Bettis up the middle for 2 yards (tackle by Roderick Coleman and Dana Stubblefield),5.530,5.170
3,6:21,3,1,OAK 1,7,23,"Dan Kreider up the middle for 1 yard, touchdown",5.170,7.000
3,,,,OAK 2,7,24,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,7,24,"Jeff Reed kicks off 63 yards, returned by Doug Gabriel for 23 yards (tackle by Troy Polamalu)",0.000,0.940
3,6:12,1,10,OAK 30,7,24,Tyrone Wheatley up the middle for 3 yards (tackle by Kendrell Bell and Mike Logan),0.940,0.800
3,5:39,2,7,OAK 33,7,24,Charlie Garner up the middle for 6 yards (tackle by Kendrick Clancy and Mike Logan),0.800,0.890
3,5:02,3,1,OAK 39,7,24,Zack Crockett left tackle for no gain (tackle by James Farrior),0.890,-0.780
3,4:23,4,1,OAK 39,7,24,"Shane Lechler punts 61 yards, touchback",-0.780,-0.280
3,4:12,1,10,PIT 20,7,24,Tommy Maddox pass complete to Plaxico Burress for 12 yards (tackle by Charles Woodson),0.280,1.070
3,3:34,1,10,PIT 32,7,24,Jerome Bettis up the middle for 2 yards (tackle by Eric Barton),1.070,0.800
3,3:00,2,8,PIT 34,7,24,Amos Zereoue right guard for -1 yards (tackle by Chris Cooper),0.800,-0.030
3,2:21,3,9,PIT 33,7,24,Tommy Maddox pass complete to Hines Ward for 38 yards (tackle by Tyler Brayton),-0.030,3.640
3,1:32,1,10,OAK 29,7,24,Jerome Bettis left guard for 1 yard (tackle by Teyo Johnson and Akbar Gbaja-Biamila),3.640,3.240
3,0:51,2,9,OAK 28,7,24,"Jerome Bettis left end for 6 yards (tackle by Derrick Gibson). Penalty on Jeff Hartings: Offensive Holding, 10 yards",3.240,2.700
3,0:24,2,13,OAK 32,7,24,Tommy Maddox pass complete to Plaxico Burress for 12 yards (tackle by Terrance Shaw),2.700,3.600
Quarter,Time,Down,ToGo,Location,OAK,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,OAK 20,7,24,Amos Zereoue left end for -2 yards (tackle by Tyler Brayton),3.600,2.090
4,14:19,4,3,OAK 22,7,27,Jeff Reed 40 yard field goal good,2.090,3.000
4,,,,PIT 30,7,27,"Jeff Reed kicks off 64 yards, returned by Doug Gabriel for 13 yards (tackle by Chidi Iwuoma)",0.000,0.150
4,14:11,1,10,OAK 19,7,27,Rick Mirer pass complete to Jerry Porter for 7 yards (tackle by Ike Taylor),0.150,0.610
4,13:37,2,3,OAK 26,7,27,Rick Mirer pass complete to Tim Brown for 5 yards (tackle by Kendrell Bell),0.610,1.000
4,13:03,1,10,OAK 31,7,27,Rick Mirer pass incomplete intended for Teyo Johnson,1.000,0.460
4,12:59,2,10,OAK 31,7,27,Rick Mirer pass complete to Teyo Johnson for 1 yard (tackle by Brent Alexander),0.460,-0.100
4,12:22,3,9,OAK 32,7,27,"Penalty on Jerry Rice: False Start, 5 yards (no play)",-0.100,-0.760
4,12:06,3,14,OAK 27,7,27,Rick Mirer pass incomplete intended for Tim Brown,-0.760,-1.570
4,12:01,4,14,OAK 27,7,27,Shane Lechler punts 47 yards,-1.570,-0.670
4,11:52,1,10,PIT 26,7,27,Jerome Bettis up the middle for 2 yards (tackle by Derrick Gibson),0.670,0.400
4,11:10,2,8,PIT 28,7,27,Jerome Bettis left tackle for no gain (tackle by Roderick Coleman),0.400,-0.300
4,10:30,3,8,PIT 28,7,27,"Tommy Maddox pass complete to Hines Ward for 12 yards (tackle by Derrick Gibson). Penalty on Oliver Ross: Offensive Holding, 10 yards (no play)",-0.300,-1.800
4,10:01,3,18,PIT 18,7,27,Verron Haynes left end for 4 yards (tackle by Eric Barton),-1.800,-1.900
4,9:32,4,14,PIT 22,7,27,Josh Miller punts 29 yards,-1.900,-2.190
4,9:26,1,10,OAK 49,7,27,Rick Mirer pass incomplete intended for Jerry Rice,2.190,1.650
4,9:22,2,10,OAK 49,7,27,Rick Mirer sacked for -4 yards,1.650,0.430
4,8:52,3,14,OAK 45,7,27,Rick Mirer pass complete to Zack Crockett for 5 yards (tackle by Chris Hope),0.430,-0.060
4,8:09,4,9,PIT 50,7,27,Rick Mirer pass complete to Jerry Rice for 16 yards (tackle by Ike Taylor),-0.060,3.310
4,7:36,1,10,PIT 34,7,27,Rick Mirer pass complete to Tim Brown for 5 yards (tackle by Joey Porter),3.310,3.450
4,7:19,2,5,PIT 29,7,27,Rick Mirer pass incomplete intended for Jerry Rice is intercepted by Brent Alexander at PIT-20 and returned for 15 yards (tackle by Lincoln Kennedy),3.450,-1.270
4,7:06,1,10,PIT 35,7,27,Jerome Bettis left guard for 11 yards (tackle by Anthony Dorsett),1.270,1.990
4,6:21,1,10,PIT 46,7,27,Jerome Bettis left guard for 5 yards (tackle by Eric Barton),1.990,2.130
4,5:37,2,5,OAK 49,7,27,--,2.130,3.510
4,4:49,1,10,OAK 31,7,27,Jerome Bettis left guard for 4 yards (tackle by Anthony Dorsett and Teyo Johnson),3.510,3.510
4,4:04,2,6,OAK 27,7,27,Jerome Bettis up the middle for 5 yards (tackle by Teyo Johnson),3.510,3.470
4,3:24,3,1,OAK 22,7,27,Jerome Bettis left tackle for 7 yards (tackle by Teyo Johnson),3.470,4.580
4,2:38,1,10,OAK 15,7,27,Amos Zereoue right guard for 3 yards (tackle by Napoleon Harris and Teyo Johnson),4.580,4.450
4,2:00,2,7,OAK 12,7,27,Jerome Bettis left end for 5 yards (tackle by Lorenzo Bromell),4.450,4.680
4,1:30,,,,7,27,Timeout #1 by Oakland Raiders,0.000,4.680
4,1:30,3,2,OAK 7,7,27,Jerome Bettis left tackle for 5 yards (tackle by Teyo Johnson),4.680,6.740
4,0:45,1,2,OAK 2,7,27,Tommy Maddox kneels for -1 yards,6.740,5.530
4,0:11,2,3,OAK 3,7,27,Tommy Maddox kneels for -1 yards,5.530,4.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
