Quarter,Time,Tm,Detail,OAK,PIT
1.0,3:23,Raiders,Tyrone Wheatley 22 yard rush (Sebastian Janikowski kick),7,0
2.0,14:55,Steelers,Jeff Reed 44 yard field goal,7,3
,5:26,Steelers,Jerome Bettis 11 yard rush (Jeff Reed kick),7,10
,2:06,Steelers,Plaxico Burress 14 yard pass from Tommy Maddox (Jeff Reed kick),7,17
3.0,6:18,Steelers,Dan Kreider 1 yard rush (Jeff Reed kick),7,24
4.0,14:16,Steelers,Jeff Reed 40 yard field goal,7,27
