Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss and deferred, Giants to receive the opening kickoff.",,
1,15:00,,,PHI 35,0,0,"Jake Elliott kicks off 63 yards, returned by Gary Brightwell for 24 yards (tackle by Patrick Johnson and K'Von Wallace)",0.000,0.670
1,14:54,1,10,NYG 26,0,0,Matt Breida right guard for 4 yards (tackle by Kyzir White),0.670,0.670
1,14:18,2,6,NYG 30,0,0,Matt Breida left guard for 3 yards (tackle by Brandon Graham and Linval Joseph),0.670,0.370
1,13:42,3,3,NYG 33,0,0,Davis Webb pass incomplete short right,0.370,-1.180
1,13:37,4,3,NYG 33,0,0,"Jamie Gillan punts 46 yards, returned by Britain Covey for 14 yards (tackle by Tomon Fox)",-1.180,-1.270
1,13:27,1,10,PHI 35,0,0,Jalen Hurts pass complete short left to A.J. Brown for 35 yards (tackle by Cordale Flott),1.270,3.580
1,13:00,1,10,NYG 30,0,0,Jalen Hurts pass incomplete short right,3.580,3.030
1,12:55,2,10,NYG 30,0,0,Jalen Hurts pass complete short left to Quez Watkins for 14 yards (tackle by Nick McCloud),3.030,4.510
1,12:29,1,10,NYG 16,0,0,Jalen Hurts pass complete short left to Dallas Goedert for 2 yards (tackle by Rodarius Williams),4.510,4.210
1,11:55,2,8,NYG 14,0,0,Jalen Hurts pass incomplete short left intended for Dallas Goedert,4.210,3.370
1,11:50,3,8,NYG 14,0,0,Jalen Hurts pass incomplete short left,3.370,2.510
1,11:43,4,8,NYG 14,0,3,Jake Elliott 32 yard field goal good,2.510,3.000
1,11:39,,,PHI 35,0,3,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
1,11:39,1,10,NYG 25,0,3,Davis Webb pass complete short right to Matt Breida for 1 yard (tackle by C.J. Gardner-Johnson),0.610,0.200
1,11:08,2,9,NYG 26,0,3,Davis Webb pass incomplete short middle intended for Marcus Johnson (defended by Kyzir White),0.200,-0.490
1,11:03,3,9,NYG 26,0,3,Davis Webb pass incomplete deep left intended for Marcus Johnson,-0.490,-1.630
1,10:55,4,9,NYG 26,0,3,Jamie Gillan punts 54 yards downed by Cordale Flott,-1.630,-0.280
1,10:41,1,10,PHI 20,0,3,Jalen Hurts pass complete short left to DeVonta Smith for 9 yards (tackle by Dane Belton),0.280,0.950
1,10:18,2,1,PHI 29,0,3,Jalen Hurts sacked by and Nick McCloud for -1 yards and Jarrad Davis for -1 yards,0.950,0.100
1,9:44,3,2,PHI 28,0,3,Jalen Hurts pass complete short right to Dallas Goedert for 6 yards (tackle by Nick McCloud and Cordale Flott),0.100,1.200
1,9:04,1,10,PHI 34,0,3,Miles Sanders up the middle for 1 yard (tackle by Oshane Ximines),1.200,0.790
1,8:27,2,9,PHI 35,0,3,Jalen Hurts pass complete short left to Quez Watkins for no gain (tackle by Rodarius Williams),0.790,0.100
1,7:51,3,9,PHI 35,0,3,Jalen Hurts pass complete deep left to A.J. Brown for 37 yards (tackle by Rodarius Williams),0.100,3.710
1,7:23,1,10,NYG 28,0,3,Jalen Hurts pass complete short left to Dallas Goedert for 5 yards (tackle by Rodarius Williams),3.710,3.840
1,6:48,2,5,NYG 23,0,3,Miles Sanders left end for 6 yards (tackle by Jason Pinnock),3.840,4.440
1,6:16,1,10,NYG 17,0,3,Miles Sanders left end for 4 yards (tackle by Jason Pinnock),4.440,4.500
1,5:41,2,6,NYG 13,0,3,Miles Sanders right end for 6 yards (tackle by Justin Ellis),4.500,5.600
1,5:03,1,7,NYG 7,0,3,Miles Sanders right tackle for -1 yards (tackle by Tomon Fox),5.600,4.570
1,4:20,2,8,NYG 8,0,9,"Boston Scott left guard for 8 yards, touchdown",4.570,7.000
1,4:14,,,NYG 15,0,10,Jake Elliott kicks extra point good,0.000,0.000
1,4:14,,,PHI 35,0,10,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
1,4:14,1,10,NYG 25,0,10,Gary Brightwell left guard for -2 yards (tackle by Milton Williams),0.610,-0.210
1,3:44,2,12,NYG 23,0,10,Davis Webb pass complete short left to Nick Vannett for 6 yards (tackle by James Bradberry and Reed Blankenship),-0.210,-0.100
1,3:05,3,6,NYG 29,0,10,Davis Webb pass complete short right to Lawrence Cager for 16 yards (tackle by T.J. Edwards),-0.100,1.930
1,2:29,1,10,NYG 45,0,10,Gary Brightwell right tackle for 1 yard (tackle by Brandon Graham and Kyzir White),1.930,1.520
1,1:47,2,9,NYG 46,0,10,"Davis Webb scrambles right end for 8 yards (tackle by T.J. Edwards). Penalty on T.J. Edwards: Unnecessary Roughness / Defense, 15 yards (accepted)",1.520,3.510
1,1:20,1,10,PHI 31,0,10,Davis Webb pass complete short right to Gary Brightwell for 3 yards (tackle by Kyzir White),3.510,3.370
1,0:48,2,7,PHI 28,0,10,Gary Brightwell left end for -1 yards (tackle by C.J. Gardner-Johnson),3.370,2.540
1,0:10,3,8,PHI 29,0,10,Davis Webb pass incomplete short left intended for Kenny Golladay (defended by James Bradberry),2.540,1.500
1,0:06,4,8,PHI 29,0,10,Jamie Gillan sacked by Zech McPhearson for -11 yards,1.500,-1.600
Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
