Quarter,Time,Down,ToGo,Location,CLE,OAK,Detail,EPB,EPA
2,12:50,4,2,CLE 29,3,7,Matthew McCrane 47 yard field goal no good,1.600,-1.400
2,12:46,1,10,CLE 37,9,7,"Nick Chubb right guard for 63 yards, touchdown",1.400,7.000
2,12:35,,,OAK 2,9,7,"Two Point Attempt: Baker Mayfield pass incomplete intended for Antonio Callaway, conversion fails",0.000,-1.000
2,12:35,,,CLE 35,9,7,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
2,12:35,1,10,OAK 25,9,7,Marshawn Lynch left end for 6 yards (tackle by Joe Schobert),0.610,0.870
2,11:49,2,4,OAK 31,9,7,Doug Martin left tackle for 1 yard (tackle by Chris Smith),0.870,0.300
2,11:11,3,3,OAK 32,9,7,"Penalty on Donald Penn: False Start, 5 yards (no play)",0.300,-0.360
2,11:11,3,8,OAK 27,9,7,Derek Carr pass incomplete deep left intended for Jordy Nelson (defended by Terrance Mitchell),-0.360,-1.570
2,11:05,4,8,OAK 27,9,7,"Johnny Townsend punts 44 yards, returned by Jabrill Peppers for 1 yard (tackle by Dwayne Harris)",-1.570,-0.940
2,10:58,1,10,CLE 30,9,7,Carlos Hyde right end for 5 yards (tackle by Rashaan Melvin),0.940,1.070
2,10:25,2,5,CLE 35,9,7,Carlos Hyde right tackle for 1 yard (tackle by Rashaan Melvin and Marquel Lee),1.070,0.500
2,9:42,3,4,CLE 36,9,7,Baker Mayfield pass complete short right to Jarvis Landry for 15 yards (tackle by Derrick Johnson),0.500,2.320
2,9:08,1,10,OAK 49,15,7,"Baker Mayfield pass complete deep middle to Darren Fells for 49 yards, touchdown",2.320,7.000
2,9:00,,,OAK 2,17,7,"Two Point Attempt: Duke Johnson rushes, conversion succeeds.",0.000,1.000
2,9:00,,,CLE 35,17,7,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
2,9:00,1,10,OAK 25,17,7,Derek Carr pass complete short left to Lee Smith for 6 yards (tackle by E.J. Gaines and Jamie Collins),0.610,0.870
2,8:25,2,4,OAK 31,17,7,Derek Carr pass complete short middle to Jared Cook for 16 yards (tackle by Damarious Randall),0.870,2.060
2,7:43,1,10,OAK 47,17,7,Derek Carr pass incomplete deep middle intended for Martavis Bryant,2.060,1.520
2,7:34,2,10,OAK 47,17,7,Marshawn Lynch left guard for 12 yards (tackle by Joe Schobert and Christian Kirksey),1.520,2.850
2,6:51,1,10,CLE 41,17,7,Derek Carr pass complete short left to Lee Smith for 10 yards (tackle by E.J. Gaines),2.850,3.510
2,6:06,1,10,CLE 31,17,7,Derek Carr pass complete short left to Marshawn Lynch for 17 yards (tackle by Jamie Collins and Joe Schobert),3.510,4.650
2,5:17,1,10,CLE 14,17,7,Doug Martin left tackle for 6 yards (tackle by Joe Schobert),4.650,5.090
2,4:34,2,4,CLE 8,17,13,"Derek Carr pass complete short middle to Amari Cooper for 8 yards, touchdown",5.090,7.000
2,4:30,,,CLE 15,17,14,Matthew McCrane kicks extra point good,0.000,0.000
2,4:30,,,OAK 35,17,14,"Matthew McCrane kicks off 61 yards, returned by Jabrill Peppers for no gain (tackle by Keith Smith)",0.000,0.410
2,4:24,1,10,CLE 22,17,14,Baker Mayfield pass incomplete short middle intended for Darren Fells,0.410,-0.130
2,4:20,2,10,CLE 22,17,14,Nick Chubb right tackle for 1 yard (tackle by Clinton McDonald),-0.130,-0.690
2,3:34,3,9,CLE 23,17,14,Baker Mayfield pass complete short left to Jarvis Landry for 9 yards (tackle by Marcus Gilchrist),-0.690,1.070
2,2:46,1,10,CLE 32,17,14,Baker Mayfield pass incomplete short left intended for Jarvis Landry,1.070,0.530
2,2:39,2,10,CLE 32,17,14,Baker Mayfield pass incomplete short right intended for Jarvis Landry (defended by Rashaan Melvin),0.530,-0.160
2,2:33,3,10,CLE 32,17,14,Duke Johnson left tackle for 8 yards (tackle by Maurice Hurst),-0.160,-0.720
2,2:00,4,2,CLE 40,17,14,"Britton Colquitt punts 42 yards, fair catch by Dwayne Harris at OAK-18",-0.720,-0.040
2,1:53,1,10,OAK 18,17,14,Derek Carr pass complete short right to Jalen Richard for 16 yards (tackle by Genard Avery),0.040,1.200
2,1:26,1,10,OAK 34,17,14,Derek Carr pass complete short middle to Jared Cook for 16 yards (tackle by Damarious Randall),1.200,2.260
2,1:00,1,10,OAK 50,17,14,Derek Carr pass incomplete short right intended for Jared Cook,2.260,1.710
2,0:56,2,10,OAK 50,17,14,Derek Carr pass complete short left to Jordy Nelson for 10 yards (tackle by E.J. Gaines),1.710,2.920
2,0:51,1,10,CLE 40,17,14,Derek Carr pass complete short right to Jordy Nelson for 5 yards (tackle by T.J. Carrie),2.920,3.050
2,0:29,2,5,CLE 35,17,14,Derek Carr pass deep middle intended for Jared Cook is intercepted by E.J. Gaines at CLE-15 and returned for no gain,3.050,0.220
2,0:23,1,10,CLE 15,17,14,Baker Mayfield kneels for -1 yards,-0.220,-0.820
Quarter,Time,Down,ToGo,Location,CLE,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,17,14,"Matthew McCrane kicks off 57 yards, returned by Jabrill Peppers for no gain (tackle by Jalen Richard)",0.000,0.610
3,14:56,1,10,CLE 25,17,14,Carlos Hyde up the middle for 2 yards (tackle by Emmanuel Lamur and Maurice Hurst),0.610,0.330
3,14:22,2,8,CLE 27,17,14,Baker Mayfield pass complete short left to Duke Johnson for 8 yards (tackle by Johnathan Hankins),0.330,1.270
3,13:48,1,10,CLE 35,17,14,Duke Johnson right tackle for 3 yards (tackle by Rashaan Melvin),1.270,1.130
3,13:08,2,7,CLE 38,17,14,Baker Mayfield pass complete short right to Rashard Higgins for 6 yards (tackle by Rashaan Melvin),1.130,1.220
3,12:38,3,1,CLE 44,17,14,Baker Mayfield pass complete short left to David Njoku for 14 yards (tackle by Rashaan Melvin),1.220,2.790
3,12:03,1,10,OAK 42,17,14,Carlos Hyde up the middle for 2 yards (tackle by Emmanuel Lamur and Tahir Whitehead),2.790,2.510
3,11:22,2,8,OAK 40,17,14,Baker Mayfield pass complete deep right to Rashard Higgins for 23 yards (tackle by Rashaan Melvin),2.510,4.440
3,10:46,1,10,OAK 17,17,14,Baker Mayfield right end for 4 yards (tackle by Marquel Lee),4.440,4.500
3,10:11,2,6,OAK 13,17,14,Baker Mayfield pass incomplete short right intended for Antonio Callaway,4.500,3.680
3,10:06,3,6,OAK 13,17,14,Baker Mayfield pass complete short middle to Duke Johnson for 3 yards (tackle by Tahir Whitehead and Derrick Johnson),3.680,2.860
3,9:26,4,3,OAK 10,20,14,Greg Joseph 28 yard field goal good,2.860,3.000
3,9:22,,,CLE 35,20,14,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,9:22,1,10,OAK 25,20,14,Marshawn Lynch left tackle for -2 yards (tackle by Larry Ogunjobi and Jamie Collins),0.610,-0.210
3,8:47,2,12,OAK 23,20,14,Derek Carr pass complete short middle to Martavis Bryant for 26 yards (tackle by E.J. Gaines),-0.210,2.190
3,8:32,1,10,OAK 49,20,14,Derek Carr pass deep left intended for Martavis Bryant is intercepted by Damarious Randall at CLE-19 and returned for 50 yards,2.190,-3.510
3,8:17,1,10,OAK 31,20,14,"Baker Mayfield pass incomplete deep right intended for Jarvis Landry. Penalty on Rashaan Melvin: Defensive Pass Interference, 24 yards (no play)",3.510,5.600
3,8:12,1,7,OAK 7,20,14,Carlos Hyde left end for 5 yards (tackle by Erik Harris),5.600,5.720
3,7:31,2,2,OAK 2,26,14,"Baker Mayfield pass complete short left to Jarvis Landry for 2 yards, touchdown",5.720,7.000
3,7:26,,,OAK 2,28,14,"Two Point Attempt: Duke Johnson rushes, conversion succeeds.",0.000,1.000
3,7:26,,,CLE 35,28,14,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,7:26,1,10,OAK 25,28,14,Derek Carr pass incomplete short left intended for Lee Smith (defended by Jamie Collins),0.610,0.060
3,7:23,2,10,OAK 25,28,14,Marshawn Lynch left tackle for 14 yards (tackle by Myles Garrett),0.060,1.530
3,6:47,1,10,OAK 39,28,14,Derek Carr pass incomplete short middle intended for Jared Cook,1.530,0.990
3,6:43,2,10,OAK 39,28,14,Doug Martin up the middle for 1 yard (tackle by Myles Garrett and T.J. Carrie),0.990,0.430
3,6:02,3,9,OAK 40,28,14,Derek Carr pass incomplete short middle intended for Seth Roberts,0.430,-0.720
3,5:58,4,9,OAK 40,28,14,"Johnny Townsend punts 49 yards, fair catch by Jabrill Peppers at CLE-11",-0.720,0.370
3,5:50,1,10,CLE 11,28,14,"Baker Mayfield sacked by Maurice Hurst for -4 yards. Baker Mayfield fumbles (forced by Maurice Hurst), recovered by Johnathan Hankins at CLE-7 (tackle by J.C. Tretter)",-0.370,-5.600
3,5:45,1,7,CLE 7,28,14,Derek Carr pass incomplete short right intended for Marshawn Lynch,5.600,4.760
3,5:41,2,7,CLE 7,28,14,Derek Carr pass incomplete short right intended for Jalen Richard (defended by Emmanuel Ogbah),4.760,3.810
3,5:38,3,7,CLE 7,28,20,"Derek Carr pass complete short middle to Jared Cook for 7 yards, touchdown",3.810,7.000
3,5:34,,,CLE 15,28,21,Matthew McCrane kicks extra point good,0.000,0.000
3,5:34,,,OAK 35,28,21,"Matthew McCrane kicks off 62 yards, returned by Jabrill Peppers for no gain (tackle by Derek Carrier and Nicholas Morrow)",0.000,0.150
3,5:28,1,10,CLE 19,28,21,Baker Mayfield pass incomplete short right intended for Antonio Callaway,0.150,-0.390
3,5:25,2,10,CLE 19,28,21,"Carlos Hyde up the middle for no gain (tackle by Maurice Hurst and Marquel Lee). Penalty on David Njoku: Illegal Shift, 5 yards (no play)",-0.390,-1.110
3,5:06,2,15,CLE 14,28,21,Carlos Hyde up the middle for 4 yards (tackle by Marquel Lee),-1.110,-1.250
3,4:24,3,11,CLE 18,28,21,Baker Mayfield pass incomplete deep right intended for Antonio Callaway,-1.250,-2.240
3,4:16,4,11,CLE 18,28,21,"Britton Colquitt punts 40 yards, fair catch by Dwayne Harris at OAK-42",-2.240,-1.730
3,4:09,1,10,OAK 42,28,21,Derek Carr pass incomplete short left intended for Martavis Bryant,1.730,1.190
3,4:06,2,10,OAK 42,28,21,Marshawn Lynch up the middle for 5 yards (tackle by Emmanuel Ogbah and Joe Schobert),1.190,1.160
3,3:46,3,5,OAK 47,28,21,Derek Carr pass complete short right to Seth Roberts for 3 yards (tackle by Briean Boddy-Calhoun),1.160,-0.060
3,3:05,4,2,OAK 50,28,21,"Johnny Townsend punts 50 yards, touchback.",-0.060,-0.280
3,2:55,1,10,CLE 20,28,21,Carlos Hyde right tackle for no gain (tackle by Tahir Whitehead and Fadol Brown),0.280,-0.270
3,2:23,2,10,CLE 20,28,21,Carlos Hyde left tackle for 1 yard (tackle by Frostee Rucker and Tahir Whitehead),-0.270,-0.820
3,1:40,3,9,CLE 21,28,21,Baker Mayfield pass incomplete short left intended for Duke Johnson,-0.820,-1.960
3,1:36,4,9,CLE 21,28,21,"Britton Colquitt punts 59 yards, returned by Dwayne Harris for 11 yards (tackle by Derrick Kindred)",-1.960,-1.000
3,1:21,1,10,OAK 31,28,21,Derek Carr pass incomplete deep right,1.000,0.460
3,1:15,2,10,OAK 31,28,21,Marshawn Lynch left end for 52 yards (tackle by Genard Avery and E.J. Gaines),0.460,4.440
3,0:24,1,10,CLE 17,28,21,"Penalty on Myles Garrett: Defensive Offside, 5 yards (no play)",4.440,5.520
3,0:04,1,5,CLE 12,28,21,Doug Martin right tackle for 2 yards (tackle by Joe Schobert),5.520,5.100
Quarter,Time,Down,ToGo,Location,CLE,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,CLE 10,28,21,Derek Carr pass incomplete short left intended for Amari Cooper,5.100,4.340
4,14:56,3,3,CLE 10,28,21,Dwayne Harris left end for -1 yards (tackle by Damarious Randall),4.340,2.770
4,14:17,4,4,CLE 11,28,24,Matthew McCrane 29 yard field goal good,2.770,3.000
4,14:14,,,OAK 35,28,24,"Matthew McCrane kicks off 66 yards, returned by Jabrill Peppers for no gain (tackle by Keith Smith and Erik Harris)",0.000,-0.350
4,14:08,1,10,CLE 12,28,24,Baker Mayfield pass complete short middle to David Njoku for 8 yards (tackle by Tahir Whitehead),-0.350,0.290
4,13:30,2,2,CLE 20,28,24,"Baker Mayfield aborted snap, recovered by Johnathan Hankins at CLE-20 (tackle by J.C. Tretter). Penalty on Rashard Higgins: Illegal Shift (Declined)",0.290,-4.240
4,13:26,1,10,CLE 20,28,24,Marshawn Lynch up the middle for 1 yard (tackle by Christian Kirksey),4.240,3.820
4,12:51,2,9,CLE 19,28,30,"Derek Carr pass complete deep middle to Jordy Nelson for 19 yards, touchdown",3.820,7.000
4,12:46,,,CLE 15,28,31,"Matthew McCrane kicks extra point good. Penalty on Larry Ogunjobi: Illegal Formation, 5 yards",0.000,0.000
4,12:46,,,OAK 40,28,30,"Matthew McCrane kicks off 60 yards, touchback.",0.000,0.610
4,12:46,1,10,CLE 25,28,31,Baker Mayfield pass incomplete short right intended for Jarvis Landry (defended by Frostee Rucker),0.610,0.060
4,12:41,2,10,CLE 25,28,31,Baker Mayfield pass incomplete short right intended for David Njoku,0.060,-0.620
4,12:38,3,10,CLE 25,28,31,Baker Mayfield pass incomplete short left intended for Jarvis Landry,-0.620,-1.700
4,12:28,4,10,CLE 25,28,31,"Britton Colquitt punts 53 yards, returned by Dwayne Harris for 49 yards (tackle by Darren Fells and Nick Chubb)",-1.700,-3.640
4,12:12,1,10,CLE 29,28,31,Marshawn Lynch up the middle for no gain (tackle by Joe Schobert and Myles Garrett),3.640,3.100
4,11:33,2,10,CLE 29,28,31,Marshawn Lynch up the middle for 3 yards (tackle by Myles Garrett),3.100,2.810
4,10:54,3,7,CLE 26,28,31,Derek Carr pass incomplete short right intended for Jalen Richard,2.810,1.740
4,10:50,4,7,CLE 26,28,34,Matthew McCrane 44 yard field goal good,1.740,3.000
4,10:46,,,OAK 35,28,34,"Matthew McCrane kicks off 66 yards, returned by Antonio Callaway for no gain (tackle by Kyle Wilber and Dwayne Harris)",0.000,0.480
4,10:42,1,10,CLE 23,28,34,Carlos Hyde up the middle for 5 yards (tackle by Johnathan Hankins and Marquel Lee),0.480,0.610
4,10:08,2,5,CLE 28,28,34,Baker Mayfield pass incomplete short middle intended for David Njoku (defended by Marquel Lee),0.610,-0.100
4,10:04,3,5,CLE 28,28,34,Baker Mayfield pass complete short right to Rashard Higgins for 11 yards (tackle by Tahir Whitehead),-0.100,1.530
4,9:28,1,10,CLE 39,28,34,Baker Mayfield pass complete short middle to Antonio Callaway for 1 yard (tackle by Marquel Lee),1.530,1.120
4,9:06,2,9,CLE 40,28,34,Baker Mayfield pass complete deep middle to Antonio Callaway for 59 yards (tackle by Gareon Conley),1.120,6.970
4,8:48,1,1,OAK 1,28,34,Carlos Hyde right guard for no gain (tackle by Emmanuel Lamur and Marquel Lee),6.970,5.910
4,8:11,2,1,OAK 1,34,34,"Carlos Hyde right guard for 1 yard, touchdown",5.910,7.000
4,8:07,,,OAK 15,35,34,Greg Joseph kicks extra point good,0.000,0.000
4,8:07,,,CLE 35,35,34,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,8:07,1,10,OAK 25,35,34,Marshawn Lynch left end for 16 yards (tackle by Emmanuel Ogbah),0.610,1.660
4,7:21,1,10,OAK 41,35,34,Doug Martin left tackle for 1 yard (tackle by Myles Garrett),1.660,1.260
4,6:42,2,9,OAK 42,35,34,Derek Carr pass incomplete short right intended for Jared Cook,1.260,0.560
4,6:35,3,9,OAK 42,35,34,Derek Carr sacked by Myles Garrett and Genard Avery for -3 yards,0.560,-0.780
4,5:54,4,12,OAK 39,35,34,"Johnny Townsend punts 39 yards, fair catch by Jabrill Peppers at CLE-22. Penalty on Dwayne Harris: Fair Catch Interference, 15 yards",-0.780,-1.400
4,5:46,1,10,CLE 37,35,34,Carlos Hyde left end for 16 yards (tackle by Tahir Whitehead),1.400,2.460
4,5:08,1,10,OAK 47,35,34,Carlos Hyde left guard for 6 yards (tackle by Marcus Gilchrist),2.460,2.720
4,4:30,2,4,OAK 41,41,34,"Nick Chubb up the middle for 41 yards, touchdown",2.720,7.000
4,4:20,,,OAK 15,41,34,"Penalty on CLE: Delay of Game, 5 yards (no play)",0.000,0.000
4,4:20,,,OAK 20,42,34,Greg Joseph kicks extra point good,0.000,0.000
4,4:20,,,CLE 35,42,34,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,4:20,1,10,OAK 25,42,34,Derek Carr pass incomplete short middle intended for Martavis Bryant (defended by Emmanuel Ogbah),0.610,0.060
4,4:16,2,10,OAK 25,42,34,Derek Carr pass complete deep right to Martavis Bryant for 28 yards (tackle by Denzel Ward and Joe Schobert),0.060,2.460
4,3:48,1,10,CLE 47,42,34,Derek Carr pass complete short left to Amari Cooper for 5 yards (tackle by Briean Boddy-Calhoun and T.J. Carrie),2.460,2.590
4,3:16,2,5,CLE 42,42,34,Derek Carr pass complete deep right to Amari Cooper for 31 yards (tackle by Derrick Kindred),2.590,4.840
4,2:34,1,10,CLE 11,42,34,Derek Carr pass complete short left to Amari Cooper for 5 yards (tackle by T.J. Carrie and Joe Schobert),4.840,5.080
4,2:04,2,5,CLE 6,42,34,Derek Carr pass complete short left to Martavis Bryant for -3 yards (tackle by T.J. Carrie),5.080,3.530
4,1:58,3,8,CLE 9,42,34,Derek Carr pass incomplete short left intended for Jordy Nelson (defended by Damarious Randall),3.530,2.830
4,1:54,4,8,CLE 9,42,34,Derek Carr pass incomplete short right intended for Amari Cooper,2.830,0.380
4,1:51,1,10,CLE 9,42,34,Carlos Hyde up the middle for 6 yards (tackle by Marquel Lee and Marcus Gilchrist),-0.380,-0.280
4,1:44,,,,,,Timeout #1 by Oakland Raiders,,
4,1:44,2,4,CLE 15,42,34,Carlos Hyde up the middle for 2 yards (tackle by Marquel Lee and Maurice Hurst),-0.280,-0.480
4,1:41,,,,,,Timeout #2 by Oakland Raiders,,
4,1:41,3,2,CLE 17,42,34,Carlos Hyde up the middle for 1 yard (tackle by Derrick Johnson and Tahir Whitehead),-0.480,-2.240
4,1:38,,,,,,Timeout #3 by Oakland Raiders,,
4,1:38,4,1,CLE 18,42,34,"Britton Colquitt punts 49 yards, returned by Dwayne Harris for 14 yards (tackle by Nick Chubb)",-2.240,-2.060
4,1:28,1,10,OAK 47,42,34,Derek Carr pass complete short left to Jordy Nelson for 5 yards (tackle by T.J. Carrie),2.060,2.190
4,1:24,2,5,CLE 48,42,34,Derek Carr pass complete short left to Jalen Richard for 4 yards (tackle by Christian Kirksey and T.J. Carrie),2.190,2.020
4,1:03,3,1,CLE 44,42,34,"Derek Carr pass incomplete deep right intended for Jordy Nelson. Penalty on Briean Boddy-Calhoun: Defensive Holding, 5 yards (no play)",2.020,2.980
4,0:57,1,10,CLE 39,42,34,Derek Carr pass complete short middle to Jared Cook for 19 yards (tackle by Damarious Randall),2.980,4.240
4,0:42,1,10,CLE 20,42,34,Derek Carr spiked the ball,4.240,3.690
4,0:42,2,10,CLE 20,42,34,"Penalty on Jalen Richard: False Start, 5 yards (no play)",3.690,3.020
4,0:42,2,15,CLE 25,42,34,Derek Carr pass complete short middle to Jalen Richard for 18 yards (tackle by Joe Schobert),3.020,5.600
4,0:34,1,7,CLE 7,42,40,"Derek Carr pass complete short left to Jared Cook for 7 yards, touchdown",5.600,7.000
4,0:30,,,CLE 2,42,42,"Two Point Attempt: Derek Carr pass complete to Jordy Nelson, conversion succeeds",0.000,1.000
4,0:30,,,OAK 35,42,42,"Matthew McCrane kicks off 65 yards, touchback.. Penalty on Derrick Kindred: Illegal Formation (Declined)",0.000,0.610
4,0:30,1,10,CLE 25,42,42,Baker Mayfield pass complete short middle to David Njoku for 11 yards (tackle by Tahir Whitehead),0.610,1.330
4,0:23,,,,,,Timeout #1 by Cleveland Browns,,
4,0:23,1,10,CLE 36,42,42,Baker Mayfield pass complete short left to Duke Johnson for 15 yards (tackle by Tahir Whitehead),1.330,2.320
4,0:14,,,,,,Timeout #2 by Cleveland Browns,,
4,0:14,1,10,OAK 49,42,42,Baker Mayfield pass deep left intended for Antonio Callaway is intercepted by Reggie Nelson at OAK-14 and returned for no gain,2.320,0.280
4,0:07,1,10,OAK 14,42,42,Derek Carr kneels for -1 yards,-0.280,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,CLE,OAK,Detail,EPB,EPA
,,,,,,,"Raiders won the coin toss, Raiders to receive the overtime kickoff.",,
OT,10:00,,,CLE 35,42,42,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,OAK 25,42,42,Derek Carr pass complete short right to Marshawn Lynch for 3 yards (tackle by Denzel Ward),0.610,0.470
OT,9:27,2,7,OAK 28,42,42,Marshawn Lynch up the middle for 1 yard (tackle by Myles Garrett),0.470,-0.100
OT,8:49,3,6,OAK 29,42,42,Derek Carr pass complete deep left to Amari Cooper for 36 yards (tackle by T.J. Carrie),-0.100,3.250
OT,8:13,1,10,CLE 35,42,42,Jalen Richard left end for -2 yards (tackle by Myles Garrett and T.J. Carrie),3.250,2.430
