Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
2,13:37,1,10,HOU 32,3,0,Kareem Hunt left end for no gain (tackle by Brennan Scarlett),3.450,2.900
2,12:54,2,10,HOU 32,3,0,Kareem Hunt left end for 4 yards (tackle by Dylan Cole),2.900,2.740
2,12:11,3,6,HOU 28,3,0,Alex Smith pass complete short middle to Travis Kelce for 4 yards (tackle by Kareem Jackson),2.740,1.990
2,11:28,4,2,HOU 24,6,0,Harrison Butker 42 yard field goal good,1.990,3.000
2,11:23,,,KAN 35,6,0,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
2,11:23,1,10,HOU 25,6,0,Lamar Miller left tackle for 4 yards (tackle by Frank Zombo and Derrick Johnson),0.610,0.600
2,10:55,2,6,HOU 29,6,0,Deshaun Watson pass incomplete short right intended for Will Fuller,0.600,-0.100
2,10:49,3,6,HOU 29,6,0,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins,-0.100,-1.440
2,10:45,4,6,HOU 29,6,0,"Shane Lechler punts 38 yards, out of bounds. Penalty on Chris Thompson: Player Out of Bounds on Punt, 5 yards",-1.440,-1.470
2,10:37,1,10,KAN 38,6,0,Kareem Hunt right end for 2 yards (tackle by Joel Heath),1.470,1.190
2,9:59,2,8,KAN 40,6,0,Alex Smith pass complete short left to Kareem Hunt for 10 yards (tackle by Marcus Gilchrist),1.190,2.260
2,9:18,1,10,,6,0,Alex Smith pass incomplete deep right intended for Travis Kelce,2.260,1.710
2,9:11,2,10,,6,0,Kareem Hunt left tackle for -1 yards (tackle by Benardrick McKinney),1.710,0.890
2,8:28,3,11,KAN 49,6,0,Alex Smith pass complete deep middle to Travis Kelce for 20 yards (tackle by Marcus Gilchrist and Andre Hal),0.890,3.510
2,7:51,1,10,HOU 31,6,0,"Kareem Hunt right end for 12 yards (tackle by Johnathan Joseph). Penalty on D.J. Reader: Defensive Holding, 5 yards",3.510,4.650
2,7:20,1,10,HOU 14,6,0,Alex Smith pass complete short left to Travis Kelce for 7 yards (tackle by Kareem Jackson and Johnthan Banks),4.650,5.280
2,6:22,2,3,HOU 7,6,0,Alex Smith sacked by Joel Heath for -1 yards,5.280,4.280
2,5:52,3,4,HOU 8,12,0,"Alex Smith pass complete short left to Charcandrick West for 8 yards, touchdown",4.280,7.000
2,5:45,,,HOU 15,13,0,Harrison Butker kicks extra point good,0.000,0.000
2,5:45,,,KAN 35,13,0,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
2,5:45,1,10,HOU 25,13,0,D'Onta Foreman left guard for 6 yards (tackle by Derrick Johnson),0.610,0.870
2,5:22,2,4,HOU 31,13,0,"D'Onta Foreman left tackle for 1 yard (tackle by Chris Jones). D'Onta Foreman fumbles (forced by Chris Jones), recovered by Derrick Johnson at HOU-29 and returned for 3 yards (tackle by Deshaun Watson)",0.870,-3.840
2,5:12,1,10,HOU 26,13,0,Kareem Hunt right tackle for 3 yards (tackle by Christian Covington),3.840,3.700
2,4:36,2,7,HOU 23,13,0,Alex Smith pass incomplete short right intended for Kareem Hunt,3.700,3.010
2,4:27,3,7,HOU 23,13,0,Alex Smith pass incomplete deep left intended for Tyreek Hill,3.010,1.930
2,4:21,4,7,HOU 23,16,0,Harrison Butker 41 yard field goal good,1.930,3.000
2,4:17,,,KAN 35,16,0,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
2,4:17,1,10,HOU 25,16,0,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins (defended by Derrick Johnson),0.610,0.060
2,4:14,2,10,HOU 25,16,0,Lamar Miller left guard for 15 yards (tackle by Ron Parker),0.060,1.600
2,3:44,1,10,HOU 40,16,0,Lamar Miller left guard for 8 yards (tackle by Derrick Johnson),1.600,2.130
2,3:17,2,2,HOU 48,16,0,Lamar Miller left guard for 4 yards (tackle by Daniel Sorensen),2.130,2.390
2,2:45,1,10,KAN 48,16,0,Deshaun Watson left end for 13 yards (tackle by Ron Parker),2.390,3.250
2,2:12,1,10,KAN 35,16,0,D'Onta Foreman middle for 25 yards (tackle by Ron Parker and Phillip Gaines),3.250,4.910
2,2:00,1,10,KAN 10,16,0,Lamar Miller middle for 4 yards (tackle by Ron Parker and Derrick Johnson),4.910,0.000
2,1:54,,,,,,Timeout #1 by Kansas City Chiefs,0.000,-4.950
2,1:54,2,6,KAN 6,16,6,"Deshaun Watson pass complete short middle to DeAndre Hopkins for 6 yards, touchdown. Penalty on Ron Parker: Defensive Pass Interference (Declined)",4.950,7.000
2,1:49,,,KAN 15,16,7,Ka'imi Fairbairn kicks extra point good,0.000,0.000
2,1:49,,,HOU 35,16,7,"Ka'imi Fairbairn kicks off 65 yards, touchback",0.000,-0.610
2,1:49,1,10,KAN 25,16,7,Alex Smith for 7 yards (tackle by Christian Covington),0.610,1.010
2,1:42,2,3,KAN 32,16,7,Alex Smith right end for 2 yards (tackle by Eddie Pleasant),1.010,0.560
2,1:37,3,1,KAN 34,16,7,Alex Smith pass complete short left to Travis Kelce for 10 yards (tackle by Kareem Jackson and Zach Cunningham),0.560,1.860
2,1:12,1,10,KAN 44,16,7,"Alex Smith pass complete deep middle to Travis Kelce for 26 yards (tackle by Marcus Gilchrist). Penalty on Marcus Gilchrist: Unnecessary Roughness, 15 yards",1.860,4.580
2,1:05,1,10,HOU 15,16,7,Alex Smith right end for 3 yards (tackle by Brennan Scarlett),4.580,4.450
2,0:58,2,7,HOU 12,16,7,Alex Smith pass complete short middle to Demetrius Harris for 9 yards (tackle by Marcus Gilchrist),4.450,0.000
2,0:52,,,,,,Timeout #2 by Kansas City Chiefs,0.000,-6.510
2,0:52,1,3,HOU 3,16,7,"Alex Smith pass incomplete short right intended for Charcandrick West. Penalty on Bryan Witzmann: Ineligible Downfield Pass, 5 yards (no play)",6.510,5.370
2,0:47,1,8,HOU 8,16,7,"Alex Smith pass incomplete short right intended for Tyreek Hill. Penalty on Jadeveon Clowney: Roughing the Passer, 4 yards (no play)",5.370,6.280
2,0:41,1,4,HOU 4,22,7,"Alex Smith pass complete short right to Charcandrick West for 4 yards, touchdown",6.280,7.000
2,0:34,,,HOU 15,23,7,Harrison Butker kicks extra point good,0.000,0.000
2,0:34,,,KAN 35,23,7,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
2,0:34,1,10,HOU 25,23,7,Deshaun Watson pass complete deep left to Bruce Ellington for 22 yards (tackle by Phillip Gaines),0.610,2.060
2,0:27,1,10,HOU 47,23,7,Deshaun Watson sacked by Chris Jones and Frank Zombo for -6 yards,2.060,0.000
2,0:21,,,,,,Timeout #1 by Houston Texans,0.000,-0.710
2,0:21,2,16,HOU 41,23,7,"Deshaun Watson pass incomplete short left intended for Will Fuller. Penalty on Xavier Su'a-Filo: Illegal Use of Hands, 10 yards (no play)",0.710,-0.640
2,0:16,2,26,HOU 31,23,7,Deshaun Watson pass incomplete deep left intended for Bruce Ellington,-0.640,-1.290
2,0:08,3,26,HOU 31,23,7,Deshaun Watson pass incomplete deep left intended for DeAndre Hopkins,-1.290,-1.310
Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,23,7,"Harrison Butker kicks off 69 yards, returned by Chris Thompson for 25 yards (tackle by Terrance Smith)",0.000,-0.340
3,14:56,1,10,HOU 21,23,7,Lamar Miller right tackle for 2 yards (tackle by Derrick Johnson and Allen Bailey),0.340,0.070
3,14:22,2,8,HOU 23,23,7,D'Onta Foreman left tackle for 2 yards (tackle by Frank Zombo),0.070,-0.360
3,13:42,3,6,HOU 25,23,7,Deshaun Watson sacked by Daniel Sorensen and Justin Houston for -6 yards,-0.360,-2.140
3,13:08,4,12,HOU 19,23,7,"Shane Lechler punts 58 yards, returned by Tyreek Hill for -7 yards (tackle by Corey Moore)",-2.140,0.140
3,12:51,1,10,KAN 16,23,7,Kareem Hunt right guard for 9 yards (tackle by Johnathan Joseph and Andre Hal),-0.140,0.690
3,12:12,2,1,KAN 25,23,7,Kareem Hunt middle for no gain (tackle by Marcus Gilchrist),0.690,-0.200
3,11:29,3,1,KAN 25,23,7,Kareem Hunt right guard for 5 yards (tackle by Andre Hal and Benardrick McKinney),-0.200,0.940
3,10:49,1,10,KAN 30,23,7,Alex Smith pass complete short left to Albert Wilson for 12 yards (tackle by Kareem Jackson),0.940,1.730
3,10:10,1,10,KAN 42,23,7,"Kareem Hunt right end for 4 yards (tackle by Andre Hal and Marcus Gilchrist). Penalty on Cameron Erving: Offensive Holding, 10 yards",1.730,1.330
3,9:40,1,16,KAN 36,23,7,Alex Smith pass complete short left to Demetrius Harris for 1 yard (tackle by Johnthan Banks and Dylan Cole),1.330,0.510
3,8:59,2,15,KAN 37,23,7,"Alex Smith pass complete short left to Ross Travis for 8 yards (tackle by Zach Cunningham). Ross Travis fumbles (forced by Zach Cunningham), recovered by Ross Travis at KAN-45",0.510,0.890
3,8:08,3,7,KAN 45,23,7,Alex Smith left end for no gain (tackle by Zach Cunningham),0.890,-0.390
3,7:30,4,7,KAN 45,23,7,Dustin Colquitt punts 33 yards,-0.390,-0.410
3,7:18,1,10,HOU 22,23,7,Deshaun Watson pass complete short right to Bruce Ellington for 8 yards (tackle by Ron Parker),0.410,0.950
3,6:50,2,2,HOU 30,23,7,Deshaun Watson pass complete short right to D'Onta Foreman for 3 yards (tackle by Ron Parker and Terrance Mitchell),0.950,1.140
3,6:10,1,10,HOU 33,23,7,Lamar Miller left tackle for 18 yards (tackle by Daniel Sorensen),1.140,2.320
3,5:32,1,10,KAN 49,23,7,"Deshaun Watson pass incomplete deep middle intended for Bruce Ellington. Penalty on Phillip Gaines: Defensive Pass Interference, 31 yards (no play)",2.320,4.370
3,5:25,1,10,KAN 18,23,7,Will Fuller for 5 yards (tackle by Frank Zombo),4.370,4.610
3,4:48,2,5,KAN 13,23,7,Lamar Miller right guard for 4 yards (tackle by Justin Houston),4.610,4.740
3,4:13,3,1,KAN 9,23,7,Lamar Miller middle for no gain (tackle by Roy Miller),4.740,2.980
3,3:28,4,1,KAN 9,23,13,"Deshaun Watson pass complete short right to Will Fuller for 9 yards, touchdown",2.980,7.000
3,3:20,,,KAN 2,23,13,"Two Point Attempt: Deshaun Watson pass incomplete intended for Will Fuller, conversion fails",0.000,-1.000
3,3:20,,,HOU 35,23,13,"Ka'imi Fairbairn kicks off 65 yards, touchback",0.000,-0.610
3,3:20,1,10,KAN 25,23,13,Alex Smith pass complete short left to Tyreek Hill for 10 yards (tackle by Johnthan Banks),0.610,1.270
3,2:45,1,10,KAN 35,23,13,Kareem Hunt right tackle for 5 yards (tackle by D.J. Reader),1.270,1.400
3,2:05,2,5,KAN 40,23,13,Alex Smith pass complete short left to Tyreek Hill for 6 yards (tackle by Kareem Jackson),1.400,1.990
3,1:36,1,10,KAN 46,23,13,Kareem Hunt left tackle for no gain (tackle by D.J. Reader),1.990,1.450
3,0:55,2,10,KAN 46,23,13,Alex Smith pass complete short left to Kareem Hunt for -6 yards (tackle by Jadeveon Clowney and Dylan Cole),1.450,-0.030
3,0:12,3,16,KAN 40,23,13,Alex Smith pass complete deep right to Tyreek Hill for 38 yards,-0.030,4.110
,,,,,,,"HOU challenged the pass completion ruling, and the play was upheld.",,
Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 22,23,13,Alex Smith pass incomplete deep left intended for Tyreek Hill,4.110,3.560
4,14:55,2,10,HOU 22,23,13,Alex Smith pass complete short right to Kareem Hunt for 5 yards (tackle by Johnathan Joseph),3.560,0.000
4,14:10,,,,,,Timeout #1 by Kansas City Chiefs,0.000,-3.560
4,14:10,3,5,HOU 17,23,13,Alex Smith pass incomplete deep left intended for Albert Wilson,3.560,2.360
4,14:05,4,5,HOU 17,26,13,Harrison Butker 35 yard field goal good,2.360,3.000
4,14:01,,,KAN 35,26,13,"Harrison Butker kicks off 65 yards, touchback. Penalty on Ukeme Eligwe: Offside on Free Kick, 5 yards",0.000,-0.940
4,14:01,1,10,HOU 30,26,13,Lamar Miller left guard for 2 yards (tackle by Bennie Logan),0.940,0.660
4,13:23,2,8,HOU 32,26,13,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins (defended by Terrance Mitchell),0.660,-0.030
4,13:17,3,8,HOU 32,26,13,Deshaun Watson middle for 16 yards (tackle by Phillip Gaines),-0.030,2.130
4,12:42,1,10,HOU 48,26,13,Lamar Miller left guard for 4 yards (tackle by Bennie Logan),2.130,2.120
4,12:09,2,6,KAN 48,26,19,"Deshaun Watson pass complete deep right to Will Fuller for 48 yards, touchdown",2.120,7.000
4,12:00,,,KAN 15,26,20,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,12:00,,,HOU 35,26,20,"Ka'imi Fairbairn kicks off 69 yards, returned by Akeem Hunt for 34 yards (tackle by Eddie Pleasant)",0.000,-0.940
4,11:53,1,10,KAN 30,26,20,Alex Smith pass complete short left to Ross Travis for 18 yards (tackle by Johnathan Joseph). Penalty on Johnathan Joseph: Defensive Holding (Declined),0.940,2.130
4,11:31,1,10,KAN 48,26,20,Kareem Hunt right end for 2 yards (tackle by Johnathan Joseph),2.130,1.850
4,10:57,2,8,,26,20,Alex Smith pass complete short left to Chris Conley for 15 yards (tackle by Johnthan Banks),1.850,3.250
4,10:25,1,10,HOU 35,26,20,Kareem Hunt middle for 23 yards (tackle by Marcus Gilchrist and Andre Hal),3.250,4.780
4,9:42,1,10,HOU 12,26,20,Kareem Hunt right tackle for 2 yards (tackle by Christian Covington and Zach Cunningham),4.780,4.450
4,9:02,2,8,HOU 10,32,20,"Alex Smith pass complete short middle to De'Anthony Thomas for 10 yards, touchdown",4.450,7.000
4,8:57,,,HOU 2,32,20,"Two Point Attempt: Alex Smith pass incomplete intended for Demetrius Harris, conversion fails",0.000,-1.000
4,8:57,,,KAN 35,32,20,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
4,8:57,1,10,HOU 25,32,20,Deshaun Watson pass complete short right to Ryan Griffin for 9 yards (tackle by Ron Parker),0.610,1.280
4,8:30,2,1,HOU 34,32,20,Lamar Miller middle for -3 yards (tackle by Bennie Logan),1.280,0.170
4,7:54,3,4,HOU 31,32,20,Deshaun Watson sacked by Justin Houston for -1 yards. Penalty on Breno Giacomini: Offensive Holding (Declined),0.170,-1.370
4,7:41,4,5,HOU 30,38,20,"Shane Lechler punts 52 yards, returned by Tyreek Hill for 82 yards, touchdown",-1.370,-7.000
4,,,,HOU 15,39,20,Harrison Butker kicks extra point good,,
4,7:22,,,KAN 35,39,20,"Harrison Butker kicks off 71 yards, returned by Chris Thompson for 26 yards (tackle by De'Anthony Thomas)",0.000,-0.280
4,7:15,1,10,HOU 20,39,20,Deshaun Watson pass complete short right to Lamar Miller for 12 yards (tackle by Ron Parker),0.280,1.070
4,6:49,1,10,HOU 32,39,20,Deshaun Watson pass incomplete deep right intended for Ryan Griffin,1.070,0.530
4,6:43,2,10,HOU 32,39,20,"Deshaun Watson for 10 yards (tackle by Terrance Mitchell). Penalty on Nick Martin: Offensive Holding, 10 yards (no play)",0.530,-0.820
4,6:22,2,20,HOU 22,39,20,Deshaun Watson middle for 2 yards (tackle by Kevin Pierre-Louis),-0.820,-1.220
4,5:41,3,18,HOU 24,39,20,Deshaun Watson pass incomplete deep right intended for DeAndre Hopkins,-1.220,-1.770
4,5:31,4,18,HOU 24,39,20,"Shane Lechler punts 54 yards, returned by De'Anthony Thomas for -4 yards (tackle by Brennan Scarlett). Penalty on Eric Murray: Illegal Use of Hands, 9 yards",-1.770,0.720
4,5:19,1,19,KAN 9,39,20,"Kareem Hunt right tackle for 1 yard (tackle by Benardrick McKinney). Penalty on Jordan Devey: Offensive Holding, 4 yards (no play)",-0.720,-0.530
4,4:53,1,14,KAN 5,39,20,Kareem Hunt left guard for 23 yards (tackle by Benardrick McKinney),-0.530,0.810
4,4:44,1,10,KAN 28,39,20,Kareem Hunt right end for 4 yards (tackle by Joel Heath and Zach Cunningham),0.810,0.000
4,4:34,,,,,,Timeout #2 by Houston Texans,0.000,-0.800
4,4:34,2,6,KAN 32,39,20,Kareem Hunt right end for no gain (tackle by D.J. Reader and Brennan Scarlett),0.800,0.000
4,4:29,,,,,,Timeout #3 by Houston Texans,0.000,-0.100
4,4:29,3,6,KAN 32,39,20,Charcandrick West left end for 1 yard (tackle by Joel Heath),0.100,-1.180
4,3:41,4,5,KAN 33,39,20,Dustin Colquitt punts 53 yards (tackle by Dustin Colquitt),-1.180,-3.120
4,3:21,1,10,KAN 37,39,20,Deshaun Watson pass incomplete deep right intended for DeAndre Hopkins,3.120,2.570
4,3:13,2,10,KAN 37,39,20,Deshaun Watson pass complete short left to Lamar Miller for 3 yards (tackle by Daniel Sorensen),2.570,2.280
4,3:05,3,7,KAN 34,39,26,"Deshaun Watson pass complete deep middle to DeAndre Hopkins for 34 yards, touchdown",2.280,7.000
4,2:57,,,KAN 2,39,26,"Two Point Attempt: Deshaun Watson pass incomplete intended for Bruce Ellington, conversion fails",0.000,-1.000
4,2:57,,,HOU 35,39,26,"Ka'imi Fairbairn kicks onside 8 yards, recovered by Chris Conley and returned for 8 yards",0.000,-3.250
4,2:55,1,10,HOU 35,39,26,Kareem Hunt left guard for 5 yards (tackle by Andre Hal),3.250,3.380
4,2:11,2,5,HOU 30,39,26,Kareem Hunt left end for -2 yards (tackle by Ufomba Kamalu),3.380,2.410
4,2:00,3,7,HOU 32,39,26,Kareem Hunt left end for 2 yards (tackle by Brandon Dunn),2.410,0.000
4,1:13,,,,,,Timeout #2 by Kansas City Chiefs,0.000,-1.450
4,1:13,4,5,HOU 30,42,26,Harrison Butker 49 yard field goal good,1.450,3.000
4,1:08,,,KAN 35,42,26,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
4,1:08,1,10,HOU 25,42,26,Deshaun Watson pass incomplete deep middle intended for DeAndre Hopkins,0.610,0.060
4,1:02,2,10,HOU 25,42,26,Deshaun Watson pass complete short left to DeAndre Hopkins for 11 yards (tackle by Terrance Mitchell),0.060,1.330
4,0:57,1,10,HOU 36,42,26,Deshaun Watson pass complete deep right to Stephen Anderson for 21 yards (tackle by Marcus Peters),1.330,2.720
4,0:57,1,10,KAN 43,42,26,Deshaun Watson spiked the ball,2.720,2.180
4,0:32,2,10,KAN 43,42,26,Deshaun Watson pass complete deep right to Stephen Anderson for 42 yards (tackle by Daniel Sorensen),2.180,6.970
4,0:06,1,1,KAN 1,42,26,Deshaun Watson spiked the ball,6.970,5.910
4,0:05,2,1,KAN 1,42,32,"Deshaun Watson pass complete short left to DeAndre Hopkins for 1 yard, touchdown",5.910,7.000
4,0:00,,,KAN 2,42,34,"Two Point Attempt: Deshaun Watson middle, conversion succeeds",0.000,1.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
