Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,BAL 30,0,0,"Matt Stover kicks off 67 yards, returned by Josh Cribbs for 32 yards (tackle by Gary Stills)",0.000,1.270
1,14:53,1,10,CLE 35,0,0,Jamal Lewis right tackle for 5 yards (tackle by Ray Lewis),1.270,1.400
1,14:18,2,5,CLE 40,0,0,Jamal Lewis up the middle for -2 yards (tackle by Terrell Suggs and Haloti Ngata),1.400,0.430
1,13:37,3,7,CLE 38,0,0,Derek Anderson pass complete short left to Joe Jurevicius for 10 yards (tackle by Derrick Martin),0.430,2.130
1,13:16,,,,0,0,Timeout #1 by Cleveland Browns,0.000,2.130
1,13:16,1,10,CLE 48,0,0,Derek Anderson pass incomplete short left intended for Jamal Lewis,2.130,1.580
1,13:13,2,10,CLE 48,0,0,"Derek Anderson pass complete to Braylon Edwards for 6 yards (tackle by Terrell Suggs). Braylon Edwards fumbles (forced by Terrell Suggs), recovered by Ray Lewis at BAL-45 (tackle by Joe Thomas). Penalty on Haloti Ngata: Personal Foul, 15 yards",1.580,-0.940
1,13:05,1,10,BAL 30,0,0,Willis McGahee right guard for 2 yards,0.940,0.660
1,12:40,2,8,BAL 32,0,0,Willis McGahee up the middle for 3 yards (tackle by Orpheus Roye and Sean Jones),0.660,0.370
1,12:04,3,5,BAL 35,0,0,Kyle Boller pass incomplete short left intended for Mark Clayton,0.370,-1.040
1,11:57,4,5,BAL 35,0,0,"Sam Koch punts 52 yards, returned by Josh Cribbs for 13 yards (tackle by Derrick Martin)",-1.040,-0.670
1,11:46,1,10,CLE 26,0,0,Derek Anderson sacked by Ed Reed for -6 yards,0.670,-0.680
1,11:19,2,16,CLE 20,0,0,Derek Anderson pass complete short left to Jamal Lewis for 6 yards (tackle by Ray Lewis),-0.680,-0.560
1,10:34,3,10,CLE 26,0,0,Derek Anderson pass incomplete short right intended for Kellen Winslow Jr. (defended by Bart Scott),-0.560,-1.630
1,10:34,4,10,CLE 26,0,0,"Dave Zastudil punts 45 yards, returned by Cory Ross for no gain. Cory Ross fumbles, recovered by Mike Adams at BAL-28",-1.630,3.710
1,10:16,1,10,BAL 28,0,0,Jamal Lewis left end for 7 yards (tackle by Bart Scott and Kelly Gregg),3.710,4.110
1,9:34,2,3,BAL 21,0,0,Jamal Lewis left guard for 2 yards (tackle by Ray Lewis),4.110,3.720
1,8:54,3,1,BAL 19,0,0,Lawrence Vickers up the middle for no gain (tackle by Terrell Suggs and Dawan Landry),3.720,2.340
1,8:31,4,1,BAL 19,0,0,Phil Dawson 35 yard field goal no good,2.340,-0.610
1,8:27,1,10,BAL 25,0,0,Willis McGahee left guard for 1 yard (tackle by Leon Williams),0.610,0.200
1,7:54,2,9,BAL 26,0,0,Kyle Boller pass incomplete deep middle intended for Mark Clayton is intercepted by Sean Jones at CLE-20,0.200,-0.280
1,7:45,1,10,CLE 20,0,0,Derek Anderson pass incomplete short right intended for Jamal Lewis,0.280,-0.270
1,7:42,2,10,CLE 20,0,0,"Derek Anderson pass complete short right to Jamal Lewis for 25 yards (tackle by Gary Stills). Penalty on Jamal Lewis: Unsportsmanlike Conduct, 15 yards",-0.270,0.940
1,7:19,1,10,CLE 30,0,0,Jamal Lewis up the middle for 2 yards (tackle by Kelly Gregg and Ray Lewis),0.940,0.660
1,6:35,2,8,CLE 32,0,0,Jamal Lewis right guard for 3 yards (tackle by Bart Scott and Terrell Suggs),0.660,0.370
1,5:53,3,5,CLE 35,0,0,Derek Anderson pass incomplete short middle intended for Tim Carter (defended by Dawan Landry),0.370,-1.040
1,5:47,4,5,CLE 35,0,0,"Dave Zastudil punts 43 yards, returned by Cory Ross for 7 yards (tackle by Nick Sorensen)",-1.040,-0.870
1,5:36,1,10,BAL 29,0,0,Kyle Boller pass incomplete short left intended for Derrick Mason,0.870,0.330
1,5:32,2,10,BAL 29,0,0,Willis McGahee right tackle for 2 yards (tackle by Simon Fraser),0.330,-0.100
1,4:56,3,8,BAL 31,0,0,"Kyle Boller sacked for -9 yards. Kyle Boller fumbles, recovered by Willie McGinest at BAL-23 (tackle by Jonathan Ogden)",-0.100,-4.040
1,4:47,1,10,BAL 23,0,0,Jamal Lewis left guard for 9 yards (tackle by Corey Ivy and Dawan Landry),4.040,4.950
1,4:08,2,1,BAL 14,0,0,Lawrence Vickers up the middle for 2 yards (tackle by Justin Bannan and Terrell Suggs),4.950,4.780
1,3:28,,,,0,0,Timeout #2 by Cleveland Browns,0.000,4.780
1,3:28,1,10,BAL 12,0,0,Jamal Lewis right guard for 2 yards (tackle by Justin Bannan),4.780,4.450
1,2:47,2,8,BAL 10,0,0,Derek Anderson pass incomplete short left intended for Braylon Edwards (defended by Chris McAlister),4.450,3.480
1,2:42,3,8,BAL 10,0,0,Derek Anderson pass incomplete short middle intended for Jason Wright,3.480,2.760
1,2:38,4,8,BAL 10,3,0,Phil Dawson 28 yard field goal good,2.760,3.000
1,,,,CLE 30,3,0,"Phil Dawson kicks off 66 yards, returned by Yamon Figurs for 30 yards (tackle by Kris Griffin)",0.000,1.200
1,2:29,1,10,BAL 34,3,0,Willis McGahee right tackle for 4 yards (tackle by Andra Davis),1.200,1.200
1,1:54,2,6,BAL 38,3,0,Willis McGahee up the middle for 1 yard (tackle by Ethan Kelley and Orpheus Roye),1.200,0.630
1,1:13,3,5,BAL 39,3,0,Kyle Boller sacked by Willie McGinest and Brodney Pool for 0 yards,0.630,-0.780
1,0:26,4,5,BAL 39,3,0,"Sam Koch punts 53 yards, returned by Josh Cribbs for 12 yards (tackle by Matt Katula)",-0.780,-0.280
1,0:19,1,10,CLE 20,3,0,Derek Anderson pass complete short middle to Joe Jurevicius for 50 yards,0.280,3.580
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 30,3,0,Jamal Lewis right end for 6 yards (tackle by Dawan Landry and Ray Lewis),3.580,3.840
2,14:22,2,4,BAL 24,3,0,Jamal Lewis right tackle for 3 yards (tackle by Terrell Suggs and Kelly Gregg),3.840,3.530
2,13:40,3,1,BAL 21,3,0,Lawrence Vickers up the middle for 2 yards (tackle by Ray Lewis),3.530,4.310
2,12:57,1,10,BAL 19,3,0,Derek Anderson pass complete short left to Kellen Winslow Jr. for 18 yards (tackle by Dawan Landry),4.310,6.970
2,12:27,1,1,BAL 1,9,0,"Jamal Lewis right tackle for 1 yard, touchdown",6.970,7.000
2,,,,BAL 2,10,0,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,10,0,"Phil Dawson kicks off 70 yards, returned by Yamon Figurs for 25 yards (tackle by Josh Cribbs)",0.000,0.610
2,12:17,1,10,BAL 25,10,0,Kyle Boller sacked by Orpheus Roye and Leon Williams for -2 yards,0.610,-0.210
2,11:49,2,12,BAL 23,10,0,Willis McGahee up the middle for 4 yards (tackle by Orpheus Roye),-0.210,-0.360
2,11:12,3,8,BAL 27,10,0,Kyle Boller pass complete short right to Musa Smith for no gain,-0.360,-1.570
2,10:32,4,8,BAL 27,10,0,"Sam Koch punts 57 yards, returned by Josh Cribbs for 10 yards (tackle by Dawan Landry)",-1.570,-0.670
2,10:16,1,10,CLE 26,10,0,Josh Cribbs left end for 3 yards (tackle by Corey Ivy),0.670,0.540
2,9:38,2,7,CLE 29,10,0,Derek Anderson pass complete short left to Jamal Lewis for -4 yards (tackle by Trevor Pryce),0.540,-0.690
2,8:55,3,11,CLE 25,10,6,"Derek Anderson pass incomplete short middle intended for Joe Jurevicius is intercepted by Ray Lewis at CLE-35 and returned for 35 yards, touchdown",-0.690,-7.000
2,,,,CLE 2,10,7,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,10,7,"Matt Stover kicks off 58 yards, returned by Josh Cribbs for 24 yards (tackle by Jamaine Winborne)",0.000,1.330
,,,,,,,"CLE challenged the runner was down by contact ruling, and the original play was overturned.",,
2,8:40,1,10,CLE 36,10,7,Derek Anderson pass complete short middle to Braylon Edwards for 4 yards (tackle by Terrell Suggs),1.330,1.330
2,8:40,2,6,CLE 40,10,7,"Penalty on Ryan Tucker: False Start, 5 yards (no play)",1.330,0.660
2,7:34,2,11,CLE 35,10,7,Derek Anderson pass complete short right to Braylon Edwards for 10 yards (tackle by Derrick Martin),0.660,1.290
2,7:15,3,1,CLE 45,10,7,Derek Anderson up the middle for 2 yards (tackle by Trevor Pryce),1.290,2.060
2,6:21,1,10,CLE 47,10,7,"Penalty on Kevin Shaffer: False Start, 5 yards (no play)",2.060,1.730
2,5:30,1,15,CLE 42,10,7,"Jamal Lewis up the middle for 21 yards (tackle by Bart Scott). Penalty on Kellen Winslow Jr.: Personal Foul (Offsetting), Penalty on Trevor Pryce: Personal Foul (Offsetting)",1.730,3.120
2,5:18,1,10,BAL 37,10,7,Jason Wright up the middle for 7 yards,3.120,3.520
2,4:40,2,3,BAL 30,10,7,Jason Wright up the middle for 5 yards (tackle by Ray Lewis and Bart Scott),3.520,3.910
2,3:54,1,10,BAL 25,10,7,Jason Wright left guard for 1 yard (tackle by Bart Scott and Trevor Pryce),3.910,3.500
2,3:12,2,9,BAL 24,10,7,Derek Anderson pass incomplete deep left intended for Braylon Edwards,3.500,2.810
2,3:06,3,9,BAL 24,10,7,Derek Anderson pass complete short left to Tim Carter for 10 yards (tackle by Derrick Martin),2.810,4.650
,,,,,,,"BAL challenged the pass completion ruling, and the play was upheld.",,
2,2:39,1,10,BAL 14,10,7,"Derek Anderson pass incomplete short left intended for Kellen Winslow Jr.. Penalty on Jamal Lewis: Offensive Holding, 10 yards (no play)",4.650,3.970
2,2:33,1,20,BAL 24,10,7,"Derek Anderson pass complete short middle to Braylon Edwards for 4 yards (tackle by Haloti Ngata). Penalty on Kevin Shaffer: Offensive Holding, 10 yards (no play)",3.970,3.310
2,2:06,1,30,BAL 34,10,7,Derek Anderson pass complete short right to Braylon Edwards for 5 yards (tackle by Ray Lewis),3.310,2.070
2,2:00,2,25,BAL 29,10,7,"Penalty on Joe Thomas: False Start, 5 yards (no play)",2.070,1.390
2,2:00,2,30,BAL 34,10,7,"Penalty on Joe Thomas: False Start, 5 yards (no play)",1.390,0.710
2,2:00,2,35,BAL 39,10,7,Derek Anderson pass complete short right to Kellen Winslow Jr. for 5 yards (tackle by Ray Lewis),0.710,0.760
2,1:52,,,,10,7,Timeout #2 by Baltimore Ravens,0.000,0.760
2,1:52,3,30,BAL 34,10,7,Derek Anderson pass complete short left to Kellen Winslow Jr. for 12 yards (tackle by Ray Lewis),0.760,1.990
2,1:45,,,,10,7,Timeout #3 by Baltimore Ravens,0.000,1.990
2,1:45,4,18,BAL 22,13,7,Phil Dawson 39 yard field goal good,1.990,3.000
2,,,,CLE 30,13,7,"Phil Dawson kicks off 63 yards, returned by Yamon Figurs for 28 yards (tackle by Josh Cribbs)",0.000,1.270
2,1:35,1,10,BAL 35,13,7,Musa Smith left tackle for 7 yards (tackle by Sean Jones and Andra Davis),1.270,1.670
2,1:14,2,3,BAL 42,13,7,Kyle Boller pass complete short right to Quinn Sypniewski for 11 yards (tackle by Leon Williams),1.670,2.460
2,1:08,1,10,CLE 47,13,7,Kyle Boller pass complete short right to Mark Clayton for 3 yards (tackle by Daven Holly),2.460,2.320
2,1:05,2,7,CLE 44,13,7,Kyle Boller pass complete short right to Quinn Sypniewski for 7 yards (tackle by Sean Jones),2.320,3.120
2,1:01,1,10,CLE 37,13,7,Kyle Boller pass complete short right to Musa Smith for 3 yards (tackle by Daven Holly),3.120,2.980
2,0:39,2,7,CLE 34,13,7,Kyle Boller pass incomplete short left intended for Devard Darling,2.980,2.280
2,0:33,3,7,CLE 34,13,7,Kyle Boller pass incomplete short middle intended for Derrick Mason,2.280,1.060
2,0:29,,,,13,7,Timeout #3 by Cleveland Browns,0.000,1.060
2,0:29,4,7,CLE 34,13,7,Kyle Boller pass incomplete deep right intended for Devard Darling,1.060,-1.200
2,0:24,1,10,CLE 34,13,7,Derek Anderson kneels for -1 yards,1.200,0.520
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,13,7,"Phil Dawson kicks off 63 yards, returned by Yamon Figurs for 18 yards (tackle by Nick Sorensen)",0.000,0.610
3,14:54,1,10,BAL 25,13,7,Willis McGahee left guard for no gain (tackle by Andra Davis and Leon Williams),0.610,0.060
3,14:19,2,10,BAL 25,13,7,Kyle Boller pass complete deep middle to Derrick Mason for 16 yards (tackle by Daven Holly),0.060,1.660
3,13:42,1,10,BAL 41,13,7,Willis McGahee up the middle for 4 yards (tackle by Orpheus Roye),1.660,1.660
3,13:04,2,6,BAL 45,13,7,Willis McGahee up the middle for 1 yard (tackle by Orpheus Roye and Ethan Kelley),1.660,1.090
3,12:25,3,5,BAL 46,13,7,Kyle Boller pass complete short right to Derrick Mason for 7 yards (tackle by Daven Holly),1.090,2.460
3,11:58,1,10,CLE 47,13,7,Kyle Boller pass complete deep right to Derrick Mason for 21 yards (tackle by Brodney Pool),2.460,3.840
3,11:25,1,10,CLE 26,13,7,Willis McGahee up the middle for 24 yards (tackle by Brodney Pool),3.840,6.740
3,10:46,1,2,CLE 2,13,13,"Willis McGahee left guard for 2 yards, touchdown",6.740,7.000
3,,,,CLE 2,13,14,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,13,14,"Matt Stover kicks off 60 yards, returned by Josh Cribbs for 35 yards (tackle by Derrick Martin)",0.000,1.930
3,10:35,1,10,CLE 45,13,14,Derek Anderson pass complete deep middle to Braylon Edwards for 22 yards (tackle by Chris McAlister),1.930,3.380
3,9:57,1,10,BAL 33,13,14,Jamal Lewis left end for 3 yards (tackle by Corey Ivy),3.380,3.240
3,9:19,2,7,BAL 30,13,14,Jamal Lewis left guard for -1 yards (tackle by Trevor Pryce and Bart Scott),3.240,2.410
3,8:35,3,8,BAL 31,13,14,"Penalty on Tim Carter: False Start, 5 yards (no play)",2.410,1.750
3,8:13,3,13,BAL 36,13,14,Derek Anderson pass incomplete deep left intended for Braylon Edwards,1.750,0.880
3,8:08,4,13,BAL 36,13,14,"Dave Zastudil punts 32 yards, fair catch by Ed Reed",0.880,0.380
3,8:00,1,10,BAL 4,13,14,Kyle Boller pass incomplete short left intended for Derrick Mason,-0.380,-0.780
3,7:56,2,10,BAL 4,13,14,Willis McGahee up the middle for 1 yard (tackle by Robaire Smith and Orpheus Roye),-0.780,-1.300
3,7:16,3,9,BAL 5,13,14,Kyle Boller pass incomplete short left intended for Quinn Sypniewski,-1.300,-2.490
3,7:11,4,9,BAL 5,13,14,"Sam Koch punts 32 yards, returned by Josh Cribbs for 26 yards (tackle by Dawan Landry)",-2.490,-4.840
3,7:00,1,10,BAL 11,13,14,Derek Anderson pass incomplete short left intended for Braylon Edwards (defended by Chris McAlister),4.840,4.140
3,6:55,2,10,BAL 11,13,14,Jamal Lewis up the middle for 10 yards (tackle by Dawan Landry and Corey Ivy),4.140,6.970
3,6:09,1,1,BAL 1,13,14,Derek Anderson pass incomplete short middle intended for Steve Heiden (defended by Bart Scott). Penalty on Bart Scott: Defensive Pass Interference (no play),6.970,6.970
3,6:03,1,1,BAL 1,19,14,"Derek Anderson up the middle for 1 yard, touchdown",6.970,7.000
3,,,,BAL 2,20,14,Phil Dawson kicks extra point good,0.000,0.000
3,,,,CLE 30,20,14,"Phil Dawson kicks off 53 yards, returned by Yamon Figurs for 19 yards (tackle by Kris Griffin)",0.000,1.330
3,5:56,1,10,BAL 36,20,14,Kyle Boller pass incomplete deep left intended for Mark Clayton,1.330,0.790
3,5:49,2,10,BAL 36,20,14,Kyle Boller pass complete deep right to Devard Darling for 26 yards (tackle by Leigh Bodden),0.790,3.050
3,5:10,1,10,CLE 38,20,14,Willis McGahee up the middle for 18 yards (tackle by Sean Jones),3.050,4.240
3,4:37,1,10,CLE 20,20,14,Willis McGahee left guard for 2 yards (tackle by Willie McGinest),4.240,3.960
3,4:00,2,8,CLE 18,26,14,"Kyle Boller pass incomplete deep left intended for Derrick Mason is intercepted by Brodney Pool at CLE-0 and returned for 100 yards, touchdown",3.960,-7.000
3,,,,BAL 2,27,14,Phil Dawson kicks extra point good,0.000,0.000
3,,,,CLE 30,27,14,"Phil Dawson kicks off 66 yards, returned by Cory Ross for 18 yards (tackle by Nick Sorensen)",0.000,0.410
3,3:37,1,10,BAL 22,27,14,Willis McGahee up the middle for 3 yards (tackle by Simon Fraser),0.410,0.270
3,3:02,2,7,BAL 25,27,14,Kyle Boller pass complete short middle to Quinn Sypniewski for 13 yards (tackle by Daven Holly),0.270,1.470
3,2:26,1,10,BAL 38,27,14,Kyle Boller pass incomplete deep right intended for Derrick Mason,1.470,0.920
3,2:21,2,10,BAL 38,27,14,Kyle Boller pass complete short right to Devard Darling for 12 yards (tackle by Daven Holly),0.920,2.260
3,1:56,1,10,CLE 50,27,14,Willis McGahee up the middle for 3 yards (tackle by Ethan Kelley and Sean Jones),2.260,2.120
3,1:18,2,7,CLE 47,27,14,"Kyle Boller pass incomplete short right intended for Musa Smith. Penalty on Sean Jones: Roughing the Passer, 15 yards (no play)",2.120,3.450
3,1:14,1,10,CLE 32,27,14,Kyle Boller pass incomplete deep left intended for Quinn Sypniewski (defended by Sean Jones),3.450,2.900
3,1:09,2,10,CLE 32,27,14,Willis McGahee right end for 11 yards (tackle by Simon Fraser and Leon Williams),2.900,4.170
3,0:28,1,10,CLE 21,27,14,Kyle Boller sacked by Robaire Smith for -14 yards,4.170,1.740
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,24,CLE 35,27,14,Kyle Boller up the middle for 15 yards (tackle by Simon Fraser),1.740,3.070
4,14:15,3,9,CLE 20,27,14,"Kyle Boller sacked by Mike Adams for -7 yards. Penalty on CLE: Face Mask (15 Yards), 14 yards",3.070,4.710
4,13:59,1,10,CLE 13,27,14,Le'Ron McClain up the middle for no gain (tackle by Ethan Kelley),4.710,4.050
4,13:21,2,10,CLE 13,27,14,Kyle Boller pass complete short left to Quinn Sypniewski for 5 yards (tackle by Antwan Peek),4.050,4.100
4,12:45,3,5,CLE 8,27,14,Kyle Boller sacked by Robaire Smith for -8 yards,4.100,2.380
4,12:45,4,13,CLE 16,27,17,Matt Stover 34 yard field goal good,2.380,3.000
4,,,,BAL 30,27,17,"Matt Stover kicks off 63 yards, returned by Josh Cribbs for 50 yards (tackle by Jamaine Winborne)",0.000,2.720
4,12:03,1,10,BAL 43,27,17,Derek Anderson pass incomplete short left intended for Braylon Edwards,2.720,2.180
4,12:00,2,10,BAL 43,27,17,Jamal Lewis up the middle for 12 yards (tackle by Ray Lewis and Ed Reed),2.180,3.510
4,11:22,1,10,BAL 31,27,17,Jamal Lewis left guard for 1 yard (tackle by Justin Bannan and Ray Lewis),3.510,3.100
4,10:43,2,9,BAL 30,27,17,Jamal Lewis up the middle for -1 yards (tackle by Antwan Barnes),3.100,2.280
4,9:58,3,10,BAL 31,27,17,Derek Anderson pass incomplete short left intended for Braylon Edwards (defended by Ronnie Prude),2.280,1.320
4,9:53,4,10,BAL 31,27,17,Dave Zastudil for -3 yards (tackle by Jarret Johnson),1.320,-1.200
4,9:48,1,10,BAL 34,27,17,Willis McGahee up the middle for 8 yards (tackle by Sean Jones),1.200,1.740
4,9:48,2,2,BAL 42,27,17,Kyle Boller pass complete short right to Mark Clayton for 6 yards (tackle by Daven Holly),1.740,2.130
4,9:22,1,10,BAL 48,27,17,Kyle Boller pass complete short left to Derrick Mason for 15 yards (tackle by Leigh Bodden),2.130,3.120
4,9:00,1,10,CLE 37,27,17,Willis McGahee up the middle for 5 yards (tackle by Robaire Smith),3.120,3.250
4,8:29,2,5,CLE 32,27,17,Kyle Boller pass complete short right to Quinn Sypniewski for 9 yards,3.250,4.040
4,7:55,1,10,CLE 23,27,17,Kyle Boller pass incomplete deep left intended for Mark Clayton,4.040,3.500
4,7:33,2,10,CLE 23,27,17,Kyle Boller pass incomplete short middle intended for Musa Smith,3.500,2.810
4,7:28,3,10,CLE 23,27,17,Kyle Boller pass incomplete deep left intended for Devard Darling,2.810,1.930
4,7:24,4,10,CLE 23,27,20,Matt Stover 41 yard field goal good,1.930,3.000
4,,,,BAL 30,27,20,"Matt Stover kicks off 70 yards, touchback",0.000,0.280
4,7:20,1,10,CLE 20,27,20,Derek Anderson pass complete deep right to Joe Jurevicius for 16 yards (tackle by Corey Ivy),0.280,1.330
4,6:42,1,10,CLE 36,27,20,Jamal Lewis up the middle for 1 yard (tackle by Terrell Suggs and Bart Scott),1.330,0.930
4,6:01,2,9,CLE 37,27,20,Derek Anderson pass incomplete short middle intended for Kellen Winslow Jr.,0.930,0.230
4,5:56,3,9,CLE 37,27,20,Derek Anderson pass complete short middle to Jason Wright for 1 yard (tackle by Ray Lewis),0.230,-0.850
4,5:22,4,8,CLE 38,27,20,"Dave Zastudil punts 45 yards, fair catch by Ed Reed",-0.850,0.060
4,5:12,1,10,BAL 17,27,20,Kyle Boller pass complete deep right to Devard Darling for 42 yards (tackle by Daven Holly),-0.060,2.850
4,4:42,,,,27,20,Timeout #1 by Baltimore Ravens,0.000,2.850
4,4:42,1,10,CLE 41,27,20,Kyle Boller pass complete short middle to Willis McGahee for 11 yards (tackle by Orpheus Roye),2.850,3.580
4,4:12,1,10,CLE 30,27,20,Willis McGahee left tackle for 3 yards (tackle by Sean Jones),3.580,3.440
4,3:38,2,7,CLE 27,27,26,"Kyle Boller pass complete deep left to Devard Darling for 27 yards, touchdown",3.440,7.000
4,,,,CLE 2,27,27,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,27,27,"Matt Stover kicks off 72 yards, returned by Josh Cribbs for 24 yards (tackle by Antwan Barnes)",0.000,0.410
4,3:26,1,10,CLE 22,27,27,Derek Anderson pass complete short left to Braylon Edwards for 16 yards (tackle by Chris McAlister),0.410,1.470
4,2:46,1,10,CLE 38,27,27,Derek Anderson pass complete short middle to Braylon Edwards for 4 yards (tackle by Ray Lewis),1.470,1.460
4,2:15,2,6,CLE 42,27,27,"Derek Anderson pass incomplete intended for Braylon Edwards (defended by Kelly Gregg). Penalty on Derek Anderson: Intentional Grounding, 10 yards",1.460,-0.560
4,2:08,3,16,CLE 32,27,27,Derek Anderson sacked by Terrell Suggs for -5 yards,-0.560,-1.570
4,2:00,4,21,CLE 27,27,27,"Dave Zastudil punts 51 yards, returned by Ed Reed for no gain",-1.570,-0.410
4,1:49,1,10,BAL 22,27,27,Kyle Boller pass complete short middle to Willis McGahee for 13 yards (tackle by Andra Davis),0.410,1.270
4,1:25,1,10,BAL 35,27,27,Kyle Boller pass complete short right to Quinn Sypniewski for 8 yards (tackle by Leon Williams),1.270,1.800
