Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
1,7:47,2,7,CIN 17,0,0,"Ryan Fitzpatrick pass incomplete deep right intended for Jalin Marshall. Penalty on Dre Kirkpatrick: Defensive Pass Interference, 14 yards (no play)",4.120,6.510
1,7:43,1,3,CIN 3,0,6,"Ryan Fitzpatrick pass complete short left to Quincy Enunwa for 3 yards, touchdown",6.510,7.000
1,7:43,,,CIN 3,0,7,Nick Folk kicks extra point good,0.000,0.000
1,7:43,,,NYJ 35,0,7,"Nick Folk kicks off 59 yards, returned by Alex Erickson for 15 yards (tackle by Josh Martin)",0.000,-0.340
1,7:35,1,10,CIN 21,0,7,Andy Dalton pass complete short left to A.J. Green for 15 yards (tackle by Erin Henderson),0.340,1.330
1,6:59,1,10,CIN 36,0,7,Andy Dalton sacked by Steve McLendon for -5 yards,1.330,0.120
1,6:16,2,15,CIN 31,0,7,Andy Dalton pass incomplete short left intended for C.J. Uzomah. Penalty on Andrew Whitworth: Offensive Holding (Declined),0.120,-0.560
1,6:12,3,15,CIN 31,0,7,Andy Dalton pass incomplete deep right intended for Tyler Boyd is intercepted by Marcus Williams at CIN-49 and returned for 14 yards,-0.560,-3.250
1,6:02,1,10,CIN 35,0,7,Ryan Fitzpatrick pass complete short left to Matt Forte for 24 yards (tackle by Josh Shaw),3.250,4.840
1,5:21,1,10,CIN 11,0,7,Matt Forte right guard for 2 yards (tackle by Carlos Dunlap),4.840,4.510
1,4:43,2,8,CIN 9,0,7,Ryan Fitzpatrick pass incomplete,4.510,3.530
1,4:39,3,8,CIN 9,0,7,"Ryan Fitzpatrick pass incomplete short left intended for Brandon Marshall. Penalty on Michael Johnson: Roughing the Passer, 5 yards (no play)",3.530,6.280
1,4:36,1,4,CIN 4,0,7,Ryan Fitzpatrick pass incomplete short right intended for Brandon Marshall (defended by Dre Kirkpatrick),6.280,5.340
1,4:32,2,4,CIN 4,0,7,Ryan Fitzpatrick pass incomplete short middle intended for Brandon Marshall,5.340,4.490
1,4:28,3,4,CIN 4,0,7,Ryan Fitzpatrick pass complete short right to Bilal Powell for no gain,4.490,3.030
1,3:45,4,4,CIN 4,0,7,"Nick Folk 22 yard field goal no good, blocked by Margus Hunt",3.030,-0.280
1,3:42,1,10,CIN 20,0,7,Jeremy Hill right tackle for 6 yards (tackle by David Harris),0.280,0.540
1,3:06,2,4,CIN 26,0,7,Andy Dalton pass complete deep right to C.J. Uzomah for 54 yards (tackle by Marcus Williams and Darron Lee),0.540,4.240
1,2:23,1,10,NYJ 20,0,7,Andy Dalton pass incomplete short right intended for C.J. Uzomah,4.240,3.690
1,2:18,2,10,NYJ 20,0,7,Jeremy Hill middle for 5 yards (tackle by Muhammad Wilkerson),3.690,3.700
1,1:36,3,5,NYJ 15,0,7,Andy Dalton pass incomplete short left intended for C.J. Uzomah,3.700,2.490
1,1:32,4,5,NYJ 15,3,7,Mike Nugent 33 yard field goal good,2.490,3.000
1,1:32,,,CIN 35,3,7,"Mike Nugent kicks off 66 yards, returned by Jalin Marshall for 24 yards (tackle by Marquis Flowers)",0.000,-0.480
1,1:24,1,10,NYJ 23,3,7,Matt Forte right guard for -2 yards (tackle by Margus Hunt),0.480,-0.340
1,0:46,2,12,NYJ 21,3,7,Ryan Fitzpatrick pass complete deep middle to Quincy Enunwa for 23 yards (tackle by Vincent Rey),-0.340,1.860
1,0:08,1,10,NYJ 44,3,7,Matt Forte left tackle for 5 yards (tackle by Adam Jones and Karlos Dansby),1.860,1.990
Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,NYJ 49,3,7,"Ryan Fitzpatrick middle for 3 yards (tackle by Karlos Dansby). Penalty on Brian Winters: Offensive Holding, 10 yards (no play)",1.990,0.640
2,14:29,2,15,NYJ 39,3,7,Ryan Fitzpatrick pass complete short right to Matt Forte for no gain,0.640,-0.030
2,13:51,3,15,NYJ 39,3,7,Ryan Fitzpatrick pass incomplete short middle intended for Bilal Powell (defended by Margus Hunt),-0.030,-0.780
2,13:46,4,15,NYJ 39,3,7,"Lac Edwards punts 54 yards, returned by Alex Erickson for 15 yards (tackle by Erin Henderson)",-0.780,-0.410
2,13:34,1,10,CIN 22,3,7,Andy Dalton pass complete short right to A.J. Green for -1 yards (tackle by Marcus Gilchrist),0.410,-0.270
2,12:55,2,11,CIN 21,3,7,Giovani Bernard middle for 4 yards (tackle by Muhammad Wilkerson),-0.270,-0.430
2,12:12,3,7,CIN 25,3,7,Andy Dalton pass complete short middle to Brandon LaFell for 21 yards (tackle by Darrelle Revis),-0.430,1.990
2,11:31,1,10,CIN 46,9,7,"Andy Dalton pass complete deep middle to A.J. Green for 54 yards, touchdown",1.990,7.000
2,11:31,,,NYJ 46,10,7,Mike Nugent kicks extra point good,0.000,0.000
2,11:31,,,CIN 35,10,7,"Mike Nugent kicks off 69 yards, returned by Jalin Marshall for 65 yards (tackle by Derron Smith)",0.000,-2.980
2,11:13,1,10,CIN 39,10,7,Matt Forte right end for -1 yards (tackle by Shawn Williams),2.980,2.300
2,10:38,2,11,CIN 40,10,7,Ryan Fitzpatrick pass incomplete short left intended for Matt Forte,2.300,1.620
2,10:36,3,11,CIN 40,10,7,"Ryan Fitzpatrick pass incomplete short middle intended for Jalin Marshall. Penalty on George Iloka: Unnecessary Roughness, 15 yards (no play)",1.620,3.910
2,10:30,1,10,CIN 25,10,7,Ryan Fitzpatrick pass incomplete short middle intended for Eric Decker,3.910,3.360
2,10:28,2,10,CIN 25,10,7,Matt Forte middle for 10 yards (tackle by Shawn Williams),3.360,4.580
2,9:44,1,10,CIN 15,10,13,"Ryan Fitzpatrick pass complete short right to Eric Decker for 15 yards, touchdown",4.580,7.000
2,9:44,,,CIN 15,10,13,Nick Folk kicks extra point no good,0.000,-1.000
2,9:44,,,NYJ 35,10,13,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
2,9:38,1,10,CIN 25,10,13,Andy Dalton sacked by Steve McLendon for -9 yards,0.610,-1.290
2,8:57,2,19,CIN 16,10,13,Andy Dalton sacked by Leonard Williams and Muhammad Wilkerson for -1 yards,-1.290,-2.350
2,8:13,3,20,CIN 15,10,13,Andy Dalton pass incomplete short right intended for Giovani Bernard (defended by David Harris),-2.350,-2.440
2,8:08,4,20,CIN 15,10,13,"Kevin Huber punts 30 yards, out of bounds. Penalty on Buster Skrine: Offensive Holding, 10 yards",-2.440,-1.930
2,8:01,1,10,NYJ 45,10,13,Matt Forte left end for 3 yards (tackle by Karlos Dansby and Vincent Rey),1.930,1.790
2,7:20,2,7,NYJ 48,10,13,Matt Forte right tackle for 8 yards (tackle by Josh Shaw),1.790,2.650
2,6:38,1,10,CIN 44,10,13,Ryan Fitzpatrick pass complete short left to Quincy Enunwa for 3 yards (tackle by Adam Jones),2.650,2.520
2,5:56,2,7,CIN 41,10,13,Matt Forte middle for 2 yards (tackle by Vincent Rey and Domata Peko),2.520,2.080
2,5:13,3,5,CIN 39,10,13,Ryan Fitzpatrick pass complete short left to Bilal Powell for 7 yards (tackle by Chris Lewis-Harris),2.080,3.450
2,4:43,1,10,CIN 32,10,13,Matt Forte left tackle for 6 yards (tackle by Karlos Dansby and Vincent Rey),3.450,3.710
2,4:06,2,4,CIN 26,10,13,Ryan Fitzpatrick pass complete short left to Quincy Enunwa for -1 yards (tackle by Karlos Dansby),3.710,3.710
2,3:27,2,4,CIN 26,10,13,Timeout #2 by Cincinnati Bengals,3.710,2.870
2,3:27,3,5,CIN 27,10,13,Ryan Fitzpatrick pass incomplete short right intended for Quincy Enunwa (defended by Michael Johnson),2.870,1.720
2,3:23,4,5,CIN 27,10,16,Nick Folk 45 yard field goal good,1.720,3.000
2,3:23,,,NYJ 35,10,16,"Nick Folk kicks off 66 yards, returned by Adam Jones for 16 yards (tackle by Lawrence Thomas)",0.000,0.220
2,3:10,1,10,CIN 15,10,16,Andy Dalton pass complete short right to Brandon LaFell for 15 yards (tackle by Marcus Williams),-0.220,0.940
2,3:00,1,10,CIN 30,10,16,Andy Dalton pass complete short right to Brandon LaFell for 6 yards (tackle by Marcus Williams),0.940,1.200
2,2:40,2,4,CIN 36,10,16,Andy Dalton for 5 yards,1.200,1.660
2,2:17,1,10,CIN 41,10,16,Andy Dalton pass complete short right to C.J. Uzomah for 5 yards (tackle by Darron Lee),1.660,1.800
2,2:00,2,5,CIN 46,10,16,Andy Dalton pass complete short left to Tyler Boyd for 10 yards,1.800,2.650
2,1:55,1,10,NYJ 44,10,16,Giovani Bernard left tackle for 1 yard (tackle by David Harris and Lorenzo Mauldin),2.650,2.250
2,1:29,2,9,NYJ 43,10,16,"Andy Dalton pass incomplete deep right intended for Tyler Boyd. Penalty on Buster Skrine: Defensive Pass Interference, 25 yards (no play)",2.250,4.370
2,1:25,1,10,NYJ 18,10,16,Andy Dalton pass complete short right to A.J. Green for 4 yards (tackle by Darrelle Revis),4.370,4.430
2,1:00,2,6,NYJ 14,10,16,Andy Dalton pass complete short right to A.J. Green for 7 yards,4.430,5.600
2,0:54,1,7,NYJ 7,10,16,Andy Dalton sacked by Leonard Williams for -11 yards,5.600,5.600
2,0:47,1,7,NYJ 7,10,16,Timeout #3 by Cincinnati Bengals,5.600,3.150
2,0:47,2,18,NYJ 18,10,16,Andy Dalton pass complete short left to Giovani Bernard for 1 yard (tackle by David Harris),3.150,2.740
2,0:18,3,17,NYJ 17,10,16,Andy Dalton pass complete short middle to Tyler Boyd for 14 yards (tackle by Buster Skrine),2.740,3.040
2,0:01,4,3,NYJ 3,13,16,Mike Nugent 21 yard field goal good. Penalty on NYJ: Illegal Formation (Declined),3.040,3.000
Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,13,16,"Mike Nugent kicks off 65 yards, returned by Jalin Marshall for 21 yards (tackle by Nick Vigil). Penalty on Josh Martin: Offensive Holding, 10 yards",0.000,0.370
3,14:52,1,10,NYJ 11,13,16,Matt Forte right tackle for 1 yard (tackle by Geno Atkins and Michael Johnson),-0.370,-0.710
3,14:10,2,9,NYJ 12,13,16,Ryan Fitzpatrick pass complete short left to Brandon Marshall for 10 yards (tackle by Adam Jones),-0.710,0.410
3,13:29,1,10,NYJ 22,13,16,Matt Forte left tackle for 2 yards (tackle by Carlos Dunlap),0.410,0.140
3,12:45,2,8,NYJ 24,13,16,Ryan Fitzpatrick pass incomplete short middle intended for Eric Decker,0.140,-0.560
3,12:42,3,8,NYJ 24,13,16,Ryan Fitzpatrick sacked by Geno Atkins for -1 yards,-0.560,-1.830
3,12:00,4,9,NYJ 23,13,16,"Lac Edwards punts 47 yards, returned by Adam Jones for 6 yards (tackle by Josh Martin)",-1.830,-1.330
3,11:49,1,10,CIN 36,13,16,"Penalty on Clint Boling: False Start, 5 yards (no play)",1.330,1.000
3,11:49,1,15,CIN 31,13,16,Andy Dalton sacked by Muhammad Wilkerson for -7 yards,1.000,-0.830
3,11:19,2,22,CIN 24,13,16,Giovani Bernard middle for 3 yards (tackle by Leonard Williams),-0.830,-1.090
3,10:40,3,19,CIN 27,13,16,Andy Dalton pass complete short left to Giovani Bernard for 4 yards (tackle by Darron Lee),-1.090,-1.310
3,10:07,4,15,CIN 31,13,16,"Kevin Huber punts 56 yards, returned by Jalin Marshall for 3 yards (tackle by James Wright)",-1.310,0.140
3,9:53,1,10,NYJ 16,13,16,Ryan Fitzpatrick pass incomplete deep middle intended for Brandon Marshall (defended by Margus Hunt),-0.140,-0.660
3,9:47,2,10,NYJ 16,13,16,Ryan Fitzpatrick pass complete short left to Matt Forte for 17 yards (tackle by Carlos Dunlap),-0.660,1.140
3,9:01,1,10,NYJ 33,13,16,"Ryan Fitzpatrick for no gain. Ryan Fitzpatrick fumbles, recovered by Ryan Fitzpatrick at NYJ-31",1.140,0.320
3,8:20,2,12,NYJ 31,13,16,Ryan Fitzpatrick pass complete short left to Matt Forte for 8 yards (tackle by Karlos Dansby),0.320,0.700
3,7:33,3,4,NYJ 39,13,16,Ryan Fitzpatrick pass incomplete short left intended for Bilal Powell,0.700,-0.780
3,7:26,4,4,NYJ 39,13,16,"Lac Edwards punts 53 yards, fair catch by Alex Erickson",-0.780,0.380
3,7:18,1,10,CIN 8,13,16,Andy Dalton pass complete short left to A.J. Green for 29 yards,-0.380,1.400
3,6:36,1,10,CIN 37,13,16,James Wright left end for -8 yards (tackle by Steve McLendon),1.400,-0.220
3,5:54,2,18,CIN 29,13,16,Andy Dalton pass incomplete short middle intended for Giovani Bernard,-0.220,-0.890
3,5:50,3,18,CIN 29,13,16,Andy Dalton pass complete deep left to Brandon LaFell for 49 yards (tackle by Marcus Williams),-0.890,4.110
3,5:19,1,10,NYJ 22,13,16,Andy Dalton right tackle for 2 yards (tackle by Darron Lee and Leonard Williams),4.110,4.110
3,4:46,1,10,NYJ 22,13,16,Timeout #1 by New York Jets,4.110,3.830
3,4:46,2,8,NYJ 20,13,16,Andy Dalton pass complete short left to A.J. Green for 6 yards,3.830,4.150
3,4:15,3,2,NYJ 14,13,16,James Wright left end for 2 yards (tackle by Darron Lee),4.150,4.780
3,3:48,1,10,NYJ 12,13,16,Jeremy Hill right tackle for no gain (tackle by Muhammad Wilkerson),4.780,4.100
3,3:15,2,10,NYJ 12,19,16,"Jeremy Hill left tackle for 12 yards, touchdown",4.100,7.000
3,3:15,,,NYJ 12,20,16,Mike Nugent kicks extra point good,0.000,0.000
3,3:15,,,CIN 35,20,16,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.610
3,3:09,1,10,NYJ 25,20,16,Matt Forte right end for 13 yards (tackle by George Iloka),0.610,1.470
3,2:30,1,10,NYJ 38,20,16,Matt Forte right guard for 8 yards (tackle by Karlos Dansby),1.470,2.000
3,1:52,2,2,NYJ 46,20,16,Bilal Powell right tackle for 16 yards (tackle by Shawn Williams),2.000,3.050
3,1:13,1,10,CIN 38,20,16,Bilal Powell right tackle for 7 yards (tackle by Shawn Williams and Pat Sims),3.050,3.450
3,0:35,2,3,CIN 31,20,16,Ryan Fitzpatrick pass complete short right to Quincy Enunwa for no gain,3.450,2.740
Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,CIN 31,20,16,Bilal Powell right tackle for 16 yards (tackle by Dre Kirkpatrick and Shawn Williams),2.740,4.580
4,14:14,1,10,CIN 15,20,16,Matt Forte right guard for 3 yards (tackle by Shawn Williams and Domata Peko),4.580,4.450
4,13:33,2,7,CIN 12,20,16,Matt Forte middle for 9 yards (tackle by George Iloka),4.450,6.510
4,12:50,1,3,CIN 3,20,16,Ryan Fitzpatrick middle for 2 yards (tackle by Vincent Rey),6.510,5.910
4,12:14,2,1,CIN 1,20,16,Matt Forte middle for -1 yards (tackle by Geno Atkins),5.910,4.950
4,11:33,3,2,CIN 2,20,16,Ryan Fitzpatrick pass incomplete short right intended for Eric Decker,4.950,3.250
4,11:29,4,2,CIN 2,20,19,Nick Folk 20 yard field goal good,3.250,3.000
4,11:29,,,NYJ 35,20,19,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
4,11:26,1,10,CIN 25,20,19,Giovani Bernard left guard for 11 yards (tackle by Steve McLendon),0.610,1.330
4,10:53,1,10,CIN 36,20,19,Andy Dalton pass complete deep left to A.J. Green for 32 yards (tackle by Darrelle Revis),1.330,3.450
4,10:23,1,10,NYJ 32,20,19,Giovani Bernard left end for 6 yards (tackle by Buster Skrine),3.450,3.710
4,9:54,2,4,NYJ 26,20,19,Andy Dalton sacked by Leonard Williams for -8 yards,3.710,1.950
4,9:10,3,12,NYJ 34,20,19,Andy Dalton pass incomplete short right intended for A.J. Green,1.950,1.060
,,,,,,,"NYJ challenged the pass completion ruling, and the original play was overturned.",,
4,9:06,4,12,NYJ 34,20,19,Mike Nugent 52 yard field goal no good,1.060,-1.730
4,9:02,1,10,NYJ 42,20,19,"Ryan Fitzpatrick pass complete short right to Brandon Marshall for 15 yards (tackle by Shawn Williams). Penalty on Brandon Marshall: Offensive Pass Interference, 10 yards (no play)",1.730,1.070
4,8:32,1,20,NYJ 32,20,19,Ryan Fitzpatrick middle for 9 yards (tackle by Karlos Dansby),1.070,1.050
4,7:48,2,11,NYJ 41,20,19,Ryan Fitzpatrick pass complete short right to Quincy Enunwa for 17 yards (tackle by Vincent Rey),1.050,2.790
4,7:09,1,10,CIN 42,20,19,Matt Forte left guard for 4 yards (tackle by George Iloka and Vincent Rey),2.790,2.780
4,6:29,2,6,CIN 38,20,19,Matt Forte left guard for 1 yard (tackle by Vincent Rey),2.780,2.780
4,5:44,2,6,CIN 38,20,19,Timeout #2 by New York Jets,2.780,2.210
4,5:44,3,5,CIN 37,20,19,Ryan Fitzpatrick pass complete deep middle to Eric Decker for 22 yards (tackle by Shawn Williams and Chris Lewis-Harris),2.210,4.580
4,5:01,1,10,CIN 15,20,19,Matt Forte middle for 3 yards (tackle by Karlos Dansby and Michael Johnson),4.580,4.450
4,4:20,2,7,CIN 12,20,19,Ryan Fitzpatrick pass complete short right to Brandon Marshall for 4 yards (tackle by Shawn Williams),4.450,4.450
4,4:14,3,3,CIN 8,20,19,Bilal Powell right guard for 2 yards (tackle by Shawn Williams and Pat Sims),4.450,3.020
4,3:25,4,1,CIN 6,20,22,Nick Folk 23 yard field goal good,3.020,3.000
4,3:25,,,NYJ 35,20,22,"Nick Folk kicks off 68 yards, returned by Adam Jones for 19 yards (tackle by Rontez Miles)",0.000,0.140
4,3:18,1,10,CIN 16,20,22,Andy Dalton pass complete short right to A.J. Green for 6 yards (tackle by Darrelle Revis and Buster Skrine),-0.140,0.280
4,2:52,2,4,CIN 22,20,22,Jeremy Hill middle for 6 yards (tackle by Lorenzo Mauldin and Leonard Williams),0.280,0.810
4,2:30,1,10,CIN 28,20,22,"Andy Dalton pass complete short right to A.J. Green for 9 yards (tackle by Marcus Gilchrist and Muhammad Wilkerson). Penalty on Marcus Gilchrist: Face Mask (15 Yards), 15 yards",0.810,2.390
4,2:22,1,10,NYJ 48,20,22,Jeremy Hill right tackle for 4 yards (tackle by Muhammad Wilkerson),2.390,2.390
4,2:01,2,6,NYJ 44,20,22,Andy Dalton pass complete short right to James Wright for 7 yards (tackle by Darron Lee and Darrelle Revis),2.390,3.120
4,1:55,1,10,NYJ 37,20,22,Jeremy Hill middle for -1 yards (tackle by Lawrence Thomas and David Harris),3.120,2.440
4,1:17,2,11,NYJ 38,20,22,Jeremy Hill right guard for -2 yards (tackle by Lawrence Thomas),2.440,2.440
4,1:11,2,11,NYJ 38,20,22,Timeout #1 by Cincinnati Bengals,2.440,1.490
4,1:11,3,13,NYJ 40,20,22,Andy Dalton pass complete short right to A.J. Green for 11 yards (tackle by Darrelle Revis),1.490,1.490
4,0:58,3,13,NYJ 40,20,22,Timeout #3 by New York Jets,1.490,1.600
4,0:58,4,2,NYJ 29,23,22,Mike Nugent 47 yard field goal good,1.600,3.000
4,0:58,,,CIN 35,23,22,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.610
4,0:54,1,10,NYJ 25,23,22,Ryan Fitzpatrick pass incomplete deep middle intended for Brandon Marshall,0.610,0.060
4,0:50,2,10,NYJ 25,23,22,Ryan Fitzpatrick pass incomplete deep right intended for Eric Decker (defended by Carlos Dunlap),0.060,-0.620
4,0:46,3,10,NYJ 25,23,22,"Ryan Fitzpatrick pass incomplete short right intended for Eric Decker is intercepted by Josh Shaw at NYJ-40. Penalty on Eric Decker: Unnecessary Roughness, 15 yards",-0.620,-3.910
4,0:40,1,10,NYJ 25,23,22,Andy Dalton kneels for no gain,3.910,3.360
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
