Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Logan Ryan,TEN,0,8,4,50.0%,60,15.0,7.5,0,75.0,13.9,42,18,2,0,0,0.0,0,10,1,9.1%
Wesley Woodyard,TEN,0,4,3,75.0%,23,7.7,5.8,0,88.5,3.3,13,10,0,0,0,0.0,0,8,0,0.0%
Malcolm Butler,TEN,0,5,3,60.0%,50,16.7,10.0,1,133.3,20.2,30,20,0,0,0,0.0,0,0,0,
Kevin Byard,TEN,0,3,2,66.7%,21,10.5,7.0,1,126.4,7.0,15,6,1,0,0,0.0,0,4,0,0.0%
Adoree' Jackson,TEN,0,5,2,40.0%,41,20.5,8.2,0,69.6,21.6,42,-1,0,0,0,0.0,0,4,0,0.0%
Rashaan Evans,TEN,0,1,1,100.0%,23,23.0,23.0,0,118.7,17.0,17,6,4,0,1,0.0,1,9,1,10.0%
Jayon Brown,TEN,0,1,1,100.0%,3,3.0,3.0,0,79.2,2.0,2,1,2,0,0,0.0,0,8,0,0.0%
Kenny Vaccaro,TEN,0,1,1,100.0%,11,11.0,11.0,0,112.5,11.0,11,0,2,0,0,0.0,0,1,0,0.0%
Cameron Wake,TEN,0,0,0,,,,,,,,,,0,2,1,0.0,3,0,2,100.0%
Harold Landry,TEN,1,1,0,0.0%,,,0.0,,0.0,8.0,,,8,1,0,1.0,2,8,1,11.1%
Austin Johnson,TEN,0,0,0,,,,,,,,,,0,2,0,0.0,2,4,0,0.0%
Sharif Finch,TEN,0,0,0,,,,,,,,,,4,1,0,1.0,2,1,0,0.0%
Kamalei Correa,TEN,0,0,0,,,,,,,,,,3,0,0,1.0,1,3,0,0.0%
DaQuan Jones,TEN,0,0,0,,,,,,,,,,0,0,1,0.0,1,6,1,14.3%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Shaq Thompson,CAR,0,9,8,88.9%,75,9.4,8.3,1,138.4,2.0,13,62,3,0,1,1.0,2,11,2,15.4%
Ross Cockrell,CAR,0,8,6,75.0%,90,15.0,11.3,0,111.5,5.8,30,60,0,0,0,0.0,0,8,1,11.1%
Luke Kuechly,CAR,0,6,5,83.3%,25,5.0,4.2,0,84.0,4.3,17,8,1,0,0,0.0,0,6,1,14.3%
Donte Jackson,CAR,1,6,3,50.0%,46,15.3,7.7,0,36.1,17.2,22,24,0,0,0,0.0,0,1,0,0.0%
James Bradberry,CAR,0,4,3,75.0%,58,19.3,14.5,0,116.7,16.8,57,1,0,0,0,0.0,0,2,0,0.0%
Eric Reid,CAR,0,1,1,100.0%,13,13.0,13.0,0,118.7,13.0,13,0,2,0,0,1.0,1,11,1,8.3%
Gerald McCoy,CAR,0,0,0,,,,,,,,,,0,1,1,0.0,2,3,0,0.0%
Efe Obada,CAR,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Dontari Poe,CAR,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
Marquis Haynes,CAR,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%
Vernon Butler,CAR,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Tre Boston,CAR,1,2,0,0.0%,,,0.0,,0.0,14.0,,,0,0,0,0.0,0,3,1,25.0%
Bruce Irvin,CAR,0,0,0,,,,,,,,,,2,0,0,0.0,0,1,0,0.0%
