Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,TEN,13,63,1,3,56,4.3,7,0.5,0,
Dion Lewis,TEN,4,20,0,0,5,1.3,15,3.8,2,2.0
Ryan Tannehill,TEN,4,38,1,2,35,8.8,3,0.8,1,4.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Christian McCaffrey,CAR,24,146,2,5,130,5.4,16,0.7,2,12.0
Kyle Allen,CAR,3,-4,0,0,-4,-1.3,0,0.0,0,
Reggie Bonnafon,CAR,3,6,0,,1,0.3,5,1.7,1,3.0
Colin Jones,CAR,1,5,0,1,5,5.0,0,0.0,0,
Curtis Samuel,CAR,1,10,0,1,10,10.0,0,0.0,0,
Jarius Wright,CAR,1,-7,0,,-7,-7.0,0,0.0,1,1.0
