Quarter,Time,Down,ToGo,Location,CHI,DAL,Detail,EPB,EPA
1,2:06,3,12,CHI 31,0,7,Dak Prescott pass incomplete deep left intended for Brice Butler (defended by Jacoby Glenn),2.150,1.320
1,1:59,4,12,CHI 31,0,10,Dan Bailey 49 yard field goal good,1.320,3.000
1,1:59,,,DAL 35,0,10,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
1,1:54,1,10,CHI 25,0,10,Brian Hoyer pass complete short middle to Zach Miller for 6 yards (tackle by Sean Lee and Anthony Hitchens),0.610,0.870
1,1:17,2,4,CHI 31,0,10,Jeremy Langford middle for 1 yard (tackle by Byron Jones),0.870,0.300
1,0:34,3,3,CHI 32,0,10,Brian Hoyer pass incomplete short left intended for Jeremy Langford (defended by Barry Church),0.300,-1.240
1,0:29,4,3,CHI 32,0,10,"Pat O'Donnell punts 40 yards, fair catch by Lucky Whitehead",-1.240,-0.810
1,0:20,1,10,DAL 28,0,10,Dak Prescott pass incomplete short right intended for Geoff Swaim,0.810,0.260
1,0:15,2,10,DAL 28,0,10,Alfred Morris right guard for 7 yards (tackle by Sam Acho),0.260,0.500
Quarter,Time,Down,ToGo,Location,CHI,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,DAL 35,0,10,Dak Prescott for 17 yards (tackle by Harold Jones-Quartey),0.500,2.390
2,14:26,1,10,CHI 48,0,10,Dak Prescott pass complete short right to Alfred Morris for 2 yards (tackle by Leonard Floyd),2.390,2.120
2,13:45,2,8,CHI 46,0,10,Dak Prescott pass complete short right to Cole Beasley for 8 yards (tackle by Christian Jones),2.120,3.050
2,13:11,1,10,CHI 38,0,10,Alfred Morris middle for 5 yards (tackle by Jerrell Freeman),3.050,3.180
2,12:35,2,5,CHI 33,0,10,Alfred Morris left tackle for 3 yards (tackle by Sam Acho),3.180,2.870
2,11:56,3,2,CHI 30,0,10,Dak Prescott pass complete deep left to Cole Beasley for 29 yards (tackle by Jacoby Glenn),2.870,6.970
2,11:16,1,1,CHI 1,0,16,"Lance Dunbar left tackle for 1 yard, touchdown",6.970,7.000
2,11:16,,,CHI 1,0,17,Dan Bailey kicks extra point good,0.000,0.000
2,11:16,,,DAL 35,0,17,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
2,11:11,1,10,CHI 25,0,17,Jordan Howard right end for 36 yards (tackle by J.J. Wilcox),0.610,2.980
2,10:42,1,10,DAL 39,0,17,Jordan Howard left guard for 1 yard (tackle by Cedric Thornton),2.980,2.580
2,10:06,2,9,DAL 38,0,17,Brian Hoyer pass complete short left to Alshon Jeffery for 22 yards (tackle by Justin Durant),2.580,4.510
2,9:28,1,10,DAL 16,0,17,"Jordan Howard for 1 yard (tackle by Tyrone Crawford). Brian Hoyer fumbles, recovered by Brian Hoyer at DAL-18",4.510,3.770
2,8:49,2,11,DAL 17,0,17,Brian Hoyer pass incomplete short right intended for Jordan Howard,3.770,3.020
2,8:44,3,11,DAL 17,0,17,Brian Hoyer pass complete short right to Eddie Royal for 6 yards (tackle by Morris Claiborne),3.020,2.750
2,8:44,4,5,DAL 11,0,17,"Penalty on Patrick Scales: False Start, 5 yards (no play)",2.750,2.380
2,7:52,4,10,DAL 16,3,17,Connor Barth 34 yard field goal good,2.380,3.000
2,7:52,,,CHI 35,3,17,"Connor Barth kicks onside 11 yards, recovered by Sherrick McManis (onside kick successful). Penalty on Jonathan Anderson: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,7:52,,,CHI 30,3,17,"Connor Barth kicks off 68 yards, returned by Lucky Whitehead for 25 yards (tackle by Chris Prosinski)",0.000,-0.740
2,7:39,1,10,DAL 27,3,17,Ezekiel Elliott right end for 4 yards (tackle by Akiem Hicks and Leonard Floyd),0.740,0.740
2,6:58,2,6,DAL 31,3,17,Dak Prescott pass complete short left to Terrance Williams for 12 yards (tackle by Jacoby Glenn),0.740,1.800
2,6:19,1,10,DAL 43,3,17,Ezekiel Elliott right tackle for 3 yards (tackle by Will Sutton and Mitch Unrein),1.800,1.660
2,5:38,2,7,DAL 46,3,17,Dak Prescott pass complete short right to Terrance Williams for 12 yards (tackle by Harold Jones-Quartey),1.660,2.790
2,4:53,1,10,CHI 42,3,17,Ezekiel Elliott right guard for 8 yards (tackle by Tracy Porter),2.790,3.320
2,4:13,2,2,CHI 34,3,17,Ezekiel Elliott right tackle for 2 yards (tackle by Jerrell Freeman),3.320,3.450
2,3:27,1,10,CHI 32,3,17,Dak Prescott pass complete short right to Cole Beasley for 9 yards (tackle by Jerrell Freeman),3.450,4.120
2,2:44,2,1,CHI 23,3,17,Ezekiel Elliott right end for 2 yards (tackle by Jacoby Glenn),4.120,4.170
2,2:01,1,10,CHI 21,3,17,Dak Prescott pass incomplete short middle intended for Dez Bryant (defended by Will Sutton),4.170,3.630
2,1:54,2,10,CHI 21,3,17,Dak Prescott middle for 12 yards (tackle by Cre'von LeBlanc),3.630,5.140
2,1:14,1,9,CHI 9,3,17,Ezekiel Elliott right end for 6 yards (tackle by Adrian Amos),5.140,5.530
2,0:43,2,3,CHI 3,3,23,"Alfred Morris middle for 3 yards, touchdown",5.530,7.000
2,0:43,,,CHI 3,3,24,Dan Bailey kicks extra point good,0.000,0.000
2,0:43,,,DAL 35,3,24,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
2,0:38,1,10,CHI 25,3,24,Brian Hoyer pass complete short middle to Zach Miller for 7 yards (tackle by Anthony Brown and Barry Church),0.610,0.610
2,0:30,1,10,CHI 25,3,24,Timeout #1 by Chicago Bears,0.610,1.010
2,0:30,2,3,CHI 32,3,24,Brian Hoyer pass complete short right to Zach Miller for 9 yards (tackle by Barry Church),1.010,1.010
2,0:23,2,3,CHI 32,3,24,Timeout #2 by Chicago Bears,1.010,1.660
2,0:23,1,10,CHI 41,3,24,Brian Hoyer pass complete short right to Jordan Howard for 5 yards (tackle by Morris Claiborne),1.660,1.800
2,0:17,2,5,CHI 46,3,24,Brian Hoyer pass complete short middle to Zach Miller for 11 yards (tackle by Anthony Brown),1.800,1.800
2,0:10,2,5,CHI 46,3,24,Timeout #3 by Chicago Bears,1.800,2.720
2,0:10,1,10,DAL 43,3,24,"Penalty on Cody Whitehair: False Start, 5 yards (no play)",2.720,2.390
2,0:10,1,15,DAL 48,3,24,Brian Hoyer pass incomplete deep left intended for Kevin White,2.390,1.500
2,0:05,2,15,DAL 48,3,24,Brian Hoyer pass incomplete,1.500,0.830
Quarter,Time,Down,ToGo,Location,CHI,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,3,24,"Dan Bailey kicks off 63 yards, returned by Deonte Thompson for 22 yards (tackle by Damien Wilson)",0.000,0.540
3,14:51,1,10,CHI 24,3,24,Jordan Howard right tackle for -3 yards (tackle by Sean Lee),0.540,-0.410
3,14:51,2,13,CHI 21,3,24,Brian Hoyer pass complete short left to Kevin White for 8 yards (tackle by Kyle Wilber and Anthony Hitchens),-0.410,-0.030
3,13:21,3,5,CHI 29,3,24,Brian Hoyer pass incomplete short middle intended for Kevin White (defended by Morris Claiborne),-0.030,-1.440
3,13:15,4,5,CHI 29,3,24,"Pat O'Donnell punts 42 yards, returned by Lucky Whitehead for 3 yards (tackle by Jonathan Anderson)",-1.440,-1.070
3,13:05,1,10,DAL 32,3,24,Ezekiel Elliott left tackle for -1 yards (tackle by Sam Acho),1.070,0.390
3,12:26,2,11,DAL 31,3,24,"Dak Prescott pass complete deep middle to Terrance Williams for 47 yards (tackle by Jacoby Glenn). Terrance Williams fumbles (forced by Jacoby Glenn), recovered by Adrian Amos at CHI-16 (tackle by Dak Prescott)",0.390,-1.400
3,12:02,1,10,CHI 37,3,24,Brian Hoyer pass incomplete short middle intended for Alshon Jeffery,1.400,0.860
3,12:00,2,10,CHI 37,3,24,Brian Hoyer pass complete short right to Alshon Jeffery for 13 yards (tackle by Barry Church),0.860,2.260
3,11:24,1,10,DAL 50,3,24,Brian Hoyer left end for 3 yards (tackle by Sean Lee),2.260,2.120
3,10:34,2,7,DAL 47,3,24,Brian Hoyer pass complete short left to Jeremy Langford for 10 yards (tackle by Brandon Carr),2.120,3.120
3,10:02,1,10,DAL 37,3,24,Jeremy Langford left tackle for 23 yards (tackle by Barry Church),3.120,4.650
3,9:29,1,10,DAL 14,3,24,Jordan Howard left tackle for no gain (tackle by Byron Jones and Brandon Carr),4.650,4.000
3,8:51,2,10,DAL 14,3,24,Brian Hoyer pass complete short right to Zach Miller for 11 yards (tackle by Anthony Hitchens),4.000,6.510
3,8:05,1,3,DAL 3,3,24,Brian Hoyer pass incomplete short right intended for Kevin White,6.510,5.530
3,7:59,2,3,DAL 3,3,24,Jordan Howard middle for 1 yard (tackle by Kyle Wilber),5.530,4.950
3,7:20,3,2,DAL 2,3,24,Brian Hoyer pass incomplete short right intended for Zach Miller (defended by Byron Jones),4.950,3.250
3,7:14,4,2,DAL 2,9,24,"Brian Hoyer pass complete short right to Zach Miller for 2 yards, touchdown",3.250,7.000
3,7:14,,,DAL 2,10,24,Connor Barth kicks extra point good,0.000,0.000
3,7:14,,,CHI 35,10,24,"Connor Barth kicks off 65 yards, touchback",0.000,-0.610
3,7:08,1,10,DAL 25,10,24,Dak Prescott pass complete short right to Ezekiel Elliott for 2 yards (tackle by Jerrell Freeman),0.610,0.330
3,6:28,2,8,DAL 27,10,24,Ezekiel Elliott middle for 6 yards (tackle by Willie Young and Jonathan Anderson),0.330,0.430
3,6:06,3,2,DAL 33,10,24,Ezekiel Elliott left guard for 1 yard (tackle by Jerrell Freeman and Christian Jones),0.430,-1.110
3,5:20,4,1,DAL 34,10,24,"Chris Jones punts 51 yards, returned by Eddie Royal for 9 yards (tackle by Rod Smith). Penalty on Rod Smith: Face Mask (15 Yards), 15 yards",-1.110,-1.530
3,5:05,1,10,CHI 39,10,24,Jordan Howard left end for -3 yards (tackle by Maliek Collins),1.530,0.580
3,4:29,2,13,CHI 36,10,24,"Brian Hoyer pass complete short middle to Cameron Meredith for no gain (tackle by J.J. Wilcox). Cameron Meredith fumbles (forced by J.J. Wilcox), recovered by Tyrone Crawford at CHI-36 (tackle by Cameron Meredith)",0.580,-3.180
3,4:21,1,10,CHI 36,10,24,Ezekiel Elliott right guard for 7 yards (tackle by Cornelius Washington),3.180,3.580
3,3:46,2,3,CHI 29,10,24,Dak Prescott pass incomplete deep right intended for Dez Bryant,3.580,2.870
3,3:41,3,3,CHI 29,10,24,Dak Prescott pass incomplete short left intended for Dez Bryant (defended by Chris Prosinski),2.870,1.580
3,3:34,4,3,CHI 29,10,24,Dan Bailey 47 yard field goal no good,1.580,-1.400
3,3:29,1,10,CHI 37,10,24,Brian Hoyer pass complete short right to Kevin White for 7 yards (tackle by Morris Claiborne),1.400,1.800
3,3:03,2,3,CHI 44,10,24,Jordan Howard middle for 14 yards (tackle by J.J. Wilcox and Sean Lee),1.800,2.790
3,2:34,1,10,DAL 42,10,24,Jordan Howard left tackle for no gain (tackle by Terrell McClain),2.790,2.240
3,2:02,2,10,DAL 42,10,24,Brian Hoyer pass complete short left to Kevin White for no gain,2.240,1.550
3,1:21,3,10,DAL 42,10,24,Brian Hoyer pass complete short right to Kevin White for 2 yards (tackle by Maliek Collins and Justin Durant),1.550,0.590
3,0:44,4,8,DAL 40,10,24,"Pat O'Donnell punts 28 yards, fair catch by Cole Beasley",0.590,0.350
3,0:37,1,10,DAL 12,10,24,Ezekiel Elliott right guard for 5 yards (tackle by Akiem Hicks and Cornelius Washington),-0.350,-0.230
Quarter,Time,Down,ToGo,Location,CHI,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,DAL 17,10,24,Dak Prescott pass complete short right to Dez Bryant for 12 yards (tackle by Tracy Porter),-0.230,0.870
4,14:21,1,10,DAL 29,10,24,Ezekiel Elliott right end for 14 yards (tackle by Jonathan Anderson),0.870,1.800
4,13:38,1,10,DAL 43,10,24,Ezekiel Elliott right end for 1 yard (tackle by Willie Young and Jacoby Glenn),1.800,1.390
4,12:52,2,9,DAL 44,10,24,Dak Prescott pass complete short right to Cole Beasley for 8 yards (tackle by Sherrick McManis),1.390,1.750
4,12:15,3,1,CHI 48,10,24,Ezekiel Elliott middle for 3 yards (tackle by Jonathan Bullard),1.750,2.590
4,11:39,1,10,CHI 45,10,24,Ezekiel Elliott left tackle for 5 yards (tackle by Will Sutton),2.590,2.720
4,11:02,2,5,CHI 40,10,24,"Dak Prescott pass incomplete short middle intended for Terrance Williams. Penalty on Willie Young: Roughing the Passer, 15 yards (no play)",2.720,3.910
4,10:56,1,10,CHI 25,10,24,"Ezekiel Elliott right guard for no gain (tackle by Jerrell Freeman). Penalty on Chaz Green: Chop Block, 15 yards (no play)",3.910,2.920
4,10:30,1,25,CHI 40,10,24,Dak Prescott pass complete short right to Ezekiel Elliott for 18 yards (tackle by Tracy Porter),2.920,3.770
4,9:57,2,7,CHI 22,10,24,Dak Prescott pass complete short right to Cole Beasley for 5 yards (tackle by Chris Prosinski),3.770,3.850
4,9:09,3,2,CHI 17,10,30,"Dak Prescott pass complete short middle to Dez Bryant for 17 yards, touchdown",3.850,7.000
4,9:09,,,CHI 17,10,31,Dan Bailey kicks extra point good,0.000,0.000
4,9:09,,,DAL 35,10,31,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
4,9:02,1,10,CHI 25,10,31,Brian Hoyer pass complete short right to Kevin White for 13 yards (tackle by Morris Claiborne),0.610,1.470
4,8:36,1,10,CHI 38,10,31,Brian Hoyer pass incomplete deep right intended for Kevin White,1.470,0.920
4,8:29,2,10,CHI 38,10,31,Brian Hoyer pass complete deep middle to Zach Miller for 26 yards (tackle by Barry Church),0.920,3.180
4,8:01,1,10,DAL 36,10,31,Brian Hoyer pass incomplete deep right intended for Kevin White,3.180,2.640
4,8:01,2,10,DAL 36,10,31,"Penalty on Kyle Long: False Start, 5 yards (no play)",2.640,1.960
4,7:55,2,15,DAL 41,10,31,Brian Hoyer pass complete short left to Alshon Jeffery for 10 yards (tackle by Brandon Carr),1.960,2.610
4,7:29,3,5,DAL 31,10,31,Brian Hoyer pass complete short left to Alshon Jeffery for 6 yards (tackle by Brandon Carr),2.610,3.910
4,7:04,1,10,DAL 25,10,31,Brian Hoyer pass complete deep left to Alshon Jeffery for 19 yards (tackle by Barry Church),3.910,5.830
4,6:35,1,6,DAL 6,16,31,"Brian Hoyer pass complete short middle to Zach Miller for 6 yards, touchdown",5.830,7.000
4,6:35,,,DAL 6,17,31,Connor Barth kicks extra point good,0.000,0.000
4,6:35,,,CHI 35,17,31,"Connor Barth kicks off 65 yards, touchback",0.000,-0.610
4,6:28,1,10,DAL 25,17,31,Ezekiel Elliott middle for 9 yards (tackle by Jerrell Freeman and Chris Prosinski),0.610,1.280
4,5:47,2,1,DAL 34,17,31,Ezekiel Elliott left tackle for 4 yards (tackle by Jerrell Freeman and Jacoby Glenn),1.280,1.470
4,5:05,1,10,DAL 38,17,31,Ezekiel Elliott right guard for 7 yards (tackle by Jonathan Bullard),1.470,1.470
4,4:55,1,10,DAL 38,17,31,Timeout #1 by Chicago Bears,1.470,1.870
4,4:55,2,3,DAL 45,17,31,Ezekiel Elliott left guard for 2 yards (tackle by Willie Young and Will Sutton),1.870,1.870
4,4:50,2,3,DAL 45,17,31,Timeout #2 by Chicago Bears,1.870,1.420
4,4:50,3,1,DAL 47,17,31,Ezekiel Elliott left end for no gain (tackle by Mitch Unrein and Sam Acho),1.420,-0.260
,,,,,,,"CHI challenged the first down ruling, and the original play was overturned.",,
4,4:08,4,1,DAL 47,17,31,"Chris Jones punts 42 yards, fair catch by Eddie Royal",-0.260,0.370
4,4:00,1,10,CHI 11,17,31,Brian Hoyer pass complete short right to Eddie Royal for 5 yards (tackle by Morris Claiborne),-0.370,-0.300
4,3:31,2,5,CHI 16,17,31,Brian Hoyer pass complete deep right to Kevin White for 32 yards (tackle by Morris Claiborne),-0.300,2.130
4,3:04,1,10,CHI 48,17,31,Brian Hoyer pass incomplete short right intended for Kevin White,2.130,1.580
4,2:59,2,10,CHI 48,17,31,Brian Hoyer pass complete short middle to Jordan Howard for 13 yards (tackle by Justin Durant),1.580,2.980
4,2:33,1,10,DAL 39,17,31,Brian Hoyer pass incomplete deep right intended for Cameron Meredith,2.980,2.980
4,2:26,1,10,DAL 39,17,31,Timeout #1 by Dallas Cowboys,2.980,2.440
4,2:26,2,10,DAL 39,17,31,Brian Hoyer pass incomplete,2.440,1.750
4,2:20,3,10,DAL 39,17,31,--,1.750,-1.860
4,2:10,1,10,DAL 44,17,31,Ezekiel Elliott middle for 3 yards (tackle by Jerrell Freeman),1.860,1.720
4,2:00,2,7,DAL 47,17,31,Ezekiel Elliott right end for no gain (tackle by Willie Young),1.720,1.720
4,1:55,2,7,DAL 47,17,31,Timeout #3 by Chicago Bears,1.720,1.030
4,1:55,3,7,DAL 47,17,31,Ezekiel Elliott left end for -2 yards (tackle by Jerrell Freeman and Mitch Unrein). Penalty on Chaz Green: Offensive Holding (Declined),1.030,-0.390
4,1:49,4,9,DAL 45,17,31,"Chris Jones punts 47 yards, returned by Eddie Royal for 8 yards (tackle by Byron Jones)",-0.390,0.140
4,1:39,1,10,CHI 16,17,31,Brian Hoyer pass complete deep middle to Cameron Meredith for 24 yards (tackle by Anthony Brown),-0.140,1.600
4,1:16,1,10,CHI 40,17,31,Brian Hoyer pass incomplete deep right intended for Kevin White,1.600,1.050
4,1:09,2,10,CHI 40,17,31,Brian Hoyer pass incomplete short left intended for Jordan Howard,1.050,0.370
4,1:04,3,10,CHI 40,17,31,Brian Hoyer pass complete short right to Eddie Royal for 10 yards (tackle by Anthony Brown),0.370,2.260
4,0:40,1,10,DAL 50,17,31,"Brian Hoyer pass complete short left to Jordan Howard for 14 yards (tackle by Byron Jones). Jordan Howard fumbles (forced by Byron Jones), recovered by Jordan Howard at DAL-36",2.260,3.180
4,0:26,1,10,DAL 36,17,31,Brian Hoyer spiked the ball,3.180,2.640
4,0:26,2,10,DAL 36,17,31,"Penalty on Benson Mayowa: Neutral Zone Infraction, 5 yards (no play)",2.640,3.310
4,0:24,2,5,DAL 31,17,31,Brian Hoyer pass complete short left to Jordan Howard for 15 yards (tackle by Barry Church and Damien Wilson),3.310,4.510
4,0:09,1,10,DAL 16,17,31,Brian Hoyer spiked the ball,4.510,3.900
4,0:05,2,10,DAL 16,17,31,Brian Hoyer pass incomplete deep right intended for Kevin White,3.900,3.080
4,0:02,3,10,DAL 16,17,31,Brian Hoyer pass incomplete deep middle intended for Alshon Jeffery (defended by Brandon Carr). Penalty on CHI: Offensive Holding (Declined),3.080,2.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
