Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Austin Ekeler,LAC,6,7,0,0,2,0.3,5,0.8,0,
Joshua Kelley,LAC,4,7,0,1,1,0.3,6,1.5,0,
Justin Herbert,LAC,2,12,0,2,1,0.5,11,5.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Devonta Freeman,BAL,9,53,1,3,31,3.4,22,2.4,0,
Latavius Murray,BAL,9,44,1,4,29,3.2,15,1.7,2,4.5
Le'Veon Bell,BAL,8,18,1,1,13,1.6,5,0.6,0,
Lamar Jackson,BAL,8,51,0,4,25,3.1,26,3.3,2,4.0
Tyler Huntley,BAL,3,10,0,1,7,2.3,3,1.0,0,
Devin Duvernay,BAL,1,11,0,1,7,7.0,4,4.0,0,
