Quarter,Time,Down,ToGo,Location,LAC,NYJ,Detail,EPB,EPA
1,9:12,1,10,NYJ 22,0,0,Bilal Powell for 4 yards (tackle by Isaac Rochell),0.410,0.410
1,8:42,2,6,NYJ 26,0,0,Bilal Powell left end for 4 yards (tackle by Korey Toomer),0.410,0.230
1,8:04,3,2,NYJ 30,0,0,Bryce Petty pass incomplete deep left intended for Jermaine Kearse,0.230,-1.370
1,7:58,4,2,NYJ 30,0,0,"Lac Edwards punts 47 yards, fair catch by Travis Benjamin. Penalty on Jeff Cumberland: Offensive Holding, 10 yards",-1.370,0.320
1,7:52,1,10,LAC 13,0,0,Melvin Gordon middle for 2 yards (tackle by Jordan Jenkins),-0.320,-0.570
1,7:16,2,8,LAC 15,0,0,Philip Rivers pass complete short middle to Antonio Gates for 9 yards (tackle by Darron Lee and Demario Davis),-0.570,0.540
1,6:40,1,10,LAC 24,0,0,Philip Rivers pass complete short middle to Tyrell Williams for 2 yards (tackle by Demario Davis),0.540,0.270
1,6:10,2,8,LAC 26,0,0,Melvin Gordon middle for 2 yards (tackle by Demario Davis),0.270,-0.160
1,5:31,3,6,LAC 28,0,0,Philip Rivers pass incomplete short right intended for Antonio Gates (defended by Xavier Cooper),-0.160,-1.500
1,5:28,4,6,LAC 28,0,0,"Drew Kaser punts 58 yards, returned by Jojo Natson for 9 yards (tackle by Adrian Phillips)",-1.500,-0.480
1,5:16,1,10,NYJ 23,0,0,Bilal Powell right tackle for 1 yard (tackle by Hayes Pullard),0.480,0.070
1,4:39,2,9,NYJ 24,0,0,Bryce Petty pass complete short right to Robby Anderson for 13 yards (tackle by Jahleel Addae),0.070,1.400
1,4:03,1,10,NYJ 37,0,0,Bryce Petty pass complete short left to Jermaine Kearse for 6 yards (tackle by Jahleel Addae),1.400,1.670
1,3:23,2,4,NYJ 43,0,0,Bryce Petty pass incomplete short left intended for Austin Seferian-Jenkins,1.670,0.960
1,3:19,3,4,NYJ 43,0,0,Bryce Petty pass incomplete short middle intended for Austin Seferian-Jenkins,0.960,-0.520
1,3:13,4,4,NYJ 43,0,0,"Lac Edwards punts 49 yards, returned by Travis Benjamin for 6 yards. Penalty on Rayshawn Jenkins: Unnecessary Roughness, 7 yards",-0.520,0.380
1,3:05,1,10,LAC 7,0,0,Melvin Gordon right tackle for 3 yards (tackle by Demario Davis),-0.380,-0.560
1,2:28,2,7,LAC 10,0,0,Philip Rivers pass incomplete short right intended for Keenan Allen,-0.560,-1.070
1,2:24,3,7,LAC 10,0,0,Philip Rivers pass complete short middle to Keenan Allen for 16 yards (tackle by Morris Claiborne),-1.070,0.670
1,1:42,1,10,LAC 26,0,0,Melvin Gordon right end for -1 yards (tackle by Darron Lee and Steve McLendon),0.670,-0.010
1,0:58,2,11,LAC 25,0,0,Philip Rivers pass incomplete short left intended for Mike Williams,-0.010,-0.690
1,0:55,3,11,LAC 25,0,0,Philip Rivers pass complete short right to Sean McGrath for 3 yards (tackle by Darron Lee),-0.690,-1.500
1,0:27,4,8,LAC 28,0,0,"Drew Kaser punts 53 yards, returned by Jojo Natson for 11 yards",-1.500,-0.940
1,0:13,1,10,NYJ 30,0,0,Bilal Powell right tackle for no gain (tackle by Melvin Ingram and Hayes Pullard),0.940,0.390
Quarter,Time,Down,ToGo,Location,LAC,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,NYJ 30,0,0,Bryce Petty pass incomplete short right intended for Lawrence Thomas,0.390,-0.300
2,14:55,3,10,NYJ 30,0,0,Bryce Petty pass incomplete short left intended for Chad Hansen,-0.300,-1.370
2,14:52,4,10,NYJ 30,0,0,"Lac Edwards punts 50 yards, returned by Travis Benjamin for 9 yards (tackle by Terrence Brooks)",-1.370,-0.870
2,14:41,1,10,LAC 29,0,0,Philip Rivers pass incomplete short right intended for Travis Benjamin,0.870,0.330
2,14:34,2,10,LAC 29,0,0,Branden Oliver left end for 1 yard (tackle by Jamal Adams),0.330,-0.230
2,13:50,3,9,LAC 30,0,0,Philip Rivers pass complete short left to Tyrell Williams for 16 yards (tackle by Marcus Maye),-0.230,1.990
2,13:09,1,10,LAC 46,0,0,Philip Rivers pass incomplete deep left intended for Travis Benjamin (defended by Jamal Adams),1.990,1.450
2,13:03,2,10,LAC 46,0,0,Melvin Gordon left end for 9 yards (tackle by Xavier Cooper),1.450,0.000
2,12:54,,,,,,Timeout #1 by Los Angeles Chargers,0.000,-1.950
2,12:54,3,1,NYJ 45,0,0,Melvin Gordon middle for 9 yards (tackle by Marcus Maye),1.950,3.180
2,12:20,1,10,NYJ 36,0,0,Travis Benjamin left end for -4 yards (tackle by Juston Burris),3.180,2.100
2,11:46,2,14,NYJ 40,0,0,Philip Rivers pass complete deep left to Antonio Gates for 27 yards (tackle by Buster Skrine and Marcus Maye),2.100,4.710
2,11:11,1,10,NYJ 13,0,0,Melvin Gordon right end for 2 yards (tackle by Jordan Jenkins),4.710,4.390
2,10:30,2,8,NYJ 11,0,0,Philip Rivers pass complete short right to Melvin Gordon for 6 yards (tackle by Darron Lee),4.390,4.780
2,9:44,3,2,NYJ 5,0,0,"Philip Rivers pass incomplete short middle intended for Mike Williams. Penalty on Buster Skrine: Defensive Pass Interference, 4 yards (no play)",4.780,6.970
2,9:39,1,1,NYJ 1,0,0,"Philip Rivers for no gain. Philip Rivers fumbles, recovered by Philip Rivers at NYJ-3",6.970,5.530
2,8:59,2,3,NYJ 3,6,0,"Philip Rivers pass complete short middle to Antonio Gates for 3 yards, touchdown",5.530,7.000
2,8:55,,,NYJ 15,7,0,Nick Rose kicks extra point good,0.000,0.000
2,8:55,,,LAC 35,7,0,"Nick Rose kicks off 65 yards, touchback",0.000,-0.610
2,8:55,1,10,NYJ 25,7,0,Bilal Powell right tackle for 41 yards (tackle by Tre Boston),0.610,3.310
2,8:19,1,10,LAC 34,7,0,Matt Forte right tackle for 3 yards (tackle by Trevor Williams),3.310,3.180
2,7:47,2,7,LAC 31,7,0,Bryce Petty pass complete short right to Austin Seferian-Jenkins for 11 yards (tackle by Tre Boston),3.180,4.240
2,7:07,1,10,LAC 20,7,0,"Matt Forte right end for -4 yards (tackle by Korey Toomer). Matt Forte fumbles (forced by Korey Toomer), recovered by Hayes Pullard at LAC-24 (tackle by Matt Forte)",4.240,-0.540
2,7:00,1,10,LAC 24,7,0,Philip Rivers pass complete short left to Derek Watt for 23 yards (tackle by Darron Lee),0.540,2.060
2,6:25,1,10,LAC 47,7,0,Branden Oliver middle for 3 yards (tackle by Mike Pennel),2.060,1.920
2,5:48,2,7,,7,0,Philip Rivers pass incomplete deep right intended for Mike Williams,1.920,0.000
2,5:44,,,,,,Timeout #2 by Los Angeles Chargers,0.000,-1.220
2,5:44,3,7,,7,0,Philip Rivers pass complete short left to Tyrell Williams for 1 yard (tackle by Juston Burris),1.220,0.000
2,5:07,4,6,NYJ 49,7,0,"Drew Kaser punts 38 yards, returned by Jojo Natson for 4 yards (tackle by Michael Davis)",0.000,0.220
2,4:54,1,10,NYJ 15,7,0,Bryce Petty pass incomplete short left intended for Jermaine Kearse,-0.220,-0.710
2,4:51,2,10,NYJ 15,7,0,Bilal Powell right tackle for 5 yards (tackle by Brandon Mebane),-0.710,-0.760
2,4:12,3,5,NYJ 20,7,0,Bryce Petty pass complete short middle to Jermaine Kearse for 14 yards (tackle by Desmond King),-0.760,1.200
2,3:37,1,10,NYJ 34,7,0,Bryce Petty pass complete short right to Robby Anderson for 9 yards (tackle by Hayes Pullard),1.200,1.870
2,3:06,2,1,NYJ 43,7,0,Bryce Petty pass complete short left to Jermaine Kearse for no gain,1.870,1.160
2,2:23,3,1,NYJ 43,7,0,Bryce Petty pass incomplete short left intended for Robby Anderson,1.160,-0.520
2,2:20,4,1,NYJ 43,7,0,"Lac Edwards punts 50 yards, fair catch by Travis Benjamin",-0.520,0.380
2,2:13,1,10,LAC 7,7,0,Melvin Gordon left end for 11 yards (tackle by Jamal Adams),-0.380,0.040
2,2:00,1,10,LAC 18,7,0,Philip Rivers pass complete deep left to Antonio Gates for 20 yards (tackle by Jamal Adams),0.040,1.470
2,1:37,1,10,LAC 38,7,0,Philip Rivers pass complete short left to Melvin Gordon for 2 yards (tackle by Demario Davis),1.470,1.190
2,1:16,2,8,LAC 40,7,0,Philip Rivers pass incomplete deep middle intended for Travis Benjamin,1.190,0.500
2,1:12,3,8,LAC 40,7,0,Philip Rivers pass incomplete short left intended for Antonio Gates (defended by Jordan Jenkins),0.500,-0.720
2,1:06,4,8,LAC 40,7,0,"Drew Kaser punts 55 yards. Penalty on Adrian Phillips: Illegal Motion (Offsetting), Penalty on Derrick Jones: Offensive Holding (Offsetting) (no play)",-0.720,-0.720
2,0:53,4,8,LAC 40,7,0,Drew Kaser punts 29 yards,-0.720,-1.000
2,0:42,1,10,NYJ 31,7,0,Bryce Petty pass incomplete short right intended for Elijah McGuire (defended by Adrian Phillips),1.000,0.460
2,0:37,2,10,NYJ 31,7,0,Bryce Petty pass complete short right to Jermaine Kearse for 14 yards (tackle by Tre Boston),0.460,0.000
2,0:30,,,,,,Timeout #1 by New York Jets,0.000,-1.930
2,0:30,1,10,NYJ 45,7,0,Bryce Petty pass complete short right to Robby Anderson for 6 yards (tackle by Casey Hayward),1.930,0.000
2,0:22,,,,,,Timeout #2 by New York Jets,0.000,-2.190
2,0:22,2,4,LAC 49,7,0,Bryce Petty for 4 yards,2.190,2.590
2,0:15,1,10,LAC 45,7,0,Bryce Petty pass incomplete short right intended for Austin Seferian-Jenkins,2.590,2.040
2,0:12,2,10,LAC 45,7,0,Bryce Petty sacked by Isaac Rochell for -4 yards,2.040,0.830
2,0:05,3,14,LAC 49,7,0,Bryce Petty pass incomplete deep middle intended for Jermaine Kearse is intercepted by Keenan Allen at LAC-4 and returned for 32 yards,0.830,0.000
Quarter,Time,Down,ToGo,Location,LAC,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,7,0,"Nick Rose kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,NYJ 25,7,0,Bilal Powell right tackle for -1 yards (tackle by Hayes Pullard and Korey Toomer),0.610,-0.070
3,14:28,2,11,NYJ 24,7,0,Bilal Powell left end for 2 yards (tackle by Korey Toomer),-0.070,-0.490
3,13:46,3,9,NYJ 26,7,0,Bryce Petty pass complete short left to Austin Seferian-Jenkins for 2 yards (tackle by Jahleel Addae),-0.490,-1.500
3,13:10,4,7,NYJ 28,7,0,"Lac Edwards punts 41 yards, out of bounds",-1.500,-1.000
3,13:02,1,10,LAC 31,7,0,Philip Rivers pass complete short right to Melvin Gordon for 39 yards (tackle by Jordan Jenkins),1.000,3.580
3,12:16,1,10,NYJ 30,7,0,Branden Oliver right tackle for 1 yard (tackle by Mike Pennel),3.580,3.170
3,11:35,2,9,NYJ 29,7,0,Philip Rivers pass incomplete short right intended for Branden Oliver,3.170,2.480
3,11:30,3,9,NYJ 29,7,0,Philip Rivers pass incomplete short left intended for Mike Williams (defended by Buster Skrine),2.480,1.500
3,11:27,4,9,NYJ 29,7,0,Nick Rose 47 yard field goal no good,1.500,-1.400
3,11:22,1,10,NYJ 37,7,0,Bilal Powell right end for 3 yards (tackle by Joey Bosa),1.400,1.260
3,10:47,2,7,NYJ 40,7,0,Bilal Powell middle for 3 yards (tackle by Desmond King and Hayes Pullard),1.260,0.960
3,10:12,3,4,NYJ 43,7,6,"Bilal Powell left end for 57 yards, touchdown",0.960,7.000
3,10:00,,,LAC 15,7,7,"Chandler Catanzaro kicks extra point good. Penalty on Chris McCain: Unnecessary Roughness, 15 yards",0.000,0.000
3,10:00,,,,7,7,"Chandler Catanzaro kicks off 50 yards, touchback",0.000,-0.610
3,10:00,1,10,LAC 25,7,7,Melvin Gordon right tackle for 9 yards (tackle by Darron Lee),0.610,1.280
3,9:16,2,1,LAC 34,7,7,Melvin Gordon left end for 19 yards (tackle by Marcus Maye),1.280,2.460
3,8:37,1,10,NYJ 47,7,7,Philip Rivers pass complete short left to Keenan Allen for 12 yards,2.460,3.250
3,7:59,1,10,NYJ 35,7,7,Melvin Gordon left end for no gain (tackle by Steve McLendon),3.250,2.700
3,7:18,2,10,NYJ 35,7,7,Philip Rivers pass complete short left to Antonio Gates for 15 yards (tackle by Marcus Maye),2.700,4.240
3,6:36,1,10,NYJ 20,7,7,"Penalty on Joe Barksdale: False Start, 5 yards (no play)",4.240,3.910
3,6:12,1,15,NYJ 25,7,7,Philip Rivers pass complete deep right to Sean McGrath for 23 yards (tackle by Jamal Adams),3.910,6.740
3,5:46,1,2,NYJ 2,7,7,Melvin Gordon middle for 1 yard (tackle by Darron Lee and Jordan Jenkins),6.740,5.910
3,5:02,2,1,NYJ 1,13,7,"Melvin Gordon right tackle for 1 yard, touchdown",5.910,7.000
3,4:57,,,NYJ 15,14,7,Nick Rose kicks extra point good,0.000,0.000
3,4:57,,,LAC 35,14,7,"Nick Rose kicks off 65 yards, touchback",0.000,-0.610
3,4:57,1,10,NYJ 25,14,7,Matt Forte left guard for 9 yards (tackle by Melvin Ingram). Penalty on Desmond King: Defensive Offside (Declined),0.610,1.280
3,4:51,2,1,NYJ 34,14,7,Bilal Powell right end for no gain (tackle by Korey Toomer and Jahleel Addae),1.280,0.560
3,4:13,3,1,NYJ 34,14,7,Bilal Powell right end for no gain (tackle by Jahleel Addae),0.560,-1.110
3,3:42,4,1,NYJ 34,14,7,"Lac Edwards punts 50 yards, fair catch by Travis Benjamin",-1.110,0.140
3,3:35,1,10,LAC 16,14,7,Philip Rivers pass complete short right to Tyrell Williams for 15 yards (tackle by Jamal Adams),-0.140,1.000
3,3:02,1,10,LAC 31,14,7,Melvin Gordon left tackle for -3 yards (tackle by Josh Martin),1.000,0.060
3,2:23,2,13,LAC 28,14,7,Philip Rivers pass complete short right to Keenan Allen for 12 yards (tackle by Morris Claiborne),0.060,0.960
3,1:42,3,1,LAC 40,14,7,Philip Rivers pass incomplete short left intended for Travis Benjamin,0.960,-0.720
3,1:39,4,1,LAC 40,14,7,Drew Kaser punts 37 yards,-0.720,-0.480
3,1:30,1,10,NYJ 23,14,7,Bryce Petty left end for 24 yards (tackle by Darius Philon),0.480,2.060
3,0:52,1,10,NYJ 47,14,7,Bilal Powell left end for no gain (tackle by Chris McCain),2.060,1.520
3,0:15,2,10,NYJ 47,14,7,Bilal Powell right end for -3 yards (tackle by Brandon Mebane),1.520,0.430
Quarter,Time,Down,ToGo,Location,LAC,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,13,NYJ 44,14,7,Bryce Petty pass complete short left to Austin Seferian-Jenkins for 1 yard (tackle by Desmond King),0.430,-0.390
4,14:32,4,12,NYJ 45,14,7,"Lac Edwards punts 46 yards, returned by Travis Benjamin for 91 yards. Penalty on Nick Dzubnar: Offensive Holding, 10 yards",-0.390,0.320
4,14:13,1,10,LAC 13,14,7,Melvin Gordon right end for 7 yards (tackle by Jamal Adams),-0.320,0.220
4,13:36,2,3,LAC 20,14,7,Melvin Gordon right guard for 4 yards (tackle by David Bass),0.220,0.540
4,12:56,1,10,LAC 24,14,7,Philip Rivers pass incomplete short right intended for Keenan Allen,0.540,0.000
4,12:50,2,10,LAC 24,14,7,Philip Rivers pass incomplete short right intended for Keenan Allen,0.000,-0.690
4,12:46,3,10,LAC 24,14,7,Philip Rivers pass incomplete deep middle intended for Keenan Allen,-0.690,-1.770
4,12:42,4,10,LAC 24,14,7,"Drew Kaser punts 54 yards, returned by Jojo Natson for 8 yards (tackle by Mike Windt)",-1.770,-0.940
4,12:30,1,10,NYJ 30,14,7,Bryce Petty pass complete short right to Robby Anderson for 16 yards (tackle by Hayes Pullard),0.940,1.990
4,11:51,1,10,NYJ 46,14,7,Matt Forte right tackle for 1 yard (tackle by Hayes Pullard),1.990,1.590
4,11:11,2,9,NYJ 47,14,7,Bryce Petty sacked by Jahleel Addae and Kyle Emanuel for -8 yards,1.590,-0.160
4,10:30,3,17,NYJ 39,14,7,Bryce Petty pass complete short left to Matt Forte for 7 yards (tackle by Jahleel Addae),-0.160,-0.320
4,9:44,4,10,NYJ 46,14,7,"Lac Edwards punts 39 yards, fair catch by Travis Benjamin",-0.320,0.220
4,9:38,1,10,LAC 15,14,7,Melvin Gordon middle for 3 yards (tackle by Josh Martin),-0.220,-0.280
4,8:52,2,7,LAC 18,14,7,"Philip Rivers pass incomplete. Penalty on Philip Rivers: Intentional Grounding, 13 yards",-0.280,-2.590
4,8:48,3,20,LAC 5,14,7,Philip Rivers pass complete short middle to Antonio Gates for 7 yards (tackle by Buster Skrine),-2.590,-2.490
4,8:11,4,13,LAC 12,14,7,"Drew Kaser punts 63 yards, returned by Jojo Natson for 5 yards (tackle by Sean McGrath)",-2.490,-0.940
4,7:58,1,10,NYJ 30,14,7,Bilal Powell right tackle for 21 yards (tackle by Tre Boston),0.940,2.320
4,7:16,1,10,LAC 49,14,7,Matt Forte middle for 1 yard (tackle by Jatavis Brown),2.320,1.920
4,6:42,2,9,LAC 48,14,7,Matt Forte right tackle for 4 yards (tackle by Joey Bosa),1.920,1.750
4,6:02,3,5,LAC 44,14,7,Bryce Petty right end for 5 yards,1.750,2.980
4,5:28,1,10,LAC 39,14,7,Bilal Powell right tackle for 2 yards (tackle by Joey Bosa and Brandon Mebane),2.980,2.710
4,4:50,2,8,LAC 37,14,7,"Bryce Petty pass complete short right to Jermaine Kearse for 2 yards (tackle by Trevor Williams). Penalty on Brent Qvale: Ineligible Downfield Pass, 5 yards (no play)",2.710,2.040
4,4:42,2,13,LAC 42,14,7,Bryce Petty pass complete short left to Austin Seferian-Jenkins for 7 yards (tackle by Desmond King and Hayes Pullard),2.040,2.280
4,4:03,3,6,LAC 35,14,7,"Bryce Petty pass incomplete deep right intended for Jermaine Kearse. Penalty on Joey Bosa: Roughing the Passer, 15 yards (no play)",2.280,4.240
4,3:59,1,10,LAC 20,14,7,Matt Forte middle for 1 yard (tackle by Jatavis Brown),4.240,3.820
4,3:20,2,9,LAC 19,14,7,Bilal Powell left end for 2 yards (tackle by Korey Toomer),3.820,3.360
4,3:15,3,7,LAC 17,14,7,Bryce Petty pass incomplete short left intended for Austin Seferian-Jenkins,3.360,2.310
4,3:11,4,7,LAC 17,14,7,Bryce Petty pass incomplete deep right intended for Robby Anderson,2.310,0.060
4,3:07,1,10,LAC 17,14,7,Melvin Gordon left guard for 2 yards (tackle by Xavier Cooper and Darron Lee),-0.060,0.000
4,3:02,,,,,,Timeout #1 by New York Jets,0.000,0.250
4,3:02,2,8,LAC 19,14,7,Philip Rivers pass incomplete deep right intended for Tyrell Williams,-0.250,-1.000
4,2:56,3,8,LAC 19,14,7,Philip Rivers pass complete deep left to Keenan Allen for 20 yards (tackle by Marcus Maye),-1.000,1.530
4,2:10,1,10,LAC 39,14,7,Branden Oliver middle for 3 yards (tackle by Steve McLendon),1.530,1.390
4,2:00,2,7,LAC 42,14,7,"Branden Oliver left tackle for no gain (tackle by Darron Lee). Penalty on Xavier Cooper: Defensive Offside, 5 yards (no play)",1.390,2.070
4,1:53,2,2,LAC 47,14,7,Branden Oliver left guard for 3 yards (tackle by Demario Davis),2.070,2.260
4,1:11,1,10,,14,7,Branden Oliver middle for -3 yards (tackle by Josh Martin),2.260,0.000
4,1:02,,,,,,Timeout #2 by New York Jets,0.000,-1.310
4,1:02,2,13,LAC 47,14,7,Branden Oliver right end for 1 yard (tackle by Mike Pennel),1.310,0.760
4,0:20,3,12,LAC 48,14,7,Branden Oliver middle for no gain (tackle by Josh Martin and Steve McLendon),0.760,0.000
4,0:15,,,,,,Timeout #3 by New York Jets,0.000,0.190
4,0:15,4,12,LAC 48,14,7,"Drew Kaser punts 40 yards, returned by Jojo Natson for -7 yards (tackle by Derek Watt)",-0.190,0.380
4,0:03,1,10,NYJ 5,14,7,"Bryce Petty pass complete short left to Robby Anderson for 7 yards, lateral to Brent Qvale for -2 yards, lateral to Elijah McGuire for no gain (tackle by Casey Hayward). Elijah McGuire fumbles (forced by Casey Hayward), recovered by Casey Hayward at NYJ-10 (tackle by Elijah McGuire)",-0.380,-0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
