Quarter,Time,Tm,Detail,JAX,IND
2.0,10:11,Jaguars,Seth Marler 49 yard field goal,3,0
3.0,10:02,Colts,Reggie Wayne 28 yard pass from Peyton Manning (Mike Vanderjagt kick),3,7
,5:22,Colts,Reggie Wayne 4 yard pass from Peyton Manning (Mike Vanderjagt kick),3,14
,3:37,Colts,Mike Vanderjagt 46 yard field goal,3,17
4.0,10:17,Colts,Mike Vanderjagt 36 yard field goal,3,20
,8:57,Jaguars,Seth Marler 37 yard field goal,6,20
,2:29,Colts,Mike Vanderjagt 29 yard field goal,6,23
,1:02,Jaguars,Matthew Hatchette 8 yard pass from Byron Leftwich (Seth Marler kick),13,23
