Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Zonovan Knight,NYJ,15,90,0,2,77,5.1,13,0.9,0,
James Robinson,NYJ,4,10,0,1,8,2.0,2,0.5,0,
Mike White,NYJ,3,7,1,2,5,1.7,2,0.7,0,
Ty Johnson,NYJ,1,3,0,,3,3.0,0,0.0,0,
Elijah Moore,NYJ,1,10,0,1,1,1.0,9,9.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Dalvin Cook,MIN,20,86,1,4,76,3.8,10,0.5,0,
Kirk Cousins,MIN,3,9,0,1,-2,-0.7,11,3.7,0,
Alexander Mattison,MIN,3,14,1,1,11,3.7,3,1.0,0,
Justin Jefferson,MIN,2,11,0,0,11,5.5,0,0.0,0,
Jalen Reagor,MIN,1,8,0,0,5,5.0,3,3.0,0,
