Quarter,Time,Down,ToGo,Location,NYJ,MIN,Detail,EPB,EPA
2,14:24,2,13,NYJ 27,3,3,Justin Jefferson up the middle for 8 yards (tackle by Jordan Whitehead),3.030,3.410
2,13:32,3,5,NYJ 19,3,3,"Kirk Cousins pass complete short middle to Justin Jefferson for 10 yards (tackle by Jordan Whitehead). Penalty on Jordan Whitehead: Unnecessary Roughness / Defense, 5 yards (accepted)",3.410,6.280
2,13:06,1,4,NYJ 4,3,9,"Dalvin Cook left tackle for 4 yards, touchdown",6.280,7.000
2,13:02,,,NYJ 15,3,10,Greg Joseph kicks extra point good,0.000,0.000
2,13:02,,,MIN 35,3,10,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
2,13:02,1,10,NYJ 25,3,10,Zonovan Knight left guard for no gain (tackle by Eric Kendricks and Patrick Jones),0.610,0.060
2,12:27,2,10,NYJ 25,3,10,Mike White pass complete short left to Garrett Wilson for 15 yards (tackle by Camryn Bynum),0.060,1.600
2,11:48,1,10,NYJ 40,3,10,Zonovan Knight left end for no gain (tackle by Akayleb Evans),1.600,1.050
2,11:19,2,10,NYJ 40,3,10,Mike White sacked by Patrick Jones for -3 yards,1.050,-0.030
2,10:37,3,13,NYJ 37,3,10,Mike White pass complete short left to Ty Johnson for 5 yards (tackle by Josh Metellus),-0.030,-0.590
2,9:56,4,8,NYJ 42,3,10,"Braden Mann punts 44 yards, fair catch by Jalen Reagor at MIN-14",-0.590,0.280
2,9:50,1,10,MIN 14,3,10,Alexander Mattison up the middle for 3 yards (tackle by Kwon Alexander and C.J. Mosley),-0.280,-0.370
2,9:13,2,7,MIN 17,3,10,Kirk Cousins pass complete short left to Justin Jefferson for 5 yards (tackle by D.J. Reed),-0.370,-0.440
2,8:43,3,2,MIN 22,3,10,Kirk Cousins pass complete short right to Justin Jefferson for 4 yards (tackle by Jordan Whitehead),-0.440,0.670
2,7:58,1,10,MIN 26,3,10,"Kirk Cousins pass incomplete deep left intended for Justin Jefferson Penalty on MIN: Illegal Shift, 5 yards (declined)",0.670,0.130
2,7:50,2,10,MIN 26,3,10,Kirk Cousins pass complete short left to Alexander Mattison for 1 yard (tackle by Michael Carter and Micheal Clemons),0.130,-0.430
2,7:09,3,9,MIN 27,3,10,Kirk Cousins scrambles left end for 11 yards (tackle by Quincy Williams and C.J. Mosley),-0.430,1.470
2,6:22,1,10,MIN 38,3,10,Kirk Cousins pass complete deep left to Jalen Reagor for 38 yards (tackle by Lamarcus Joyner),1.470,3.970
2,5:29,1,10,NYJ 24,3,10,"Penalty on Blake Brandel: False Start, 5 yards (accepted) (no play)",3.970,3.640
2,5:08,1,15,NYJ 29,3,10,Kirk Cousins pass complete short right to Alexander Mattison for 3 yards (tackle by Jordan Whitehead),3.640,3.160
2,4:48,2,12,NYJ 26,3,10,Kirk Cousins pass complete short left to Justin Jefferson for 5 yards (tackle by D.J. Reed),3.160,3.140
2,4:08,3,7,NYJ 21,3,10,"Kirk Cousins pass complete short right to T.J. Hockenson for 7 yards (tackle by C.J. Mosley) NYJ challenged the first down ruling, and the play was upheld.",3.140,4.650
2,3:39,1,10,NYJ 14,3,16,"Alexander Mattison up the middle for 14 yards, touchdown",4.650,7.000
2,3:35,,,NYJ 15,3,17,Greg Joseph kicks extra point good,0.000,0.000
2,3:35,,,MIN 35,3,17,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
2,3:35,1,10,NYJ 25,3,17,Mike White pass incomplete short middle intended for Garrett Wilson (defended by Khyiris Tonga),0.610,0.060
2,3:31,2,10,NYJ 25,3,17,Mike White pass complete short left to Garrett Wilson for 10 yards (tackle by Akayleb Evans),0.060,1.270
2,3:05,1,10,NYJ 35,3,17,Ty Johnson left guard for 3 yards (tackle by Danielle Hunter),1.270,1.130
2,2:24,2,7,NYJ 38,3,17,Mike White pass incomplete deep left intended for Garrett Wilson,1.130,0.430
2,2:17,3,7,NYJ 38,3,17,Mike White pass complete short left to Ty Johnson for 5 yards (tackle by Harrison Smith),0.430,-0.520
2,2:00,4,2,NYJ 43,3,17,Mike White pass incomplete short right intended for Tyler Conklin (defended by Chandon Sullivan),-0.520,-2.720
2,1:58,1,10,NYJ 43,3,17,Dalvin Cook up the middle for 3 yards (tackle by Sheldon Rankins),2.720,2.580
2,1:21,2,7,NYJ 40,3,17,Kirk Cousins pass incomplete short middle intended for Adam Thielen (defended by Jordan Whitehead),2.580,1.880
2,1:17,,,,,,Timeout #1 by Minnesota Vikings,,
2,1:17,3,7,NYJ 40,3,17,Kirk Cousins pass complete short right to K.J. Osborn for 10 yards (tackle by Brandin Echols),1.880,3.580
2,1:12,1,10,NYJ 30,3,17,Dalvin Cook left guard for no gain (tackle by Jermaine Johnson),3.580,3.030
2,0:54,2,10,NYJ 30,3,17,Kirk Cousins pass complete short left to Justin Jefferson for 7 yards (tackle by Brandin Echols),3.030,3.270
2,0:48,3,3,NYJ 23,3,17,Kirk Cousins pass incomplete short right intended for Adam Thielen,3.270,2.030
2,0:44,4,3,NYJ 23,3,20,Greg Joseph 41 yard field goal good,2.030,3.000
2,0:40,,,MIN 35,3,20,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
2,0:40,1,10,NYJ 25,3,20,Mike White pass complete short left to Ty Johnson for 8 yards (tackle by Jordan Hicks),0.610,1.140
2,0:35,2,2,NYJ 33,3,20,Mike White pass complete deep left to Garrett Wilson for 18 yards,1.140,2.320
2,0:30,1,10,MIN 49,3,20,Mike White pass incomplete deep middle intended for Garrett Wilson (defended by Harrison Smith),2.320,1.780
2,0:23,2,10,MIN 49,3,20,Mike White pass incomplete deep left intended for Elijah Moore,1.780,1.090
2,0:18,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:18,3,10,MIN 49,3,20,Mike White pass complete short right to Ty Johnson for 7 yards (tackle by Eric Kendricks),1.090,0.460
2,0:13,,,,,,Timeout #3 by Minnesota Vikings,,
2,0:13,4,3,MIN 42,6,20,Greg Zuerlein 60 yard field goal good,0.460,3.000
2,0:08,,,NYJ 35,6,20,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,0:08,1,10,MIN 25,6,20,Kirk Cousins kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,NYJ,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,6,20,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIN 25,6,20,Dalvin Cook right tackle for 6 yards (tackle by Carl Lawson and C.J. Mosley),0.610,0.870
3,14:25,2,4,MIN 31,6,20,Dalvin Cook up the middle for no gain (tackle by D.J. Reed),0.870,0.170
3,13:47,3,4,MIN 31,6,20,Kirk Cousins pass complete short left to Dalvin Cook for no gain (tackle by C.J. Mosley),0.170,-1.310
3,13:06,4,4,MIN 31,6,20,"Ryan Wright punts 44 yards, returned by Braxton Berrios for 14 yards (tackle by D.J. Wonnum and Theo Jackson)",-1.310,-1.530
3,12:56,1,10,NYJ 39,6,20,Zonovan Knight right tackle for 1 yard (tackle by Za'Darius Smith),1.530,1.120
3,12:27,2,9,NYJ 40,6,20,Mike White pass complete deep middle to Garrett Wilson for 23 yards (tackle by Akayleb Evans),1.120,3.120
3,11:48,1,10,MIN 37,6,20,Zonovan Knight left tackle for 6 yards (tackle by Dalvin Tomlinson),3.120,3.380
3,11:16,2,4,MIN 31,6,20,Elijah Moore left end for 10 yards (tackle by Akayleb Evans),3.380,4.170
3,10:37,1,10,MIN 21,6,20,Garrett Wilson pass incomplete short right,4.170,3.630
3,10:31,2,10,MIN 21,6,20,Mike White pass complete short middle to Tyler Conklin for 3 yards (tackle by Danielle Hunter),3.630,3.310
3,9:52,3,7,MIN 18,6,20,Mike White pass incomplete short left intended for Garrett Wilson,3.310,2.250
3,9:47,4,7,MIN 18,9,20,Greg Zuerlein 36 yard field goal good,2.250,3.000
3,9:43,,,NYJ 35,9,20,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,9:43,1,10,MIN 25,9,20,Jalen Reagor left end for 8 yards (tackle by C.J. Mosley and Quincy Williams),0.610,1.140
3,9:09,2,2,MIN 33,9,20,Kirk Cousins pass incomplete deep left intended for T.J. Hockenson,1.140,0.430
3,9:03,3,2,MIN 33,9,20,Dalvin Cook left end for 8 yards (tackle by Michael Carter),0.430,1.660
3,8:28,1,10,MIN 41,9,20,Kirk Cousins pass incomplete deep left intended for Justin Jefferson,1.660,1.120
3,8:22,2,10,MIN 41,9,20,Dalvin Cook up the middle for -2 yards (tackle by Quinnen Williams),1.120,0.170
3,7:58,3,12,MIN 39,9,20,Kirk Cousins sacked by Quinnen Williams for -8 yards,0.170,-1.310
3,7:21,4,20,MIN 31,9,20,Ryan Wright punts 43 yards out of bounds,-1.310,-0.670
3,7:16,1,10,NYJ 26,9,20,Zonovan Knight right guard for 3 yards (tackle by Patrick Jones),0.670,0.540
3,6:38,2,7,NYJ 29,9,20,Mike White pass complete short right to Zonovan Knight for 8 yards (tackle by Patrick Peterson and Jordan Hicks),0.540,1.400
3,5:57,1,10,NYJ 37,9,20,Mike White pass complete short middle to Garrett Wilson for 13 yards (tackle by Camryn Bynum),1.400,2.260
3,5:35,1,10,NYJ 50,9,20,James Robinson left guard for 2 yards (tackle by James Lynch and Za'Darius Smith),2.260,1.980
3,4:53,2,8,MIN 48,9,20,Mike White pass complete deep right to C.J. Uzomah for 31 yards (tackle by Harrison Smith),1.980,4.440
3,4:08,1,10,MIN 17,9,20,Mike White pass complete short left to Garrett Wilson for 5 yards (tackle by Duke Shelley),4.440,4.690
3,3:29,2,5,MIN 12,9,20,Zonovan Knight right tackle for 4 yards (tackle by Eric Kendricks and Chandon Sullivan),4.690,4.800
3,3:01,3,1,MIN 8,9,20,Mike White up the middle for 2 yards (tackle by Jordan Hicks),4.800,5.830
3,2:22,1,6,MIN 6,9,20,"Mike White pass complete to Braxton Berrios for no gain. Penalty on George Fant: Offensive Illegal Block Above the Waist, 10 yards (accepted) (no play)",5.830,4.310
3,1:57,1,16,MIN 16,9,20,Mike White pass incomplete short left intended for Corey Davis,4.310,3.340
3,1:51,2,16,MIN 16,9,20,Mike White pass incomplete short left intended for Tyler Conklin (defended by Duke Shelley),3.340,2.850
3,1:46,3,16,MIN 16,9,20,Mike White pass complete short left to Elijah Moore for 4 yards (tackle by Eric Kendricks),2.850,2.630
3,1:03,4,12,MIN 12,12,20,Greg Zuerlein 30 yard field goal good,2.630,3.000
3,0:59,,,NYJ 35,12,20,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,0:59,1,10,MIN 25,12,20,Kirk Cousins pass incomplete short right intended for Adam Thielen (defended by Sauce Gardner),0.610,0.060
3,0:55,2,10,MIN 25,12,20,Dalvin Cook left tackle for 4 yards (tackle by John Franklin-Myers),0.060,-0.100
3,0:19,3,6,MIN 29,12,20,Kirk Cousins sacked by Carl Lawson for -6 yards,-0.100,-1.830
Quarter,Time,Down,ToGo,Location,NYJ,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,12,MIN 23,12,20,"Ryan Wright punts 63 yards, returned by Braxton Berrios for 15 yards (tackle by C.J. Ham)",-1.830,-0.870
4,14:46,1,10,NYJ 29,12,20,Mike White pass complete short middle to Garrett Wilson for 60 yards (tackle by Camryn Bynum),0.870,4.840
4,13:56,1,10,MIN 11,12,20,Mike White pass complete short left to Zonovan Knight for 2 yards (tackle by D.J. Wonnum),4.840,4.510
4,13:18,2,8,MIN 9,12,20,Mike White pass complete short middle to Braxton Berrios for 1 yard (tackle by Patrick Peterson),4.510,3.760
4,12:38,3,7,MIN 8,12,20,Mike White pass incomplete short middle intended for Corey Davis (defended by Za'Darius Smith),3.760,2.960
4,12:33,4,7,MIN 8,15,20,Greg Zuerlein 26 yard field goal good,2.960,3.000
4,12:30,,,NYJ 35,15,20,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,12:30,1,10,MIN 25,15,20,Kirk Cousins pass complete short right to Johnny Mundt for 12 yards (tackle by Jordan Whitehead and Nathan Shepherd),0.610,1.400
4,11:58,1,10,MIN 37,15,20,Kirk Cousins pass complete short left to T.J. Hockenson for 13 yards (tackle by C.J. Mosley and D.J. Reed),1.400,2.260
4,11:20,1,10,MIN 50,15,20,Dalvin Cook left end for 11 yards (tackle by Lamarcus Joyner),2.260,2.980
4,10:46,1,10,NYJ 39,15,20,Kirk Cousins pass complete deep middle to Adam Thielen for 25 yards (tackle by Jordan Whitehead),2.980,4.650
4,10:02,1,10,NYJ 14,15,20,Kirk Cousins pass complete short right to Adam Thielen for 2 yards (tackle by Lamarcus Joyner),4.650,4.330
4,9:23,2,8,NYJ 12,15,20,Dalvin Cook left end for 2 yards (tackle by Carl Lawson),4.330,3.820
4,8:40,3,6,NYJ 10,15,26,"Kirk Cousins pass complete short right to Justin Jefferson for 10 yards, touchdown",3.820,7.000
4,8:33,,,NYJ 15,15,27,Greg Joseph kicks extra point good,0.000,0.000
4,8:33,,,MIN 35,15,27,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,8:33,1,10,NYJ 25,15,27,Zonovan Knight left end for 48 yards (tackle by Patrick Peterson),0.610,3.780
4,7:59,1,10,MIN 27,15,27,"Mike White pass incomplete intended for Garrett Wilson. Penalty on Duke Shelley: Defensive Pass Interference, 24 yards (accepted) (no play)",3.780,6.510
4,7:53,1,3,MIN 3,15,27,Zonovan Knight left guard for -2 yards (tackle by D.J. Wonnum and Khyiris Tonga),6.510,5.150
4,7:31,2,5,MIN 5,15,27,Mike White pass incomplete short right intended for Elijah Moore (defended by Duke Shelley),5.150,4.440
4,7:27,3,4,MIN 5,15,27,Mike White scrambles left end for 4 yards (tackle by Jordan Hicks),4.440,3.550
4,6:49,4,1,MIN 1,21,27,"Mike White for no gain NYJ challenged the runner broke the plane ruling, and the original play was overturned. Mike White for 1 yard, touchdown",3.550,7.000
4,6:45,,,MIN 15,22,27,Greg Zuerlein kicks extra point good,0.000,0.000
4,6:45,,,NYJ 35,22,27,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,6:45,1,10,MIN 25,22,27,Alexander Mattison left guard for -3 yards (tackle by Quinnen Williams),0.610,-0.340
4,6:18,2,13,MIN 22,22,27,Kirk Cousins pass incomplete short left intended for K.J. Osborn,-0.340,-1.020
4,6:13,3,13,MIN 22,22,27,Kirk Cousins pass complete short right to T.J. Hockenson for 7 yards (tackle by Quincy Williams),-1.020,-1.440
4,5:38,4,8,MIN 29,22,27,"Ryan Wright punts 55 yards, fair catch by Braxton Berrios at NYJ-16",-1.440,0.140
4,5:30,1,10,NYJ 16,22,27,Mike White pass incomplete deep right intended for Garrett Wilson,-0.140,-0.660
4,5:24,2,10,NYJ 16,22,27,Mike White pass complete deep right to Corey Davis for 23 yards (tackle by Camryn Bynum),-0.660,1.530
4,4:46,1,10,NYJ 39,22,27,Zonovan Knight left end for 6 yards (tackle by Eric Kendricks),1.530,1.800
4,4:40,2,4,NYJ 45,22,27,Mike White pass complete short left to Braxton Berrios for 8 yards (tackle by Harrison Smith),1.800,2.460
4,4:35,1,10,MIN 47,22,27,James Robinson left end for no gain (tackle by Eric Kendricks),2.460,1.910
4,3:59,2,10,MIN 47,22,27,Mike White pass incomplete deep right intended for Elijah Moore,1.910,1.220
4,3:52,3,10,MIN 47,22,27,Mike White pass incomplete short left intended for Tyler Conklin (defended by Danielle Hunter),1.220,0.130
4,3:48,4,10,MIN 47,22,27,Mike White pass complete deep middle to Corey Davis for 31 yards (tackle by Camryn Bynum),0.130,4.510
4,3:01,1,10,MIN 16,22,27,Mike White pass complete short right to Zonovan Knight for 7 yards (tackle by Harrison Phillips and Harrison Smith),4.510,5.030
4,2:16,2,4,MIN 9,22,27,Mike White pass complete short right to Corey Davis for 5 yards (tackle by Jordan Hicks and Duke Shelley),5.030,6.280
4,2:00,1,4,MIN 4,22,27,Zonovan Knight up the middle for 3 yards (tackle by Harrison Smith and Camryn Bynum),6.280,5.910
4,1:54,,,,,,Timeout #1 by Minnesota Vikings,,
4,1:54,2,1,MIN 1,22,27,Zonovan Knight up the middle for no gain (tackle by Khyiris Tonga and Duke Shelley),5.910,5.170
4,1:50,,,,,,Timeout #2 by Minnesota Vikings,,
4,1:50,3,1,MIN 1,22,27,Mike White pass incomplete short right intended for Garrett Wilson,5.170,3.550
4,1:46,4,1,MIN 1,22,27,Mike White pass incomplete short middle intended for Braxton Berrios (defended by Jordan Hicks),3.550,0.380
4,1:43,1,10,MIN 2,22,27,Dalvin Cook up the middle for no gain (tackle by Micheal Clemons and Kwon Alexander),-0.380,-0.780
4,1:39,,,,,,Timeout #1 by New York Jets,,
4,1:39,2,10,MIN 2,22,27,Dalvin Cook right guard for 3 yards (tackle by Jordan Whitehead and Quinnen Williams),-0.780,-1.070
4,1:35,,,,,,Timeout #2 by New York Jets,,
4,1:35,3,7,MIN 5,22,27,Dalvin Cook left end for -2 yards (tackle by Kwon Alexander),-1.070,-2.490
4,1:30,,,,,,Timeout #3 by New York Jets,,
4,1:30,4,9,MIN 3,22,27,"Ryan Wright punts 48 yards, returned by Braxton Berrios for 8 yards (tackle by Josh Metellus)",-2.490,-2.720
4,1:19,1,10,MIN 43,22,27,Mike White pass complete short left to Ty Johnson for 6 yards (tackle by Eric Kendricks and Duke Shelley),2.720,2.990
4,0:57,2,4,MIN 37,22,27,Mike White pass complete deep left to Garrett Wilson for 18 yards (tackle by Harrison Smith),2.990,4.310
4,0:33,1,10,MIN 19,22,27,Mike White pass incomplete short right,4.310,3.750
4,0:27,2,10,MIN 19,22,27,Mike White pass incomplete short left intended for Garrett Wilson (defended by Harrison Smith),3.750,3.030
4,0:23,3,10,MIN 19,22,27,Mike White pass incomplete short right intended for Elijah Moore,3.030,2.180
4,0:16,4,10,MIN 19,22,27,Mike White pass deep middle intended for Corey Davis is intercepted by Camryn Bynum at MIN-1 and returned for 5 yards,2.180,0.380
4,0:10,1,10,MIN 6,22,27,Kirk Cousins kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
