Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA
2,0:47,1,10,CLE 44,14,24,Joe Flacco pass incomplete short right intended for Amari Cooper,1.860,1.320
2,0:43,2,10,CLE 44,14,24,Joe Flacco sacked by Will Anderson for -9 yards,1.320,-0.560
Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,14,24,"Riley Patterson kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,HOU 25,14,24,Devin Singletary left guard for no gain (tackle by Myles Garrett and Dalvin Tomlinson),0.610,0.060
3,14:24,2,10,HOU 25,14,24,C.J. Stroud pass complete short right to John Metchie for 11 yards (tackle by Greg Newsome),0.060,1.330
3,13:47,1,10,HOU 36,14,24,Devin Singletary right end for 1 yard (tackle by Jeremiah Owusu-Koramoah and Za'Darius Smith),1.330,0.930
3,13:01,2,9,HOU 37,14,24,C.J. Stroud pass complete short right to Xavier Hutchinson for 6 yards (tackle by D'Anthony Bell),0.930,1.030
3,12:21,3,3,HOU 43,14,24,C.J. Stroud pass complete short right to Nico Collins for -1 yards (tackle by Jeremiah Owusu-Koramoah),1.030,-0.590
3,11:40,4,4,HOU 42,14,24,"Cameron Johnston punts, fair catch by James Proche at CLE-15 Penalty on CLE: Illegal Formation, 5 yards (offset) . Penalty on Dare Ogunbowale: Offensive Holding, 10 yards (offset) (no play)",-0.590,-0.590
3,11:34,4,4,HOU 42,14,24,"Penalty on Blake Cashman: False Start, 5 yards (accepted) (no play)",-0.590,-0.910
3,11:34,4,9,HOU 37,14,24,Cameron Johnston punts 45 yards out of bounds,-0.910,-0.040
3,11:27,1,10,CLE 18,14,24,Joe Flacco pass complete short left to David Bell for 4 yards (tackle by Desmond King),0.040,0.140
3,10:47,2,6,CLE 22,14,24,Joe Flacco pass complete short middle to David Njoku for 10 yards (tackle by Christian Harris),0.140,1.070
3,10:17,1,10,CLE 32,14,24,Kareem Hunt right tackle for 6 yards (tackle by Derek Stingley),1.070,1.340
3,9:41,2,4,CLE 38,14,24,Jerome Ford right tackle for 2 yards (tackle by Will Anderson and Desmond King),1.340,0.890
3,8:56,3,2,CLE 40,14,24,Joe Flacco pass complete short middle to Amari Cooper for 16 yards (tackle by DeAndre Houston-Carson),0.890,2.650
3,8:13,1,10,HOU 44,14,24,"Joe Flacco pass complete short left to Jerome Ford for no gain (tackle by Denzel Perryman and Blake Cashman). Penalty on Ethan Pocic: Offensive Holding, 10 yards (accepted) (no play)",2.650,1.990
3,7:43,1,20,CLE 46,14,24,Joe Flacco pass complete short right to David Bell for 4 yards (tackle by Desmond King and Blake Cashman),1.990,1.300
3,7:01,2,16,CLE 50,14,24,Joe Flacco pass complete short middle to David Bell for 16 yards (tackle by Blake Cashman and DeAndre Houston-Carson),1.300,3.310
3,6:21,1,10,HOU 34,14,30,"Joe Flacco pass deep left is intercepted by Steven Nelson at HOU-18 and returned for 82 yards, touchdown",3.310,-7.000
3,6:05,,,CLE 15,14,31,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,6:05,,,HOU 35,14,31,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,6:05,1,10,CLE 25,14,31,Joe Flacco pass complete short right to David Bell for 4 yards (tackle by Desmond King),0.610,0.600
3,5:27,2,6,CLE 29,14,31,Joe Flacco pass complete short right to David Bell for 5 yards (tackle by Steven Nelson),0.600,0.560
3,4:59,3,1,CLE 34,14,31,Kareem Hunt right tackle for -1 yards (tackle by Blake Cashman and Will Anderson),0.560,-1.180
3,4:13,4,2,CLE 33,14,37,"Joe Flacco pass short right intended for Harrison Bryant is intercepted by Christian Harris at CLE-36 and returned for 36 yards, touchdown",-1.180,-7.000
3,4:06,,,CLE 15,14,38,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,4:06,,,HOU 35,14,38,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,4:06,1,10,CLE 25,14,38,Joe Flacco pass complete short right to Jerome Ford for 4 yards (tackle by Jalen Pitre),0.610,0.600
3,3:40,2,6,CLE 29,14,38,Joe Flacco pass incomplete short left intended for David Njoku,0.600,-0.100
3,3:36,3,6,CLE 29,14,38,Joe Flacco pass complete short middle to David Njoku for 16 yards (tackle by Blake Cashman),-0.100,1.930
3,3:09,1,10,CLE 45,14,38,Joe Flacco pass complete short middle to David Njoku for 3 yards (tackle by Desmond King),1.930,1.790
3,2:48,2,7,CLE 48,14,38,Joe Flacco pass incomplete short left intended for Marquise Goodwin (defended by Steven Nelson),1.790,1.090
3,2:43,3,7,CLE 48,14,38,Joe Flacco pass complete short right to Harrison Bryant for 11 yards (tackle by Blake Cashman),1.090,2.850
3,2:14,1,10,HOU 41,14,38,Joe Flacco pass complete short middle to Jerome Ford for 4 yards (tackle by Blake Cashman),2.850,2.850
3,1:43,2,6,HOU 37,14,38,Joe Flacco pass incomplete deep middle intended for David Njoku,2.850,2.150
3,1:37,3,6,HOU 37,14,38,Joe Flacco pass incomplete short left intended for Harrison Bryant (defended by Derek Stingley),2.150,0.790
3,1:32,4,6,HOU 37,14,38,Joe Flacco sacked by Christian Harris for -13 yards,0.790,-2.260
3,1:27,1,10,HOU 50,14,38,C.J. Stroud pass complete short left to Nico Collins for 11 yards (tackle by Juan Thornhill),2.260,2.980
3,0:53,1,10,CLE 39,14,38,Devin Singletary up the middle for 5 yards (tackle by Sione Takitaki and Shelby Harris),2.980,3.120
3,0:12,2,5,CLE 34,14,38,Devin Singletary up the middle for 1 yard (tackle by D'Anthony Bell and Dalvin Tomlinson),3.120,2.540
Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,CLE 33,14,38,C.J. Stroud pass complete short middle to Robert Woods for 11 yards (tackle by Greg Newsome),2.540,4.110
4,14:18,1,10,CLE 22,14,38,Devin Singletary up the middle for 3 yards (tackle by Jordan Kunaszyk and Sione Takitaki),4.110,3.970
4,13:33,2,7,CLE 19,14,44,"Devin Singletary left guard for 19 yards, touchdown",3.970,7.000
4,13:27,,,CLE 15,14,45,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,13:27,,,HOU 35,14,45,"Penalty on Myles Garrett: Defensive Offside, 5 yards (accepted) (no play)",0.000,0.000
4,13:27,,,HOU 40,14,45,"Ka'imi Fairbairn kicks off 60 yards, touchback.",0.000,0.610
4,13:27,1,10,CLE 25,14,45,Jerome Ford right guard for 3 yards (tackle by Blake Cashman and Khalil Davis),0.610,0.470
4,12:41,2,7,CLE 28,14,45,Jerome Ford up the middle for 3 yards (tackle by Kurt Hinish and Jalen Pitre),0.470,0.170
4,12:02,3,4,CLE 31,14,45,Joe Flacco scrambles left end for 8 yards (tackle by Desmond King),0.170,1.530
4,11:31,1,10,CLE 39,14,45,Kareem Hunt left tackle for -2 yards (tackle by Maliek Collins),1.530,0.720
4,10:53,2,12,CLE 37,14,45,Joe Flacco pass complete short right to Elijah Moore for 7 yards (tackle by Steven Nelson),0.720,0.960
4,10:12,3,5,CLE 44,14,45,Joe Flacco pass complete short left to Kareem Hunt for 2 yards (tackle by Desmond King),0.960,-0.320
4,9:26,4,3,CLE 46,14,45,Joe Flacco pass incomplete short left intended for David Njoku,-0.320,-2.520
4,9:22,1,10,CLE 46,14,45,Dameon Pierce up the middle for 1 yard (tackle by Shelby Harris),2.520,2.110
4,8:37,2,9,CLE 45,14,45,Dameon Pierce left tackle for no gain (tackle by Jordan Elliott),2.110,1.420
4,7:53,3,9,CLE 45,14,45,Davis Mills pass complete short right to John Metchie for 6 yards (tackle by Juan Thornhill),1.420,0.660
4,7:04,4,3,CLE 39,14,45,"Penalty on HOU: Delay of Game, 5 yards (accepted) (no play)",0.660,0.330
4,7:04,4,8,CLE 44,14,45,"Cameron Johnston punts 44 yards, touchback.",0.330,-0.280
4,6:57,1,10,CLE 20,14,45,Joe Flacco pass complete short left to Kareem Hunt for -1 yards (tackle by D'Angelo Ross),0.280,-0.460
4,6:15,2,11,CLE 19,14,45,Kareem Hunt left guard for 14 yards (tackle by Adrian Amos),-0.460,1.140
4,5:50,1,10,CLE 33,14,45,Joe Flacco pass incomplete short left,1.140,0.590
4,5:47,2,10,CLE 33,14,45,Kareem Hunt left tackle for 1 yard (tackle by Khalil Davis and Kurt Hinish),0.590,0.040
4,5:05,3,9,CLE 34,14,45,Joe Flacco pass complete short right to David Bell for 10 yards (tackle by Kris Boyd),0.040,1.860
4,4:28,1,10,CLE 44,14,45,Joe Flacco pass complete short left to Elijah Moore for 5 yards (tackle by D'Angelo Ross and Kareem Jackson),1.860,1.990
4,3:52,2,5,CLE 49,14,45,Joe Flacco pass complete short right to Amari Cooper for 10 yards (tackle by D'Angelo Ross),1.990,2.850
4,3:08,1,10,HOU 41,14,45,Jerome Ford left guard for -2 yards (tackle by Khalil Davis),2.850,2.040
4,2:40,2,12,HOU 43,14,45,Joe Flacco pass complete short right to Harrison Bryant for 5 yards (tackle by D'Angelo Ross and Kris Boyd),2.040,2.020
4,2:03,3,7,HOU 38,14,45,Jerome Ford up the middle for no gain (tackle by Henry To'oTo'o and Derek Barnett),2.020,0.720
4,1:58,4,7,HOU 38,14,45,Joe Flacco sacked by Kurt Hinish for -9 yards,0.720,-2.060
4,1:53,1,10,HOU 47,14,45,Davis Mills kneels for -1 yards,2.060,1.380
4,1:12,2,11,HOU 46,14,45,Davis Mills kneels for -2 yards,1.380,0.430
4,0:32,3,13,HOU 44,14,45,Davis Mills kneels for -1 yards,0.430,-0.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
