Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
2,13:05,3,6,PHI 35,7,0,Michael Vick sacked by Clay Matthews for -12 yards,0.300,-1.830
2,12:33,4,18,PHI 23,7,0,"Saverio Rocca punts 42 yards, returned by Tramon Williams for 8 yards (tackle by Moise Fokou)",-1.830,-1.800
2,12:21,1,10,GNB 43,7,0,James Starks left end for 5 yards (tackle by Antonio Dixon),1.800,1.930
2,11:46,2,5,GNB 48,7,0,James Starks left end for 4 yards (tackle by Kurt Coleman),1.930,1.750
2,11:06,3,1,PHI 48,7,0,"John Kuhn right tackle for 1 yard (tackle by Jamar Chaney). John Kuhn fumbles (forced by Jamar Chaney), recovered by John Kuhn at PHI-48",1.750,2.460
2,10:35,1,10,PHI 47,7,0,Aaron Rodgers pass complete short left to John Kuhn for 8 yards (tackle by Jamar Chaney),2.460,2.990
2,9:52,2,2,PHI 39,7,0,James Starks left end for no gain (tackle by Antonio Dixon),2.990,2.280
2,9:10,3,2,PHI 39,7,0,Aaron Rodgers pass complete short right to Quinn Johnson for 4 yards (tackle by Ernie Sims),2.280,3.250
2,8:22,,,,7,0,Timeout #1 by Green Bay Packers,0.000,3.250
2,8:22,1,10,PHI 35,7,0,Aaron Rodgers pass complete short middle to Donald Driver for 7 yards (tackle by Joselio Hanson),3.250,3.650
2,7:45,2,3,PHI 28,7,0,James Starks right tackle for 6 yards (tackle by Kurt Coleman),3.650,4.110
2,7:04,1,10,PHI 22,7,0,"Aaron Rodgers for -3 yards. Aaron Rodgers fumbles, recovered by Aaron Rodgers at PHI-25",4.110,3.160
2,6:31,2,13,PHI 25,7,0,Aaron Rodgers pass complete short left to Greg Jennings for 8 yards,3.160,3.560
2,5:59,3,5,PHI 17,7,0,Aaron Rodgers for 8 yards,3.560,5.140
2,5:29,1,9,PHI 9,13,0,"Aaron Rodgers pass complete short right to James Jones for 9 yards, touchdown",5.140,7.000
2,,,,PHI 2,14,0,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,14,0,"Mason Crosby kicks off 58 yards, returned by Gerard Lawson for 14 yards (tackle by Jarrett Bush)",0.000,0.670
2,5:15,1,10,PHI 26,14,0,Michael Vick pass complete deep middle to Jeremy Maclin for 44 yards (tackle by Tramon Williams),0.670,3.580
2,4:27,1,10,GNB 30,14,0,"Penalty on Winston Justice: False Start, 5 yards (no play)",3.580,3.250
2,4:08,1,15,GNB 35,14,0,Michael Vick pass complete short left to LeSean McCoy for 5 yards (tackle by B.J. Raji),3.250,3.030
2,3:28,2,10,GNB 30,14,0,Michael Vick pass incomplete (defended by B.J. Raji),3.030,2.340
2,3:25,3,10,GNB 30,14,0,Michael Vick left end for 14 yards (tackle by Sam Shields),2.340,4.510
2,2:41,1,10,GNB 16,14,0,LeSean McCoy middle for 3 yards (tackle by Desmond Bishop),4.510,4.390
2,2:01,2,7,GNB 13,14,0,Michael Vick pass incomplete short left intended for DeSean Jackson,4.390,3.540
2,1:57,3,7,GNB 13,14,0,Michael Vick pass complete short left to Jason Avant for 2 yards (tackle by Tramon Williams),3.540,2.750
2,1:15,4,5,GNB 11,14,3,David Akers 29 yard field goal good,2.750,3.000
2,,,,PHI 30,14,3,"David Akers kicks off 70 yards, touchback",0.000,0.280
2,1:11,1,10,GNB 20,14,3,Brandon Jackson right end for 5 yards (tackle by Jamar Chaney and Juqua Parker),0.280,0.410
2,0:49,2,5,GNB 25,14,3,Aaron Rodgers pass incomplete short right intended for Andrew Quarless,0.410,-0.300
2,0:45,3,5,GNB 25,14,3,Aaron Rodgers pass complete short right to Andrew Quarless for 12 yards (tackle by Asante Samuel),-0.300,1.400
2,0:37,,,,14,3,Timeout #2 by Green Bay Packers,0.000,1.400
2,0:37,1,10,GNB 37,14,3,Aaron Rodgers pass incomplete deep right intended for James Jones,1.400,0.860
2,0:31,2,10,GNB 37,14,3,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",0.860,0.180
2,0:31,2,15,GNB 32,14,3,Aaron Rodgers pass complete short left to Brandon Jackson for 11 yards (tackle by Juqua Parker),0.180,0.960
Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,14,3,"David Akers kicks off 62 yards, returned by Sam Shields for 9 yards (tackle by Gerard Lawson)",0.000,-0.060
3,14:53,1,10,GNB 17,14,3,James Starks right tackle for 8 yards (tackle by Trent Cole),-0.060,0.620
3,14:13,2,2,GNB 25,14,3,Aaron Rodgers pass incomplete deep middle intended for Donald Driver,0.620,-0.240
3,14:06,,,,14,3,Timeout #1 by Green Bay Packers,0.000,-0.240
3,14:06,3,2,GNB 25,14,3,"Aaron Rodgers sacked by Darryl Tapp for -6 yards. Aaron Rodgers fumbles (forced by Darryl Tapp), recovered by Juqua Parker at GNB-24 (tackle by Aaron Rodgers)",-0.240,-3.970
3,13:56,1,10,GNB 24,14,3,Michael Vick pass incomplete short left intended for LeSean McCoy,3.970,3.430
3,13:55,2,10,GNB 24,14,9,"Michael Vick pass complete deep middle to Jason Avant for 24 yards, touchdown",3.430,7.000
3,,,,GNB 2,14,10,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,14,10,"David Akers kicks off 70 yards, returned by James Starks for 20 yards (tackle by Omar Gaither)",0.000,0.280
3,13:45,1,10,GNB 20,14,10,James Starks left end for 4 yards (tackle by Trent Cole),0.280,0.270
3,13:13,2,6,GNB 24,14,10,James Starks left tackle for 1 yard (tackle by Brodrick Bunkley and Quintin Mikell),0.270,-0.300
3,12:31,3,5,GNB 25,14,10,Aaron Rodgers pass complete short left to Donald Driver for 6 yards (tackle by Dimitri Patterson),-0.300,1.000
3,11:50,1,10,GNB 31,14,10,Aaron Rodgers pass incomplete short left intended for Greg Jennings,1.000,0.460
3,11:45,2,10,GNB 31,14,10,Aaron Rodgers pass incomplete short right intended for Donald Driver,0.460,-0.230
3,11:41,3,10,GNB 31,14,10,Aaron Rodgers pass complete deep left to Donald Driver for 20 yards (tackle by Kurt Coleman),-0.230,2.320
3,10:54,1,10,PHI 49,14,10,James Starks left end for 19 yards (tackle by Trent Cole and Kurt Coleman),2.320,3.580
3,10:15,1,10,PHI 30,14,10,James Starks right end for 5 yards (tackle by Jamar Chaney),3.580,3.710
3,9:36,2,5,PHI 25,14,10,Aaron Rodgers pass complete short left to John Kuhn for 16 yards (tackle by Brodrick Bunkley),3.710,5.140
3,8:50,1,9,PHI 9,14,10,James Starks middle for 3 yards (tackle by Ernie Sims),5.140,4.950
3,8:14,2,6,PHI 6,14,10,"Aaron Rodgers left end for 2 yards (tackle by Jamar Chaney). Penalty on Daryn Colledge: Offensive Holding, 10 yards (no play)",4.950,3.340
3,7:41,2,16,PHI 16,20,10,"Aaron Rodgers pass complete short left to Brandon Jackson for 16 yards, touchdown",3.340,7.000
3,,,,PHI 2,21,10,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,21,10,"Mason Crosby kicks off 65 yards, returned by Gerard Lawson for 24 yards (tackle by Patrick Lee)",0.000,0.870
3,7:27,1,10,PHI 29,21,10,Michael Vick pass incomplete deep left intended for DeSean Jackson,0.870,0.330
3,7:21,2,10,PHI 29,21,10,Michael Vick pass complete short left to Jeremy Maclin for 11 yards (tackle by Charlie Peprah),0.330,1.600
3,6:49,1,10,PHI 40,21,10,LeSean McCoy left tackle for 5 yards (tackle by Charles Woodson),1.600,1.730
3,6:09,2,5,PHI 45,21,10,Michael Vick pass complete short left to Jeremy Maclin for 18 yards (tackle by Erik Walden),1.730,3.120
3,5:33,1,10,GNB 37,21,10,Michael Vick right end for 2 yards (tackle by Nick Collins),3.120,2.840
3,4:47,2,8,GNB 35,21,10,Michael Vick pass incomplete short left intended for Jason Avant,2.840,2.150
3,4:43,3,8,GNB 35,21,10,Michael Vick pass incomplete short left intended for Jason Avant,2.150,0.970
3,4:37,4,8,GNB 35,21,10,Saverio Rocca punts 33 yards,0.970,0.380
3,4:27,1,10,GNB 2,21,10,James Starks left end for 2 yards (tackle by Jamar Chaney),-0.380,-0.630
3,3:49,2,8,GNB 4,21,10,John Kuhn middle for 3 yards (tackle by Mike Patterson),-0.630,-0.840
3,3:07,3,5,GNB 7,21,10,Aaron Rodgers pass incomplete short right intended for Greg Jennings (defended by Asante Samuel),-0.840,-2.490
3,3:00,4,5,GNB 7,21,10,"Tim Masthay punts 48 yards, returned by Chad Hall for 1 yard (tackle by Patrick Lee)",-2.490,-1.990
3,2:52,1,10,PHI 46,21,10,"Penalty on Winston Justice: False Start, 5 yards (no play)",1.990,1.660
3,2:52,1,15,PHI 41,21,10,"Michael Vick middle for 1 yard (tackle by Desmond Bishop). Penalty on Winston Justice: Offensive Holding, 10 yards, Penalty on Winston Justice: Illegal Formation (Declined) (no play)",1.660,1.000
3,2:23,1,25,PHI 31,21,10,Michael Vick pass complete short left to Jason Avant for 11 yards,1.000,0.910
3,1:50,2,14,PHI 42,21,10,Michael Vick pass incomplete short right intended for LeSean McCoy,0.910,0.230
3,1:40,3,14,PHI 42,21,10,Michael Vick pass complete deep middle to Jason Avant for 21 yards (tackle by Nick Collins),0.230,3.120
3,0:55,1,10,GNB 37,21,10,LeSean McCoy left tackle for 9 yards (tackle by Sam Shields),3.120,3.790
3,0:30,2,1,GNB 28,21,10,LeSean McCoy middle for 3 yards (tackle by B.J. Raji),3.790,3.910
Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 25,21,10,Michael Vick pass complete short middle to Riley Cooper for 7 yards (tackle by Sam Shields),3.910,4.370
4,14:29,2,3,GNB 18,21,10,LeSean McCoy left end for 2 yards (tackle by C.J. Wilson),4.370,4.060
4,13:52,3,1,GNB 16,21,10,LeSean McCoy left tackle for no gain (tackle by Clay Matthews),4.060,2.530
4,13:09,4,1,GNB 16,21,10,David Akers 34 yard field goal no good,2.530,-0.540
4,13:05,1,10,GNB 24,21,10,James Starks right end for 2 yards (tackle by Jamar Chaney),0.540,0.270
4,12:24,2,8,GNB 26,21,10,James Starks middle for 4 yards (tackle by Quintin Mikell),0.270,0.100
4,11:42,3,4,GNB 30,21,10,Aaron Rodgers pass complete short left to Donald Driver for 11 yards (tackle by Kurt Coleman),0.100,1.660
4,11:04,1,10,GNB 41,21,10,James Starks right tackle for 2 yards (tackle by Antonio Dixon),1.660,1.390
4,10:21,2,8,GNB 43,21,10,James Starks right end for 7 yards (tackle by Juqua Parker),1.390,1.620
4,9:41,3,1,,21,10,John Kuhn right end for -3 yards (tackle by Moise Fokou),1.620,-0.260
4,8:57,4,4,GNB 47,21,10,Tim Masthay punts 28 yards,-0.260,-0.610
4,8:50,1,10,PHI 25,21,10,Michael Vick pass complete short middle to DeSean Jackson for 19 yards,0.610,1.860
4,8:16,1,10,PHI 44,21,10,Michael Vick pass complete short left to LeSean McCoy for 11 yards (tackle by Tramon Williams),1.860,2.590
4,7:49,1,10,GNB 45,21,10,LeSean McCoy middle for 5 yards (tackle by Charles Woodson),2.590,2.720
4,7:30,2,5,GNB 40,21,10,Michael Vick pass incomplete short left intended for Jeremy Maclin,2.720,2.010
4,7:26,3,5,GNB 40,21,10,Michael Vick pass complete short left to Jason Avant for 6 yards (tackle by Clay Matthews),2.010,3.310
4,6:48,1,10,GNB 34,21,10,Michael Vick pass incomplete short right intended for Brent Celek,3.310,2.770
4,6:37,2,10,GNB 34,21,10,Michael Vick pass complete short middle to LeSean McCoy for 16 yards (tackle by Erik Walden),2.770,4.370
4,6:02,1,10,GNB 18,21,10,Michael Vick left tackle for -1 yards (tackle by Jarius Wynn),4.370,3.670
4,5:36,2,11,GNB 19,21,10,Michael Vick pass complete short left to Brent Celek for 16 yards (tackle by A.J. Hawk),3.670,6.510
4,5:01,1,3,GNB 3,21,10,Michael Vick middle for 1 yard (tackle by Charlie Peprah),6.510,5.720
4,4:22,2,2,GNB 2,21,10,Michael Vick pass incomplete short right intended for Jeremy Maclin,5.720,4.950
4,4:17,3,2,GNB 2,21,10,Michael Vick left tackle for 1 yard (tackle by A.J. Hawk),4.950,3.550
4,4:08,,,,21,10,Timeout #1 by Philadelphia Eagles,0.000,3.550
4,4:08,4,1,GNB 1,21,16,"Michael Vick middle for 1 yard, touchdown",3.550,7.000
4,,,,,21,16,"Two Point Attempt: Michael Vick pass complete to Brent Celek, conversion succeeds. Penalty on Brent Celek: Illegal Touch Pass, 5 yards (no play)",1.000,1.000
4,,,,,21,16,"Two Point Attempt: Michael Vick pass incomplete intended for LeSean McCoy, conversion fails",1.000,-1.000
4,,,,PHI 30,21,16,"David Akers kicks off 63 yards, returned by Charles Woodson for 15 yards (tackle by Owen Schmitt)",0.000,0.410
4,4:00,1,10,GNB 22,21,16,James Starks middle for 3 yards (tackle by Juqua Parker),0.410,0.270
4,3:54,,,,21,16,Timeout #2 by Philadelphia Eagles,0.000,0.270
4,3:54,2,7,GNB 25,21,16,James Starks middle for 12 yards (tackle by Juqua Parker),0.270,1.400
4,3:48,,,,21,16,Timeout #3 by Philadelphia Eagles,0.000,1.400
4,3:48,1,10,GNB 37,21,16,James Starks middle for 1 yard (tackle by Mike Patterson),1.400,0.990
4,3:02,2,9,GNB 38,21,16,James Starks right end for -1 yards (tackle by Juqua Parker),0.990,0.170
4,2:16,3,10,GNB 37,21,16,Aaron Rodgers sacked by Keenan Clayton for -8 yards,0.170,-1.440
4,2:00,4,18,GNB 29,21,16,"Tim Masthay punts 41 yards, returned by DeSean Jackson for 14 yards (tackle by Tom Crabtree). Penalty on Gerard Lawson: Offensive Holding, 10 yards",-1.440,-1.200
4,1:45,1,10,PHI 34,21,16,Michael Vick pass complete short middle to DeSean Jackson for 28 yards (tackle by Desmond Bishop),1.200,3.050
4,1:10,1,10,GNB 38,21,16,Michael Vick pass incomplete deep middle intended for Brent Celek,3.050,2.510
4,1:06,2,10,GNB 38,21,16,Michael Vick pass incomplete short left intended for LeSean McCoy,2.510,1.820
4,1:02,3,10,GNB 38,21,16,Michael Vick pass complete short left to Riley Cooper for 11 yards (tackle by Tramon Williams),1.820,3.780
4,0:44,1,10,GNB 27,21,16,Michael Vick pass incomplete deep left intended for Riley Cooper is intercepted by Tramon Williams and returned for 9 yards,3.780,0.380
4,0:33,1,10,GNB 4,21,16,Aaron Rodgers kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
