Quarter,Time,Down,ToGo,Location,CAR,ARI,Detail,EPB,EPA
1,7:28,3,2,ARI 6,6,0,"Jonathan Stewart middle for 6 yards, touchdown",4.730,7.000
1,,,,ARI 2,7,0,John Kasay kicks extra point good,0.000,0.000
1,,,,CAR 30,7,0,"Rhys Lloyd kicks off 69 yards, returned by LaRod Stephens-Howling for 18 yards (tackle by Dan Connor)",0.000,0.150
1,7:17,1,10,ARI 19,7,0,Kurt Warner pass complete short middle to Tim Hightower for 3 yards (tackle by Tyler Brayton),0.150,0.070
1,6:37,2,7,ARI 22,7,0,Kurt Warner pass complete short right to Tim Hightower for 17 yards (tackle by Jon Beason),0.070,1.530
1,6:14,1,10,ARI 39,7,0,Tim Hightower left tackle for 1 yard (tackle by Tyler Brayton and Julius Peppers),1.530,1.120
1,5:34,2,9,ARI 40,7,0,Tim Hightower left end for 15 yards (tackle by Captain Munnerlyn and Jon Beason),1.120,2.590
1,4:53,1,10,CAR 45,7,0,Beanie Wells right tackle for 2 yards (tackle by Tank Tyler),2.590,2.310
1,4:13,2,8,CAR 43,7,0,Kurt Warner pass complete short right to Tim Hightower for 2 yards (tackle by Jon Beason),2.310,1.880
1,3:30,3,6,CAR 41,7,0,Kurt Warner pass complete short right to Anquan Boldin for 5 yards (tackle by C.J. Wilson),1.880,0.890
1,2:45,4,1,CAR 36,7,0,Beanie Wells left end for 14 yards (tackle by Sherrod Martin),0.890,4.110
1,2:12,1,10,CAR 22,7,0,Tim Hightower right tackle for 3 yards (tackle by Thomas Davis and Hollis Thomas),4.110,3.970
1,1:34,2,7,CAR 19,7,0,Beanie Wells middle for 5 yards (tackle by Tank Tyler),3.970,4.150
1,0:53,3,2,CAR 14,7,6,"Kurt Warner pass complete short right to LaRod Stephens-Howling for 14 yards, touchdown",4.150,7.000
1,,,,CAR 2,7,7,Neil Rackers kicks extra point good,0.000,0.000
1,,,,ARI 30,7,7,"Neil Rackers kicks off 73 yards, returned by Mike Goodson for 16 yards (tackle by Jerheme Urban)",0.000,-0.320
1,0:43,1,10,CAR 13,7,7,DeAngelo Williams middle for 77 yards (tackle by Antrel Rolle),-0.320,4.910
1,0:03,1,10,ARI 10,7,7,Jake Delhomme pass complete short left to Steve Smith for no gain,4.910,4.190
Quarter,Time,Down,ToGo,Location,CAR,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,ARI 10,13,7,"Jonathan Stewart left end for 10 yards, touchdown",4.190,7.000
2,,,,ARI 2,14,7,"John Kasay kicks extra point good. Penalty on Adrian Wilson: Defensive Offside, 5 yards",0.000,0.000
2,,,,CAR 35,14,7,"Rhys Lloyd kicks off 65 yards, touchback",0.000,0.280
2,14:53,1,10,ARI 20,14,7,Kurt Warner pass complete short left to Ben Patrick for 17 yards (tackle by Na'il Diggs),0.280,1.400
2,14:16,1,10,ARI 37,14,7,Kurt Warner pass incomplete short left intended for Anquan Boldin,1.400,0.860
2,14:12,2,10,ARI 37,14,7,Kurt Warner pass incomplete short left intended for Anquan Boldin,0.860,0.170
2,14:07,3,10,ARI 37,14,7,Kurt Warner pass complete short left to Tim Hightower for 8 yards (tackle by Captain Munnerlyn and Thomas Davis),0.170,-0.390
2,13:23,4,2,ARI 45,14,7,"Ben Graham punts 46 yards, fair catch by Captain Munnerlyn",-0.390,0.380
2,13:15,1,10,CAR 9,14,7,DeAngelo Williams left tackle for 1 yard (tackle by Chike Okeafor),-0.380,-0.710
2,12:34,2,9,CAR 10,14,7,Jake Delhomme sacked by Chike Okeafor for -5 yards,-0.710,-1.890
2,11:56,3,14,CAR 5,14,7,DeAngelo Williams middle for 1 yard (tackle by Matt Ware and Karlos Dansby),-1.890,-2.490
2,11:39,4,13,CAR 6,14,7,"Jason Baker punts 56 yards, returned by Steve Breaston for 3 yards (tackle by Quinton Teal)",-2.490,-1.660
2,11:27,1,10,ARI 41,14,7,"Beanie Wells left tackle for 2 yards (tackle by Hollis Thomas). Penalty on Lyle Sendlein: Offensive Holding, 10 yards (no play)",1.660,1.000
2,11:04,1,20,ARI 31,14,7,Beanie Wells left tackle for 7 yards (tackle by Jon Beason),1.000,0.720
2,10:21,2,13,ARI 38,14,7,Kurt Warner pass incomplete short left intended for Larry Fitzgerald (defended by C.J. Wilson),0.720,0.040
,,,,,,,"ARI challenged the pass completion ruling, and the original play was overturned.",,
2,10:17,3,13,ARI 38,14,7,Kurt Warner pass complete short left to Steve Breaston for 3 yards (tackle by Captain Munnerlyn),0.040,-0.650
2,9:49,4,10,ARI 41,14,7,"Ben Graham punts 42 yards, returned by Captain Munnerlyn for 8 yards (tackle by Will Davis)",-0.650,-0.610
2,9:35,1,10,CAR 25,14,7,Jonathan Stewart left tackle for 9 yards (tackle by Karlos Dansby and Dominique Rodgers-Cromartie),0.610,1.280
2,8:54,2,1,CAR 34,14,7,Jonathan Stewart for 19 yards (tackle by Adrian Wilson),1.280,2.460
2,8:24,1,10,ARI 47,14,7,DeAngelo Williams middle for -3 yards (tackle by Darnell Dockett),2.460,1.510
2,7:41,2,13,,20,7,"Jake Delhomme pass complete deep left to Steve Smith for 50 yards, touchdown",1.510,7.000
2,,,,ARI 2,21,7,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,21,7,"Rhys Lloyd kicks off 70 yards, touchback",0.000,0.280
2,7:33,1,10,ARI 20,27,7,"Kurt Warner pass incomplete short left intended for Beanie Wells is intercepted by Julius Peppers at ARI-13 and returned for 13 yards, touchdown",0.280,-7.000
2,,,,ARI 2,28,7,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,28,7,"Rhys Lloyd kicks off 73 yards, returned by LaRod Stephens-Howling for 29 yards (tackle by Gary Barnidge)",0.000,0.670
2,7:20,1,10,ARI 26,28,7,Tim Hightower left end for 8 yards (tackle by Jon Beason),0.670,1.210
2,6:52,2,2,ARI 34,28,7,Kurt Warner pass incomplete deep middle intended for Anquan Boldin (defended by Thomas Davis),1.210,0.500
2,6:45,3,2,ARI 34,28,7,Kurt Warner pass complete short left to Tim Hightower for 4 yards (tackle by Richard Marshall),0.500,1.470
2,6:16,1,10,ARI 38,28,7,Kurt Warner pass complete short middle to Larry Fitzgerald for 13 yards (tackle by Richard Marshall),1.470,2.320
2,5:49,1,10,CAR 49,28,7,Kurt Warner pass complete short left to Steve Breaston for 7 yards (tackle by Chris Harris),2.320,2.730
2,5:18,2,3,CAR 42,28,7,Kurt Warner pass complete short right to Larry Fitzgerald for 5 yards (tackle by Tyler Brayton). Penalty on Richard Marshall: Illegal Contact (Declined),2.730,3.120
2,5:03,1,10,CAR 37,28,7,Kurt Warner pass incomplete short right intended for Jerheme Urban (defended by Dante Wesley),3.120,2.570
2,4:59,2,10,CAR 37,28,7,Kurt Warner pass incomplete short middle intended for Steve Breaston is intercepted by Thomas Davis at CAR-24,2.570,-0.540
2,4:52,1,10,CAR 24,28,7,Steve Smith left end for 17 yards (tackle by Antrel Rolle),0.540,1.660
2,4:33,1,10,CAR 41,28,7,Jonathan Stewart left tackle for 6 yards (tackle by Calais Campbell and Gerald Hayes),1.660,1.930
2,3:52,2,4,CAR 47,28,7,"Jake Delhomme for 7 yards (tackle by Gerald Hayes). Penalty on Jeff King: Personal Foul, 15 yards",1.930,0.850
2,3:26,2,12,CAR 39,28,7,DeAngelo Williams middle for 10 yards (tackle by Bryant McFadden and Karlos Dansby),0.850,1.490
2,2:43,3,2,CAR 49,28,7,DeAngelo Williams middle for 1 yard (tackle by Karlos Dansby),1.490,-0.060
2,2:00,4,1,,28,7,"Jason Baker punts 41 yards, fair catch by Steve Breaston",-0.060,0.380
2,1:53,1,10,ARI 9,28,7,Kurt Warner pass complete short right to Steve Breaston for 12 yards (tackle by Captain Munnerlyn),-0.380,0.340
2,1:30,1,10,ARI 21,28,7,Kurt Warner pass incomplete deep left intended for Larry Fitzgerald is intercepted by Sherrod Martin at CAR-43,0.340,-1.800
2,1:23,1,10,CAR 43,28,7,Jonathan Stewart right tackle for 1 yard (tackle by Matt Ware),1.800,1.390
2,0:55,2,9,CAR 44,28,7,Jake Delhomme pass complete short left to Dwayne Jarrett for 5 yards (tackle by Dominique Rodgers-Cromartie),1.390,1.350
2,0:11,3,4,CAR 49,28,7,"Penalty on Jeff Otah: False Start, 5 yards (no play)",1.350,0.690
2,0:01,3,9,CAR 44,28,7,--,0.690,-0.460
Quarter,Time,Down,ToGo,Location,CAR,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,28,7,"Rhys Lloyd kicks off 72 yards, returned by LaRod Stephens-Howling for 26 yards (tackle by Dan Connor)",0.000,0.540
3,14:55,1,10,ARI 24,28,7,Kurt Warner pass incomplete short middle intended for Tim Hightower,0.540,0.000
3,14:55,2,10,ARI 24,28,7,"Penalty on Steve Breaston: Illegal Substitution, 5 yards (no play)",0.000,-0.740
3,14:52,2,15,ARI 19,28,7,Kurt Warner pass incomplete short left intended for LaRod Stephens-Howling,-0.740,-1.430
3,14:48,3,15,ARI 19,28,7,Kurt Warner pass incomplete short left intended for Ben Patrick (defended by Charles Johnson),-1.430,-2.140
3,14:44,4,15,ARI 19,28,7,"Ben Graham punts 62 yards, returned by Captain Munnerlyn for 19 yards (tackle by Sean Morey)",-2.140,-1.470
3,14:31,1,10,CAR 38,28,7,DeAngelo Williams left end for no gain (tackle by Calais Campbell and Karlos Dansby),1.470,0.920
3,13:50,2,10,CAR 38,28,7,DeAngelo Williams middle for 5 yards (tackle by Calais Campbell and Clark Haggans),0.920,0.890
3,13:06,3,5,CAR 43,28,7,Jake Delhomme pass incomplete short left intended for Steve Smith,0.890,-0.520
3,13:00,4,5,CAR 43,28,7,"Jason Baker punts 46 yards, returned by Steve Breaston for -1 yards (tackle by Dante Wesley). Penalty on Dan Connor: Offensive Holding, 10 yards (no play)",-0.520,-1.180
3,12:48,4,15,CAR 33,28,7,"Jason Baker punts 51 yards, returned by Steve Breaston for 14 yards (tackle by James Anderson). Steve Breaston fumbles, recovered by Steve Breaston at ARI-33",-1.180,-1.140
3,12:34,1,10,ARI 33,28,7,Kurt Warner pass complete deep left to Larry Fitzgerald for 19 yards (tackle by Captain Munnerlyn),1.140,2.390
3,12:03,1,10,CAR 48,28,7,Beanie Wells left tackle for 3 yards (tackle by Damione Lewis),2.390,2.250
3,11:27,2,7,CAR 45,28,7,Tim Hightower right tackle for 7 yards (tackle by Sherrod Martin),2.250,3.050
3,10:43,1,10,CAR 38,28,7,Kurt Warner pass complete short left to Anquan Boldin for 8 yards (tackle by Jon Beason),3.050,3.590
3,10:09,2,2,CAR 30,28,7,Beanie Wells right tackle for 9 yards (tackle by Thomas Davis and Jon Beason),3.590,4.170
3,9:26,1,10,CAR 21,28,7,"Penalty on Levi Brown: False Start, 5 yards (no play)",4.170,3.840
3,9:08,1,15,CAR 26,28,7,Kurt Warner pass complete short left to Anquan Boldin for 10 yards (tackle by Thomas Davis),3.840,4.370
3,8:47,2,5,CAR 16,28,7,Beanie Wells left tackle for 4 yards (tackle by Jon Beason and Everette Brown),4.370,4.490
3,8:04,,,,28,7,Timeout #1 by Arizona Cardinals,0.000,4.490
3,8:04,3,1,CAR 12,28,7,Kurt Warner pass complete short right to Anthony Becht for 7 yards (tackle by Sherrod Martin),4.490,6.060
3,7:24,1,5,CAR 5,28,7,Tim Hightower left tackle for no gain (tackle by Jon Beason and Na'il Diggs),6.060,5.150
3,7:02,2,5,CAR 5,28,7,Tim Hightower middle for 4 yards (tackle by Tyler Brayton and Sherrod Martin),5.150,5.170
3,6:17,3,1,CAR 1,28,13,"Kurt Warner pass complete short left to Ben Patrick for 1 yard, touchdown",5.170,7.000
3,,,,CAR 2,28,14,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,28,14,"Neil Rackers kicks off 54 yards, returned by Mike Goodson for 5 yards (tackle by Michael Adams)",0.000,0.340
3,6:05,1,10,CAR 21,28,14,Jake Delhomme pass incomplete short middle intended for Brad Hoover,0.340,-0.200
3,5:59,2,10,CAR 21,28,14,Jonathan Stewart middle for 8 yards (tackle by Karlos Dansby and Chike Okeafor),-0.200,0.170
3,5:20,3,2,CAR 29,28,14,Matt Moore pass incomplete deep left intended for Gary Barnidge,0.170,-1.440
3,5:14,4,2,CAR 29,28,14,"Jason Baker punts 57 yards, returned by Steve Breaston for 6 yards (tackle by Na'il Diggs)",-1.440,-0.280
3,5:03,1,10,ARI 20,28,14,Kurt Warner pass complete short right to Tim Hightower for 4 yards (tackle by Chris Harris),0.280,0.270
3,4:25,2,6,ARI 24,28,14,Beanie Wells left end for 3 yards (tackle by Jon Beason),0.270,-0.030
3,3:41,3,3,ARI 27,28,14,Kurt Warner pass incomplete short middle intended for Jerheme Urban (defended by Jon Beason),-0.030,-1.570
3,3:37,4,3,ARI 27,28,14,"Ben Graham punts 60 yards, returned by Captain Munnerlyn for 18 yards (tackle by Jason Wright)",-1.570,-1.000
3,3:24,1,10,CAR 31,28,14,Jake Delhomme pass incomplete short left intended for Steve Smith,1.000,0.460
3,3:21,2,10,CAR 31,28,14,Jonathan Stewart right tackle for 8 yards (tackle by Darnell Dockett),0.460,0.830
3,2:38,3,2,CAR 39,28,14,DeAngelo Williams left end for 13 yards (tackle by Antrel Rolle),0.830,2.390
3,2:09,1,10,ARI 48,28,14,DeAngelo Williams left tackle for -1 yards (tackle by Gerald Hayes and Gabe Watson),2.390,1.710
3,1:24,2,11,ARI 49,28,14,DeAngelo Williams middle for 10 yards (tackle by Calais Campbell),1.710,2.340
3,0:47,3,1,ARI 39,28,14,Jonathan Stewart left end for 7 yards (tackle by Matt Ware),2.340,3.450
Quarter,Time,Down,ToGo,Location,CAR,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 32,28,14,"Penalty on Jeff Otah: False Start, 5 yards (no play)",3.450,3.120
4,15:00,1,15,ARI 37,28,14,Jonathan Stewart left tackle for no gain (tackle by Gabe Watson),3.120,2.230
4,14:19,2,15,ARI 37,28,14,Jake Delhomme pass incomplete short left intended for Steve Smith,2.230,1.550
4,14:15,3,15,ARI 37,28,14,Jake Delhomme pass incomplete short right intended for Gary Barnidge,1.550,0.790
4,14:11,4,15,ARI 37,28,14,"Jason Baker punts 37 yards, touchback",0.790,-0.280
4,14:03,1,10,ARI 20,28,14,Kurt Warner pass incomplete deep right intended for Jerheme Urban is intercepted by Sherrod Martin at ARI-43 and returned for 23 yards,0.280,-4.240
4,13:54,1,10,ARI 20,28,14,DeAngelo Williams right tackle for 5 yards (tackle by Adrian Wilson and Karlos Dansby),4.240,4.450
4,13:10,2,5,ARI 15,28,14,DeAngelo Williams left tackle for 2 yards (tackle by Gerald Hayes),4.450,4.100
4,12:27,3,3,ARI 13,28,14,DeAngelo Williams right end for -4 yards (tackle by Gerald Hayes),4.100,2.310
4,11:45,4,7,ARI 17,31,14,John Kasay 35 yard field goal good,2.310,3.000
4,,,,CAR 30,31,14,"Rhys Lloyd kicks off 72 yards, returned by LaRod Stephens-Howling for 53 yards (tackle by Rhys Lloyd)",0.000,2.320
4,11:32,1,10,CAR 49,31,14,Kurt Warner pass complete short middle to Larry Fitzgerald for 9 yards (tackle by Chris Harris and Jon Beason),2.320,3.000
4,11:05,2,1,CAR 40,31,14,Kurt Warner pass complete short right to Tim Hightower for 9 yards (tackle by Hollis Thomas),3.000,3.510
4,10:42,1,10,CAR 31,31,14,Kurt Warner pass incomplete short left intended for Tim Hightower,3.510,2.970
4,10:38,2,10,CAR 31,31,14,"Kurt Warner pass incomplete deep right intended for Steve Breaston. Penalty on Chris Gamble: Defensive Pass Interfere, 25 yards (no play)",2.970,5.830
4,10:32,1,6,CAR 6,31,14,Kurt Warner pass complete short middle to Steve Breaston for 5 yards (tackle by Chris Harris),5.830,5.910
4,9:54,,,,31,14,Timeout #2 by Arizona Cardinals,0.000,5.910
4,9:54,2,1,CAR 1,31,20,"Tim Hightower middle for 1 yard, touchdown",5.910,7.000
4,,,,CAR 2,31,21,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,31,21,"Neil Rackers kicks off 72 yards, returned by Mike Goodson for 33 yards (tackle by Neil Rackers)",0.000,1.000
4,9:38,1,10,CAR 31,31,21,Jonathan Stewart right end for 6 yards (tackle by Darnell Dockett and Chike Okeafor),1.000,1.270
4,9:14,2,4,CAR 37,31,21,Jonathan Stewart middle for 1 yard (tackle by Clark Haggans and Chike Okeafor),1.270,0.700
4,8:32,3,3,CAR 38,31,21,DeAngelo Williams left tackle for -2 yards (tackle by Karlos Dansby),0.700,-0.980
4,7:50,4,5,CAR 36,31,21,"Jason Baker punts 40 yards, returned by Steve Breaston for 1 yard (tackle by Dante Wesley)",-0.980,-0.610
4,7:40,1,10,ARI 25,31,21,Kurt Warner pass complete short left to Larry Fitzgerald for 14 yards (tackle by Captain Munnerlyn),0.610,1.530
4,7:13,1,10,ARI 39,31,21,"Kurt Warner sacked by Julius Peppers for -2 yards. Kurt Warner fumbles (forced by Julius Peppers), recovered by Tyler Brayton at ARI-31 (tackle by Mike Gandy)",1.530,-3.510
,,,,,,,"ARI challenged the fumble ruling, and the play was upheld.",,
4,7:02,1,10,ARI 31,31,21,DeAngelo Williams left tackle for -1 yards (tackle by Adrian Wilson),3.510,2.830
4,6:23,2,11,ARI 32,31,21,DeAngelo Williams middle for 3 yards (tackle by Gabe Watson and Gerald Hayes),2.830,2.540
4,5:40,3,8,ARI 29,31,21,DeAngelo Williams left tackle for 14 yards (tackle by Antrel Rolle),2.540,4.580
4,4:57,1,10,ARI 15,31,21,Jonathan Stewart middle for -1 yards (tackle by Darnell Dockett and Gerald Hayes),4.580,3.810
4,4:14,2,11,ARI 16,31,21,Jonathan Stewart left end for -3 yards (tackle by Karlos Dansby),3.810,2.790
4,3:32,3,14,ARI 19,31,21,DeAngelo Williams left tackle for 6 yards (tackle by Karlos Dansby and Dominique Rodgers-Cromartie),2.790,2.570
4,2:45,,,,31,21,Timeout #1 by Carolina Panthers,0.000,2.570
4,2:45,4,8,ARI 13,34,21,John Kasay 31 yard field goal good,2.570,3.000
4,,,,CAR 30,34,21,"Rhys Lloyd kicks off 70 yards, touchback",0.000,0.280
4,2:40,1,10,ARI 20,34,21,Kurt Warner right tackle for 8 yards (tackle by Thomas Davis),0.280,0.810
4,2:15,2,2,ARI 28,34,21,"Kurt Warner pass incomplete short left intended for Larry Fitzgerald. Penalty on Captain Munnerlyn: Defensive Pass Interfere, 7 yards (no play)",0.810,1.270
4,2:11,1,10,ARI 35,34,21,Kurt Warner pass complete short left to Tim Hightower for 10 yards (tackle by Dante Wesley and Thomas Davis),1.270,1.930
4,2:00,1,10,ARI 45,34,21,Kurt Warner sacked by Charles Johnson for -8 yards,1.930,0.300
4,1:36,2,18,ARI 37,34,21,Kurt Warner pass complete short left to Larry Fitzgerald for 6 yards (tackle by Captain Munnerlyn),0.300,0.430
4,1:15,3,12,ARI 43,34,21,"Kurt Warner pass complete deep left to Sean Morey for 31 yards (tackle by Sherrod Martin). Penalty on Mike Gandy: Offensive Holding, 10 yards (no play)",0.430,-0.890
4,1:06,3,22,ARI 33,34,21,"Kurt Warner pass complete short left to Tim Hightower for 6 yards (tackle by Tank Tyler and Dante Wesley). Penalty on Captain Munnerlyn: Illegal Contact, 5 yards (no play)",-0.890,1.470
4,0:59,1,10,ARI 38,34,21,Kurt Warner pass complete short left to Steve Breaston for 13 yards (tackle by C.J. Wilson),1.470,2.320
4,0:39,1,10,CAR 49,34,21,Kurt Warner spiked the ball,2.320,1.780
4,0:37,2,10,CAR 49,34,21,Kurt Warner pass complete short right to Steve Breaston for 17 yards (tackle by Richard Marshall and Thomas Davis),1.780,3.450
4,0:23,1,10,CAR 32,34,21,Kurt Warner spiked the ball,3.450,2.900
4,0:22,2,10,CAR 32,34,21,Kurt Warner pass incomplete deep left intended for Larry Fitzgerald (defended by Captain Munnerlyn),2.900,2.210
4,0:17,3,10,CAR 32,34,21,Kurt Warner pass incomplete short right intended for Steve Breaston (defended by Richard Marshall),2.210,1.240
4,0:13,4,10,CAR 32,34,21,Kurt Warner pass incomplete deep left intended for Larry Fitzgerald is intercepted by Richard Marshall at CAR-13 and returned for 6 yards,1.240,-0.150
4,0:06,1,10,CAR 19,34,21,Matt Moore kneels for -1 yards,0.150,-0.560
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
