#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:32,JAX 37,9,4:27,58,Field Goal
2,1,7:25,JAX 20,7,3:53,80,Touchdown
3,1,2:05,JAX 39,10,6:16,34,Field Goal
4,2,9:53,JAX 21,3,1:36,5,Punt
5,2,8:06,BAL 28,8,3:11,28,Touchdown
6,2,2:53,JAX 23,10,2:15,66,Field Goal
7,2,0:12,JAX 29,1,0:12,-1,End of Half
8,3,15:00,JAX 25,5,3:12,10,Punt
9,3,10:25,BAL 32,2,0:43,32,Touchdown
10,3,8:13,BAL 2,2,0:25,2,Touchdown
11,3,3:24,JAX 15,7,3:28,85,Touchdown
12,4,9:34,JAX 37,3,1:01,3,Punt
13,4,3:24,JAX 16,5,3:24,16,End of Game
