Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
2,8:28,3,5,JAX 26,0,13,Blake Bortles pass incomplete short left intended for Marqise Lee (defended by Jimmy Smith),-0.230,-1.630
2,8:24,4,5,JAX 26,0,13,"Brad Nortman punts 54 yards, fair catch by Michael Campanaro",-1.630,-0.280
2,8:17,1,10,BAL 20,0,13,Joe Flacco pass incomplete deep left intended for Jeremy Maclin is intercepted by A.J. Bouye at BAL-47 and returned for 19 yards,0.280,-3.710
2,8:06,1,10,BAL 28,0,13,Leonard Fournette right tackle for 3 yards (tackle by Willie Henry and Patrick Onwuasor),3.710,3.570
2,7:25,2,7,BAL 25,0,13,Blake Bortles pass complete short right to Leonard Fournette for 10 yards (tackle by Patrick Onwuasor),3.570,4.580
2,6:38,1,10,BAL 15,0,13,Blake Bortles pass incomplete,4.580,3.950
2,6:32,2,10,BAL 15,0,13,Leonard Fournette left guard for 3 yards (tackle by Eric Weddle),3.950,3.580
2,5:48,3,7,BAL 12,0,13,Blake Bortles for 7 yards (tackle by Brandon Carr),3.580,6.060
2,5:08,1,5,BAL 5,0,13,Blake Bortles pass incomplete short right intended for Marqise Lee,6.060,5.150
2,5:04,2,5,BAL 5,0,13,Blake Bortles pass incomplete short right intended for Marqise Lee (defended by Marlon Humphrey),5.150,4.260
2,5:00,3,5,BAL 5,0,19,"Blake Bortles pass complete short middle to Allen Hurns for 5 yards, touchdown",4.260,7.000
2,4:55,,,BAL 15,0,20,Jason Myers kicks extra point good,0.000,0.000
2,4:55,,,JAX 35,0,20,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
2,4:55,1,10,BAL 25,0,20,Javorius Allen left guard for 2 yards (tackle by Telvin Smith),0.610,0.330
2,4:32,2,8,BAL 27,0,20,"Penalty on Telvin Smith: Defensive Offside, 5 yards (no play)",0.330,1.010
2,4:18,2,3,BAL 32,0,20,Joe Flacco pass complete short right to Ben Watson for 4 yards (tackle by Myles Jack),1.010,1.330
2,3:59,1,10,BAL 36,0,20,Joe Flacco pass complete short middle to Javorius Allen for no gain,1.330,0.790
2,3:32,2,10,BAL 36,0,20,Javorius Allen right guard for 2 yards (tackle by Telvin Smith),0.790,0.370
2,3:06,3,8,BAL 38,0,20,Joe Flacco pass incomplete short left intended for Michael Campanaro (defended by Aaron Colvin),0.370,-0.850
2,3:02,4,8,BAL 38,0,20,"Sam Koch punts 39 yards, out of bounds",-0.850,-0.480
2,2:53,1,10,JAX 23,0,20,Leonard Fournette right tackle for 2 yards (tackle by Terrell Suggs),0.480,0.200
2,2:16,2,8,JAX 25,0,20,Blake Bortles pass incomplete short left intended for Leonard Fournette,0.200,-0.490
2,2:13,3,8,JAX 25,0,20,"Blake Bortles pass incomplete deep middle intended for Keelan Cole (defended by Marlon Humphrey). Penalty on Lardarius Webb: Illegal Contact, 5 yards (no play)",-0.490,0.940
2,2:07,1,10,JAX 30,0,20,Chris Ivory right tackle for 2 yards (tackle by Tim Williams),0.940,0.660
2,2:00,2,8,JAX 32,0,20,Blake Bortles pass complete short middle to Allen Hurns for 9 yards (tackle by C.J. Mosley),0.660,1.660
2,1:40,1,10,JAX 41,0,20,Blake Bortles pass complete short middle to James O'Shaughnessy for 12 yards (tackle by Tony Jefferson),1.660,0.000
2,1:25,,,,,,Timeout #1 by Baltimore Ravens,0.000,-2.460
2,1:25,1,10,BAL 47,0,20,"Blake Bortles pass incomplete deep left intended for Marqise Lee. Penalty on Marlon Humphrey: Defensive Pass Interference, 29 yards (no play)",2.460,2.460
2,1:25,1,10,BAL 47,0,20,Leonard Fournette left tackle for 30 yards (tackle by Lardarius Webb),2.460,4.370
2,1:19,1,10,BAL 18,0,20,Leonard Fournette left guard for 1 yard (tackle by Willie Henry),4.370,3.940
2,0:53,2,9,BAL 17,0,20,Blake Bortles pass complete short middle to Allen Hurns for 6 yards (tackle by Lardarius Webb),3.940,4.260
2,0:46,3,3,BAL 11,0,20,Blake Bortles pass incomplete short left intended for Keelan Cole (defended by Marlon Humphrey),4.260,0.000
2,0:46,,,,,,Timeout #1 by Jacksonville Jaguars,0.000,-2.800
2,0:42,4,3,BAL 11,0,23,Jason Myers 29 yard field goal good,2.800,3.000
2,0:38,,,JAX 35,0,23,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
2,0:38,1,10,BAL 25,0,23,Joe Flacco pass complete short right to Javorius Allen for 3 yards (tackle by Jalen Ramsey),0.610,0.000
2,0:31,,,,,,Timeout #2 by Baltimore Ravens,0.000,-0.470
2,0:31,2,7,BAL 28,0,23,Joe Flacco pass incomplete short middle intended for Javorius Allen,0.470,-0.230
2,0:27,3,7,BAL 28,0,23,Joe Flacco pass complete short left to Javorius Allen for 1 yard (tackle by Myles Jack),-0.230,-1.440
2,0:22,4,6,BAL 29,0,23,"Sam Koch punts 44 yards, returned by Marqise Lee for 2 yards (tackle by Chuck Clark)",-1.440,0.000
2,0:22,,,,,,Timeout #2 by Jacksonville Jaguars,0.000,-0.870
2,0:12,1,10,JAX 29,0,23,Chad Henne kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,0,23,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,JAX 25,0,23,"Leonard Fournette left tackle for 11 yards (tackle by Jimmy Smith). Penalty on A.J. Cann: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,14:36,1,20,JAX 15,0,23,Corey Grant right guard for 2 yards (tackle by Michael Pierce),-0.410,-1.150
3,14:01,2,18,JAX 17,0,23,"Penalty on Willie Henry: Encroachment, 5 yards (no play)",-1.150,-0.340
3,13:43,2,13,JAX 22,0,23,Blake Bortles pass complete short right to Corey Grant for 18 yards (tackle by Patrick Onwuasor),-0.340,1.600
3,13:06,1,10,JAX 40,0,23,Leonard Fournette right guard for no gain (tackle by Patrick Onwuasor),1.600,1.050
3,12:34,2,10,JAX 40,0,23,"Leonard Fournette left guard for 10 yards (tackle by Eric Weddle). Penalty on Marqise Lee: Illegal Shift, 5 yards (no play)",1.050,0.380
3,12:11,2,15,JAX 35,0,23,Blake Bortles pass incomplete short left intended for Tommy Bohanon (defended by Jimmy Smith),0.380,-0.300
3,12:03,3,15,JAX 35,0,23,Blake Bortles pass incomplete,-0.300,-1.040
3,11:54,4,15,JAX 35,0,23,"Brad Nortman punts 60 yards, out of bounds",-1.040,0.380
3,11:48,1,10,BAL 5,0,23,Terrance West left guard for 10 yards (tackle by Malik Jackson),-0.380,-0.220
3,11:10,1,10,BAL 15,0,23,Terrance West middle for 1 yard (tackle by Abry Jones),-0.220,-0.580
3,10:33,2,9,BAL 16,0,23,Joe Flacco pass incomplete deep middle intended for Mike Wallace is intercepted by Jalen Ramsey at BAL-33 and returned for 1 yard,-0.580,-3.450
3,10:25,1,10,BAL 32,0,23,Leonard Fournette left guard for 2 yards (tackle by C.J. Mosley),3.450,3.170
3,9:49,2,8,BAL 30,0,29,"Blake Bortles pass complete deep middle to Marcedes Lewis for 30 yards, touchdown",3.170,7.000
3,9:42,,,BAL 15,0,30,Jason Myers kicks extra point good,0.000,0.000
3,9:42,,,JAX 35,0,30,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
3,9:42,1,10,BAL 25,0,30,"Joe Flacco pass incomplete short left intended for Mike Wallace. Penalty on Yannick Ngakoue: Unnecessary Roughness, 15 yards",0.610,1.600
3,9:37,1,10,BAL 40,0,30,"Penalty on Sheldon Day: Neutral Zone Infraction, 5 yards (no play)",1.600,2.330
3,9:37,1,5,BAL 45,0,30,Joe Flacco pass complete short middle to Michael Campanaro for 3 yards (tackle by Abry Jones),2.330,2.130
3,8:59,2,2,BAL 48,0,30,Terrance West right guard for 7 yards (tackle by Calais Campbell),2.130,2.590
3,8:26,1,10,JAX 45,0,30,"Terrance West right guard for -1 yards (tackle by Calais Campbell). Terrance West fumbles (forced by Calais Campbell), recovered by Telvin Smith at JAX-46 and returned for 52 yards (tackle by Joe Flacco)",2.590,-6.740
3,8:13,1,2,BAL 2,0,30,Leonard Fournette right guard for -2 yards (tackle by Carl Davis),6.740,5.340
3,7:51,2,4,BAL 4,0,36,"Blake Bortles pass complete short right to Marcedes Lewis for 4 yards, touchdown",5.340,7.000
3,7:48,,,BAL 15,0,37,"Jason Myers kicks extra point good. Penalty on Michael Pierce: Unsportsmanlike Conduct, 15 yards",0.000,0.000
3,7:48,,,,0,37,"Jason Myers kicks off 50 yards, touchback",0.000,-0.610
3,7:48,1,10,BAL 25,0,37,Joe Flacco pass complete short right to Ben Watson for 2 yards (tackle by Myles Jack),0.610,0.330
3,7:03,2,8,BAL 27,0,37,Alex Collins right end for 16 yards (tackle by Dawuane Smoot),0.330,1.800
3,6:28,1,10,BAL 43,0,37,"Joe Flacco pass complete short right to Ben Watson for 7 yards (tackle by Barry Church). Penalty on Ronnie Stanley: Illegal Use of Hands, 10 yards (no play)",1.800,1.140
3,5:59,1,20,BAL 33,0,37,"Joe Flacco pass complete short right to Jeremy Maclin for 21 yards (tackle by Tashaun Gipson). Penalty on Nick Boyle: Offensive Pass Interference, 10 yards (no play)",1.140,0.480
3,5:28,1,30,BAL 23,0,37,Javorius Allen right guard for 4 yards (tackle by Barry Church),0.480,-0.910
3,4:51,2,26,BAL 27,0,37,Joe Flacco pass complete short right to Jeremy Maclin for 8 yards (tackle by Barry Church),-0.910,-0.490
3,4:08,3,18,BAL 35,0,37,Joe Flacco pass complete short left to Nick Boyle for 7 yards (tackle by Jalen Ramsey),-0.490,-0.590
3,3:32,4,11,BAL 42,0,37,"Sam Koch punts 43 yards, returned by Marqise Lee for no gain",-0.590,0.220
3,3:24,1,10,JAX 15,0,37,Chris Ivory left tackle for 9 yards (tackle by C.J. Mosley),-0.220,0.620
3,2:46,2,1,JAX 24,0,37,Chris Ivory left tackle for 2 yards (tackle by C.J. Mosley),0.620,0.670
3,2:03,1,10,JAX 26,0,37,Leonard Fournette right guard for 1 yard (tackle by Willie Henry),0.670,0.270
3,1:19,2,9,JAX 27,0,37,Blake Bortles pass complete short right to Tommy Bohanon for 8 yards (tackle by Eric Weddle),0.270,0.630
3,0:30,3,1,JAX 35,0,37,Blake Bortles pass incomplete. Penalty on JAX: Illegal Formation (Declined),0.630,-1.040
3,0:23,4,1,JAX 35,0,37,"Corey Grant right end for 58 yards (tackle by Chuck Clark). Penalty on Alex Collins: Unnecessary Roughness, 4 yards",-1.040,6.510
Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,3,BAL 3,0,43,"Leonard Fournette left tackle for 3 yards, touchdown",6.510,7.000
4,14:56,,,BAL 15,0,44,Jason Myers kicks extra point good,0.000,0.000
4,14:56,,,JAX 35,0,44,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
4,14:56,1,10,BAL 25,0,44,"Ryan Mallett pass incomplete deep left intended for Mike Wallace. Penalty on Nick Boyle: Illegal Motion, 5 yards (no play)",0.610,0.280
4,14:50,1,15,BAL 20,0,44,Alex Collins left end for 10 yards (tackle by Eli Ankou),0.280,0.740
4,14:14,2,5,BAL 30,0,44,Javorius Allen right guard for 4 yards (tackle by Telvin Smith),0.740,0.560
4,13:34,3,1,BAL 34,0,44,Javorius Allen right guard for 2 yards (tackle by Dante Fowler),0.560,1.330
4,12:59,1,10,BAL 36,0,44,Ryan Mallett pass incomplete short middle intended for Mike Wallace,1.330,0.790
4,12:55,2,10,BAL 36,0,44,Alex Collins middle for 6 yards (tackle by Myles Jack),0.790,0.890
4,12:13,3,4,BAL 42,0,44,Ryan Mallett pass complete short right to Javorius Allen for 6 yards (tackle by Telvin Smith),0.890,2.130
4,11:34,1,10,BAL 48,0,44,Javorius Allen left guard for 2 yards (tackle by Tashaun Gipson),2.130,1.850
4,11:06,2,8,,0,44,Ryan Mallett pass complete short right to Chris Matthews for 8 yards (tackle by Aaron Colvin),1.850,2.790
4,10:30,1,10,JAX 42,0,44,Alex Collins right guard for 2 yards (tackle by Yannick Ngakoue),2.790,2.510
4,9:54,2,8,JAX 40,0,44,Ryan Mallett pass incomplete deep right intended for Chris Moore,2.510,1.820
4,9:49,3,8,JAX 40,0,44,Ryan Mallett pass incomplete short left intended for Jeremy Maclin,1.820,0.590
4,9:45,4,8,JAX 40,0,44,Ryan Mallett pass complete short right to Javorius Allen for 3 yards (tackle by Telvin Smith),0.590,-1.400
4,9:34,1,10,JAX 37,0,44,Chris Ivory right guard for 3 yards (tackle by Willie Henry),1.400,1.260
4,8:51,2,7,JAX 40,0,44,Chad Henne pass incomplete short right intended for Tommy Bohanon (defended by Kamalei Correa),1.260,0.560
4,8:45,3,7,JAX 40,0,44,Chad Henne pass incomplete short middle intended for Keelan Cole,0.560,-0.720
4,8:40,4,7,JAX 40,0,44,"Brad Nortman punts 36 yards, fair catch by Michael Campanaro",-0.720,-0.540
4,8:33,1,10,BAL 24,0,44,Alex Collins right tackle for 9 yards (tackle by Peyton Thompson),0.540,1.210
4,7:55,2,1,BAL 33,0,44,Alex Collins right guard for 18 yards (tackle by Dawuane Smoot),1.210,2.320
4,7:11,1,10,JAX 49,0,44,Ryan Mallett pass complete short right to Mike Wallace for 6 yards (tackle by Tyler Patmon),2.320,2.590
4,6:36,2,4,JAX 43,0,44,Javorius Allen left guard for no gain (tackle by Eli Ankou),2.590,1.880
4,6:12,3,4,JAX 43,0,44,"Ryan Mallett pass incomplete deep left intended for Mike Wallace. Penalty on Telvin Smith: Defensive 12 On-field, 5 yards (no play)",1.880,3.050
4,6:06,1,10,JAX 38,0,44,Ryan Mallett pass complete short right to Nick Boyle for 7 yards (tackle by Tyler Patmon),3.050,3.450
4,5:33,2,3,JAX 31,0,44,Alex Collins left end for 19 yards (tackle by Paul Posluszny),3.450,4.780
4,4:53,1,10,JAX 12,0,44,Michael Campanaro right end for 7 yards (tackle by Blair Brown),4.780,5.410
4,4:10,2,3,JAX 5,0,44,Javorius Allen left tackle for -1 yards (tackle by Paul Posluszny),5.410,4.380
4,3:31,3,4,JAX 6,6,44,"Ryan Mallett pass complete short right to Ben Watson for 6 yards, touchdown",4.380,7.000
4,3:24,,,JAX 15,7,44,Justin Tucker kicks extra point good,0.000,0.000
4,3:24,,,BAL 35,7,44,"Justin Tucker kicks off 61 yards, returned by Keelan Cole for 12 yards (tackle by Chris Matthews)",0.000,0.140
4,3:20,1,10,JAX 16,7,44,Corey Grant right tackle for no gain (tackle by Carl Davis),-0.140,-0.660
4,2:37,2,10,JAX 16,7,44,Corey Grant right guard for 8 yards (tackle by Matt Judon),-0.660,-0.320
4,2:00,3,2,JAX 24,7,44,"Penalty on Carl Davis: Neutral Zone Infraction, 5 yards (no play)",-0.320,0.870
4,2:00,1,10,JAX 29,7,44,Corey Grant right guard for 5 yards (tackle by C.J. Mosley),0.870,1.000
4,1:16,2,5,JAX 34,7,44,Chad Henne kneels for -1 yards,1.000,0.170
4,0:37,3,6,JAX 33,7,44,Chad Henne kneels for -1 yards,0.170,-1.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
