Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
1,9:41,3,5,MIN 47,0,7,Daunte Culpepper pass complete to Randy Moss for 9 yards (tackle by Todd Lyght),1.160,2.650
1,9:04,1,10,DET 44,0,7,Michael Bennett right end for 9 yards (tackle by Donte Curry),2.650,3.330
1,8:18,2,1,DET 35,0,7,Daunte Culpepper pass complete to Randy Moss for 5 yards (tackle by Todd Lyght),3.330,3.580
1,7:37,1,10,DET 30,0,7,Daunte Culpepper pass complete to D'Wayne Bates for 3 yards (tackle by Andre' Goodman),3.580,3.440
1,7:00,2,7,DET 27,0,7,Michael Bennett left end for 10 yards,3.440,4.440
1,6:29,1,10,DET 17,0,7,Michael Bennett left tackle for -3 yards (tackle by James Hall),4.440,3.490
1,5:47,2,13,DET 20,0,7,Daunte Culpepper pass complete to Michael Bennett for 5 yards (tackle by Robert Porcher),3.490,3.340
1,5:13,3,8,DET 15,0,7,Daunte Culpepper for 10 yards,3.340,6.060
1,4:39,1,5,DET 5,0,7,Michael Bennett left end for 3 yards (tackle by James Hall),6.060,5.720
1,4:01,2,2,DET 2,6,7,"Daunte Culpepper right end for 2 yards, touchdown",5.720,7.000
1,4:01,,,DET 2,7,7,Gary Anderson kicks extra point good,0.000,0.000
1,4:01,,,MIN 30,7,7,"Gary Anderson kicks off 57 yards, returned by Eddie Drummond for 22 yards (tackle by Jim Nelson)",0.000,1.270
1,3:48,1,10,DET 35,7,7,James Stewart middle for 3 yards (tackle by Henri Crockett),1.270,1.130
1,3:10,2,7,DET 38,13,7,"Mike McMahon pass incomplete intended for Rafael Cooper is intercepted by Corey Chavous at DET-43 and returned for 43 yards, touchdown",1.130,-7.000
1,3:00,,,DET 38,14,7,Gary Anderson kicks extra point good,0.000,0.000
1,3:00,,,MIN 30,14,7,"Gary Anderson kicks off 62 yards, returned by Eddie Drummond for 21 yards (tackle by Eric Kelly)",0.000,0.870
1,2:53,1,10,DET 29,14,7,Mike McMahon pass complete to Bill Schroeder for 46 yards (tackle by Brian Williams),0.870,3.910
1,2:14,1,10,MIN 25,14,7,James Stewart left tackle for 7 yards (tackle by Kenny Mixon),3.910,4.370
1,1:35,2,3,MIN 18,14,7,James Stewart left tackle for 3 yards (tackle by Henri Crockett),4.370,4.580
1,0:56,1,10,MIN 15,14,7,Mike McMahon pass incomplete intended for Cory Schlesinger,4.580,3.950
1,0:51,2,10,MIN 15,14,7,James Stewart left end for -1 yards (tackle by Nick Rogers),3.950,3.040
1,0:12,3,11,MIN 16,14,13,"Mike McMahon pass complete to Bill Schroeder for 16 yards, touchdown",3.040,7.000
1,0:12,,,MIN 16,14,14,Jason Hanson kicks extra point good,0.000,0.000
1,0:12,,,DET 30,14,14,"Jason Hanson kicks off 68 yards, returned by Moe Williams for 20 yards (tackle by Clint Kriewaldt)",0.000,0.410
Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 22,14,14,Daunte Culpepper sacked by Shaun Rogers for -8 yards,0.410,-1.330
2,14:32,2,18,MIN 14,14,14,Michael Bennett middle for 1 yard (tackle by James Hall),-1.330,-2.050
2,13:49,3,17,MIN 15,14,14,"Penalty on James Hall: Defensive Offside, 5 yards (no play)",-2.050,-1.090
2,13:35,3,12,MIN 20,14,14,Daunte Culpepper pass complete to Randy Moss for 56 yards. Penalty on Andre' Goodman: Illegal Contact (Declined),-1.090,3.970
2,13:13,1,10,DET 24,14,14,Michael Bennett left end for 13 yards,3.970,4.840
2,12:33,1,10,DET 11,14,14,Michael Bennett right tackle for 9 yards,4.840,5.850
2,11:54,2,1,DET 2,20,14,"Michael Bennett middle for 2 yards, touchdown",5.850,7.000
2,11:54,,,DET 2,21,14,Gary Anderson kicks extra point good,0.000,0.000
2,11:54,,,MIN 30,21,14,"Gary Anderson kicks off 59 yards, returned by Eddie Drummond for 19 yards (tackle by Brian Russell)",0.000,0.940
2,11:43,1,10,DET 30,21,14,Cory Schlesinger middle for 1 yard (tackle by Jack Brewer and Chris Hovan),0.940,0.530
2,11:09,2,9,DET 31,21,14,"Mike McMahon pass complete to Rafael Cooper for 5 yards (tackle by Henri Crockett). Penalty on Kenny Mixon: Defensive Offside, 5 yards (no play)",0.530,1.200
2,10:49,2,4,DET 36,21,14,"Mike McMahon pass complete to Bill Schroeder for 43 yards (tackle by Jack Brewer). Penalty on Aveion Cason: Chop Block, 15 yards (no play)",1.200,-0.820
2,10:27,2,19,DET 21,21,14,Mike McMahon pass complete to Aveion Cason for 26 yards (tackle by Tyrone Carter),-0.820,2.060
2,9:47,1,10,DET 47,21,14,Mike McMahon pass complete to Rafael Cooper for 4 yards (tackle by Corey Chavous),2.060,2.060
2,9:11,2,6,MIN 49,21,14,Rafael Cooper middle for 1 yard (tackle by Henri Crockett),2.060,1.490
2,8:31,3,5,MIN 48,21,14,Mike McMahon pass incomplete,1.490,0.070
2,8:24,4,5,MIN 48,21,14,"John Jett punts 32 yards, fair catch by Nick Davis",0.070,0.140
2,8:16,1,10,MIN 16,21,14,"Daunte Culpepper for no gain. Daunte Culpepper fumbles, recovered by Daunte Culpepper at MIN-9",-0.140,-1.290
2,7:43,2,17,MIN 9,21,14,Daunte Culpepper pass complete to D'Wayne Bates for 59 yards. Penalty on Chris Cash: Illegal Contact (Declined),-1.290,3.450
2,7:15,1,10,DET 32,21,14,Daunte Culpepper pass complete to Randy Moss for 19 yards,3.450,4.710
2,6:17,1,10,DET 13,21,14,Jim Kleinsasser middle for 3 yards (tackle by Kelvin Pritchett and Shaun Rogers),4.710,4.580
2,5:59,2,7,DET 10,27,14,"Daunte Culpepper pass complete to Kelly Campbell for 10 yards, touchdown",4.580,7.000
2,5:59,,,DET 10,28,14,Gary Anderson kicks extra point good,0.000,0.000
2,5:59,,,MIN 30,28,14,"Gary Anderson kicks off 57 yards, returned by Eddie Drummond for 25 yards (tackle by Tyrone Carter)",0.000,1.470
2,5:47,1,10,DET 38,28,14,"Mike McMahon pass complete to Bill Schroeder for 37 yards (tackle by Greg Biekert). Penalty on Rafael Cooper: Illegal Formation, 5 yards (no play)",1.470,1.140
2,5:12,1,15,DET 33,28,14,Mike McMahon pass incomplete intended for John Owens (defended by Chris Hovan),1.140,0.250
2,5:05,2,15,DET 33,28,14,Aveion Cason middle for 3 yards (tackle by Lemanski Hall and Lorenzo Bromell),0.250,-0.030
2,4:20,3,12,DET 36,28,14,Mike McMahon pass complete to Bill Schroeder for 32 yards (tackle by Eric Kelly),-0.030,3.450
2,3:40,1,10,MIN 32,28,14,Mike McMahon pass complete to Cory Schlesinger for 7 yards (tackle by Nick Rogers),3.450,3.850
2,3:02,2,3,MIN 25,28,14,Mike McMahon pass complete to James Stewart for 12 yards (tackle by Greg Biekert),3.850,4.710
2,2:20,1,10,MIN 13,28,14,Mike McMahon pass incomplete intended for Bill Schroeder (defended by Greg Biekert),4.710,4.050
2,2:14,2,10,MIN 13,28,14,Eddie Drummond right end for -6 yards (tackle by Kenny Mixon),4.050,2.670
2,2:00,3,16,MIN 19,28,14,Mike McMahon pass incomplete intended for Scotty Anderson (defended by Brian Williams),2.670,2.180
2,1:54,4,16,MIN 19,28,17,Jason Hanson 37 yard field goal good,2.180,3.000
2,1:54,,,DET 30,28,17,"Jason Hanson kicks off 60 yards, returned by Moe Williams for 28 yards (tackle by Lamar Campbell)",0.000,1.470
2,1:43,1,10,MIN 38,28,17,Daunte Culpepper for 3 yards (tackle by Lamar Campbell),1.470,1.330
2,1:36,2,7,MIN 41,28,17,Daunte Culpepper pass incomplete intended for Kelly Campbell,1.330,0.630
2,1:32,3,7,MIN 41,28,17,Daunte Culpepper pass incomplete intended for Kelly Campbell (defended by James Hall),0.630,-0.650
2,1:24,4,7,MIN 41,28,17,"Kyle Richardson punts 43 yards, returned by Eddie Drummond for 5 yards (tackle by Brian Russell)",-0.650,-0.340
2,1:14,1,10,DET 21,28,17,Mike McMahon pass complete to Bill Schroeder for 14 yards (tackle by Jack Brewer),0.340,1.270
2,0:54,1,10,DET 35,28,17,Mike McMahon pass complete to Cory Schlesinger for 8 yards (tackle by Henri Crockett),1.270,1.800
2,0:45,1,10,DET 35,,,Timeout #1 by Detroit Lions,1.270,1.800
2,0:45,2,2,DET 43,28,17,Mike McMahon pass incomplete intended for Matt Murphy (defended by Greg Biekert),1.800,1.090
2,0:40,3,2,DET 43,28,17,Mike McMahon pass incomplete intended for Jacquez Green,1.090,-0.520
2,0:35,4,2,DET 43,28,17,John Jett punts 49 yards,-0.520,0.380
2,0:25,1,10,MIN 8,28,17,Michael Bennett middle for no gain (tackle by Robert Porcher),-0.380,-0.780
Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,28,17,"Jason Hanson kicks off 66 yards, returned by Moe Williams for 22 yards (tackle by Jeff Gooch)",0.000,0.670
3,15:00,1,10,MIN 26,28,17,Daunte Culpepper pass complete to Michael Bennett for 11 yards (tackle by Jeff Gooch),0.670,1.400
3,14:25,1,10,MIN 37,28,17,"Michael Bennett right end for 5 yards (tackle by Clint Kriewaldt). Penalty on David Dixon: Offensive Holding, 10 yards (no play)",1.400,0.740
3,14:03,1,20,MIN 27,28,17,Daunte Culpepper right end for 3 yards (tackle by Todd Lyght),0.740,-0.090
3,13:15,2,17,MIN 30,28,17,Michael Bennett middle for 15 yards (tackle by Jimmy Wyrick and Lamar Campbell),-0.090,1.220
3,12:36,3,2,MIN 45,28,17,Daunte Culpepper pass complete to Hunter Goodwin for 8 yards,1.220,2.460
3,12:00,1,10,DET 47,28,17,Daunte Culpepper pass incomplete intended for Randy Moss is intercepted by Andre' Goodman at DET-3 and returned for 2 yards,2.460,0.380
3,11:50,1,10,DET 5,28,17,Mike McMahon pass incomplete intended for Scotty Anderson,-0.380,-0.780
3,11:45,2,10,DET 5,28,17,Mike McMahon pass complete to Bill Schroeder for 16 yards (tackle by Greg Biekert),-0.780,0.340
3,11:17,1,10,DET 21,28,17,James Stewart left tackle for 3 yards (tackle by Eric Kelly),0.340,0.210
3,10:43,2,7,DET 24,28,17,Mike McMahon pass incomplete intended for Bill Schroeder (defended by Fred Robbins),0.210,-0.490
3,10:39,3,7,DET 24,28,17,Mike McMahon pass complete to Larry Foster for 9 yards (tackle by Brian Williams),-0.490,1.140
3,10:02,1,10,DET 33,28,17,James Stewart left tackle for 7 yards (tackle by Henri Crockett),1.140,1.540
3,9:26,2,3,DET 40,28,17,Mike McMahon pass complete to Bill Schroeder for 8 yards (tackle by Eric Kelly),1.540,2.130
3,8:53,1,10,DET 48,28,17,Mike McMahon pass incomplete intended for John Owens,2.130,1.580
3,8:47,2,10,DET 48,28,17,"Mike McMahon pass incomplete intended for Bill Schroeder. Penalty on Tyrone Carter: Defensive Pass Interference, 24 yards (no play)",1.580,3.710
3,8:42,1,10,MIN 28,28,17,Mike McMahon pass incomplete,3.710,3.170
3,8:31,2,10,MIN 28,28,17,James Stewart left tackle for 2 yards (tackle by Chuck Wiley),3.170,2.740
3,7:49,3,8,MIN 26,28,17,Mike McMahon pass complete to Matt Murphy for 8 yards (tackle by Tyrone Carter),2.740,4.370
3,7:06,1,10,MIN 18,28,17,"Mike McMahon right end for 15 yards (tackle by Brian Williams). Mike McMahon fumbles (forced by Brian Williams), ball out of bounds at MIN-3",4.370,6.510
3,6:52,1,3,MIN 3,28,17,"Penalty on Chris Hovan: Encroachment, 2 yards (no play)",6.510,6.970
3,6:46,1,1,MIN 1,28,17,Mike McMahon pass incomplete intended for Larry Foster,6.970,5.910
3,6:42,2,1,MIN 1,28,17,James Stewart right tackle for no gain (tackle by Corey Chavous and Henri Crockett),5.910,5.170
3,6:05,3,1,MIN 1,28,17,Mike McMahon pass incomplete intended for John Owens,5.170,3.550
3,5:57,4,1,MIN 1,28,17,Mike McMahon pass incomplete intended for Matt Murphy,3.550,0.380
3,5:50,1,10,MIN 1,28,23,"Daunte Culpepper sacked by Kalimba Edwards for -1 yards. Daunte Culpepper fumbles (forced by Kalimba Edwards), recovered by Robert Porcher at MIN-0, touchdown",-0.380,-7.000
,,,,,,,"MIN challenged the ruling, and the play was upheld.",,
3,5:41,,,MIN 1,28,24,Jason Hanson kicks extra point good,0.000,0.000
3,5:41,,,DET 30,28,24,"Jason Hanson kicks off 60 yards, returned by Moe Williams for 17 yards (tackle by Jeff Gooch)",0.000,0.740
3,5:41,1,10,MIN 27,28,24,Michael Bennett left tackle for 2 yards (tackle by Robert Porcher and Shaun Rogers),0.740,0.470
3,5:00,2,8,MIN 29,28,24,Daunte Culpepper pass complete to D'Wayne Bates for 6 yards (tackle by Todd Lyght),0.470,0.560
3,4:16,3,2,MIN 35,28,24,"Daunte Culpepper pass complete to Randy Moss for 11 yards (tackle by Andre' Goodman). Penalty on Randy Moss: Offensive Pass Interference, 10 yards (no play)",0.560,-0.760
3,4:02,3,12,MIN 25,28,24,Daunte Culpepper pass complete to Jim Kleinsasser for 18 yards (tackle by Jimmy Wyrick),-0.760,1.800
3,3:17,1,10,MIN 43,28,24,Michael Bennett left end for 3 yards (tackle by Jeff Gooch),1.800,1.660
3,2:39,2,7,MIN 46,28,24,Daunte Culpepper pass complete to Jim Kleinsasser for 11 yards (tackle by James Hall),1.660,2.720
3,1:53,1,10,DET 43,28,24,"Daunte Culpepper middle for 16 yards. Daunte Culpepper fumbles, recovered by Randy Moss at DET-27. Randy Moss fumbles, recovered by Randy Moss at DET-27",2.720,3.780
3,1:15,1,10,DET 27,34,24,"Daunte Culpepper pass complete to Kelly Campbell for 27 yards, touchdown",3.780,7.000
3,1:15,,,DET 27,35,24,Gary Anderson kicks extra point good,0.000,0.000
3,1:15,,,MIN 30,35,24,--,0.000,1.000
3,0:53,1,10,DET 31,35,24,Mike McMahon pass incomplete intended for Scotty Anderson (defended by Eric Kelly),1.000,0.460
3,0:42,2,10,DET 31,35,24,Cory Schlesinger left end for 3 yards (tackle by Ronnie Bradford),0.460,0.170
Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,DET 34,35,24,Mike McMahon pass complete to Scotty Anderson for 8 yards,0.170,1.730
4,14:32,1,10,DET 42,35,24,Mike McMahon pass incomplete intended for Scotty Anderson,1.730,1.190
4,14:28,2,10,DET 42,35,24,James Stewart right end for 1 yard (tackle by Greg Biekert),1.190,0.630
4,13:48,3,9,DET 43,35,24,Mike McMahon pass incomplete intended for Cory Schlesinger is intercepted by Brian Williams at MIN-46 and returned for 2 yards,0.630,-2.130
4,13:39,1,10,MIN 48,35,24,Daunte Culpepper pass incomplete intended for Randy Moss,2.130,1.580
4,13:33,2,10,MIN 48,35,24,Daunte Culpepper pass complete to D'Wayne Bates for 1 yard (tackle by Andre' Goodman),1.580,1.020
4,12:48,3,9,MIN 49,35,24,Daunte Culpepper pass complete to Randy Moss for 17 yards (tackle by Todd Lyght),1.020,4.310
4,12:19,1,10,DET 19,35,24,Michael Bennett left end for 1 yard (tackle by Jeff Gooch),4.310,3.880
4,11:36,2,9,DET 18,35,24,Daunte Culpepper pass incomplete intended for Randy Moss,3.880,3.140
4,11:32,3,9,DET 18,35,24,Daunte Culpepper sacked by Corey Harris and Robert Porcher for -7 yards,3.140,1.800
4,11:12,4,16,DET 25,35,30,"Gary Anderson 43 yard field goal no good, blocked by Shaun Rogers, recovered by Todd Lyght and returned for 75 yards, touchdown",1.800,-7.000
4,11:12,4,16,DET 25,35,30,"Penalty on DET: Unsportsmanlike Conduct, 15 yards",1.800,-1.000
4,10:56,4,,DET 25,35,30,"Two Point Attempt: Mike McMahon pass incomplete intended for Aveion Cason, conversion fails",1.000,-1.000
4,10:56,,,DET 15,35,30,"Jason Hanson kicks off 60 yards, returned by Moe Williams for 15 yards (tackle by Cory Schlesinger)",0.000,1.600
4,10:51,1,10,MIN 40,35,30,Daunte Culpepper pass complete to Randy Moss for 3 yards (tackle by Andre' Goodman),1.600,1.460
4,10:12,2,7,MIN 43,35,30,Daunte Culpepper pass complete to Michael Bennett for 15 yards (tackle by Jimmy Wyrick),1.460,2.790
4,9:26,1,10,DET 42,35,30,Daunte Culpepper pass incomplete intended for D'Wayne Bates,2.790,2.240
4,9:22,2,10,DET 42,35,30,"Penalty on Jim Kleinsasser: Illegal Motion, 5 yards (no play)",2.240,1.570
4,9:22,2,15,DET 47,35,30,Daunte Culpepper pass complete to Kelly Campbell for -1 yards (tackle by Andre' Goodman). Penalty on Chris Liwienski: Offensive Holding (Declined),1.570,0.760
4,9:03,2,15,DET 47,,,Timeout #1 by Detroit Lions,1.570,0.760
4,9:03,3,16,DET 48,35,30,Daunte Culpepper pass incomplete intended for Randy Moss (defended by Andre' Goodman),0.760,0.070
4,8:55,4,16,DET 48,35,30,"Kyle Richardson punts 29 yards, fair catch by Eddie Drummond",0.070,-0.150
4,8:48,1,10,DET 19,35,30,"Mike McMahon pass incomplete intended for Cory Schlesinger. Penalty on Greg Biekert: Defensive Pass Interference, 23 yards (no play)",0.150,1.730
4,8:42,1,10,DET 42,35,30,Mike McMahon pass incomplete,1.730,1.190
4,8:36,2,10,DET 42,35,30,Mike McMahon pass complete to Larry Foster for 8 yards (tackle by Brian Williams and Greg Biekert),1.190,1.550
4,7:57,3,2,,35,30,Mike McMahon pass incomplete intended for Larry Foster is intercepted by Eric Kelly at MIN-27,1.550,-0.740
4,7:49,1,10,MIN 27,35,30,Michael Bennett right tackle for 1 yard (tackle by Corey Harris),0.740,0.330
4,7:14,2,9,MIN 28,35,30,Daunte Culpepper pass complete to Kelly Campbell for 24 yards,0.330,2.390
4,6:39,1,10,DET 48,35,30,Michael Bennett right end for 4 yards (tackle by Robert Porcher),2.390,2.390
4,5:56,2,6,DET 44,35,30,Michael Bennett right end for 4 yards (tackle by Jeff Gooch),2.390,2.210
4,5:22,3,2,DET 40,35,30,Moe Williams left tackle for 1 yard (tackle by Chris Claiborne),2.210,0.660
4,5:00,3,2,DET 40,,,Timeout #2 by Detroit Lions,2.210,0.660
4,5:00,4,1,DET 39,35,30,Daunte Culpepper middle for 1 yard (tackle by Shaun Rogers),0.660,3.050
4,4:37,1,10,DET 38,35,30,Michael Bennett middle for 3 yards (tackle by Travis Kirschke),3.050,2.910
4,3:57,2,7,DET 35,35,30,Moe Williams left tackle for no gain (tackle by James Hall and Travis Kirschke),2.910,2.210
4,3:11,3,7,DET 35,35,30,Moe Williams middle for 25 yards,2.210,4.910
4,2:24,1,10,DET 10,35,30,Moe Williams middle for 2 yards (tackle by Clint Kriewaldt),4.910,4.570
4,2:14,1,10,DET 10,,,Timeout #3 by Detroit Lions,4.910,4.570
4,2:14,2,8,DET 8,35,30,Moe Williams right end for 7 yards (tackle by Corey Harris and Donte Curry),4.570,5.170
4,2:00,3,1,DET 1,35,30,Moe Williams middle for no gain (tackle by Shaun Rogers and Chris Claiborne),5.170,3.550
4,1:12,4,1,DET 1,38,30,Gary Anderson 18 yard field goal good,3.550,3.000
4,1:12,,,MIN 30,38,30,"Gary Anderson kicks off 47 yards, returned by Eddie Drummond for 16 yards (tackle by Jack Brewer)",0.000,1.530
4,1:03,1,10,DET 39,38,30,Mike McMahon pass incomplete intended for Eddie Drummond,1.530,0.990
4,0:57,2,10,DET 39,38,30,Mike McMahon pass incomplete intended for Rafael Cooper (defended by Kenny Mixon),0.990,0.300
4,0:53,3,10,DET 39,38,30,Mike McMahon right tackle for 22 yards (tackle by Jack Brewer),0.300,2.980
4,0:37,1,10,MIN 39,38,30,Mike McMahon pass incomplete,2.980,2.440
4,0:20,2,10,MIN 39,38,30,Mike McMahon pass complete to Scotty Anderson for 19 yards (tackle by Jack Brewer),2.440,4.240
4,0:18,1,10,MIN 20,38,30,Mike McMahon pass incomplete,4.240,3.690
4,0:16,2,10,MIN 20,38,36,"Mike McMahon pass complete to Scotty Anderson for 20 yards, touchdown",3.690,7.000
4,0:16,2,,MIN 20,38,36,"Two Point Attempt: Mike McMahon pass incomplete intended for Eddie Drummond, conversion fails",1.000,-1.000
4,0:16,,,DET 30,38,36,Jason Hanson kicks off 23 yards,0.000,-2.060
4,0:13,1,10,MIN 47,38,36,Daunte Culpepper kneels for -1 yards,2.060,1.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
