Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Deon Jackson,IND,13,62,0,3,42,3.2,20,1.5,0,
Phillip Lindsay,IND,11,40,0,1,24,2.2,16,1.5,0,
Nyheim Hines,IND,1,3,0,,2,2.0,1,1.0,0,
Matt Ryan,IND,1,1,0,0,1,1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Melvin Gordon,DEN,15,54,0,3,25,1.7,29,1.9,1,15.0
Mike Boone,DEN,7,38,0,2,27,3.9,11,1.6,0,
Russell Wilson,DEN,4,22,0,1,22,5.5,0,0.0,0,
Devine Ozigbo,DEN,1,2,0,,2,2.0,0,0.0,0,
Montrell Washington,DEN,1,9,0,,9,9.0,0,0.0,0,
