Quarter,Time,Down,ToGo,Location,DEN,DET,Detail,EPB,EPA
1,9:43,4,12,DEN 39,0,0,"Jack Fox punts 39 yards, touchback.",0.660,-0.280
1,9:33,1,10,DEN 20,0,0,Javonte Williams up the middle for 1 yard (tackle by Alex Anzalone),0.280,-0.130
1,8:55,2,9,DEN 21,0,0,Russell Wilson pass incomplete deep right intended for Marvin Mims (defended by Aidan Hutchinson),-0.130,-0.820
1,8:50,3,9,DEN 21,0,0,Russell Wilson pass incomplete short left intended for Jerry Jeudy,-0.820,-1.960
1,8:40,4,9,DEN 21,0,0,"Riley Dixon punts 52 yards, returned by Kalif Raymond for no gain (tackle by Riley Moss)",-1.960,-0.740
1,8:31,1,10,DET 27,0,0,Jahmyr Gibbs up the middle for 8 yards (tackle by Fabian Moreau),0.740,1.280
1,7:51,2,2,DET 35,0,0,"Jahmyr Gibbs right end for 10 yards (tackle by Ja'Quan McMillian). Penalty on Graham Glasgow: Offensive Holding, 10 yards (accepted) (no play)",1.280,-0.070
1,7:42,2,12,DET 25,0,0,Jared Goff pass complete short middle to Jameson Williams for 14 yards (tackle by Justin Simmons),-0.070,1.530
1,7:02,1,10,DET 39,0,0,Jared Goff pass complete short left to Kalif Raymond for 12 yards,1.530,2.320
1,6:36,1,10,DEN 49,0,0,Jahmyr Gibbs up the middle for 1 yard (tackle by Jonathon Cooper and Thomas Incoom),2.320,1.920
1,6:00,2,9,DEN 48,0,0,Jared Goff pass complete short left to Jahmyr Gibbs for -1 yards (tackle by Fabian Moreau),1.920,1.090
1,5:16,3,10,DEN 49,0,0,Jared Goff pass incomplete deep left intended for Jameson Williams,1.090,0.000
1,5:11,4,10,DEN 49,0,0,"Jack Fox punts 33 yards, fair catch by Marvin Mims at DEN-16",0.000,0.140
1,5:04,1,10,DEN 16,0,0,Javonte Williams up the middle for 2 yards (tackle by Aidan Hutchinson),-0.140,-0.350
1,4:23,2,8,DEN 18,0,0,Javonte Williams up the middle for 4 yards (tackle by John Cominsky and Ifeatu Melifonwu),-0.350,-0.620
1,3:40,3,5,DEN 22,0,0,"Penalty on Mike McGlinchey: False Start, 5 yards (accepted) (no play)",-0.620,-1.250
1,3:22,3,10,DEN 17,0,0,Russell Wilson pass complete deep left to Courtland Sutton for 23 yards (tackle by Khalil Dorsey and Ifeatu Melifonwu),-1.250,1.600
1,2:53,1,10,DEN 40,0,0,Samaje Perine left tackle for 6 yards (tackle by Alex Anzalone and Jack Campbell),1.600,1.860
1,2:17,2,4,DEN 46,0,0,Javonte Williams left tackle for no gain (tackle by Ifeatu Melifonwu and Brian Branch),1.860,1.160
1,1:52,3,4,DEN 46,0,0,Russell Wilson pass incomplete short right intended for Adam Trautman (defended by Brian Branch),1.160,-0.320
1,1:47,4,4,DEN 46,0,0,"Riley Dixon punts 54 yards, touchback.",-0.320,-0.280
1,1:38,1,10,DET 20,0,0,David Montgomery left tackle for 6 yards (tackle by Alex Singleton and P.J. Locke),0.280,0.540
1,1:05,2,4,DET 26,0,0,David Montgomery left end for 5 yards (tackle by Matt Henningsen),0.540,1.000
1,0:29,1,10,DET 31,0,0,Jared Goff pass complete short middle to Sam LaPorta for 17 yards (tackle by Fabian Moreau),1.000,2.130
Quarter,Time,Down,ToGo,Location,DEN,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 48,0,0,David Montgomery up the middle for no gain (tackle by Ja'Quan McMillian),2.130,1.580
2,14:28,2,10,DET 48,0,0,Jared Goff pass complete short right to Donovan Peoples-Jones for 5 yards (tackle by Fabian Moreau),1.580,1.550
2,13:52,3,5,DEN 47,0,0,Jared Goff pass complete short left to Sam LaPorta for 7 yards (tackle by Josey Jewell),1.550,2.920
2,13:18,1,10,DEN 40,0,0,Jared Goff pass complete deep right to Josh Reynolds for 21 yards (tackle by Fabian Moreau),2.920,4.310
2,12:41,1,10,DEN 19,0,6,"Jared Goff pass complete short left to Sam LaPorta for 19 yards, touchdown",4.310,7.000
2,12:31,,,DEN 15,0,7,Michael Badgley kicks extra point good,0.000,0.000
2,12:31,,,DET 35,0,7,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
2,12:31,1,10,DEN 25,0,7,Russell Wilson pass incomplete short middle intended for Jerry Jeudy,0.610,0.060
2,12:26,2,10,DEN 25,0,7,Javonte Williams up the middle for -3 yards (tackle by Ifeatu Melifonwu and Alex Anzalone),0.060,-1.020
2,11:42,3,13,DEN 22,0,7,Russell Wilson sacked by Josh Paschal for -9 yards,-1.020,-2.490
2,11:10,4,22,DEN 13,0,7,"Riley Dixon punts 56 yards, returned by Kalif Raymond for 8 yards (tackle by Tremon Smith)",-2.490,-1.530
2,10:58,1,10,DET 39,0,7,Jared Goff pass complete deep right to Josh Reynolds for 20 yards (tackle by Patrick Surtain),1.530,2.850
2,10:19,1,10,DEN 41,0,7,Jahmyr Gibbs left end for 21 yards (tackle by Josey Jewell),2.850,4.240
2,9:38,1,10,DEN 20,0,7,Jared Goff pass complete short right to David Montgomery for -7 yards (tackle by D.J. Jones),4.240,2.750
2,9:02,2,17,DEN 27,0,7,Jared Goff pass complete short left to Jameson Williams for 18 yards (tackle by P.J. Locke),2.750,5.140
2,8:25,1,9,DEN 9,0,7,Jared Goff pass incomplete short middle intended for Amon-Ra St. Brown (defended by P.J. Locke),5.140,4.380
2,8:20,2,9,DEN 9,0,13,"Jared Goff pass complete short middle to Jahmyr Gibbs for 9 yards, touchdown",4.380,7.000
2,8:15,,,DEN 15,0,14,Michael Badgley kicks extra point good,0.000,0.000
2,8:15,,,DET 35,0,14,"Jack Fox kicks off 64 yards, returned by Marvin Mims for 20 yards (tackle by Jalen Reeves-Maybin)",0.000,0.340
2,8:10,1,10,DEN 21,0,14,Russell Wilson pass complete short right to Jaleel McLaughlin for 8 yards (tackle by Cameron Sutton and Jack Campbell),0.340,0.880
2,7:44,2,2,DEN 29,0,14,Jaleel McLaughlin left tackle for 1 yard (tackle by Ifeatu Melifonwu),0.880,0.300
2,7:10,3,1,DEN 30,0,14,Russell Wilson up the middle for no gain (tackle by Jack Campbell),0.300,-1.370
2,6:28,4,1,DEN 30,0,14,Russell Wilson up the middle for 2 yards (tackle by John Cominsky),-1.370,1.070
2,5:57,1,10,DEN 32,0,14,Javonte Williams up the middle for 2 yards (tackle by John Cominsky and Kerby Joseph),1.070,0.800
2,5:20,2,8,DEN 34,0,14,Russell Wilson pass complete short left to Javonte Williams for -2 yards (tackle by Alex Anzalone),0.800,-0.160
2,4:35,3,10,DEN 32,0,14,Russell Wilson pass incomplete deep left intended for Jerry Jeudy,-0.160,-1.240
2,4:28,4,10,DEN 32,0,14,"Riley Dixon punts 49 yards, fair catch by Kalif Raymond at DET-19",-1.240,-0.150
2,4:21,1,10,DET 19,0,14,David Montgomery up the middle for 2 yards (tackle by Baron Browning and Josey Jewell),0.150,-0.060
2,3:42,2,8,DET 21,0,14,Jared Goff pass complete short middle to Amon-Ra St. Brown for 8 yards (tackle by Josey Jewell and Justin Simmons),-0.060,0.870
2,3:05,1,10,DET 29,0,14,Jared Goff pass incomplete short left intended for Josh Reynolds (defended by Fabian Moreau),0.870,0.330
2,3:01,2,10,DET 29,0,14,Jared Goff pass complete short middle to Amon-Ra St. Brown for 29 yards (tackle by Justin Simmons),0.330,2.790
2,2:34,1,10,DEN 42,0,14,David Montgomery up the middle for 8 yards (tackle by Baron Browning),2.790,3.320
2,2:17,,,,,,Timeout #1 by Denver Broncos,,
2,2:17,2,2,DEN 34,0,14,David Montgomery up the middle for 1 yard (tackle by Jonathan Harris and Mike Purcell),3.320,2.740
2,2:00,3,1,DEN 33,0,14,David Montgomery up the middle for 4 yards (tackle by Justin Simmons),2.740,3.640
2,1:30,1,10,DEN 29,0,14,David Montgomery right tackle for 11 yards (tackle by Patrick Surtain),3.640,4.370
2,0:55,1,10,DEN 18,0,14,Jared Goff pass complete short left to Amon-Ra St. Brown for 3 yards (tackle by Ja'Quan McMillian),4.370,4.250
2,0:28,,,,,,Timeout #1 by Detroit Lions,,
2,0:28,2,7,DEN 15,0,14,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,4.250,3.460
2,0:24,3,7,DEN 15,0,20,"Jared Goff pass complete short right to Amon-Ra St. Brown for 15 yards, touchdown",3.460,7.000
2,0:19,,,DEN 15,0,21,Michael Badgley kicks extra point good,0.000,0.000
2,0:19,,,DET 35,0,21,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
2,0:19,1,10,DEN 25,0,21,Russell Wilson kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,DEN,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,0,21,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DEN 25,0,21,Javonte Williams up the middle for 3 yards (tackle by Jack Campbell and John Cominsky),0.610,0.470
3,14:25,2,7,DEN 28,0,21,Russell Wilson pass complete short left to Javonte Williams for -5 yards (tackle by Josh Paschal),0.470,-0.890
3,13:39,3,12,DEN 23,0,21,"Russell Wilson pass incomplete deep middle intended for Marvin Mims. Penalty on Khalil Dorsey: Illegal Contact, 5 yards (declined) . Penalty on Alex Anzalone: Defensive Pass Interference, 44 yards (accepted) (no play)",-0.890,3.380
3,13:32,1,10,DET 33,0,21,Samaje Perine up the middle for 2 yards (tackle by Aidan Hutchinson),3.380,3.110
3,12:53,2,8,DET 31,0,21,Russell Wilson pass complete short middle to Courtland Sutton for 14 yards (tackle by Alex Anzalone),3.110,4.440
3,12:20,1,10,DET 17,0,21,Javonte Williams right tackle for 6 yards (tackle by Jack Campbell and Benito Jones),4.440,4.890
3,11:42,2,4,DET 11,0,21,Russell Wilson pass incomplete short right intended for Adam Trautman,4.890,4.100
3,11:40,3,4,DET 11,0,21,Russell Wilson pass complete short right to Lil'Jordan Humphrey for 5 yards (tackle by Khalil Dorsey),4.100,5.830
3,11:20,1,6,DET 6,0,21,Samaje Perine right tackle for 3 yards (tackle by Brodric Martin and Josh Paschal),5.830,5.530
3,10:46,2,3,DET 3,0,21,Russell Wilson pass incomplete short right intended for Brandon Johnson (defended by Ifeatu Melifonwu),5.530,4.720
3,10:41,3,3,DET 3,6,21,"Russell Wilson pass complete short left to Lil'Jordan Humphrey for 3 yards, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned.",4.720,7.000
3,10:34,,,DET 15,7,21,Wil Lutz kicks extra point good,0.000,0.000
3,10:34,,,DEN 35,7,21,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,10:34,1,10,DET 25,7,21,Jared Goff pass complete short middle to Amon-Ra St. Brown for 26 yards (tackle by P.J. Locke and Fabian Moreau),0.610,2.320
3,9:55,1,10,DEN 49,7,21,Jared Goff pass incomplete deep left intended for Jameson Williams,2.320,1.780
3,9:51,2,10,DEN 49,7,21,Jahmyr Gibbs right tackle for 1 yard (tackle by D.J. Jones),1.780,1.220
3,9:13,3,9,DEN 48,7,21,Jahmyr Gibbs right end for 10 yards (tackle by P.J. Locke),1.220,3.050
3,8:39,1,10,DEN 38,7,21,Jahmyr Gibbs up the middle for 34 yards (tackle by Jonathan Harris),3.050,6.280
3,7:50,1,4,DEN 4,7,21,Jahmyr Gibbs right tackle for 1 yard (tackle by Jonathon Cooper and Matt Henningsen),6.280,5.530
3,7:07,2,3,DEN 3,7,21,Jared Goff pass incomplete short left,5.530,4.720
3,7:03,3,3,DEN 3,7,27,"Jared Goff pass complete short right to Sam LaPorta for 3 yards, touchdown",4.720,7.000
3,7:01,,,DEN 15,7,28,Michael Badgley kicks extra point good,0.000,0.000
3,7:01,,,DET 35,7,28,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
3,7:01,1,10,DEN 25,7,28,Russell Wilson pass complete short left to Courtland Sutton for 8 yards (tackle by Cameron Sutton),0.610,1.140
3,6:15,2,2,DEN 33,7,28,Jaleel McLaughlin left end for 1 yard (tackle by Levi Onwuzurike),1.140,0.560
3,5:49,3,1,DEN 34,7,28,Russell Wilson up the middle for 2 yards (tackle by Derrick Barnes),0.560,1.330
3,5:05,1,10,DEN 36,7,28,Russell Wilson pass complete short right to Adam Trautman for 24 yards (tackle by Kerby Joseph),1.330,2.920
3,4:19,1,10,DET 40,7,28,Russell Wilson pass incomplete deep middle intended for Lucas Krull (defended by Ifeatu Melifonwu),2.920,2.370
3,4:12,,,,,,Timeout #1 by Denver Broncos,,
3,4:12,2,10,DET 40,7,28,Javonte Williams up the middle for no gain (tackle by Isaiah Buggs and John Cominsky),2.370,1.680
3,3:32,3,10,DET 40,7,28,Russell Wilson pass complete short left to Jerry Jeudy for 19 yards (tackle by Cameron Sutton),1.680,4.170
3,2:47,1,10,DET 21,7,28,Russell Wilson pass complete short middle to Courtland Sutton for 12 yards (tackle by Malcolm Rodriguez),4.170,5.140
3,2:18,1,9,DET 9,7,28,Russell Wilson pass incomplete short left intended for Courtland Sutton (defended by Cameron Sutton),5.140,4.380
3,2:15,2,9,DET 9,7,28,Russell Wilson pass complete short right to Jaleel McLaughlin for 8 yards (tackle by Jalen Reeves-Maybin and Alex Anzalone),4.380,5.170
3,1:31,3,1,DET 1,7,28,Javonte Williams left end for no gain (tackle by Derrick Barnes and Alex Anzalone),5.170,3.550
3,0:51,4,1,DET 1,7,28,"Michael Burton up the middle for no gain, touchdown. Penalty on Quinn Meinerz: Offensive Offside, 4 yards (accepted) (no play)",3.550,3.010
3,0:46,4,5,DET 5,10,28,Wil Lutz 23 yard field goal good,3.010,3.000
3,0:43,,,DEN 35,10,28,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,0:43,1,10,DET 25,10,28,David Montgomery right end for 7 yards (tackle by Jonathan Harris),0.610,1.010
Quarter,Time,Down,ToGo,Location,DEN,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,DET 32,10,28,Jared Goff pass complete short right to Jameson Williams for 14 yards (tackle by Fabian Moreau),1.010,1.990
4,14:18,1,10,DET 46,10,28,David Montgomery left tackle for 4 yards (tackle by Alex Singleton),1.990,1.990
4,13:39,2,6,DEN 50,10,28,David Montgomery up the middle for 9 yards (tackle by Josey Jewell and Alex Singleton),1.990,2.850
4,13:04,1,10,DEN 41,10,28,"Jared Goff pass incomplete deep left intended for Josh Reynolds. Penalty on Fabian Moreau: Defensive Pass Interference, 16 yards (accepted) (no play)",2.850,3.910
4,12:58,1,10,DEN 25,10,28,David Montgomery left tackle for 13 yards (tackle by Josey Jewell and Alex Singleton),3.910,4.780
4,12:17,1,10,DEN 12,10,34,"Jahmyr Gibbs left end for 12 yards, touchdown",4.780,7.000
4,12:12,,,DEN 15,10,35,Michael Badgley kicks extra point good,0.000,0.000
4,12:12,,,DET 35,10,35,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
4,12:12,1,10,DEN 25,10,35,Russell Wilson scrambles right end for 1 yard (tackle by Alex Anzalone),0.610,0.200
4,11:42,2,9,DEN 26,10,35,Russell Wilson pass complete deep middle to Lucas Krull for 18 yards (tackle by Kerby Joseph),0.200,1.860
4,11:18,1,10,DEN 44,10,35,Russell Wilson pass incomplete short right intended for Lucas Krull (defended by Alex Anzalone),1.860,1.320
4,11:15,2,10,DEN 44,10,35,Russell Wilson pass incomplete deep right intended for Jerry Jeudy,1.320,0.630
4,11:10,3,10,DEN 44,10,35,Russell Wilson pass incomplete deep left intended for Marvin Mims (defended by Kindle Vildor),0.630,-0.460
4,11:05,4,10,DEN 44,10,35,"Riley Dixon punts 48 yards, fair catch by Kalif Raymond at DET-8. Penalty on Tremon Smith: Unnecessary Roughness / Offense, 15 yards (accepted)",-0.460,-0.480
4,10:59,1,10,DET 23,10,35,Jared Goff pass incomplete short right intended for Sam LaPorta,0.480,-0.070
4,10:54,2,10,DET 23,10,35,Jahmyr Gibbs right end for -1 yards (tackle by Justin Simmons),-0.070,-0.890
4,10:08,3,11,DET 22,10,35,Jared Goff sacked by Jonathon Cooper for -8 yards,-0.890,-2.470
4,9:29,4,19,DET 14,10,35,Jack Fox punts 48 yards downed by Malcolm Rodriguez,-2.470,-1.470
4,9:18,1,10,DEN 38,10,35,Russell Wilson pass complete short middle to Samaje Perine for 11 yards (tackle by Alex Anzalone),1.470,2.190
4,8:46,1,10,DEN 49,10,35,Russell Wilson pass complete short middle to Jerry Jeudy for 15 yards (tackle by Ifeatu Melifonwu),2.190,3.180
4,8:12,1,10,DET 36,10,35,Russell Wilson pass complete short middle to Courtland Sutton for 14 yards (tackle by Derrick Barnes),3.180,4.110
4,7:48,1,10,DET 22,10,35,Russell Wilson pass incomplete short left intended for Lil'Jordan Humphrey,4.110,3.560
4,7:45,2,10,DET 22,10,35,Russell Wilson pass complete short right to Lil'Jordan Humphrey for 8 yards (tackle by Khalil Dorsey),3.560,4.150
4,7:21,3,2,DET 14,10,35,Russell Wilson right tackle for 1 yard (tackle by Aidan Hutchinson),4.150,2.720
4,6:51,4,1,DET 13,10,35,Samaje Perine up the middle for 12 yards (tackle by Kerby Joseph),2.720,6.970
4,6:31,1,1,DET 1,16,35,"Russell Wilson up the middle for 1 yard, touchdown",6.970,7.000
4,6:28,,,DET 15,17,35,Wil Lutz kicks extra point good,0.000,0.000
4,6:28,,,DEN 35,17,35,"Wil Lutz kicks onside 9 yards, returned by Malcolm Rodriguez for no gain",0.000,2.650
4,6:27,1,10,DEN 44,17,35,David Montgomery left tackle for 2 yards (tackle by Josey Jewell and D.J. Jones),2.650,2.380
4,5:42,2,8,DEN 42,17,35,Jared Goff pass complete short left to Amon-Ra St. Brown for 10 yards (tackle by Josey Jewell),2.380,3.450
4,5:00,1,10,DEN 32,17,35,David Montgomery right tackle for 5 yards (tackle by Jonathon Cooper),3.450,3.580
4,4:55,,,,,,Timeout #2 by Denver Broncos,,
4,4:55,2,5,DEN 27,17,35,Jahmyr Gibbs left end for 9 yards (tackle by Fabian Moreau),3.580,4.370
4,4:42,,,,,,Timeout #3 by Denver Broncos,,
4,4:42,1,10,DEN 18,17,35,David Montgomery up the middle for 2 yards (tackle by Mike Purcell and Jonathan Harris),4.370,4.090
4,3:58,2,8,DEN 16,17,35,David Montgomery left tackle for 2 yards (tackle by Mike Purcell and Ja'Quan McMillian),4.090,3.630
4,3:13,3,6,DEN 14,17,35,Jahmyr Gibbs left tackle for 4 yards (tackle by Patrick Surtain and Drew Sanders),3.630,2.890
4,2:26,,,,,,Timeout #1 by Detroit Lions,,
4,2:26,4,2,DEN 10,17,41,"Jared Goff pass complete short middle to Sam LaPorta for 10 yards, touchdown",2.890,7.000
4,2:21,,,DEN 15,17,42,Michael Badgley kicks extra point good,0.000,0.000
4,2:21,,,DET 35,17,42,"Jack Fox kicks off 59 yards, returned by Marvin Mims for 15 yards (tackle by Ifeatu Melifonwu)",0.000,0.340
4,2:15,1,10,DEN 21,17,42,Javonte Williams right tackle for 4 yards (tackle by Isaiah Buggs and Aidan Hutchinson),0.340,0.340
4,2:00,2,6,DEN 25,17,42,Javonte Williams left tackle for 8 yards (tackle by Alex Anzalone),0.340,1.140
4,1:25,1,10,DEN 33,17,42,Samaje Perine up the middle for 5 yards (tackle by Ifeatu Melifonwu),1.140,1.270
4,0:46,2,5,DEN 38,17,42,Samaje Perine right end for 9 yards (tackle by Alex Anzalone and Brodric Martin),1.270,2.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
