Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Courtland Sutton,DEN,6,5,71,0,4,45,9.0,26,5.2,9.0,0,,0,0.0,0,116.0
Lil'Jordan Humphrey,DEN,4,3,16,1,2,10,3.3,6,2.0,3.0,0,,1,25.0,0,120.8
Jerry Jeudy,DEN,7,3,74,0,3,25,8.3,49,16.3,8.6,0,,1,14.3,0,81.8
Jaleel McLaughlin,DEN,3,2,16,0,,-2,-1.0,18,9.0,-2.0,1,2.0,0,0.0,0,79.9
Javonte Williams,DEN,2,2,-7,0,0,-10,-5.0,3,1.5,-5.0,0,,0,0.0,0,79.2
Lucas Krull,DEN,3,1,18,0,1,16,16.0,2,2.0,15.3,0,,0,0.0,0,54.9
Adam Trautman,DEN,3,1,24,0,1,-1,-1.0,25,25.0,5.0,0,,0,0.0,0,63.2
Samaje Perine,DEN,1,1,11,0,1,3,3.0,8,8.0,3.0,0,,0,0.0,0,112.5
Brandon Johnson,DEN,1,0,0,0,,0,,0,,3.0,0,,0,0.0,0,39.6
Marvin Mims,DEN,2,0,0,0,0,0,,0,,27.5,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Amon-Ra St. Brown,DET,9,7,112,1,6,50,7.1,62,8.9,8.0,1,7.0,0,0.0,0,155.6
Sam LaPorta,DET,6,5,56,3,5,30,6.0,26,5.2,7.5,1,5.0,0,0.0,0,145.1
Jameson Williams,DET,7,4,47,0,3,32,8.0,15,3.8,16.1,1,4.0,0,0.0,0,77.7
Josh Reynolds,DET,3,2,41,0,2,35,17.5,6,3.0,13.0,0,,0,0.0,0,109.7
David Montgomery,DET,3,2,-3,0,0,-10,-5.0,7,3.5,-2.3,0,,0,0.0,0,70.1
Jahmyr Gibbs,DET,2,2,8,1,1,3,1.5,5,2.5,1.5,0,,0,0.0,0,122.9
Kalif Raymond,DET,1,1,12,0,1,13,13.0,-1,-1.0,13.0,0,,0,0.0,0,116.7
Donovan Peoples-Jones,DET,1,1,5,0,,4,4.0,1,1.0,4.0,0,,0,0.0,0,87.5
