Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
2,12:33,3,4,PHI 23,0,14,Jason Campbell kneels for no gain (tackle by Juqua Parker),3.200,2.000
2,12:04,4,4,PHI 23,3,14,Shaun Suisham 41 yard field goal good,2.000,3.000
2,,,,WAS 30,3,14,"Shaun Suisham kicks off 67 yards, returned by Quintin Demps for 17 yards (tackle by Chris Horton)",0.000,0.280
2,11:54,1,10,PHI 20,3,14,Donovan McNabb pass complete deep left to Greg Lewis for 22 yards (tackle by Chris Horton),0.280,1.730
2,11:16,1,10,PHI 42,3,14,Brian Westbrook up the middle for 3 yards (tackle by Andre Carter),1.730,1.590
2,10:35,2,7,PHI 45,3,14,Donovan McNabb pass incomplete short right intended for DeSean Jackson (defended by Carlos Rogers),1.590,0.890
2,10:31,3,7,PHI 45,3,14,Donovan McNabb pass incomplete deep right intended for Lorenzo Booker,0.890,-0.390
2,10:24,4,7,PHI 45,3,14,Saverio Rocca punts 52 yards,-0.390,0.380
2,10:15,1,10,WAS 3,3,14,Clinton Portis left end for 8 yards (tackle by Stewart Bradley and Trent Cole),-0.380,-0.200
2,9:39,2,2,WAS 11,3,14,Clinton Portis up the middle for 1 yard (tackle by Juqua Parker),-0.200,-0.370
2,9:04,3,1,WAS 12,3,14,Clinton Portis left end for 3 yards (tackle by Stewart Bradley),-0.370,-0.220
2,8:24,1,10,WAS 15,3,14,Ladell Betts left end for 9 yards (tackle by Quintin Mikell),-0.220,0.620
2,7:56,2,1,WAS 24,3,14,Ladell Betts left end for 14 yards (tackle by Brian Dawkins),0.620,1.470
2,7:25,1,10,WAS 38,3,14,Jason Campbell sacked by Brian Dawkins for -9 yards,1.470,-0.290
2,6:50,2,19,WAS 29,3,14,Jason Campbell pass complete short left to Chris Cooley for 8 yards (tackle by Omar Gaither),-0.290,0.100
2,6:06,3,11,WAS 37,3,14,Jason Campbell pass complete short right to Devin Thomas for 16 yards (tackle by Asante Samuel),0.100,2.460
2,5:27,1,10,PHI 47,3,14,Clinton Portis left tackle for 1 yard (tackle by Mike Patterson),2.460,2.050
2,4:47,2,9,PHI 46,3,14,Jason Campbell pass complete short right to Todd Yoder for 3 yards (tackle by Asante Samuel),2.050,1.750
2,4:02,3,6,PHI 43,3,14,Jason Campbell pass complete short left to Clinton Portis for 9 yards (tackle by Brian Dawkins),1.750,3.310
2,3:28,1,10,PHI 34,3,14,Clinton Portis right end for 3 yards (tackle by Stewart Bradley),3.310,3.180
2,2:50,2,7,PHI 31,3,14,Ladell Betts right end for 1 yard (tackle by Brodrick Bunkley),3.180,2.610
2,2:04,,,,3,14,Timeout #1 by Washington Redskins,0.000,2.610
2,2:04,3,6,PHI 30,3,14,Jason Campbell pass incomplete short right intended for James Thrash (defended by Omar Gaither),2.610,1.430
2,2:00,4,6,PHI 30,6,14,Shaun Suisham 48 yard field goal good,1.430,3.000
2,,,,WAS 30,6,14,Shaun Suisham kicks off 56 yards,0.000,1.600
2,1:56,1,10,PHI 40,6,14,"Penalty on Jamaal Jackson: False Start, 5 yards (no play)",1.600,1.270
2,1:55,1,15,PHI 35,6,14,Donovan McNabb pass incomplete short right intended for L.J. Smith (defended by Andre Carter),1.270,0.380
2,1:53,2,15,PHI 35,6,14,Brian Westbrook left tackle for no gain (tackle by Andre Carter and Chris Horton),0.380,-0.300
2,1:12,3,15,PHI 35,6,14,Donovan McNabb pass complete short left to Brian Westbrook for 7 yards (tackle by Fred Smoot). Penalty on L.J. Smith: Offensive Holding (Declined),-0.300,-0.590
2,1:04,4,8,PHI 42,6,14,"Saverio Rocca punts 41 yards, returned by Antwaan Randle El for no gain",-0.590,-0.040
2,0:55,1,10,WAS 18,6,14,Jason Campbell pass incomplete short right intended for Antwaan Randle El,0.040,-0.490
2,0:49,2,10,WAS 18,6,14,Jason Campbell pass complete short middle to Antwaan Randle El for 7 yards (tackle by Omar Gaither),-0.490,-0.270
2,0:45,,,,6,14,Timeout #1 by Philadelphia Eagles,0.000,-0.270
2,0:45,3,3,WAS 25,6,14,Ladell Betts up the middle for 3 yards (tackle by Brodrick Bunkley and Trent Cole),-0.270,0.810
2,0:33,1,10,WAS 28,6,14,Jason Campbell pass incomplete deep middle intended for Chris Cooley,0.810,0.260
2,0:29,2,10,WAS 28,6,14,Jason Campbell pass complete short left to Ladell Betts for 7 yards (tackle by Lito Sheppard),0.260,0.500
2,0:24,3,3,WAS 35,6,14,Jason Campbell pass complete short left to Chris Cooley for 12 yards (tackle by Omar Gaither),0.500,2.060
2,0:18,,,,6,14,Timeout #2 by Washington Redskins,0.000,2.060
2,0:18,1,10,WAS 47,6,14,Jason Campbell pass complete short left to Chris Cooley for 4 yards,2.060,2.060
2,0:12,2,6,PHI 49,6,14,Jason Campbell pass complete short middle to Chris Cooley for 17 yards (tackle by Stewart Bradley),2.060,3.450
2,0:05,1,10,PHI 32,9,14,Shaun Suisham 50 yard field goal good,3.450,3.000
2,,,,WAS 30,9,14,"Shaun Suisham kicks off 41 yards, returned by Greg Lewis for 31 yards (tackle by Leigh Torrence)",0.000,0.940
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,9,14,"David Akers kicks off 68 yards, returned by Rock Cartwright for no gain",0.000,0.280
3,14:55,1,10,WAS 20,9,14,Clinton Portis up the middle for 4 yards (tackle by Sheldon Brown),0.280,0.270
3,14:23,2,6,WAS 24,9,14,Jason Campbell pass complete deep middle to Chris Cooley for 26 yards (tackle by Quintin Mikell),0.270,2.260
3,13:45,1,10,,9,14,Clinton Portis left end for 7 yards (tackle by Brian Dawkins),2.260,2.660
3,13:08,2,3,PHI 43,9,14,Jason Campbell pass incomplete short right intended for Antwaan Randle El,2.660,1.950
3,13:05,3,3,PHI 43,9,14,Clinton Portis left end for no gain (tackle by Stewart Bradley),1.950,0.400
3,12:32,4,3,PHI 43,9,14,"Durant Brooks punts 23 yards, fair catch by DeSean Jackson",0.400,-0.280
3,12:22,1,10,PHI 20,9,14,Donovan McNabb pass incomplete short middle intended for Greg Lewis,0.280,-0.270
3,12:18,2,10,PHI 20,9,14,Brian Westbrook up the middle for 2 yards (tackle by Lorenzo Alexander and Andre Carter),-0.270,-0.690
3,11:47,3,8,PHI 22,9,14,Donovan McNabb pass incomplete short middle intended for Jason Avant (defended by Carlos Rogers),-0.690,-1.900
3,11:43,4,8,PHI 22,9,14,"Saverio Rocca punts 53 yards, fair catch by Antwaan Randle El",-1.900,-0.610
3,11:35,1,10,WAS 25,9,14,Jason Campbell pass incomplete short right intended for Malcolm Kelly (defended by Juqua Parker),0.610,0.060
3,11:32,2,10,WAS 25,9,14,Clinton Portis right end for 1 yard (tackle by Mike Patterson and Quintin Mikell),0.060,-0.490
3,10:49,3,9,WAS 26,9,14,Jason Campbell pass complete short middle to Antwaan Randle El for 16 yards (tackle by Stewart Bradley),-0.490,1.730
3,10:08,1,10,WAS 42,9,14,Clinton Portis left guard for 21 yards (tackle by Brian Dawkins),1.730,3.120
3,9:24,1,10,PHI 37,9,14,Clinton Portis up the middle for 7 yards (tackle by Brian Dawkins),3.120,3.520
3,8:48,2,3,PHI 30,9,14,Jason Campbell pass complete short right to Devin Thomas for 12 yards (tackle by Omar Gaither),3.520,4.370
3,8:16,1,10,PHI 18,15,14,"Antwaan Randle El pass complete short middle to Chris Cooley for 18 yards, touchdown",4.370,7.000
,,,,,,,"PHI challenged the illegal forward pass ruling, and the play was upheld.",,
3,,,,PHI 2,16,14,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,WAS 30,16,14,"Shaun Suisham kicks off 69 yards, returned by Quintin Demps for 18 yards (tackle by Mike Sellers)",0.000,0.150
3,8:02,1,10,PHI 19,16,14,Donovan McNabb pass complete short right to Brian Westbrook for 8 yards (tackle by Andre Carter),0.150,0.750
3,7:22,2,2,PHI 27,16,14,Donovan McNabb pass incomplete short right intended for Jason Avant (defended by London Fletcher),0.750,-0.030
3,7:18,3,2,PHI 27,16,14,Donovan McNabb pass complete short right to Brian Westbrook for no gain,-0.030,-1.570
3,6:44,4,2,PHI 27,16,14,Saverio Rocca punts 49 yards (tackle by Torrance Daniels),-1.570,-1.070
3,6:34,1,10,WAS 32,16,14,Clinton Portis right end for 2 yards (tackle by Mike Patterson and Brodrick Bunkley),1.070,0.800
3,5:57,2,8,WAS 34,16,14,Clinton Portis for 8 yards (tackle by Stewart Bradley),0.800,1.730
3,5:50,1,10,WAS 42,16,14,Jason Campbell pass incomplete short middle intended for Antwaan Randle El,1.730,1.190
3,5:45,2,10,WAS 42,16,14,Ladell Betts up the middle for 1 yard (tackle by Mike Patterson and Stewart Bradley),1.190,0.630
3,5:42,,,,16,14,Timeout #1 by Washington Redskins,0.000,0.630
3,5:42,3,9,WAS 43,16,14,"Jason Campbell pass incomplete deep right intended for James Thrash (defended by Asante Samuel). Penalty on Asante Samuel: Illegal Contact, 5 yards (no play)",0.630,2.130
3,5:35,1,10,WAS 48,16,14,Jason Campbell pass complete short right to Clinton Portis for 4 yards (tackle by Asante Samuel),2.130,2.120
3,4:52,2,6,PHI 48,16,14,Clinton Portis left end for 2 yards (tackle by Mike Patterson),2.120,1.680
3,4:27,3,4,PHI 46,16,14,"Jason Campbell pass complete short left to Santana Moss for 12 yards (tackle by Brian Dawkins). Penalty on Devin Thomas: Offensive Pass Interference, 10 yards (no play)",1.680,0.370
3,3:41,3,14,WAS 44,16,14,Ladell Betts right end for 4 yards (tackle by Darren Howard),0.370,-0.190
3,3:04,4,10,WAS 48,16,14,Durant Brooks punts 29 yards,-0.190,-0.480
3,2:54,1,10,PHI 23,16,14,Donovan McNabb pass incomplete short left intended for Reggie Brown,0.480,-0.070
3,2:51,2,10,PHI 23,16,14,Donovan McNabb pass incomplete deep left intended for Brian Westbrook,-0.070,-0.760
3,2:45,3,10,PHI 23,16,14,Donovan McNabb pass complete short left to Brian Westbrook for 7 yards (tackle by London Fletcher),-0.760,-1.370
3,2:11,4,3,PHI 30,16,14,"Saverio Rocca punts 56 yards, returned by Antwaan Randle El for 21 yards (tackle by Torrance Daniels). Penalty on Torrance Daniels: Unnecessary Roughness, 22 yards, Penalty on Torrance Daniels: Face Mask (15 Yards) (Declined)",-1.370,-2.720
3,1:47,1,10,PHI 43,16,14,Clinton Portis left end for no gain (tackle by Chris Gocong),2.720,2.180
3,1:24,2,10,PHI 43,16,14,Clinton Portis right end for 9 yards (tackle by Mike Patterson),2.180,2.680
3,0:49,3,1,PHI 34,16,14,Clinton Portis left end for 27 yards (tackle by Sheldon Brown),2.680,5.600
3,0:13,1,7,PHI 7,16,14,Ladell Betts left tackle for 3 yards (tackle by Trevor Laws),5.600,5.340
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,PHI 4,16,14,Jason Campbell pass incomplete short right intended for Mike Sellers,5.340,4.490
4,14:57,3,4,PHI 4,22,14,"Clinton Portis up the middle for 4 yards, touchdown",4.490,7.000
4,,,,PHI 2,23,14,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,WAS 30,23,14,"Shaun Suisham kicks off 70 yards, returned by Quintin Demps for 17 yards (tackle by Chris Horton). Penalty on Jason Avant: Illegal Block Above the Waist, 8 yards",0.000,-0.380
4,14:49,1,10,PHI 9,23,14,Brian Westbrook right end for 1 yard (tackle by Rocky McIntosh),-0.380,-0.710
4,14:04,2,9,PHI 10,23,14,Donovan McNabb pass complete short right to L.J. Smith for 7 yards (tackle by H.B. Blades),-0.710,-0.480
4,13:22,3,2,PHI 17,23,14,Donovan McNabb pass complete short right to Jason Avant for 3 yards,-0.480,0.280
4,12:56,1,10,PHI 20,23,14,Donovan McNabb pass complete short left to Brian Westbrook for 12 yards (tackle by Fred Smoot),0.280,1.070
4,12:17,1,10,PHI 32,23,14,DeSean Jackson for 5 yards (tackle by Chris Horton),1.070,1.200
4,11:49,2,5,PHI 37,23,14,Donovan McNabb pass complete short right to Reggie Brown for 40 yards (tackle by Carlos Rogers),1.200,4.040
4,11:09,1,10,WAS 23,23,14,Tony Hunt up the middle for 6 yards (tackle by H.B. Blades),4.040,4.380
4,10:38,2,4,WAS 17,23,14,Brian Westbrook up the middle for 6 yards (tackle by Cornelius Griffin),4.380,4.840
4,9:52,1,10,WAS 11,23,14,Donovan McNabb pass complete short left to Reggie Brown for 9 yards (tackle by Fred Smoot),4.840,5.850
4,9:08,2,1,WAS 2,23,14,Brian Westbrook up the middle for no gain (tackle by Rocky McIntosh),5.850,5.120
4,8:06,3,1,WAS 2,23,14,Brian Westbrook left end for -3 yards (tackle by Andre Carter),5.120,3.010
4,7:21,4,4,WAS 5,23,17,David Akers 23 yard field goal good,3.010,3.000
4,,,,PHI 30,23,17,"David Akers kicks off 69 yards, returned by Rock Cartwright for 19 yards (tackle by Akeem Jordan)",0.000,0.280
4,7:12,1,10,WAS 20,23,17,Clinton Portis left end for 1 yard (tackle by Brodrick Bunkley),0.280,-0.130
4,6:31,2,9,WAS 21,23,17,Clinton Portis left tackle for 5 yards (tackle by Stewart Bradley),-0.130,-0.160
4,5:50,,,,23,17,Timeout #2 by Washington Redskins,0.000,-0.160
4,5:50,3,4,WAS 26,23,17,Jason Campbell pass complete short middle to Antwaan Randle El for 11 yards (tackle by Sheldon Brown),-0.160,1.400
4,5:15,1,10,WAS 37,23,17,Clinton Portis left tackle for -2 yards (tackle by Trent Cole),1.400,0.590
4,4:33,2,12,WAS 35,23,17,Clinton Portis up the middle for 3 yards (tackle by Mike Patterson),0.590,0.300
4,3:53,3,9,WAS 38,23,17,Jason Campbell up the middle for 15 yards,0.300,2.460
4,3:07,1,10,PHI 47,23,17,Ladell Betts left end for 7 yards (tackle by Mike Patterson and Omar Gaither),2.460,2.860
4,2:59,,,,23,17,Timeout #2 by Philadelphia Eagles,0.000,2.860
4,2:59,2,3,PHI 40,23,17,Ladell Betts left end for 2 yards (tackle by Trent Cole),2.860,2.410
4,2:53,,,,23,17,Timeout #3 by Philadelphia Eagles,0.000,2.410
4,2:53,3,1,PHI 38,23,17,Jason Campbell pass incomplete short right intended for Antwaan Randle El,2.410,0.720
4,2:48,,,,23,17,Timeout #3 by Washington Redskins,0.000,0.720
4,2:48,4,1,PHI 38,23,17,Clinton Portis up the middle for 3 yards (tackle by Mike Patterson),0.720,3.250
4,2:00,1,10,PHI 35,23,17,Jason Campbell kneels for -1 yards,3.250,2.570
4,1:20,2,11,PHI 36,23,17,Jason Campbell kneels for -1 yards,2.570,1.750
4,0:38,3,12,PHI 37,23,17,Jason Campbell kneels for -1 yards,1.750,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
