Quarter,Time,Down,ToGo,Location,ATL,SFO,Detail,EPB,EPA
2,10:10,2,10,SFO 30,7,0,"Kevan Barlow left tackle for no gain (tackle by Chris Draft). Penalty on Eric Johnson: Offensive Holding, 10 yards (no play)",0.390,-0.960
2,9:48,2,20,SFO 20,7,0,Tim Rattay sacked by Roderick Coleman for -7 yards,-0.960,-3.300
2,9:21,3,27,SFO 13,7,0,Tim Rattay pass complete to Terry Jackson for 4 yards (tackle by Kevin Mathis). Penalty on Kwame Harris: Offensive Holding (Declined),-3.300,-2.320
2,9:01,4,23,SFO 17,7,0,"Andy Lee punts 49 yards, returned by Allen Rossum for 17 yards (tackle by Saleem Rasheed). Penalty on Jeff Ulbrich: Ineligible Downfield Kick (Declined)",-2.320,-2.320
2,8:51,1,10,SFO 49,7,0,"Michael Vick sacked by Julian Peterson for -4 yards. Michael Vick fumbles (forced by Julian Peterson), recovered by Michael Vick at ATL-47",2.320,1.240
2,8:13,2,14,ATL 47,7,0,Michael Vick pass complete to Peerless Price for 21 yards (tackle by Jimmy Williams),1.240,3.450
2,7:10,1,10,SFO 32,7,0,Warrick Dunn up the middle for 5 yards (tackle by Derek Smith and Ronnie Heard),3.450,3.580
2,7:06,2,5,SFO 27,7,0,Michael Vick pass incomplete (defended by Jamie Winborn),3.580,2.870
2,7:02,3,5,SFO 27,7,0,--,2.870,4.110
2,7:02,1,10,SFO 22,7,0,Michael Vick pass complete to Peerless Price for 20 yards,4.110,6.740
2,6:30,1,2,SFO 2,13,0,"Warrick Dunn up the middle for 2 yards, touchdown",6.740,7.000
2,,,,SFO 2,14,0,Jay Feely kicks extra point good,0.000,0.000
2,,,,ATL 30,14,0,"Jay Feely kicks off 73 yards, returned by Arnaz Battle for 15 yards (tackle by Kevin McCadam)",0.000,-0.350
2,6:13,1,10,SFO 12,14,0,Ken Dorsey pass complete to Cedrick Wilson for 27 yards (tackle by Jason Webster),-0.350,1.530
2,5:30,1,10,SFO 39,14,0,Ken Dorsey pass complete to Eric Johnson for 13 yards (tackle by Kevin Mathis),1.530,2.390
2,5:05,1,10,ATL 48,14,0,Kevan Barlow left end for 20 yards (tackle by Jason Webster),2.390,3.710
2,4:45,1,10,ATL 28,14,0,"Ken Dorsey pass complete to Brandon Lloyd for no gain. Penalty on Ed Jasper: Defensive Offside, 5 yards (no play)",3.710,4.440
2,4:30,1,5,ATL 23,14,0,Kevan Barlow up the middle for 2 yards (tackle by Kevin Mathis),4.440,4.110
2,3:49,2,3,ATL 21,14,0,Ken Dorsey pass incomplete intended for Brandon Lloyd (defended by Jason Webster),4.110,3.400
2,3:44,3,3,ATL 21,14,0,Ken Dorsey pass complete to Terry Jackson for 10 yards (tackle by Roderick Coleman),3.400,4.840
2,3:08,1,10,ATL 11,14,0,Arnaz Battle left end for -2 yards (tackle by Patrick Kerney),4.840,3.830
2,2:27,2,12,ATL 13,14,0,Kevan Barlow right end for 2 yards (tackle by Chris Draft),3.830,3.130
2,2:00,3,10,ATL 11,14,0,Ken Dorsey pass complete to Arnaz Battle for 6 yards (tackle by Brady Smith),3.130,3.010
2,1:16,4,4,ATL 5,14,3,Todd Peterson 23 yard field goal good,3.010,3.000
2,,,,SFO 30,14,3,"Todd Peterson kicks off 49 yards, returned by Allen Rossum for 2 yards (tackle by Arnaz Battle)",0.000,0.480
2,1:07,1,10,ATL 23,14,3,Michael Vick pass complete to Alge Crumpler for 7 yards (tackle by Derek Smith),0.480,0.880
2,0:43,2,3,ATL 30,14,3,Michael Vick pass complete to Alge Crumpler for 7 yards (tackle by Shawntae Spencer),0.880,1.400
2,0:36,1,10,ATL 37,14,3,Michael Vick pass complete to Alge Crumpler for 9 yards (tackle by Derek Smith),1.400,2.070
2,0:29,,,,14,3,Timeout #2 by Atlanta Falcons,0.000,2.070
2,0:29,2,1,ATL 46,14,3,"Penalty on Warrick Dunn: False Start, 5 yards (no play)",2.070,1.400
2,0:29,2,6,ATL 41,14,3,Michael Vick pass complete to Peerless Price for 4 yards (tackle by Ronnie Heard),1.400,1.220
2,0:14,,,,14,3,Timeout #3 by Atlanta Falcons,0.000,1.220
2,0:14,3,2,ATL 45,14,3,Michael Vick sacked by Jamie Winborn for 0 yards,1.220,-0.390
2,0:07,4,2,ATL 45,14,3,"Chris Mohr punts 55 yards, touchback",-0.390,1.930
Quarter,Time,Down,ToGo,Location,ATL,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,14,3,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
3,14:54,1,10,SFO 20,14,3,Kevan Barlow left end for 1 yard (tackle by Jason Webster),0.280,-0.130
3,14:13,2,9,SFO 21,14,3,Ken Dorsey pass complete to Brandon Lloyd for 14 yards (tackle by Jason Webster),-0.130,1.270
3,13:35,1,10,SFO 35,14,3,Terry Jackson up the middle for 3 yards (tackle by Bryan Scott),1.270,1.130
3,12:54,2,7,SFO 38,14,3,Ken Dorsey pass incomplete intended for Brandon Lloyd,1.130,0.430
3,12:50,3,7,SFO 38,14,3,"Penalty on Kwame Harris: False Start, 5 yards (no play)",0.430,-0.230
3,12:50,3,12,SFO 33,14,3,Ken Dorsey pass complete to Cedrick Wilson for 18 yards (tackle by Allen Rossum),-0.230,2.320
3,12:08,1,10,ATL 49,14,3,Kevan Barlow left guard for -1 yards (tackle by Cory Hall),2.320,1.650
3,12:00,2,11,SFO 50,14,3,"Penalty on Eric Johnson: Offensive Pass Interference, 10 yards (no play)",1.650,0.300
3,10:58,2,21,SFO 40,14,3,Ken Dorsey pass complete to Brandon Lloyd for 11 yards (tackle by Aaron Beasley),0.300,1.090
3,10:50,3,10,ATL 49,14,3,Ken Dorsey sacked by Bryan Scott for -7 yards,1.090,-0.460
3,9:25,4,17,SFO 44,14,3,Andy Lee punts 31 yards,-0.460,-0.610
3,9:25,1,10,ATL 25,14,3,Warrick Dunn right guard for 10 yards (tackle by Derek Smith),0.610,1.270
3,8:47,1,10,ATL 35,14,3,Warrick Dunn left end for -1 yards (tackle by Shawntae Spencer),1.270,0.590
3,8:07,2,11,ATL 34,14,3,Michael Vick pass incomplete intended for Peerless Price is intercepted by Jeff Ulbrich at ATL-34 and returned for 19 yards (tackle by Justin Griffith),0.590,-4.580
3,7:57,1,10,ATL 15,14,3,Kevan Barlow right guard for no gain (tackle by Travis Hall),4.580,3.950
3,7:53,2,10,ATL 15,14,3,Ken Dorsey pass incomplete intended for Brandon Lloyd,3.950,3.100
3,7:17,3,10,ATL 15,14,3,Ken Dorsey pass incomplete intended for Cedrick Wilson (defended by Bryan Scott),3.100,2.440
3,7:11,4,10,ATL 15,14,6,Todd Peterson 32 yard field goal good,2.440,3.000
3,,,,SFO 30,14,6,"Todd Peterson kicks off 51 yards, returned by Allen Rossum for 12 yards (tackle by Jimmy Williams)",0.000,1.000
3,7:06,1,10,ATL 31,14,6,Michael Vick pass complete to Peerless Price for 17 yards (tackle by Shawntae Spencer),1.000,2.130
3,6:28,1,10,ATL 48,14,6,Warrick Dunn up the middle for no gain (tackle by Derek Smith),2.130,1.580
3,5:53,2,10,ATL 48,14,6,Michael Vick pass incomplete intended for Alge Crumpler,1.580,0.890
3,5:48,,,,14,6,Timeout #1 by Atlanta Falcons,0.000,0.890
3,5:48,3,10,ATL 48,14,6,Michael Vick pass incomplete intended for Dez White (defended by Ronnie Heard),0.890,-0.190
3,5:42,4,10,ATL 48,14,6,"Chris Mohr punts 39 yards, fair catch by Arnaz Battle",-0.190,0.320
3,5:35,1,10,SFO 13,14,6,Ken Dorsey pass complete to Jasen Isom for 1 yard (tackle by Kevin Mathis),-0.320,-0.680
3,5:02,2,9,SFO 14,14,6,Ken Dorsey pass complete to Curtis Conway for 11 yards (tackle by Patrick Kerney),-0.680,0.610
3,4:37,1,10,SFO 25,14,6,Kevan Barlow left tackle for 3 yards (tackle by Keith Brooking and Cory Hall),0.610,0.470
3,4:01,2,7,SFO 28,14,6,"Penalty on Jeremy Newberry: False Start, 5 yards (no play)",0.470,-0.210
3,3:45,2,12,SFO 23,14,6,Ken Dorsey pass incomplete intended for Curtis Conway,-0.210,-0.890
3,3:41,3,12,SFO 23,14,6,Terry Jackson right end for 9 yards (tackle by Matt Stewart),-0.890,-1.240
3,3:04,4,3,SFO 32,14,6,Andy Lee punts 19 yards,-1.240,-2.190
3,3:01,1,10,ATL 49,14,6,T.J. Duckett up the middle for 3 yards (tackle by Anthony Adams),2.190,2.050
3,2:18,2,7,SFO 48,14,6,T.J. Duckett up the middle for 3 yards (tackle by Bryant Young),2.050,1.750
3,1:49,3,4,SFO 45,14,6,Michael Vick pass incomplete intended for Brian Finneran (defended by Jimmy Williams),1.750,0.270
3,1:38,4,4,SFO 45,14,6,Chris Mohr punts 41 yards,0.270,0.380
3,1:35,1,10,SFO 4,14,6,Kevan Barlow for 3 yards (tackle by Roderick Coleman),-0.380,-0.560
3,0:52,2,7,SFO 7,14,6,Kevan Barlow up the middle for 3 yards (tackle by Keith Brooking),-0.560,-0.720
3,0:16,3,4,SFO 10,14,6,Ken Dorsey pass incomplete intended for Jasen Isom (defended by Patrick Kerney),-0.720,-2.490
3,0:07,4,4,SFO 10,14,6,"Andy Lee punts 49 yards. Penalty on Kevin Mathis: Offensive Holding, 10 yards",-2.490,-1.000
Quarter,Time,Down,ToGo,Location,ATL,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 31,14,6,Michael Vick left end for 8 yards (tackle by Tony Parrish),1.000,1.540
4,14:37,2,2,ATL 39,14,6,"T.J. Duckett left guard for -10 yards (tackle by John Engelberger). Penalty on Todd McClure: Offensive Holding, 10 yards (no play)",1.540,0.190
4,14:25,2,12,ATL 29,14,6,Michael Vick pass incomplete intended for Dez White (defended by Andre Carter),0.190,-0.490
4,14:11,3,12,ATL 29,14,6,Michael Vick pass complete to T.J. Duckett for 1 yard (tackle by Ahmed Plummer),-0.490,-1.370
4,13:33,4,11,ATL 30,14,6,"Chris Mohr punts 29 yards, returned by Arnaz Battle for 2 yards (tackle by Matt Stewart)",-1.370,-1.800
4,13:26,1,10,SFO 43,14,6,Tim Rattay pass complete to Kevan Barlow for 15 yards (tackle by Keith Brooking),1.800,2.790
4,13:00,1,10,ATL 42,14,6,Kevan Barlow for 2 yards (tackle by Ed Jasper),2.790,2.510
4,13:00,2,8,ATL 40,14,6,Tim Rattay pass complete to Eric Johnson for 13 yards (tackle by Matt Stewart),2.510,3.780
4,11:49,1,10,ATL 27,14,6,Terry Jackson up the middle for 7 yards (tackle by Roderick Coleman),3.780,4.180
4,11:49,2,3,ATL 20,14,6,"Penalty on SFO: Offensive 12 On-field, 5 yards (no play)",4.180,3.500
4,10:57,2,8,ATL 25,14,6,Kevan Barlow up the middle for 2 yards (tackle by Ed Jasper),3.500,3.070
4,10:24,3,6,ATL 23,14,6,Kevan Barlow left end for 20 yards (tackle by Patrick Kerney),3.070,6.510
4,9:58,1,3,ATL 3,14,6,Tim Rattay pass incomplete intended for Aaron Walker (defended by Patrick Kerney),6.510,5.530
4,9:53,2,3,ATL 3,14,6,Tim Rattay pass incomplete intended for Brandon Lloyd (defended by Jason Webster),5.530,4.720
4,9:48,3,3,ATL 3,14,6,Tim Rattay pass incomplete intended for Curtis Conway is intercepted by Aaron Beasley at ATL-1 and returned for 85 yards (tackle by Kyle Kosier),4.720,-4.650
4,9:29,1,10,SFO 14,14,6,"Michael Vick pass complete to Peerless Price for 2 yards (tackle by Ahmed Plummer). Penalty on Jamie Winborn: Defensive Holding, 5 yards (no play)",4.650,5.140
4,9:08,1,9,SFO 9,14,6,Michael Vick pass incomplete intended for Peerless Price (defended by Ahmed Plummer),5.140,4.380
4,9:03,2,9,SFO 9,20,6,"Warrick Dunn right end for 9 yards, touchdown",4.380,7.000
4,,,,SFO 2,21,6,Jay Feely kicks extra point good,0.000,0.000
4,,,,ATL 30,21,6,"Jay Feely kicks off 64 yards, returned by Arnaz Battle for 20 yards (tackle by Jimmy Farris)",0.000,0.670
4,8:49,1,10,SFO 26,21,6,Tim Rattay pass complete to Brandon Lloyd for 3 yards (tackle by Kevin Mathis),0.670,0.540
4,8:19,2,7,SFO 29,21,6,Kevan Barlow right guard for 12 yards (tackle by Allen Rossum and Chris Draft),0.540,1.660
4,7:45,1,10,SFO 41,21,6,Tim Rattay pass complete to Eric Johnson for 3 yards (tackle by Allen Rossum),1.660,1.530
4,7:14,2,7,SFO 44,21,6,Tim Rattay pass incomplete intended for Brandon Lloyd,1.530,0.830
4,7:10,3,7,SFO 44,21,6,"Tim Rattay pass incomplete intended for Brandon Lloyd. Penalty on Allen Rossum: Defensive Pass Interference, 32 yards (no play)",0.830,3.970
4,7:02,1,10,ATL 24,21,6,Tim Rattay pass complete to Cedrick Wilson for 16 yards (tackle by Bryan Scott),3.970,5.370
4,6:40,1,8,ATL 8,21,6,Tim Rattay pass incomplete intended for Rashaun Woods,5.370,4.570
4,6:31,2,8,ATL 8,21,6,Tim Rattay pass incomplete intended for Rashaun Woods,4.570,3.580
4,6:24,3,8,ATL 8,21,12,"Tim Rattay pass complete to Cedrick Wilson for 8 yards, touchdown",3.580,7.000
,,,,,,,"ATL challenged the ruling, and the play was upheld.",,
4,,,,ATL 2,21,13,Todd Peterson kicks extra point good,0.000,0.000
4,,,,SFO 30,21,13,--,,
4,6:10,1,10,ATL 19,21,13,Warrick Dunn right guard for 2 yards (tackle by Derek Smith),0.150,-0.060
4,5:34,2,8,ATL 21,21,13,Michael Vick pass incomplete intended for Justin Griffith (defended by Julian Peterson),-0.060,-0.810
4,5:29,3,8,ATL 21,21,13,Warrick Dunn right end for -3 yards (tackle by Bryant Young),-0.810,-2.240
4,4:44,4,11,ATL 18,21,13,"Chris Mohr punts 46 yards, returned by Arnaz Battle for 2 yards (tackle by Artie Ulmer)",-2.240,-1.470
4,4:33,1,10,SFO 38,21,13,Tim Rattay pass complete to Eric Johnson for 8 yards (tackle by Bryan Scott),1.470,2.000
4,4:03,2,2,SFO 46,21,13,Tim Rattay sacked by Brady Smith for -6 yards,2.000,0.500
4,3:29,3,8,SFO 40,21,13,Tim Rattay pass complete to Terry Jackson for 17 yards (tackle by Matt Stewart),0.500,2.720
4,3:01,1,10,ATL 43,21,13,Tim Rattay pass incomplete intended for Curtis Conway (defended by Aaron Beasley),2.720,2.180
4,2:57,2,10,ATL 43,21,13,Tim Rattay pass complete to Eric Johnson for 7 yards (tackle by Cory Hall),2.180,2.410
4,2:26,3,3,ATL 36,21,13,Tim Rattay pass complete to Eric Johnson for 14 yards (tackle by Aaron Beasley),2.410,4.110
4,2:00,1,10,ATL 22,21,13,Tim Rattay pass incomplete intended for Cedrick Wilson (defended by Patrick Kerney),4.110,3.560
4,1:55,2,10,ATL 22,21,13,Tim Rattay pass complete to Cedrick Wilson for 7 yards (tackle by Keith Brooking),3.560,3.930
4,1:21,3,3,ATL 15,21,13,Tim Rattay pass incomplete intended for Eric Johnson (defended by Bryan Scott),3.930,2.540
4,1:14,4,3,ATL 15,21,13,Tim Rattay pass complete to Cedrick Wilson for 4 yards (tackle by Bryan Scott),2.540,4.840
4,0:44,1,10,ATL 11,21,13,"Penalty on Brandon Lloyd: False Start, 5 yards (no play)",4.840,4.340
4,0:44,,,,21,13,Timeout #1 by San Francisco 49ers,0.000,4.340
4,0:44,1,15,ATL 16,21,19,"Tim Rattay pass complete to Eric Johnson for 16 yards, touchdown",4.340,7.000
4,,,,,21,19,"Two Point Attempt: Tim Rattay pass incomplete intended for Brandon Lloyd, conversion fails",1.000,-1.000
4,,,,SFO 30,21,19,"Todd Peterson kicks onside 11 yards, recovered by Justin Griffith. Penalty on Saleem Rasheed: Offside on Free Kick, 5 yards",0.000,3.180
4,0:39,1,10,SFO 36,21,19,Michael Vick kneels for -2 yards,3.180,2.370
4,0:36,,,,21,19,Timeout #2 by San Francisco 49ers,0.000,2.370
4,0:36,2,12,SFO 38,21,19,Michael Vick kneels for -1 yards,2.370,1.550
4,0:32,,,,21,19,Timeout #3 by San Francisco 49ers,0.000,1.550
4,0:32,3,13,SFO 39,21,19,Michael Vick kneels for -1 yards,1.550,0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
