#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:35,DET 27,3,0:49,2,Interception
2,1,8:35,CAR 18,9,4:40,73,Field Goal
3,1,2:29,DET 29,5,1:54,29,Touchdown
4,2,14:04,,0,0:14,0,Touchdown
5,2,11:25,DET 48,5,1:53,48,Touchdown
6,2,2:57,CAR 14,13,2:57,72,Field Goal
7,3,15:00,CAR 20,5,3:09,8,Punt
8,3,10:28,CAR 20,3,1:13,6,Punt
9,3,5:57,CAR 20,6,3:20,54,Interception
10,4,14:49,CAR 25,5,2:13,4,Punt
11,4,8:02,CAR 20,6,3:03,80,Touchdown
12,4,2:32,CAR 17,1,0:15,0,Interception
13,4,2:00,CAR 20,6,1:13,44,Interception
