Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
2,5:34,1,10,SDG 41,7,7,Philip Rivers pass incomplete deep middle intended for Keenan McCardell (defended by Champ Bailey),1.660,1.120
2,5:29,2,10,SDG 41,7,7,Philip Rivers pass complete short left to Eric Parker for 8 yards (tackle by Darrent Williams),1.120,1.490
2,4:57,3,2,SDG 49,7,7,Michael Turner left tackle for -1 yards (tackle by Demetrin Veal and Ian Gold),1.490,-0.190
2,4:24,4,3,SDG 48,7,7,"Mike Scifres punts 38 yards, fair catch by Darrent Williams",-0.190,0.280
2,4:16,1,10,DEN 14,7,7,Jake Plummer middle for 5 yards (tackle by Igor Olshansky),-0.280,-0.040
2,3:36,2,5,DEN 19,7,7,Damien Nash middle for 1 yard (tackle by Carlos Polk and Marlon McCree),-0.040,-0.680
2,2:53,,,,7,7,Timeout #2 by Denver Broncos,0.000,-0.680
2,2:53,3,4,DEN 20,7,7,"Jake Plummer pass complete deep left to Brandon Marshall for 33 yards (tackle by Clinton Hart). Penalty on Javon Walker: Illegal Block Above the , 10 yards",-0.680,1.800
2,2:30,1,10,DEN 43,7,7,Jake Plummer pass complete short left to Damien Nash for 13 yards (tackle by Donnie Edwards),1.800,2.650
2,2:00,1,10,SDG 44,7,7,Damien Nash left guard for 22 yards (tackle by Clinton Hart and Antonio Cromartie),2.650,4.110
2,1:34,1,10,SDG 22,7,7,Jake Plummer pass complete short middle to Damien Nash for 11 yards (tackle by Quentin Jammer),4.110,4.840
2,1:19,,,,7,7,Timeout #1 by San Diego Chargers,0.000,4.840
2,1:19,1,10,SDG 11,7,7,Mike Bell middle for 8 yards (tackle by Shaun Phillips and Drayton Florence),4.840,5.660
2,0:39,2,2,SDG 3,7,13,"Mike Bell middle for 3 yards, touchdown",5.660,7.000
2,,,,SDG 2,7,14,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,7,14,"Paul Ernster kicks off 71 yards, returned by Antonio Cromartie for 23 yards (tackle by Curome Cox)",0.000,0.410
2,0:29,1,10,SDG 22,7,14,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson,0.410,-0.130
2,0:25,2,10,SDG 22,7,14,Philip Rivers sacked by Ebenezer Ekuban for -5 yards,-0.130,-1.680
Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,7,14,"Nate Kaeding kicks off 70 yards, returned by Cecil Sapp for 53 yards (tackle by Antonio Cromartie)",0.000,2.460
3,14:50,1,10,SDG 47,7,14,Mike Bell left tackle for 3 yards (tackle by Jamal Williams),2.460,2.320
3,14:13,2,7,SDG 44,7,14,Mike Bell right guard for 3 yards (tackle by Jacques Cesaire),2.320,2.010
3,13:33,3,4,SDG 41,7,14,Jake Plummer pass complete short middle to Rod Smith for 11 yards (tackle by Marlon McCree),2.010,3.580
3,12:55,1,10,SDG 30,7,14,Damien Nash middle for 2 yards (tackle by Carlos Polk),3.580,3.300
3,12:13,2,8,SDG 28,7,14,Jake Plummer pass complete short right to Javon Walker for 4 yards (tackle by Shaun Phillips),3.300,3.140
3,11:31,3,4,SDG 24,7,14,Damien Nash right guard for no gain (tackle by Jacques Cesaire and Matt Wilhelm),3.140,1.940
3,10:53,4,4,SDG 24,7,17,Jason Elam 42 yard field goal good,1.940,3.000
3,,,,DEN 30,7,17,"Paul Ernster kicks off 70 yards, touchback",0.000,0.280
3,10:48,1,10,SDG 20,7,17,Philip Rivers pass complete short right to Antonio Gates for -1 yards (tackle by Champ Bailey),0.280,-0.460
3,10:15,2,11,SDG 19,7,17,LaDainian Tomlinson right guard for 5 yards (tackle by Michael Myers and Ebenezer Ekuban),-0.460,-0.430
3,9:35,3,6,SDG 24,7,23,"Philip Rivers pass incomplete short left intended for Keenan McCardell is intercepted by Darrent Williams at SDG-31 and returned for 31 yards, touchdown",-0.430,-7.000
3,,,,SDG 2,7,24,Jason Elam kicks extra point good,0.000,0.000
3,,,,DEN 30,7,24,"Paul Ernster kicks off 70 yards, returned by Michael Turner for 40 yards (tackle by Nate Jackson)",0.000,1.600
3,9:15,1,10,SDG 40,7,24,Philip Rivers pass complete short right to LaDainian Tomlinson for 14 yards (tackle by John Lynch),1.600,2.520
3,8:28,1,10,DEN 46,7,24,Philip Rivers middle for 1 yard (tackle by Ian Gold),2.520,2.110
3,7:45,2,9,DEN 45,7,24,Philip Rivers pass complete short middle to Vincent Jackson for 8 yards (tackle by Elvis Dumervil),2.110,2.480
3,7:02,3,1,DEN 37,7,24,Lorenzo Neal middle for 2 yards (tackle by Al Wilson),2.480,3.250
3,6:23,1,10,DEN 35,7,24,Philip Rivers pass complete short left to Eric Parker for 15 yards (tackle by Champ Bailey),3.250,4.240
3,5:53,1,10,DEN 20,7,24,Philip Rivers pass complete short middle to Antonio Gates for 17 yards (tackle by John Lynch),4.240,6.510
3,5:15,1,3,DEN 3,13,24,"LaDainian Tomlinson left guard for 3 yards, touchdown",6.510,7.000
3,,,,DEN 2,14,24,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,14,24,"Nate Kaeding kicks off 70 yards, touchback",0.000,0.280
3,5:10,1,10,DEN 20,14,24,Jake Plummer pass incomplete deep middle intended for Rod Smith,0.280,-0.270
3,5:02,2,10,DEN 20,14,24,Jake Plummer pass incomplete short middle intended for Damien Nash,-0.270,-0.960
3,4:57,3,10,DEN 20,14,24,Jake Plummer pass incomplete short middle intended for Damien Nash (defended by Derreck Robinson),-0.960,-2.030
3,4:51,4,10,DEN 20,14,24,"Paul Ernster punts 45 yards, returned by Eric Parker for 7 yards (tackle by Nate Jackson)",-2.030,-1.730
3,4:41,1,10,SDG 42,14,24,Philip Rivers pass incomplete short right intended for Malcom Floyd (defended by Champ Bailey),1.730,1.190
3,4:38,2,10,SDG 42,14,24,Philip Rivers pass complete short right to Malcom Floyd for 7 yards (tackle by Champ Bailey),1.190,1.420
3,4:00,3,3,SDG 49,20,24,"Philip Rivers pass complete short middle to LaDainian Tomlinson for 51 yards, touchdown",1.420,7.000
3,,,,DEN 2,21,24,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,21,24,"Nate Kaeding kicks off 70 yards, touchback",0.000,0.280
3,3:51,1,10,DEN 20,21,24,Mike Bell left tackle for 8 yards (tackle by Carlos Polk and Jamal Williams),0.280,0.810
3,3:12,2,2,DEN 28,21,24,Mike Bell left tackle for 5 yards (tackle by Donnie Edwards),0.810,1.140
3,2:33,1,10,DEN 33,21,24,Mike Bell left tackle for 8 yards (tackle by Marlon McCree),1.140,1.670
3,1:56,2,2,DEN 41,21,24,Damien Nash middle for no gain (tackle by Randall Godfrey),1.670,0.960
3,1:17,3,2,DEN 41,21,24,"Damien Nash right tackle for 2 yards (tackle by Randall Godfrey). Penalty on Shaun Phillips: Defensive Offside, 5 yards (no play)",0.960,1.990
3,1:03,1,10,DEN 46,21,24,Damien Nash left tackle for 1 yard (tackle by Randall Godfrey),1.990,1.590
3,0:26,2,9,DEN 47,21,24,Jake Plummer pass complete short left to Mike Bell for 4 yards (tackle by Donnie Edwards),1.590,1.420
Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,SDG 49,21,24,Mike Bell middle for 4 yards (tackle by Igor Olshansky and Ryon Bingham),1.420,0.270
4,14:19,4,1,SDG 45,21,24,Mike Bell left end for 3 yards (tackle by Carlos Polk),0.270,2.790
4,13:37,1,10,SDG 42,21,24,Cecil Sapp middle for 1 yard (tackle by Carlos Polk and Donnie Edwards),2.790,2.380
4,12:55,2,9,SDG 41,21,24,Jake Plummer pass complete deep right to Javon Walker for 23 yards (tackle by Quentin Jammer),2.380,4.370
,,,,,,,"SDG challenged the ruling, and the play was upheld.",,
4,12:35,1,10,SDG 18,21,24,Jake Plummer pass incomplete deep right intended for Javon Walker,4.370,3.800
4,12:31,2,10,SDG 18,21,24,Jake Plummer middle for 3 yards (tackle by Jacques Cesaire),3.800,3.460
4,11:46,,,,21,24,Timeout #1 by Denver Broncos,0.000,3.460
4,11:46,3,7,SDG 15,21,24,"Jake Plummer for no gain. Jake Plummer fumbles, recovered by Jake Plummer at SDG-20",3.460,2.120
4,11:17,4,12,SDG 20,21,27,Jason Elam 38 yard field goal good,2.120,3.000
4,,,,DEN 30,21,27,"Paul Ernster kicks off 69 yards, returned by Michael Turner for 44 yards (tackle by Paul Ernster)",0.000,1.930
4,11:04,1,10,SDG 45,21,27,LaDainian Tomlinson left tackle for 15 yards (tackle by Darrent Williams),1.930,2.920
4,10:21,1,10,DEN 40,21,27,Philip Rivers pass complete short middle to Antonio Gates for 16 yards (tackle by Al Wilson),2.920,3.970
4,9:43,1,10,DEN 24,21,27,Philip Rivers pass complete short left to Antonio Gates for 6 yards (tackle by Domonique Foxworth and Darrent Williams),3.970,4.290
4,8:55,2,4,DEN 18,21,27,LaDainian Tomlinson left guard for 1 yard (tackle by Demetrin Veal and Elvis Dumervil),4.290,3.750
4,8:13,3,3,DEN 17,21,27,Philip Rivers pass complete short left to Antonio Gates for 10 yards (tackle by John Lynch),3.750,5.600
4,7:31,1,7,DEN 7,21,27,LaDainian Tomlinson left tackle for 2 yards (tackle by Al Wilson),5.600,5.150
4,6:51,2,5,DEN 5,27,27,"Philip Rivers pass complete short left to Vincent Jackson for 5 yards, touchdown",5.150,7.000
4,,,,DEN 2,28,27,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,28,27,"Nate Kaeding kicks off 70 yards, touchback",0.000,0.280
4,6:45,1,10,DEN 20,28,27,Mike Bell middle for 5 yards (tackle by Jamal Williams and Terrence Kiel),0.280,0.410
4,6:09,2,5,DEN 25,28,27,Mike Bell right tackle for 3 yards (tackle by Donnie Edwards),0.410,0.100
4,5:25,3,2,DEN 28,28,27,Mike Bell right guard for 4 yards (tackle by Stephen Cooper and Marques Harris),0.100,1.070
4,4:44,1,10,DEN 32,28,27,Damien Nash right end for -6 yards (tackle by Marques Harris),1.070,-0.280
4,4:01,2,16,DEN 26,28,27,Jake Plummer pass complete short left to Damien Nash for 12 yards (tackle by Igor Olshansky),-0.280,0.630
4,3:16,3,4,DEN 38,28,27,Jake Plummer pass incomplete deep right intended for Brandon Marshall,0.630,-0.850
4,3:10,,,,28,27,Timeout #2 by Denver Broncos,0.000,-0.850
4,3:10,4,4,DEN 38,28,27,Jake Plummer pass incomplete short left intended for Rod Smith is intercepted by Drayton Florence at DEN-46 and returned for 23 yards,-0.850,-4.040
4,3:03,1,10,DEN 23,28,27,LaDainian Tomlinson left end for 5 yards (tackle by Ian Gold),4.040,4.210
4,2:55,,,,28,27,Timeout #3 by Denver Broncos,0.000,4.210
4,2:55,2,5,DEN 18,28,27,LaDainian Tomlinson left tackle for 13 yards (tackle by Nick Ferguson),4.210,6.060
4,2:45,1,5,DEN 5,28,27,LaDainian Tomlinson middle for 4 yards (tackle by Gerard Warren and Michael Myers),6.060,5.910
4,2:00,2,1,DEN 1,28,27,Philip Rivers middle for no gain (tackle by Gerard Warren and Demetrin Veal),5.910,5.170
4,1:17,3,1,DEN 1,34,27,"LaDainian Tomlinson left guard for 1 yard, touchdown",5.170,7.000
4,,,,DEN 2,35,27,"Nate Kaeding kicks extra point good. Penalty on Ian Gold: Unnecessary Roughness, 15 yards, Penalty on Darrent Williams: Unsportsmanlike Conduct, 15 yards",0.000,0.000
4,,,,DEN 40,35,27,"Nate Kaeding kicks off 41 yards, returned by Cecil Sapp for 3 yards (tackle by Carlos Polk)",0.000,-0.380
4,1:10,1,10,DEN 2,35,27,Jake Plummer pass incomplete short middle intended for Mike Bell. Penalty on Ben Hamilton: Illegal Touch Pass (Declined),-0.380,-0.780
4,1:06,2,10,DEN 2,35,27,Jake Plummer pass complete short right to Stephen Alexander for 4 yards (tackle by Marlon McCree),-0.780,-0.950
4,1:00,3,6,DEN 6,35,27,Jake Plummer pass incomplete deep middle intended for Rod Smith,-0.950,-2.490
4,0:55,4,6,DEN 6,35,27,Jake Plummer pass complete deep left to Javon Walker for 28 yards (tackle by Antonio Cromartie),-2.490,1.200
4,0:35,1,10,DEN 34,35,27,"Jake Plummer spiked the ball. Penalty on Igor Olshansky: Disqualification, 15 yards (no play)",1.200,2.190
4,0:34,1,10,DEN 49,35,27,"Jake Plummer pass complete short middle to Rod Smith for 14 yards (tackle by Drayton Florence). Penalty on Drayton Florence: Defensive Delay of Game, 5 yards",2.190,3.850
4,0:24,1,5,SDG 32,35,27,"Jake Plummer sacked by Shaun Phillips for -14 yards. Jake Plummer fumbles (forced by Shaun Phillips), recovered by Stephen Alexander at 50",3.850,1.360
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
