Quarter,Time,Tm,Detail,CIN,CLE
1.0,14:06,Browns,Quincy Morgan 71 yard pass from Tim Couch (Phil Dawson kick),0,7
,7:14,Bengals,Chad Johnson 3 yard pass from Jon Kitna (Shayne Graham kick),7,7
2.0,9:31,Browns,Jamel White 4 yard pass from Tim Couch (Phil Dawson kick),7,14
,0:20,Bengals,Chad Johnson 55 yard pass from Jon Kitna (Shayne Graham kick),14,14
3.0,9:01,Bengals,Reggie Kelly 1 yard pass from Jon Kitna (Shayne Graham kick),21,14
