#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,9:18,NWE 20,3,0:46,5,Punt
2,1,4:47,NWE 18,5,1:16,17,Interception
3,2,14:45,NWE 14,9,4:29,49,Punt
4,2,8:13,NWE 32,5,1:22,14,Punt
5,2,3:23,NWE 3,8,2:17,45,Punt
6,2,0:11,NWE 17,1,0:11,-1,End of Half
7,3,15:00,NWE 20,4,2:51,16,Punt
8,3,10:15,NWE 20,5,2:07,46,Fumble
9,3,5:23,NWE 17,11,3:46,68,Field Goal
10,3,1:25,NWE 28,3,1:19,72,Touchdown
11,4,11:31,NWE 19,12,5:48,49,Field Goal
12,4,2:39,NWE 18,11,1:38,82,Touchdown
13,4,1:01,CLE 40,2,0:30,40,Touchdown
