Quarter,Time,Down,ToGo,Location,CLE,NWE,Detail,EPB,EPA
2,12:18,2,7,NWE 27,6,0,Tom Brady pass complete short middle to Danny Amendola for 13 yards (tackle by D'Qwell Jackson),0.400,1.600
2,11:47,1,10,NWE 40,6,0,Tom Brady pass complete short right to James Develin for 31 yards (tackle by T.J. Ward and Barkevious Mingo),1.600,3.640
2,10:58,1,10,CLE 29,6,0,Tom Brady pass incomplete deep left intended for Julian Edelman. Penalty on NWE: Illegal Shift (Declined),3.640,3.100
2,10:53,2,10,CLE 29,6,0,Tom Brady sacked by Barkevious Mingo for -8 yards,3.100,1.360
2,10:26,3,18,CLE 37,6,0,Tom Brady pass incomplete short right intended for Shane Vereen,1.360,0.790
2,10:22,4,18,CLE 37,6,0,"Ryan Allen punts 25 yards, fair catch by Davone Bess",0.790,0.350
2,10:16,1,10,CLE 12,6,0,Willis McGahee left tackle for 3 yards (tackle by Jamie Collins),-0.350,-0.500
2,9:33,2,7,CLE 15,6,0,Jason Campbell pass complete short right to Chris Ogbonnaya for 6 yards (tackle by Dont'a Hightower),-0.500,-0.370
2,8:59,3,1,CLE 21,6,0,Chris Ogbonnaya up the middle for -1 yards (tackle by Rob Ninkovich),-0.370,-2.030
2,8:20,4,2,CLE 20,6,0,"Spencer Lanning punts 48 yards, fair catch by Julian Edelman",-2.030,-1.070
2,8:13,1,10,NWE 32,6,0,Tom Brady pass incomplete short right intended for Danny Amendola (defended by Phil Taylor),1.070,0.530
2,8:10,2,10,NWE 32,6,0,Tom Brady pass complete short middle to Josh Boyce for 15 yards (tackle by Leon McFadden),0.530,2.060
2,7:36,1,10,NWE 47,6,0,Stevan Ridley left end for -1 yards (tackle by Phil Taylor),2.060,1.380
2,7:04,2,11,NWE 46,6,0,Tom Brady pass incomplete short right intended for Josh Boyce,1.380,0.700
2,7:02,3,11,NWE 46,6,0,Tom Brady pass incomplete short middle intended for Danny Amendola,0.700,-0.320
2,6:57,4,11,NWE 46,6,0,"Ryan Allen punts 42 yards, fair catch by Jordan Poyer",-0.320,0.350
2,6:51,1,10,CLE 12,6,0,Willis McGahee right guard for 1 yard (tackle by Brandon Spikes and Sealver Siliga),-0.350,-0.700
2,6:12,2,9,CLE 13,6,0,Jason Campbell pass complete short left to Fozzy Whittaker for 8 yards (tackle by Logan Ryan),-0.700,-0.370
2,5:39,3,1,CLE 21,6,0,Willis McGahee up the middle for 2 yards (tackle by Rob Ninkovich),-0.370,0.480
,,,,,,,"CLE challenged the first down ruling, and the original play was overturned.",,
2,5:02,1,10,CLE 23,6,0,Jason Campbell pass complete deep left to Josh Gordon for 20 yards (tackle by Devin McCourty),0.480,1.800
2,4:22,1,10,CLE 43,6,0,Jason Campbell pass incomplete deep right intended for Greg Little,1.800,1.800
2,4:16,1,10,CLE 43,6,0,Timeout #2 by Cleveland Browns,1.800,1.250
2,4:16,2,10,CLE 43,6,0,Jason Campbell pass incomplete short left intended for Josh Gordon (defended by Jamie Collins),1.250,0.560
2,4:10,3,10,CLE 43,6,0,Jason Campbell pass complete short left to Josh Gordon for 4 yards (tackle by Aqib Talib),0.560,-0.260
2,3:32,4,6,CLE 47,6,0,Spencer Lanning punts 50 yards,-0.260,0.380
2,3:23,1,10,NWE 3,6,0,LeGarrette Blount left guard for 13 yards (tackle by Jordan Poyer),-0.380,-0.140
2,2:53,1,10,NWE 16,6,0,LeGarrette Blount left end for 5 yards (tackle by Leon McFadden and D'Qwell Jackson),-0.140,0.150
2,2:18,2,5,NWE 21,6,0,LeGarrette Blount left guard for no gain (tackle by Phil Taylor and Craig Robertson),0.150,-0.700
2,2:00,3,5,NWE 21,6,0,Tom Brady pass complete short right to Danny Amendola for 12 yards (tackle by Buster Skrine),-0.700,1.140
2,1:55,1,10,NWE 33,6,0,Tom Brady pass complete short middle to Josh Boyce for 12 yards,1.140,1.930
2,1:48,1,10,NWE 45,6,0,Shane Vereen up the middle for 3 yards (tackle by Jordan Poyer),1.930,1.790
2,1:29,2,7,NWE 48,6,0,Tom Brady pass incomplete short right intended for Rob Gronkowski,1.790,1.090
2,1:25,3,7,NWE 48,6,0,Tom Brady pass incomplete short left intended for Danny Amendola,1.090,-0.190
2,1:20,4,7,NWE 48,6,0,Ryan Allen punts 44 yards,-0.190,0.380
2,1:06,1,10,CLE 8,6,0,Willis McGahee left end for 2 yards (tackle by Sealver Siliga and Dont'a Hightower),-0.380,-0.380
2,1:00,1,10,CLE 8,6,0,Timeout #1 by New England Patriots,-0.380,-0.630
2,1:00,2,8,CLE 10,6,0,Chris Ogbonnaya left tackle for 4 yards (tackle by Chandler Jones),-0.630,-0.630
2,0:56,2,8,CLE 10,6,0,Timeout #2 by New England Patriots,-0.630,-0.720
2,0:56,3,4,CLE 14,6,0,Jason Campbell pass complete short right to Josh Gordon for 18 yards (tackle by Aqib Talib),-0.720,1.070
2,0:48,1,10,CLE 32,6,0,Jason Campbell pass complete short middle to Fozzy Whittaker for 4 yards (tackle by Steve Gregory),1.070,1.070
2,0:40,1,10,CLE 32,6,0,Timeout #3 by Cleveland Browns,1.070,1.070
2,0:40,2,6,CLE 36,6,0,"Jason Campbell pass incomplete. Penalty on Aqib Talib: Defensive Holding, 5 yards (no play)",1.070,1.660
2,0:34,1,10,CLE 41,6,0,Jason Campbell pass incomplete short left intended for Fozzy Whittaker,1.660,1.120
2,0:30,2,10,CLE 41,6,0,Jason Campbell pass incomplete short left intended for Davone Bess,1.120,0.430
2,0:25,3,10,CLE 41,6,0,Jason Campbell pass incomplete deep left intended for Brian Tyms,0.430,-0.650
2,0:20,4,10,CLE 41,6,0,"Spencer Lanning punts 41 yards, returned by Julian Edelman for -1 yards (tackle by Johnson Bademosi)",-0.650,0.060
2,0:11,1,10,NWE 17,6,0,Tom Brady kneels for -1 yards,-0.060,-0.730
Quarter,Time,Down,ToGo,Location,CLE,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,6,0,"Billy Cundiff kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,NWE 20,6,0,Tom Brady pass complete short middle to Rob Gronkowski for 11 yards (tackle by Leon McFadden and T.J. Ward),0.280,1.000
3,14:24,1,10,NWE 31,6,0,"LeGarrette Blount left guard for 2 yards (tackle by Tashaun Gipson and Phil Taylor). Penalty on Ryan Wendell: Offensive Holding, 10 yards (no play)",1.000,0.340
3,14:02,1,20,NWE 21,6,0,Tom Brady sacked by Jabaal Sheard for -8 yards,0.340,-2.080
3,13:28,2,28,NWE 13,6,0,Tom Brady pass complete short right to Julian Edelman for 8 yards (tackle by T.J. Ward),-2.080,-1.550
3,12:54,3,20,NWE 21,6,0,Tom Brady pass complete short left to Shane Vereen for 15 yards (tackle by Jordan Poyer),-1.550,-0.980
3,12:16,4,5,NWE 36,6,0,"Ryan Allen punts 36 yards, returned by Jordan Poyer for -1 yards (tackle by Michael Buchanan)",-0.980,-0.740
3,12:09,1,10,CLE 27,6,0,Jason Campbell pass incomplete short left intended for Josh Gordon,0.740,0.200
3,12:00,2,10,CLE 27,6,0,Willis McGahee up the middle for 2 yards (tackle by Chris Jones),0.200,0.200
3,11:18,2,10,CLE 27,6,0,Timeout #1 by Cleveland Browns,0.200,-0.230
3,11:18,3,8,CLE 29,6,0,Jason Campbell pass complete short right to Davone Bess for 10 yards (tackle by Kyle Arrington),-0.230,1.530
3,10:44,1,10,CLE 39,6,0,Jason Campbell pass complete deep left to Jordan Cameron for 21 yards (tackle by Jamie Collins),1.530,2.920
3,10:23,1,10,NWE 40,12,0,"Jason Campbell pass complete short left to Gary Barnidge for 40 yards, touchdown. Penalty on Aqib Talib: Illegal Use of Hands (Declined)",2.920,7.000
3,10:23,,,,12,0,"Two Point Attempt: Chris Ogbonnaya up the middle, conversion fails",0.000,-1.000
3,10:23,,,CLE 35,12,0,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
3,10:15,1,10,NWE 20,12,0,Stevan Ridley up the middle for 8 yards (tackle by Tashaun Gipson),0.280,0.810
3,9:46,2,2,NWE 28,12,0,Stevan Ridley up the middle for 5 yards (tackle by D'Qwell Jackson),0.810,1.140
3,9:15,1,10,NWE 33,12,0,Stevan Ridley right guard for 2 yards (tackle by Craig Robertson and Barkevious Mingo),1.140,0.860
3,8:40,2,8,NWE 35,12,0,"Tom Brady pass incomplete deep left intended for Josh Boyce. Penalty on T.J. Ward: Defensive Pass Interference, 10 yards (no play)",0.860,1.930
3,8:36,1,10,NWE 45,12,0,Tom Brady pass complete deep left to Rob Gronkowski for 21 yards (tackle by T.J. Ward),1.930,3.310
3,8:17,1,10,CLE 34,12,0,"Tom Brady sacked by Paul Kruger for -5 yards. Tom Brady fumbles (forced by Paul Kruger), recovered by John Hughes at CLE-33 (tackle by Ryan Wendell)",3.310,-1.140
3,8:08,1,10,CLE 33,12,0,Fozzy Whittaker left end for -2 yards (tackle by Jamie Collins),1.140,0.320
3,7:30,2,12,CLE 31,12,0,Jason Campbell pass incomplete short left intended for Fozzy Whittaker,0.320,-0.360
3,7:24,3,12,CLE 31,12,0,Jason Campbell pass complete short middle to Chris Ogbonnaya for 13 yards (tackle by Alfonzo Dennard),-0.360,1.860
3,6:56,1,10,CLE 44,12,0,Fozzy Whittaker right end for 5 yards (tackle by Brandon Spikes),1.860,1.990
3,6:22,2,5,CLE 49,12,0,Jason Campbell pass complete short right to Willis McGahee for no gain,1.990,1.990
3,5:36,2,5,CLE 49,12,0,Timeout #2 by Cleveland Browns,1.990,1.290
3,5:36,3,5,CLE 49,12,0,Jason Campbell pass incomplete short right intended for Davone Bess (defended by Kyle Arrington),1.290,-0.130
3,5:31,4,5,CLE 49,12,0,Spencer Lanning punts 42 yards,-0.130,0.060
3,5:23,1,10,NWE 17,12,0,Tom Brady pass incomplete short left intended for Julian Edelman,-0.060,-0.580
,,,,,,,"CLE challenged the pass completion ruling, and the original play was overturned.",,
3,5:19,2,10,NWE 17,12,0,Tom Brady pass complete short left to Josh Boyce for 22 yards (tackle by Armonty Bryant and Tashaun Gipson),-0.580,1.530
3,4:42,1,10,NWE 39,12,0,Tom Brady pass incomplete short right intended for Danny Amendola,1.530,0.990
3,4:39,2,10,NWE 39,12,0,LeGarrette Blount right guard for 3 yards (tackle by Ahtyba Rubin),0.990,0.700
3,4:09,3,7,NWE 42,12,0,Tom Brady pass complete short right to Julian Edelman for 6 yards (tackle by Joe Haden),0.700,-0.190
3,3:31,4,1,NWE 48,12,0,Tom Brady up the middle for 2 yards (tackle by Ahtyba Rubin),-0.190,2.260
3,2:53,1,10,CLE 50,12,0,Tom Brady pass complete short middle to LeGarrette Blount for 32 yards (tackle by D'Qwell Jackson and Joe Haden),2.260,4.370
3,2:17,1,10,CLE 18,12,0,Tom Brady pass incomplete short right intended for Shane Vereen (defended by Paul Kruger),4.370,3.800
3,2:15,2,10,CLE 18,12,0,LeGarrette Blount left tackle for 3 yards (tackle by Barkevious Mingo),3.800,3.460
3,1:44,3,7,CLE 15,12,0,Tom Brady pass incomplete short middle intended for Shane Vereen,3.460,2.440
3,1:41,4,7,CLE 15,12,3,Stephen Gostkowski 33 yard field goal good,2.440,3.000
3,1:41,,,NWE 35,12,3,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,1:37,1,10,CLE 20,18,3,"Jason Campbell pass complete short left to Josh Gordon for 80 yards, touchdown",0.280,7.000
3,1:37,,,NWE 2,19,3,Billy Cundiff kicks extra point good,0.000,0.000
3,1:37,,,CLE 35,19,3,"Billy Cundiff kicks off 65 yards, returned by Josh Boyce for 28 yards (tackle by Johnson Bademosi)",0.000,-0.810
3,1:19,1,10,NWE 28,19,3,Tom Brady pass complete deep left to Shane Vereen for 50 yards (tackle by Craig Robertson),0.810,4.110
3,0:40,1,10,CLE 22,19,3,Tom Brady pass complete short middle to Shane Vereen for 16 yards (tackle by Tashaun Gipson and D'Qwell Jackson),4.110,5.830
3,0:09,1,6,CLE 6,19,9,"Shane Vereen up the middle for 6 yards, touchdown",5.830,7.000
3,0:09,,,,19,9,"Two Point Attempt: Tom Brady pass incomplete intended for Danny Amendola, conversion fails. Penalty on Joe Haden: Defensive Holding, 1 yards (no play)",0.000,-1.000
3,0:09,,,,19,11,"Two Point Attempt: Tom Brady pass complete to Julian Edelman, conversion succeeds",0.000,1.000
3,0:09,,,NWE 35,19,11,"Stephen Gostkowski kicks off 66 yards, returned by Fozzy Whittaker for 24 yards (tackle by Nate Ebner)",0.000,-0.480
Quarter,Time,Down,ToGo,Location,CLE,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CLE 23,19,11,Jason Campbell pass complete short left to Josh Gordon for 7 yards (tackle by Jamie Collins and Logan Ryan),0.480,0.880
4,14:21,2,3,CLE 30,19,11,Jason Campbell left tackle for 6 yards (tackle by Dont'a Hightower),0.880,1.330
4,13:39,1,10,CLE 36,19,11,"Jason Campbell pass incomplete short left intended for Josh Gordon. Penalty on Aqib Talib: Defensive Holding, 5 yards (no play)",1.330,1.660
4,13:33,1,10,CLE 41,19,11,Willis McGahee up the middle for no gain (tackle by Chandler Jones and Jamie Collins),1.660,1.120
4,12:53,2,10,CLE 41,19,11,Jason Campbell pass complete short left to Josh Gordon for 3 yards (tackle by Logan Ryan),1.120,0.830
4,12:07,3,7,CLE 44,19,11,Jason Campbell sacked by Rob Ninkovich for -5 yards,0.830,-0.780
4,11:37,4,12,CLE 39,19,11,"Spencer Lanning punts 42 yards, fair catch by Julian Edelman",-0.780,-0.150
4,11:31,1,10,NWE 19,19,11,Tom Brady pass complete short right to Shane Vereen for 6 yards (tackle by Jordan Poyer),0.150,0.480
4,10:52,2,4,NWE 25,19,11,Tom Brady pass incomplete short middle intended for Shane Vereen,0.480,-0.290
4,10:47,3,4,NWE 25,19,11,Tom Brady pass complete short right to Shane Vereen for 4 yards (tackle by T.J. Ward),-0.290,0.870
4,10:20,1,10,NWE 29,19,11,Tom Brady pass complete short left to Shane Vereen for 18 yards,0.870,2.060
4,9:50,1,10,NWE 47,19,11,Stevan Ridley up the middle for 12 yards (tackle by Jordan Poyer),2.060,2.850
4,9:15,1,10,CLE 41,19,11,Stevan Ridley right end for 4 yards (tackle by Leon McFadden),2.850,2.850
4,8:42,2,6,CLE 37,19,11,Tom Brady pass complete short left to Stevan Ridley for 2 yards (tackle by Ahtyba Rubin),2.850,2.410
4,7:57,3,4,CLE 35,19,11,Tom Brady pass complete short right to Austin Collie for 4 yards (tackle by Julian Posey),2.410,3.510
4,7:15,1,10,CLE 31,19,11,"Tom Brady pass incomplete. Penalty on Tom Brady: Intentional Grounding, 11 yards",3.510,1.480
4,7:15,2,21,CLE 42,19,11,Tom Brady pass complete short right to Matthew Mulligan for 15 yards (tackle by Joe Haden),1.480,2.810
4,6:22,3,6,CLE 27,19,11,Tom Brady sacked by Paul Kruger for -5 yards,2.810,1.240
4,5:48,4,11,CLE 32,19,14,Stephen Gostkowski 50 yard field goal good,1.240,3.000
4,5:48,,,NWE 35,19,14,"Stephen Gostkowski kicks off 63 yards, muffed catch by Fozzy Whittaker, recovered by Fozzy Whittaker at CLV-9, and returned for 11 yards",0.000,-0.280
4,5:38,1,10,CLE 20,19,14,Jason Campbell pass complete short left to Jordan Cameron for 13 yards (tackle by Steve Gregory),0.280,1.140
4,5:07,1,10,CLE 33,19,14,Josh Gordon left end for 34 yards (tackle by Rob Ninkovich),1.140,3.380
4,4:56,1,10,NWE 33,19,14,Willis McGahee right tackle for 3 yards (tackle by Sealver Siliga and Joe Vellano),3.380,3.240
4,4:12,2,7,NWE 30,19,14,"Jason Campbell pass incomplete short right intended for Fozzy Whittaker. Penalty on Jason Campbell: Intentional Grounding, 10 yards",3.240,1.220
4,4:06,3,17,NWE 40,19,14,Jason Campbell pass complete deep left to Josh Gordon for 19 yards (tackle by Aqib Talib),1.220,4.170
,,,,,,,"NWE challenged the pass completion ruling, and the play was upheld.",,
4,3:32,1,10,NWE 21,19,14,Jason Campbell pass complete short right to Jordan Cameron for 16 yards (tackle by Devin McCourty),4.170,6.060
4,2:48,1,5,NWE 5,19,14,Willis McGahee up the middle for 1 yard (tackle by Joe Vellano and Dont'a Hightower),6.060,6.060
4,2:43,1,5,NWE 5,19,14,Timeout #2 by New England Patriots,6.060,5.340
4,2:43,2,4,NWE 4,25,14,"Jason Campbell pass complete short right to Jordan Cameron for 4 yards, touchdown",5.340,7.000
4,2:43,,,NWE 2,26,14,"Billy Cundiff kicks extra point good. Penalty on Marquice Cole: Defensive Offside, 5 yards",0.000,0.000
4,2:43,,,CLE 40,26,14,"Spencer Lanning kicks off 50 yards, muffed catch by Matt Slater, recovered by Matt Slater and returned for no gain",0.000,-0.040
4,2:35,1,10,NWE 18,26,14,Tom Brady pass complete short middle to Shane Vereen for 6 yards (tackle by D'Qwell Jackson),0.040,0.410
4,2:15,2,4,NWE 24,26,14,Tom Brady pass complete deep middle to Julian Edelman for 23 yards (tackle by Leon McFadden),0.410,2.060
4,2:00,1,10,NWE 47,26,14,Tom Brady pass complete deep middle to Julian Edelman for 19 yards (tackle by Leon McFadden),2.060,3.310
4,1:43,1,10,CLE 34,26,14,Tom Brady pass incomplete short middle intended for Shane Vereen,3.310,2.770
4,1:39,2,10,CLE 34,26,14,Tom Brady pass complete short right to Shane Vereen for 9 yards,2.770,3.270
4,1:33,3,1,CLE 25,26,14,Tom Brady pass complete short right to Julian Edelman for 6 yards,3.270,4.310
4,1:29,1,10,CLE 19,26,14,Tom Brady pass complete short right to Shane Vereen for 4 yards (tackle by Joe Haden),4.310,4.350
4,1:24,2,6,CLE 15,26,14,Tom Brady pass complete short middle to Shane Vereen for 13 yards (tackle by D'Qwell Jackson and T.J. Ward),4.350,6.740
4,1:10,1,2,CLE 2,26,14,Tom Brady spiked the ball,6.740,5.720
4,1:09,2,2,CLE 2,26,14,Shane Vereen up the middle for no gain (tackle by T.J. Ward and Jabaal Sheard),5.720,5.720
4,1:04,2,2,CLE 2,26,14,Timeout #3 by New England Patriots,5.720,4.950
4,1:04,3,2,CLE 2,26,20,"Tom Brady pass complete short middle to Julian Edelman for 2 yards, touchdown. Penalty on Jordan Poyer: Unnecessary Roughness, 15 yards",4.950,7.000
4,1:04,,,CLE 2,26,21,Stephen Gostkowski kicks extra point good,0.000,0.000
4,1:04,,,CLE 2,26,21,Stephen Gostkowski kicks onside 10 yards,0.000,2.920
,,,,,,,"Replay Assistant challenged the kick touched ruling, and the play was upheld.",,
4,1:00,1,10,CLE 40,26,21,Tom Brady pass complete short left to Danny Amendola for 10 yards (tackle by Buster Skrine),2.920,3.580
4,0:40,1,10,CLE 30,26,21,"Tom Brady pass incomplete deep right intended for Josh Boyce. Penalty on Leon McFadden: Defensive Pass Interference, 29 yards (no play)",3.580,3.580
4,0:35,1,10,CLE 30,26,21,Timeout #3 by Cleveland Browns,3.580,6.970
4,0:35,1,1,CLE 1,26,27,"Tom Brady pass complete short right to Danny Amendola for 1 yard, touchdown",6.970,7.000
4,0:35,,,,26,27,"Two Point Attempt: Shane Vereen left guard, conversion fails",0.000,-1.000
4,0:35,,,NWE 35,26,27,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,0:31,1,10,CLE 20,26,27,Jason Campbell pass complete short left to Gary Barnidge for 9 yards (tackle by Kyle Arrington),0.280,0.950
4,0:25,2,1,CLE 29,26,27,Jason Campbell pass complete deep left to Jordan Cameron for 18 yards (tackle by Logan Ryan),0.950,2.060
4,0:19,1,10,CLE 47,26,27,Jason Campbell pass incomplete short left intended for Davone Bess,2.060,1.520
4,0:14,2,10,CLE 47,26,27,Jason Campbell pass complete short left to Jordan Cameron for 13 yards (tackle by Logan Ryan and Steve Gregory),1.520,2.920
4,0:02,1,10,NWE 40,26,27,Jason Campbell spiked the ball,2.920,2.370
4,0:01,2,10,NWE 40,26,27,Billy Cundiff 58 yard field goal no good,2.370,2.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
