Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Falcons,-27.0,-33.7,-39.8,7.09,-29.18,3.73,6.55,-2.17,5.83,0.49,-0.61,7.2,-1.44,-2.53,-2.13
Buccaneers,27.0,-3.73,-6.55,2.17,-5.83,33.7,39.8,-7.09,29.18,-0.49,-7.2,0.61,2.53,1.44,2.13
