#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:38,TAM 37,10,5:33,63,Touchdown
2,1,3:31,TAM 4,3,2:05,5,Punt
3,2,13:34,TAM 20,8,2:38,48,Field Goal
4,2,6:57,TAM 47,11,5:51,41,Field Goal
5,2,0:01,TAM 46,1,0:01,-1,End of Half
6,3,15:00,TAM 25,5,3:24,1,Punt
7,3,10:12,ATL 36,1,0:10,36,Touchdown
8,3,8:11,TAM 11,5,2:47,23,Punt
9,3,3:03,ATL 34,1,0:13,0,Interception
10,3,1:11,TAM 40,3,1:58,5,Punt
11,4,8:46,TAM 20,3,1:49,-7,Punt
12,4,3:37,ATL 26,4,1:42,26,Touchdown
13,4,1:21,ATL 44,2,1:21,-2,End of Game
