Quarter,Time,Tm,Detail,ATL,TAM
1.0,7:05,Buccaneers,Michael Pittman 4 yard rush (Jay Taylor kick),0,7
2.0,10:56,Buccaneers,Jay Taylor 50 yard field goal,0,10
,1:06,Buccaneers,Jay Taylor 30 yard field goal,0,13
3.0,10:02,Buccaneers,Joey Galloway 36 yard pass from Brian Griese (Jay Taylor kick),0,20
4.0,1:55,Buccaneers,Mike Alstott 1 yard rush (Jay Taylor kick),0,27
