Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
2,7:50,1,10,TAM 43,0,10,T.J. Duckett right tackle for 2 yards (tackle by Chartric Darby and Dexter Jackson),2.720,2.450
2,7:14,2,8,TAM 41,0,10,Michael Vick pass incomplete intended for Peerless Price (defended by Greg Spires),2.450,1.750
2,7:06,3,8,TAM 41,0,10,"Michael Vick sacked by Derrick Brooks for -7 yards. Michael Vick fumbles (forced by Derrick Brooks), recovered by Greg Spires at TAM-47 (tackle by Todd McClure)",1.750,-2.060
2,6:57,1,10,TAM 47,0,10,Brian Griese pass complete to Michael Pittman for 7 yards (tackle by Chris Draft),2.060,2.460
2,6:17,2,3,ATL 46,0,10,Michael Pittman right end for no gain (tackle by DeAngelo Hall and Patrick Kerney),2.460,1.750
2,5:41,3,3,ATL 46,0,10,Brian Griese pass complete to Joey Galloway for 8 yards (tackle by Keith Brooking),1.750,3.050
2,5:03,1,10,ATL 38,0,10,Michael Pittman left guard for 7 yards (tackle by Kevin Mathis and Keith Brooking),3.050,3.450
2,4:21,2,3,ATL 31,0,10,Brian Griese pass complete to Ken Dilger for 8 yards (tackle by Kevin Mathis),3.450,4.040
2,3:41,1,10,ATL 23,0,10,Brian Griese pass complete to Ken Dilger for 3 yards (tackle by Chris Draft),4.040,3.900
2,3:09,,,,0,10,Timeout #1 by Tampa Bay Buccaneers,0.000,3.900
2,3:09,2,7,ATL 20,0,10,Michael Pittman left end for 9 yards (tackle by Chris Draft),3.900,4.840
2,2:30,1,10,ATL 11,0,10,Michael Pittman up the middle for 6 yards (tackle by Chris Draft and Roderick Coleman),4.840,5.280
2,2:00,2,4,ATL 5,0,10,"Brian Griese for no gain. Brian Griese fumbles, recovered by Will Heller at ATL-7",5.280,3.980
2,1:19,,,,0,10,Timeout #2 by Tampa Bay Buccaneers,0.000,3.980
2,1:19,3,6,ATL 7,0,10,Brian Griese sacked by Patrick Kerney and Roderick Coleman for -5 yards,3.980,2.630
2,1:11,,,,0,10,Timeout #1 by Atlanta Falcons,0.000,2.630
2,1:11,4,11,ATL 12,0,13,Jay Taylor 30 yard field goal good,2.630,3.000
2,,,,TAM 30,0,13,"Jay Taylor kicks off 55 yards, returned by Allen Rossum for 16 yards (tackle by Keith Burns). Penalty on Antwan Lake: Offensive Holding, 10 yards",0.000,0.340
2,0:58,1,10,ATL 21,0,13,Michael Vick pass complete to Warrick Dunn for 6 yards (tackle by Derrick Brooks),0.340,0.610
2,0:38,2,4,ATL 27,0,13,Michael Vick pass complete to Peerless Price for 8 yards (tackle by Ronde Barber),0.610,1.270
2,0:28,,,,0,13,Timeout #2 by Atlanta Falcons,0.000,1.270
2,0:28,1,10,ATL 35,0,13,Michael Vick pass incomplete intended for Peerless Price,1.270,0.720
2,0:23,2,10,ATL 35,0,13,Michael Vick pass complete to Warrick Dunn for 3 yards (tackle by Brian Kelly),0.720,0.430
2,0:16,3,7,ATL 38,0,13,Michael Vick pass incomplete intended for Peerless Price (defended by John Howell). Penalty on Kevin Shaffer: Offensive Holding (Declined),0.430,-0.850
2,0:08,4,7,ATL 38,0,13,Chris Mohr punts 16 yards,-0.850,-1.990
2,0:01,1,10,TAM 46,0,13,Brian Griese kneels for -1 yards,1.990,1.320
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,0,13,"Jay Feely kicks off 62 yards, returned by Ian Smart for 17 yards (tackle by Artie Ulmer)",0.000,0.610
3,14:52,1,10,TAM 25,0,13,Brian Griese pass incomplete intended for Joey Galloway (defended by Antwan Lake),0.610,0.060
3,14:48,2,10,TAM 25,0,13,"Michael Pittman left tackle for no gain (tackle by Patrick Kerney). Penalty on Matt Stewart: Defensive Offside, 5 yards (no play)",0.060,0.740
3,14:23,2,5,TAM 30,0,13,Michael Pittman right end for 10 yards (tackle by Chris Draft),0.740,1.600
3,13:46,1,10,TAM 40,0,13,"Brian Griese pass complete to Will Heller for 4 yards (tackle by Matt Stewart). Penalty on Michael Pittman: Chop Block, 15 yards (no play)",1.600,0.610
3,13:12,1,25,TAM 25,0,13,Michael Pittman up the middle for 1 yard (tackle by Travis Hall),0.610,-0.840
3,12:34,2,24,TAM 26,0,13,Brian Griese pass incomplete intended for Ken Dilger,-0.840,-1.480
3,12:28,3,24,TAM 26,0,13,Michael Pittman right tackle for no gain (tackle by Roderick Coleman),-1.480,-1.630
3,11:51,4,24,TAM 26,0,13,"Josh Bidwell punts 41 yards, returned by Allen Rossum for 4 yards (tackle by Keith Burns)",-1.630,-1.400
3,11:36,1,10,ATL 37,0,13,Warrick Dunn left tackle for 4 yards (tackle by Shelton Quarles and Derrick Brooks),1.400,1.400
3,10:58,2,6,ATL 41,0,13,Warrick Dunn left guard for -1 yards (tackle by Dwight Smith),1.400,0.560
3,10:21,3,7,ATL 40,0,13,"Michael Vick sacked by Simeon Rice for -5 yards. Michael Vick fumbles (forced by Simeon Rice), recovered by Greg Spires at ATL-36 (tackle by Todd Weiner)",0.560,-3.180
3,10:12,1,10,ATL 36,0,19,"Brian Griese pass complete to Joey Galloway for 36 yards, touchdown",3.180,7.000
3,,,,ATL 2,0,20,Jay Taylor kicks extra point good,0.000,0.000
3,,,,TAM 30,0,20,"Jay Taylor kicks off 63 yards, returned by Allen Rossum for 22 yards (tackle by Ian Smart). Penalty on Corey Ivy: Unnecessary Roughness, 15 yards",0.000,1.860
3,9:54,1,10,ATL 44,0,20,"Penalty on Dwayne Blakley: False Start, 5 yards (no play)",1.860,1.530
3,9:42,1,15,ATL 39,0,20,Warrick Dunn up the middle for 5 yards (tackle by Simeon Rice),1.530,1.320
3,9:15,2,10,ATL 44,0,20,Michael Vick pass incomplete (defended by Simeon Rice),1.320,0.630
3,9:10,3,10,ATL 44,0,20,Michael Vick pass complete to Dez White for 6 yards (tackle by Brian Kelly),0.630,-0.060
3,9:01,4,4,TAM 50,0,20,"Chris Mohr punts 40 yards, returned by Joey Galloway for 1 yard (tackle by Jimmy Farris)",-0.060,0.370
3,8:11,1,10,TAM 11,0,20,Brian Griese pass complete to Ken Dilger for 6 yards (tackle by Matt Stewart),-0.370,-0.160
3,7:45,2,4,TAM 17,0,20,Mike Alstott up the middle for 8 yards (tackle by Patrick Kerney),-0.160,0.610
3,7:06,1,10,TAM 25,0,20,Mike Alstott for 7 yards (tackle by Bryan Scott),0.610,1.010
3,6:34,2,3,TAM 32,0,20,Michael Pittman right end for 2 yards (tackle by Keith Brooking and Matt Stewart),1.010,0.560
3,5:46,3,1,TAM 34,0,20,Brian Griese pass incomplete intended for Joey Galloway,0.560,-1.110
3,5:37,4,1,TAM 34,0,20,"Josh Bidwell punts 57 yards, fair catch by Allen Rossum",-1.110,0.380
3,5:24,1,10,ATL 9,0,20,Warrick Dunn up the middle for -1 yards (tackle by Ronde Barber),-0.380,-0.850
3,4:44,2,11,ATL 8,0,20,Michael Vick sacked by Dewayne White for -7 yards,-0.850,-2.360
3,3:56,3,18,ATL 1,0,20,Warrick Dunn left tackle for 4 yards (tackle by Dewayne White),-2.360,-2.490
3,3:18,4,14,ATL 5,0,20,Chris Mohr punts 42 yards (tackle by Jamie Duncan),-2.490,-3.310
3,3:03,1,10,ATL 34,0,20,Brian Griese pass incomplete intended for Joe Jurevicius is intercepted by Chris Draft at ATL-21 and returned for 33 yards (tackle by Brian Griese),3.310,-2.520
3,2:50,1,10,TAM 46,0,20,Michael Vick pass complete to Justin Griffith for 1 yard (tackle by Derrick Brooks),2.520,2.110
3,2:12,2,9,TAM 45,0,20,Warrick Dunn left guard for 5 yards (tackle by Greg Spires),2.110,2.080
3,1:27,3,4,TAM 40,0,20,Michael Vick pass incomplete intended for Alge Crumpler (defended by Simeon Rice),2.080,0.590
3,1:20,4,4,TAM 40,0,20,Chris Mohr pass incomplete intended for Michael Jenkins,0.590,-1.600
3,1:11,1,10,TAM 40,0,20,Michael Pittman up the middle for 5 yards (tackle by Keith Brooking),1.600,1.730
3,0:28,2,5,TAM 45,0,20,Mike Alstott up the middle for 4 yards (tackle by Matt Stewart and Travis Hall),1.730,1.550
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,TAM 49,0,20,Mike Alstott for -4 yards (tackle by Chris Draft and Brady Smith),1.550,-0.390
4,14:24,4,5,TAM 45,0,20,"Josh Bidwell punts 27 yards. Penalty on Keith Brooking: Offensive Holding, 10 yards",-0.390,-0.040
4,14:13,1,10,ATL 18,0,20,T.J. Duckett up the middle for 2 yards (tackle by Shelton Quarles),0.040,-0.130
4,13:39,2,8,ATL 20,0,20,Michael Vick pass complete to Alge Crumpler for 5 yards (tackle by Brian Kelly),-0.130,-0.270
4,13:12,3,3,ATL 25,0,20,Michael Vick left end for 26 yards (tackle by Shelton Quarles),-0.270,2.320
4,12:31,1,10,TAM 49,0,20,T.J. Duckett up the middle for 1 yard (tackle by Ronde Barber),2.320,1.920
4,11:55,2,9,TAM 48,0,20,Michael Vick pass complete to T.J. Duckett for 3 yards (tackle by Ian Gold),1.920,1.620
4,11:14,3,6,TAM 45,0,20,Michael Vick for 7 yards (tackle by Simeon Rice),1.620,3.050
4,10:51,1,10,TAM 38,0,20,Michael Vick for 10 yards (tackle by Derrick Brooks),3.050,3.710
4,10:21,1,10,TAM 28,0,20,T.J. Duckett up the middle for 1 yard (tackle by Shelton Quarles and Dewayne White),3.710,3.300
4,9:41,2,9,TAM 27,0,20,Michael Vick pass incomplete intended for Justin Griffith (defended by Ronde Barber),3.300,2.610
4,9:32,3,9,TAM 27,0,20,Warrick Dunn right guard for 7 yards (tackle by Derrick Brooks and Shelton Quarles),2.610,2.250
4,8:52,4,2,TAM 20,0,20,Michael Vick pass incomplete intended for Peerless Price (defended by Derrick Brooks),2.250,-0.280
4,8:46,1,10,TAM 20,0,20,Mike Alstott right guard for 1 yard (tackle by Bryan Scott),0.280,-0.130
4,8:04,2,9,TAM 21,0,20,Michael Pittman right end for 1 yard (tackle by Patrick Kerney). Penalty on Cosey Coleman: Offensive Holding (Declined),-0.130,-0.690
4,7:37,3,8,TAM 22,0,20,Brian Griese sacked by Travis Hall and Keith Brooking for -9 yards,-0.690,-2.490
4,7:10,4,17,TAM 13,0,20,Josh Bidwell punts 37 yards,-2.490,-2.260
4,6:57,1,10,TAM 50,0,20,Michael Vick pass incomplete intended for Michael Jenkins,2.260,1.710
4,6:50,2,10,TAM 50,0,20,Michael Vick pass complete to Michael Jenkins for 23 yards (tackle by Dwight Smith),1.710,3.780
4,6:20,1,10,TAM 27,0,20,Warrick Dunn up the middle for 4 yards (tackle by Shelton Quarles),3.780,3.770
4,5:57,2,6,TAM 23,0,20,"Michael Vick sacked by Derrick Brooks for -2 yards. Penalty on Roberto Garza: Tripping, 10 yards",3.770,2.420
4,5:29,2,16,TAM 33,0,20,Michael Vick pass complete to Dez White for 19 yards (tackle by John Howell),2.420,4.650
4,5:05,1,10,TAM 14,0,20,Michael Vick pass incomplete intended for Dez White,4.650,4.000
4,4:57,2,10,TAM 14,0,20,Michael Vick pass incomplete intended for Dez White,4.000,3.110
4,4:49,3,10,TAM 14,0,20,Michael Vick pass complete to Dez White for 12 yards (tackle by Dwight Smith),3.110,6.740
4,4:24,1,2,TAM 2,0,20,Michael Vick up the middle for 1 yard (tackle by Derrick Brooks and Ian Gold),6.740,5.910
4,3:57,2,1,TAM 1,0,20,Michael Vick pass incomplete intended for Peerless Price is intercepted by Brian Kelly and returned for 75 yards (tackle by Warrick Dunn),5.910,-3.840
4,3:37,1,10,ATL 26,0,20,Mike Alstott left tackle for 14 yards (tackle by Cory Hall),3.840,4.780
4,3:04,1,10,ATL 12,0,20,Mike Alstott up the middle for 6 yards (tackle by Cory Hall and Kevin Mathis),4.780,5.210
4,2:19,2,4,ATL 6,0,20,Mike Alstott up the middle for 5 yards (tackle by Travis Hall),5.210,6.970
4,2:00,1,1,ATL 1,0,26,"Mike Alstott up the middle for 1 yard, touchdown",6.970,7.000
4,,,,ATL 2,0,27,Jay Taylor kicks extra point good,0.000,0.000
4,,,,TAM 30,0,27,"Jay Taylor kicks off 47 yards, returned by Justin Griffith for 31 yards (tackle by Jameel Cook)",0.000,2.520
4,1:45,1,10,TAM 46,0,27,Matt Schaub pass incomplete intended for Peerless Price (defended by Will Allen),2.520,1.980
4,1:39,2,10,TAM 46,0,27,Matt Schaub pass incomplete is intercepted by Ryan Nece at TAM-43 and returned for 2 yards,1.980,-2.650
4,1:21,1,10,ATL 44,0,27,Brian Griese kneels for -1 yards,2.650,1.980
4,0:39,2,11,ATL 45,0,27,Brian Griese kneels for -1 yards,1.980,1.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
