#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DAL 26,10,5:34,74,Touchdown
2,1,7:21,DAL 20,3,1:38,9,Punt
3,1,3:59,DAL 22,3,1:04,2,Punt
4,1,2:55,WAS 41,4,2:28,7,Downs
5,2,13:08,DAL 15,3,0:55,0,Punt
6,2,7:26,DAL 7,5,2:29,17,Punt
7,2,2:06,WAS 9,3,0:14,9,Touchdown
8,2,1:16,WAS 41,4,1:16,9,Missed FG
9,3,13:52,DAL 23,12,6:38,63,Fumble
10,3,6:20,WAS 32,5,1:46,16,Field Goal
11,3,2:55,DAL 20,3,1:29,7,Punt
12,3,0:05,DAL 47,11,5:49,51,Field Goal
13,4,8:08,DAL 9,3,2:14,4,Punt
14,4,5:42,DAL 47,3,1:37,53,Touchdown
15,4,1:48,DAL 3,3,1:48,-2,End of Game
