Quarter,Time,Tm,Detail,DAL,WAS
1.0,9:26,Cowboys,Richie Anderson 21 yard pass from Quincy Carter (Billy Cundiff kick),7,0
2.0,1:52,Cowboys,Quincy Carter 3 yard rush (Billy Cundiff kick),14,0
3.0,4:34,Cowboys,Billy Cundiff 34 yard field goal,17,0
4.0,9:16,Cowboys,Billy Cundiff 20 yard field goal,20,0
,4:05,Cowboys,Erik Bickerstaff 2 yard rush (Billy Cundiff kick),27,0
