Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Dolphins to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Stephen Gostkowski kicks off 66 yards, returned by Marcus Thigpen for 17 yards (tackle by Niko Koutouvides)",0.000,-0.140
1,14:53,1,10,MIA 16,0,0,Ryan Tannehill pass incomplete short left intended for Davone Bess,-0.140,-0.660
1,14:49,2,10,MIA 16,0,0,Reggie Bush left guard for 6 yards (tackle by Vince Wilfork),-0.660,-0.570
1,14:10,3,4,MIA 22,0,0,Ryan Tannehill pass incomplete short left intended for Rishard Matthews,-0.570,-1.900
1,14:04,4,4,MIA 22,0,0,"Brandon Fields for 4 yards. Brandon Fields fumbles, recovered by Brandon Fields at MIA-8",-1.900,-4.780
1,13:57,1,10,MIA 12,0,0,"Stevan Ridley left guard for 4 yards. Penalty on Donald Thomas: Offensive Holding, 10 yards (no play)",4.780,4.110
1,13:33,1,20,MIA 22,0,0,Tom Brady pass incomplete deep right intended for Aaron Hernandez,4.110,2.870
1,13:26,2,20,MIA 22,0,0,Tom Brady pass complete short middle to Wes Welker for 12 yards (tackle by Kevin Burnett),2.870,3.480
1,12:53,3,8,MIA 10,0,0,Tom Brady pass complete short right to Aaron Hernandez for 8 yards (tackle by Kevin Burnett),3.480,6.740
1,12:05,1,2,MIA 2,0,0,Tom Brady pass incomplete short right intended for Aaron Hernandez,6.740,5.720
1,11:59,2,2,MIA 2,6,0,"Stevan Ridley left tackle for 2 yards, touchdown",5.720,7.000
1,11:59,,,MIA 2,7,0,Stephen Gostkowski kicks extra point good,0.000,0.000
1,11:53,,,NWE 35,7,0,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
1,11:53,1,10,MIA 20,7,0,Reggie Bush up the middle for -3 yards (tackle by Vince Wilfork),0.280,-0.790
1,11:18,2,13,MIA 17,7,0,Ryan Tannehill pass complete short right to Brian Hartline for 9 yards (tackle by Aqib Talib),-0.790,-0.160
1,10:46,3,4,MIA 26,7,0,Ryan Tannehill pass incomplete short left intended for Davone Bess,-0.160,-1.630
1,10:40,4,4,MIA 26,7,0,"Brandon Fields punts 58 yards, returned by Julian Edelman for 10 yards (tackle by Austin Spitler)",-1.630,-0.670
1,10:28,1,10,NWE 26,7,0,Tom Brady pass incomplete short left intended for Aaron Hernandez,0.670,0.130
1,10:22,2,10,NWE 26,7,0,Tom Brady pass incomplete deep middle intended for Daniel Fells,0.130,-0.560
1,10:14,3,10,NWE 26,7,0,Tom Brady pass complete short left to Julian Edelman for 13 yards (tackle by Reshad Jones),-0.560,1.530
1,9:52,1,10,NWE 39,7,0,Danny Woodhead up the middle for 5 yards (tackle by Randy Starks),1.530,1.660
1,9:33,2,5,NWE 44,7,0,Tom Brady pass complete short right to Danny Woodhead for 11 yards (tackle by Karlos Dansby),1.660,2.590
1,9:03,1,10,MIA 45,7,0,Tom Brady pass incomplete deep middle intended for Julian Edelman,2.590,2.040
1,8:54,2,10,MIA 45,7,0,Tom Brady pass complete short left to Wes Welker for 10 yards (tackle by Kevin Burnett),2.040,3.250
1,8:36,1,10,MIA 35,7,0,"Stevan Ridley right tackle for 7 yards (tackle by Olivier Vernon). Penalty on Sebastian Vollmer: Offensive Holding, 10 yards (no play)",3.250,2.590
1,8:04,1,20,MIA 45,7,0,Tom Brady pass complete short middle to Wes Welker for 13 yards (tackle by Jimmy Wilson),2.590,3.110
1,7:34,2,7,MIA 32,7,0,Danny Woodhead left guard for 1 yard (tackle by Karlos Dansby and Chris Clemons),3.110,2.540
1,6:57,3,6,MIA 31,7,0,Tom Brady pass incomplete short left intended for Danny Woodhead,2.540,1.340
1,6:50,4,6,MIA 31,7,0,Stephen Gostkowski 49 yard field goal no good,1.340,-1.530
1,6:45,1,10,MIA 39,7,0,Reggie Bush left end for 4 yards (tackle by Alfonzo Dennard),1.530,1.530
1,6:12,2,6,MIA 43,7,0,Ryan Tannehill pass complete short right to Brian Hartline for 8 yards (tackle by Brandon Spikes),1.530,2.320
1,5:38,1,10,NWE 49,7,0,Ryan Tannehill pass incomplete deep right intended for Brian Hartline,2.320,1.780
1,5:32,2,10,NWE 49,7,0,Reggie Bush right tackle for 4 yards (tackle by Justin Francis),1.780,1.620
1,4:48,3,6,NWE 45,7,0,Ryan Tannehill pass incomplete short left intended for Davone Bess,1.620,0.270
1,4:41,4,6,NWE 45,7,0,Brandon Fields punts 42 yards,0.270,0.380
1,4:30,1,10,NWE 3,7,0,Stevan Ridley up the middle for 2 yards (tackle by Koa Misi),-0.380,-0.630
1,3:54,2,8,NWE 5,7,0,Tom Brady pass complete short right to Aaron Hernandez for 20 yards (tackle by Kevin Burnett),-0.630,0.610
1,3:22,1,10,NWE 25,7,0,"Tom Brady pass incomplete deep right intended for Aaron Hernandez is intercepted by Reshad Jones at NWE-49 and returned for 30 yards. Penalty on Reggie Bush: Low Block, 15 yards, Penalty on MIA: Low Block (Declined)",0.610,-3.310
1,3:03,1,10,NWE 34,7,0,Daniel Thomas right tackle for 3 yards (tackle by Brandon Spikes),3.310,3.180
1,2:30,2,7,NWE 31,7,0,Marcus Thigpen left tackle for 8 yards (tackle by Dont'a Hightower),3.180,4.040
1,1:52,1,10,NWE 23,7,0,"Daniel Thomas right tackle for no gain (tackle by Justin Francis). Penalty on John Jerry: Offensive Holding, 10 yards (no play)",4.040,3.380
1,1:34,1,20,NWE 33,7,0,Ryan Tannehill pass incomplete short right intended for Charles Clay,3.380,2.150
1,1:25,2,20,NWE 33,7,0,"Daniel Thomas up the middle for 1 yard (tackle by Brandon Deaderick). Daniel Thomas fumbles (forced by Brandon Deaderick), recovered by Richie Incognito at NWE-32",2.150,0.000
1,0:37,,,,7,0,Timeout #1 by Miami Dolphins,0.000,1.620
1,0:37,3,19,NWE 32,7,0,Ryan Tannehill up the middle for 6 yards (tackle by Kyle Arrington),1.620,0.000
1,0:06,,,,7,0,Timeout #1 by New England Patriots,0.000,1.740
1,0:06,4,13,NWE 26,7,3,Dan Carpenter 44 yard field goal good,1.740,3.000
1,0:01,,,MIA 35,7,3,"Dan Carpenter kicks off 69 yards, returned by Devin McCourty for 29 yards (tackle by Jonathan Freeny)",0.000,0.610
Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NWE 25,7,3,Tom Brady pass complete short left to Wes Welker for 8 yards (tackle by Nolan Carroll),0.610,1.140
2,14:34,2,2,NWE 33,7,3,Stevan Ridley right end for -2 yards (tackle by Karlos Dansby),1.140,0.170
2,14:03,3,4,NWE 31,7,3,Tom Brady pass complete short right to Wes Welker for 3 yards (tackle by Jimmy Wilson),0.170,-1.110
2,13:21,4,1,NWE 34,7,3,"Penalty on Nate Ebner: False Start, 5 yards (no play)",-1.110,-1.440
2,13:13,4,6,NWE 29,7,3,"Zoltan Mesko punts 49 yards, fair catch by Marcus Thigpen. Penalty on Jimmy Wilson: Roughing the Kicker, 15 yards (no play)",-1.440,1.860
2,13:02,1,10,NWE 44,7,3,Tom Brady pass incomplete short right intended for Wes Welker,1.860,1.320
2,12:59,2,10,NWE 44,7,3,Tom Brady pass complete short right to Wes Welker for 14 yards (tackle by Reshad Jones),1.320,2.790
2,12:30,1,10,MIA 42,7,3,Tom Brady pass complete short middle to Wes Welker for 7 yards (tackle by Reshad Jones),2.790,3.190
2,11:57,2,3,MIA 35,7,3,"Tom Brady pass incomplete short left intended for Daniel Fells. Penalty on Reshad Jones: Defensive Pass Interference, 4 yards (no play)",3.190,3.510
2,11:49,1,10,MIA 31,7,3,Tom Brady pass incomplete deep right intended for Wes Welker (defended by Karlos Dansby),3.510,2.970
2,11:44,2,10,MIA 31,7,3,Tom Brady pass complete short left to Aaron Hernandez for 13 yards (tackle by Karlos Dansby),2.970,4.370
2,11:01,1,10,MIA 18,7,3,Tom Brady pass complete short middle to Wes Welker for 8 yards (tackle by Chris Clemons),4.370,5.230
2,10:33,2,2,MIA 10,7,3,Danny Woodhead left guard for 1 yard (tackle by Chris Clemons),5.230,4.740
2,10:12,3,1,MIA 9,7,3,Stevan Ridley left guard for 2 yards (tackle by Jared Odrick),4.740,5.600
2,9:35,1,7,MIA 7,7,3,Tom Brady pass incomplete short right intended for Wes Welker,5.600,4.760
2,9:26,2,7,MIA 7,13,3,"Tom Brady pass complete short right to Wes Welker for 7 yards, touchdown",4.760,7.000
2,9:26,,,MIA 2,14,3,Stephen Gostkowski kicks extra point good,0.000,0.000
2,9:21,,,NWE 35,14,3,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
2,9:21,1,10,MIA 20,14,3,Reggie Bush up the middle for 4 yards (tackle by Jerod Mayo),0.280,0.270
2,8:43,2,6,MIA 24,14,3,"Ryan Tannehill pass complete short left to Jorvorskie Lane for 2 yards (tackle by Jerod Mayo). Jorvorskie Lane fumbles (forced by Jerod Mayo), recovered by Jorvorskie Lane at MIA-26",0.270,-0.160
2,8:04,3,4,MIA 26,14,3,"Ryan Tannehill sacked by Trevor Scott for -7 yards. Ryan Tannehill fumbles (forced by Trevor Scott), recovered by Vince Wilfork at MIA-25 (tackle by Rishard Matthews)",-0.160,-3.910
2,7:54,1,10,MIA 25,14,3,Tom Brady sacked by Paul Soliai for -7 yards,3.910,2.420
2,7:20,2,17,MIA 32,14,3,Tom Brady pass incomplete short right intended for Shane Vereen (defended by Tony McDaniel),2.420,1.750
2,7:12,3,17,MIA 32,14,3,Tom Brady pass complete short left to Wes Welker for 7 yards (tackle by Paul Soliai and Jimmy Wilson),1.750,1.800
2,6:58,4,10,MIA 25,17,3,Stephen Gostkowski 43 yard field goal good,1.800,3.000
2,6:53,,,NWE 35,17,3,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
2,6:53,1,10,MIA 20,17,3,"Reggie Bush right tackle for 6 yards (tackle by Brandon Spikes). Penalty on Anthony Fasano: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,6:47,1,20,MIA 10,17,3,"Penalty on Brian Hartline: False Start, 5 yards (no play)",-0.760,-0.950
2,6:23,1,25,MIA 5,17,3,Ryan Tannehill pass complete short right to Anthony Fasano for 14 yards (tackle by Kyle Arrington),-0.950,-0.460
2,5:59,2,11,MIA 19,17,3,Reggie Bush right end for 16 yards (tackle by Aqib Talib and Devin McCourty),-0.460,1.270
2,5:28,1,10,MIA 35,17,3,"Reggie Bush left guard for 3 yards (tackle by Rob Ninkovich). Penalty on NWE: Defensive 12 On-field, 5 yards (no play)",1.270,2.000
2,5:13,1,5,MIA 40,17,3,Ryan Tannehill for 9 yards (tackle by Kyle Arrington),2.000,2.190
2,4:53,1,10,MIA 49,17,3,Reggie Bush left tackle for 8 yards (tackle by Jerod Mayo),2.190,2.730
2,4:11,2,2,NWE 43,17,3,Reggie Bush left guard for 6 yards (tackle by Brandon Spikes),2.730,3.120
2,3:34,1,10,NWE 37,17,3,Ryan Tannehill pass incomplete short left intended for Davone Bess (defended by Brandon Spikes),3.120,2.570
2,3:26,2,10,NWE 37,17,3,Ryan Tannehill pass complete short middle to Daniel Thomas for 7 yards (tackle by Kyle Arrington),2.570,2.810
2,2:52,3,3,NWE 30,17,3,Ryan Tannehill pass complete short middle to Brian Hartline for 17 yards (tackle by Aqib Talib),2.810,4.710
2,2:05,1,10,NWE 13,17,3,Ryan Tannehill up the middle for -2 yards (tackle by Kyle Love),4.710,3.760
