Quarter,Time,Down,ToGo,Location,STL,TAM,Detail,EPB,EPA
1,5:49,4,16,STL 16,0,3,Connor Barth 35 yard field goal good,2.380,3.000
1,,,,TAM 30,0,3,"Connor Barth kicks off 74 yards, returned by Danny Amendola for 25 yards (tackle by Erik Lorig)",0.000,0.340
1,5:39,1,10,STL 21,0,3,Steven Jackson right end for 8 yards (tackle by Barrett Ruud),0.340,0.880
1,5:04,2,2,STL 29,0,3,Steven Jackson right tackle for 1 yard (tackle by Ronde Barber),0.880,0.300
1,4:34,3,1,STL 30,0,3,Mike Karney right guard for 2 yards (tackle by Quincy Black and Kyle Moore),0.300,1.070
1,3:55,1,10,STL 32,0,3,Sam Bradford pass incomplete short left intended for Danario Alexander,1.070,0.530
1,3:50,2,10,STL 32,0,3,Kenneth Darby right guard for 8 yards (tackle by Ronde Barber),0.530,0.890
1,3:14,3,2,STL 40,0,3,Sam Bradford pass complete short right to Steven Jackson for 14 yards (tackle by Aqib Talib),0.890,2.520
1,2:42,1,10,TAM 46,0,3,Sam Bradford pass incomplete short middle intended for Daniel Fells (defended by Quincy Black),2.520,1.980
1,2:35,2,10,TAM 46,0,3,Steven Jackson left end for 12 yards (tackle by Cody Grimm and Tim Crowder),1.980,3.310
1,1:51,1,10,TAM 34,0,3,Sam Bradford pass complete short left to Kenneth Darby for 19 yards (tackle by Cody Grimm),3.310,4.580
1,1:23,1,10,TAM 15,0,3,Steven Jackson left guard for 1 yard (tackle by Geno Hayes and Gerald McCoy),4.580,4.110
1,0:45,2,9,TAM 14,0,3,Sam Bradford pass incomplete short right intended for Michael Hoomanawanui,4.110,3.240
1,0:36,3,9,TAM 14,0,3,"Penalty on Jacob Bell: False Start, 5 yards (no play)",3.240,2.790
1,0:36,3,14,TAM 19,0,3,Sam Bradford pass complete short middle to Steven Jackson for 12 yards (tackle by Geno Hayes and Ronde Barber),2.790,3.000
Quarter,Time,Down,ToGo,Location,STL,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,2,TAM 7,3,3,Josh Brown 25 yard field goal good,3.000,3.000
2,,,,STL 30,3,3,"Josh Brown kicks off 62 yards, returned by Micheal Spurlock for 25 yards (tackle by Larry Grant)",0.000,1.140
2,14:47,1,10,TAM 33,3,3,"Penalty on Davin Joseph: False Start, 5 yards (no play)",1.140,0.810
2,14:47,1,15,TAM 28,3,3,Josh Freeman pass incomplete short left intended for Kellen Winslow,0.810,-0.080
2,14:43,2,15,TAM 28,3,3,Cadillac Williams right tackle for 1 yard (tackle by Bryan Kehl),-0.080,-0.620
2,14:04,3,14,TAM 29,3,3,Josh Freeman pass incomplete,-0.620,-1.440
2,13:54,4,14,TAM 29,3,3,"Robert Malone punts 55 yards, returned by Danny Amendola for 14 yards (tackle by Niko Koutouvides). Penalty on Billy Bajema: Illegal Block Above the , 10 yards",-1.440,-0.280
2,13:40,1,10,STL 20,3,3,Sam Bradford pass complete short right to Danny Amendola for 18 yards (tackle by Barrett Ruud),0.280,1.470
2,13:15,1,10,STL 38,3,3,Steven Jackson right end for 9 yards (tackle by Barrett Ruud),1.470,2.140
2,12:38,2,1,STL 47,3,3,Steven Jackson right guard for 3 yards (tackle by Kyle Moore),2.140,2.260
2,11:54,1,10,,3,3,Danny Amendola left end for 21 yards (tackle by Ronde Barber),2.260,3.640
2,11:11,1,10,TAM 29,3,3,Keith Toston right end for 4 yards (tackle by Barrett Ruud),3.640,3.640
2,10:30,2,6,TAM 25,3,3,Sam Bradford pass incomplete deep left intended for Brandon Gibson (defended by E.J. Biggers),3.640,2.940
2,10:23,3,6,TAM 25,3,3,"Sam Bradford pass incomplete (defended by Quincy Black). Penalty on Michael Bennett: Defensive Offside, 5 yards (no play)",2.940,3.600
2,10:19,3,1,TAM 20,3,3,Steven Jackson left end for 2 yards (tackle by Geno Hayes),3.600,4.370
2,9:52,1,10,TAM 18,3,3,Steven Jackson left tackle for 12 yards (tackle by Sean Jones),4.370,5.830
2,9:17,1,6,TAM 6,3,3,Steven Jackson left guard for 1 yard (tackle by Ronde Barber),5.830,5.150
2,8:36,2,5,TAM 5,3,3,Sam Bradford pass incomplete short right intended for Michael Hoomanawanui,5.150,4.260
2,8:27,3,5,TAM 5,9,3,"Sam Bradford pass complete short right to Danny Amendola for 5 yards, touchdown",4.260,7.000
2,,,,TAM 2,10,3,Josh Brown kicks extra point good,0.000,0.000
2,,,,STL 30,10,3,"Josh Brown kicks off 71 yards, returned by Micheal Spurlock for 20 yards (tackle by Kenneth Darby). Penalty on Corey Lynch: Offensive Holding (Offsetting), Penalty on David Vobora: Illegal Use of Hands (Offsetting)",0.000,0.150
2,8:14,1,10,TAM 19,10,3,"Josh Freeman pass complete deep left to Kellen Winslow for 16 yards (tackle by Na'il Diggs). Penalty on Ted Larsen: Offensive Holding, 9 yards (no play)",0.150,-0.720
2,7:46,1,19,TAM 10,10,3,Josh Freeman pass complete short left to Micheal Spurlock for 5 yards (tackle by Bryan Kehl),-0.720,-1.000
2,7:05,2,14,TAM 15,10,3,Josh Freeman pass incomplete short left intended for Kellen Winslow (defended by Na'il Diggs),-1.000,-1.760
2,6:58,,,,10,3,Timeout #2 by Tampa Bay Buccaneers,0.000,-1.760
2,6:58,3,14,TAM 15,10,3,Josh Freeman pass incomplete short right intended for Mike Williams,-1.760,-2.440
2,6:51,4,14,TAM 15,10,3,"Robert Malone punts 34 yards, returned by Danny Amendola for 4 yards (tackle by Adam Hayward)",-2.440,-2.590
2,6:40,1,10,TAM 45,10,3,Steven Jackson left end for 7 yards (tackle by Barrett Ruud and Sean Jones),2.590,2.990
2,6:01,2,3,TAM 38,10,3,Steven Jackson right end for 18 yards (tackle by Barrett Ruud),2.990,4.240
2,5:23,1,10,TAM 20,10,3,Kenneth Darby left guard for 3 yards (tackle by Ronde Barber and Barrett Ruud),4.240,4.120
2,4:40,2,7,TAM 17,10,3,Keith Toston left tackle for 3 yards (tackle by Roy Miller),4.120,3.890
2,3:58,3,4,TAM 14,10,3,Sam Bradford pass incomplete short middle intended for Michael Hoomanawanui,3.890,2.580
2,3:53,4,4,TAM 14,10,3,"Josh Brown 32 yard field goal good. Penalty on Ronde Barber: Defensive Offside, 5 yards (no play)",2.580,5.140
2,3:48,1,9,TAM 9,10,3,Kenneth Darby middle for 7 yards (tackle by Quincy Black),5.140,5.720
2,3:11,2,2,TAM 2,10,3,Sam Bradford pass incomplete short right intended for Danny Amendola,5.720,4.950
2,3:06,3,2,TAM 2,16,3,"Sam Bradford pass complete short right to Michael Hoomanawanui for 2 yards, touchdown",4.950,7.000
2,,,,TAM 2,17,3,Josh Brown kicks extra point good,0.000,0.000
2,,,,STL 30,17,3,"Josh Brown kicks off 69 yards, returned by Micheal Spurlock for 35 yards (tackle by Josh Brown)",0.000,1.330
2,2:51,1,10,TAM 36,17,3,Josh Freeman pass complete short right to Cadillac Williams for 9 yards (tackle by Ronald Bartell),1.330,2.010
2,2:23,2,1,TAM 45,17,3,Josh Freeman pass complete short right to Cadillac Williams for 6 yards (tackle by Bryan Kehl),2.010,2.320
2,2:00,1,10,STL 49,17,3,"Josh Freeman sacked by Chris Long for -14 yards. Josh Freeman fumbles (forced by Chris Long), recovered by Donald Penn at TAM-37",2.320,-0.110
2,1:48,,,,17,3,Timeout #2 by Los Angeles Rams,0.000,-0.110
2,1:48,2,24,TAM 37,17,3,Josh Freeman pass complete short middle to Kellen Winslow for 8 yards (tackle by James Laurinaitis and Bryan Kehl),-0.110,0.300
2,1:42,,,,17,3,Timeout #3 by Los Angeles Rams,0.000,0.300
2,1:42,3,16,TAM 45,17,3,Josh Freeman for 16 yards (tackle by Jerome Murphy),0.300,2.980
,,,,,,,"Replay Assistant challenged the first down ruling, and the original play was overturned.",,
2,1:26,1,10,STL 39,17,3,Josh Freeman pass complete short right to Sammie Stroughter for 18 yards (tackle by Craig Dahl and James Laurinaitis),2.980,4.170
2,0:48,1,10,STL 21,17,3,Josh Freeman pass incomplete deep right intended for Mike Williams,4.170,3.630
2,0:41,2,10,STL 21,17,3,Josh Freeman pass incomplete short right intended for Mike Williams,3.630,2.940
2,0:36,3,10,STL 21,17,3,Josh Freeman pass incomplete short middle intended for Micheal Spurlock,2.940,2.060
2,0:29,4,10,STL 21,17,6,Connor Barth 39 yard field goal good,2.060,3.000
2,,,,TAM 30,17,6,"Connor Barth kicks off 67 yards, returned by Danny Amendola for 19 yards (tackle by Adam Hayward)",0.000,0.410
2,0:17,1,10,STL 22,17,6,Sam Bradford kneels for -1 yards,0.410,-0.270
Quarter,Time,Down,ToGo,Location,STL,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,17,6,"Connor Barth kicks off 66 yards, returned by Danny Amendola for 36 yards (tackle by Niko Koutouvides)",0.000,1.600
3,14:52,1,10,STL 40,17,6,Steven Jackson left end for no gain (tackle by Quincy Black and Barrett Ruud),1.600,1.050
3,14:14,2,10,STL 40,17,6,Sam Bradford pass complete short left to Danny Amendola for 6 yards (tackle by Cody Grimm),1.050,1.160
3,13:42,3,4,STL 46,17,6,Sam Bradford pass incomplete deep right intended for Laurent Robinson,1.160,-0.320
3,13:36,4,4,STL 46,17,6,"Donnie Jones punts 49 yards, returned by Micheal Spurlock for 5 yards (tackle by Bryan Kehl). Penalty on Cody Grimm: Illegal Block Above the , 5 yards",-0.320,0.380
3,13:22,1,10,TAM 5,17,6,LeGarrette Blount right guard for 8 yards (tackle by Na'il Diggs),-0.380,-0.190
3,12:44,2,2,TAM 13,17,6,"LeGarrette Blount middle for 3 yards (tackle by Darell Scott and George Selvie). Penalty on Ted Larsen: Offensive Holding, 8 yards",-0.190,-0.560
3,12:12,2,7,TAM 8,17,6,Josh Freeman pass incomplete short middle intended for Kellen Winslow (defended by James Laurinaitis),-0.560,-1.070
3,12:05,3,7,TAM 8,17,6,Josh Freeman pass complete short right to Kellen Winslow for 10 yards (tackle by Jerome Murphy and Ronald Bartell),-1.070,0.040
3,11:25,1,10,TAM 18,17,6,LeGarrette Blount right tackle for 9 yards (tackle by O.J. Atogwe),0.040,0.820
3,10:40,2,1,TAM 27,17,6,LeGarrette Blount left guard for 12 yards (tackle by George Selvie),0.820,1.530
3,10:02,1,10,TAM 39,17,6,Josh Freeman pass complete deep left to Mike Williams for 21 yards (tackle by Bradley Fletcher),1.530,2.920
3,9:21,1,10,STL 40,17,6,"Penalty on Davin Joseph: False Start, 5 yards (no play)",2.920,2.590
3,8:59,1,15,STL 45,17,6,Josh Freeman pass incomplete short right intended for Arrelious Benn (defended by Kevin Dockery),2.590,1.700
3,8:53,2,15,STL 45,17,6,LeGarrette Blount middle for 3 yards,1.700,1.420
3,8:08,3,12,STL 42,17,6,Josh Freeman pass complete short right to Mike Williams for 7 yards (tackle by Ronald Bartell),1.420,0.980
3,7:20,4,5,STL 35,17,9,Connor Barth 53 yard field goal good,0.980,3.000
3,,,,TAM 30,17,9,"Connor Barth kicks off 65 yards, returned by Danny Amendola for 10 yards (tackle by Cody Grimm)",0.000,-0.220
3,7:07,1,10,STL 15,17,9,Steven Jackson left tackle for 3 yards (tackle by Roy Miller and Stylez G. White),-0.220,-0.280
3,6:30,2,7,STL 18,17,9,Kenneth Darby left tackle for 1 yard (tackle by Roy Miller and Cody Grimm),-0.280,-0.880
3,5:55,3,6,STL 19,17,9,Sam Bradford pass complete short left to Brandon Gibson for 11 yards (tackle by E.J. Biggers),-0.880,0.940
3,5:19,1,10,STL 30,17,9,Sam Bradford pass incomplete deep left intended for Brandon Gibson,0.940,0.390
3,5:13,2,10,STL 30,17,9,Sam Bradford pass incomplete deep right intended for Laurent Robinson,0.390,-0.300
3,5:06,3,10,STL 30,17,9,Sam Bradford pass incomplete short left intended for Danny Amendola (defended by E.J. Biggers),-0.300,-1.370
3,5:01,4,10,STL 30,17,9,"Donnie Jones punts 45 yards, returned by Micheal Spurlock for 6 yards (tackle by David Vobora)",-1.370,-1.000
3,4:46,1,10,TAM 31,17,9,LeGarrette Blount left tackle for 17 yards (tackle by O.J. Atogwe and George Selvie),1.000,2.130
3,4:04,1,10,TAM 48,17,9,Josh Freeman pass incomplete short middle intended for Kellen Winslow,2.130,1.580
3,3:57,2,10,TAM 48,17,9,LeGarrette Blount middle for 2 yards (tackle by James Hall and Darell Scott),1.580,1.160
3,3:19,3,8,,17,9,Josh Freeman pass complete short right to Sammie Stroughter for 9 yards (tackle by Jerome Murphy and Craig Dahl),1.160,2.850
3,2:37,1,10,STL 41,17,9,"Penalty on Ted Larsen: False Start, 5 yards (no play)",2.850,2.520
3,2:12,,,,17,9,Timeout #1 by Tampa Bay Buccaneers,0.000,2.520
3,2:12,1,15,STL 46,17,9,"Josh Freeman pass complete short left to Cadillac Williams for 5 yards (tackle by James Hall). Penalty on Larry Grant: Face Mask (15 Yards), 15 yards",2.520,3.840
3,1:41,1,10,STL 26,17,9,Josh Freeman left end for 3 yards (tackle by Bryan Kehl),3.840,3.700
3,0:59,2,7,STL 23,17,9,LeGarrette Blount right end for 3 yards (tackle by James Laurinaitis and Chris Long),3.700,3.400
3,0:16,3,4,STL 20,17,9,Josh Freeman pass incomplete deep right intended for Micheal Spurlock,3.400,2.200
3,0:07,4,4,STL 20,17,12,Connor Barth 38 yard field goal good,2.200,3.000
3,,,,TAM 30,17,12,"Connor Barth kicks off 68 yards, returned by Danny Amendola for 25 yards (tackle by Sabby Piscitelli)",0.000,0.740
Quarter,Time,Down,ToGo,Location,STL,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 27,17,12,Sam Bradford pass complete short left to Danario Alexander for 6 yards (tackle by Quincy Black and Barrett Ruud),0.740,1.010
4,14:28,2,4,STL 33,17,12,Steven Jackson right guard for 6 yards (tackle by Sabby Piscitelli and Quincy Black),1.010,1.530
4,13:58,1,10,STL 39,17,12,Steven Jackson middle for 9 yards (tackle by Sabby Piscitelli),1.530,2.200
4,13:23,2,1,STL 48,17,12,Steven Jackson middle for 2 yards (tackle by Gerald McCoy),2.200,2.260
4,12:51,1,10,,17,12,"Penalty on John Greco: False Start, 5 yards (no play)",2.260,1.930
4,12:32,1,15,STL 45,17,12,Steven Jackson left guard for 2 yards (tackle by Ronde Barber),1.930,1.310
4,11:49,2,13,STL 47,17,12,Sam Bradford pass complete short middle to Daniel Fells for 5 yards (tackle by Aqib Talib),1.310,1.290
4,11:07,3,8,TAM 48,17,12,Sam Bradford right end for 3 yards (tackle by Barrett Ruud),1.290,0.270
4,10:39,4,5,TAM 45,17,12,Donnie Jones punts 27 yards,0.270,-0.040
4,10:28,1,10,TAM 18,17,12,"LeGarrette Blount right guard for 10 yards (tackle by O.J. Atogwe). Penalty on Jeremy Trueblood: Illegal Block Above the , 10 yards",0.040,0.040
4,10:09,1,10,TAM 18,17,12,Josh Freeman pass incomplete short right intended for Mike Williams (defended by Na'il Diggs),0.040,-0.490
4,10:01,2,10,TAM 18,17,12,LeGarrette Blount right tackle for -1 yards (tackle by Na'il Diggs),-0.490,-1.340
4,9:17,3,11,TAM 17,17,12,Josh Freeman pass complete short middle to Kellen Winslow for 9 yards (tackle by James Laurinaitis),-1.340,-1.630
4,8:39,4,2,TAM 26,17,12,Robert Malone punts 42 yards,-1.630,-1.070
4,8:30,1,10,STL 32,17,12,Sam Bradford pass incomplete short right intended for Brandon Gibson,1.070,0.530
4,8:24,2,10,STL 32,17,12,Steven Jackson middle for 3 yards (tackle by Ronde Barber and Stylez G. White),0.530,0.230
4,7:53,3,7,STL 35,17,12,Sam Bradford pass complete short right to Laurent Robinson for 7 yards (tackle by Aqib Talib),0.230,1.730
4,7:11,1,10,STL 42,17,12,Sam Bradford pass complete short left to Michael Hoomanawanui for 10 yards (tackle by Ronde Barber),1.730,2.390
4,6:49,1,10,TAM 48,17,12,Steven Jackson right end for 1 yard (tackle by Barrett Ruud),2.390,1.980
4,6:21,2,9,TAM 47,17,12,Steven Jackson middle for 3 yards (tackle by Ronde Barber),1.980,1.690
4,5:38,3,6,TAM 44,17,12,"Penalty on Jason Brown: False Start, 5 yards (no play)",1.690,1.030
4,5:35,3,11,TAM 49,17,12,Steven Jackson middle for 7 yards (tackle by Tim Crowder),1.030,0.460
4,4:53,4,4,TAM 42,17,12,"Donnie Jones punts 23 yards, fair catch by Micheal Spurlock",0.460,-0.150
4,4:45,1,10,TAM 19,17,12,Josh Freeman pass complete short middle to Cadillac Williams for 3 yards (tackle by James Laurinaitis),0.150,0.070
4,4:15,2,7,TAM 22,17,12,Josh Freeman pass complete short right to Kellen Winslow for 8 yards,0.070,0.940
4,3:48,1,10,TAM 30,17,12,Josh Freeman pass complete short left to Cadillac Williams for -1 yards (tackle by Jerome Murphy),0.940,0.260
4,3:18,2,11,TAM 29,17,12,Josh Freeman middle for 8 yards (tackle by Bradley Fletcher),0.260,0.630
4,2:47,3,3,TAM 37,17,12,Cadillac Williams middle for 10 yards (tackle by O.J. Atogwe),0.630,2.060
4,2:18,1,10,TAM 47,17,12,Josh Freeman pass incomplete deep right intended for Micheal Spurlock (defended by Bradley Fletcher),2.060,1.520
4,2:11,2,10,TAM 47,17,12,Josh Freeman pass complete short middle to Mike Williams for 16 yards (tackle by Bradley Fletcher),1.520,3.120
4,2:00,1,10,STL 37,17,12,"Josh Freeman pass complete short middle to Cadillac Williams for 3 yards (tackle by James Laurinaitis). Penalty on James Lee: Unnecessary Roughness, 15 yards",3.120,0.950
4,1:52,,,,17,12,Timeout #1 by Los Angeles Rams,0.000,0.950
4,1:52,2,22,STL 49,17,12,Josh Freeman pass complete short middle to Cadillac Williams for 8 yards (tackle by Bryan Kehl and Jerome Murphy),0.950,1.360
4,1:27,3,14,STL 41,17,12,Josh Freeman pass complete short right to Sammie Stroughter for 11 yards (tackle by Kevin Dockery and Jerome Murphy),1.360,1.480
4,1:12,,,,17,12,Timeout #2 by Tampa Bay Buccaneers,0.000,1.480
4,1:12,4,3,STL 30,17,12,Josh Freeman pass complete short right to Kellen Winslow for 9 yards (tackle by O.J. Atogwe),1.480,4.170
4,0:43,1,10,STL 21,17,12,Josh Freeman pass incomplete deep right intended for Micheal Spurlock,4.170,3.630
4,0:37,2,10,STL 21,17,12,Josh Freeman pass incomplete deep middle intended for Kellen Winslow,3.630,2.940
4,0:30,3,10,STL 21,17,12,Josh Freeman pass complete short left to Mike Williams for 20 yards (tackle by James Laurinaitis),2.940,6.970
4,0:20,,,,17,12,Timeout #3 by Tampa Bay Buccaneers,0.000,6.970
4,0:20,1,1,STL 1,17,12,Josh Freeman pass incomplete short left intended for Mike Williams (defended by Ronald Bartell),6.970,5.910
4,0:17,2,1,STL 1,17,18,"Josh Freeman pass complete short right to Cadillac Williams for 1 yard, touchdown",5.910,7.000
4,,,,,17,18,"Two Point Attempt: Josh Freeman middle, conversion fails",1.000,-1.000
4,,,,TAM 30,17,18,"Connor Barth kicks off 71 yards, returned by Danny Amendola for 23 yards (tackle by Quincy Black)",0.000,0.410
4,0:05,1,10,STL 22,17,18,"Sam Bradford pass complete short middle to Laurent Robinson for 2 yards, lateral to Steven Jackson for 9 yards (tackle by Sabby Piscitelli)",0.410,0.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
