Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
1,0:36,2,10,SFO 35,0,6,"Frank Gore right end for 4 yards (tackle by Osi Umenyiora and Gibril Wilson). Penalty on SFO: Illegal Shift, 5 yards (no play)",0.720,0.050
1,0:09,2,15,SFO 30,0,6,"Trent Dilfer pass incomplete short right intended for Frank Gore. Penalty on Antonio Pierce: Roughing the Passer, 15 yards (no play)",0.050,1.930
Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 45,0,6,Frank Gore right end for 2 yards (tackle by Antonio Pierce),1.930,1.650
2,14:18,2,8,SFO 47,0,6,Trent Dilfer pass complete short middle to Vernon Davis for 5 yards (tackle by Mathias Kiwanuka),1.650,1.620
2,13:35,,,,0,6,Timeout #1 by San Francisco 49ers,0.000,1.620
2,13:35,3,3,NYG 48,0,6,Trent Dilfer pass complete short middle to Frank Gore for 5 yards (tackle by Antonio Pierce),1.620,2.720
2,13:03,1,10,NYG 43,0,6,Frank Gore up the middle for 16 yards (tackle by Aaron Ross),2.720,3.780
2,12:24,1,10,NYG 27,0,6,Frank Gore left guard for -2 yards (tackle by James Butler and Barry Cofield),3.780,2.960
2,11:50,2,12,NYG 29,0,6,Trent Dilfer right end for 11 yards (tackle by Kawika Mitchell),2.960,3.840
2,11:18,3,1,NYG 18,0,6,"Trent Dilfer for no gain. Trent Dilfer fumbles, recovered by Trent Dilfer at NYG-18",3.840,2.400
2,10:47,4,1,NYG 18,0,6,Frank Gore up the middle for 1 yard (tackle by Fred Robbins and Kawika Mitchell),2.400,4.440
2,10:01,1,10,NYG 17,6,6,"Trent Dilfer pass complete deep left to Arnaz Battle for 17 yards, touchdown",4.440,7.000
2,,,,NYG 2,7,6,Joe Nedney kicks extra point good,0.000,0.000
2,,,,SFO 30,7,6,"Joe Nedney kicks off 65 yards, returned by Reuben Droughns for 21 yards (tackle by Michael Robinson)",0.000,0.670
2,9:45,1,10,NYG 26,7,6,Brandon Jacobs up the middle for 3 yards (tackle by Aubrayo Franklin),0.670,0.540
2,9:13,2,7,NYG 29,7,6,Brandon Jacobs right tackle for 6 yards (tackle by Derek Smith),0.540,0.630
2,8:31,3,1,NYG 35,7,6,Reuben Droughns right tackle for no gain (tackle by Marques Douglas and Brandon T. Moore),0.630,-1.040
2,7:49,4,1,NYG 35,7,6,Jeff Feagles punts 42 yards (tackle by Zak DeOssie),-1.040,-0.940
2,7:33,1,10,SFO 30,7,6,"Trent Dilfer for no gain. Trent Dilfer fumbles, recovered by Osi Umenyiora at SFO-27 (tackle by Frank Gore)",0.940,-3.780
2,7:27,1,10,SFO 27,7,6,Derrick Ward up the middle for 11 yards (tackle by Dashon Goldson and Nate Clements),3.780,4.510
2,7:09,1,10,SFO 16,7,6,Eli Manning pass incomplete short middle intended for Brandon Jacobs,4.510,3.900
2,7:01,2,10,SFO 16,7,6,Brandon Jacobs left guard for 11 yards (tackle by Patrick Willis and Michael Lewis),3.900,6.060
2,6:24,1,5,SFO 5,7,12,"Brandon Jacobs right tackle for 5 yards, touchdown",6.060,7.000
2,,,,SFO 2,7,13,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,7,13,"Lawrence Tynes kicks off 65 yards, returned by Maurice Hicks for 22 yards (tackle by Reuben Droughns)",0.000,0.740
2,6:08,1,10,SFO 27,7,13,Trent Dilfer pass incomplete short right intended for Arnaz Battle is intercepted by Sam Madison at SFO-36 and returned for 6 yards (tackle by Delanie Walker),0.740,-3.580
2,5:59,1,10,SFO 30,7,13,Eli Manning pass complete short left to Jeremy Shockey for 6 yards (tackle by Patrick Willis),3.580,3.840
2,5:26,2,4,SFO 24,7,13,Brandon Jacobs right end for 4 yards (tackle by Patrick Willis),3.840,4.240
2,4:37,1,10,SFO 20,7,13,Eli Manning pass incomplete short left intended for Michael Matthews,4.240,3.690
2,4:25,2,10,SFO 20,7,13,Brandon Jacobs right end for 7 yards (tackle by Patrick Willis and Walt Harris),3.690,4.100
2,3:38,,,,7,13,Timeout #1 by New York Giants,0.000,4.100
2,3:38,3,3,SFO 13,7,13,Derrick Ward left guard for 2 yards (tackle by Brandon T. Moore),4.100,2.850
2,2:57,4,1,SFO 11,7,16,Lawrence Tynes 29 yard field goal good,2.850,3.000
2,,,,NYG 30,7,16,"Lawrence Tynes kicks off 72 yards, returned by Maurice Hicks for 35 yards (tackle by Gerris Wilkinson)",0.000,1.140
2,2:43,1,10,SFO 33,7,16,"Frank Gore left end for 11 yards (tackle by Michael Johnson and Gibril Wilson). Penalty on Vernon Davis: Offensive Holding, 10 yards (no play)",1.140,0.480
2,2:21,1,20,SFO 23,7,16,Trent Dilfer pass complete short middle to Delanie Walker for 4 yards (tackle by Antonio Pierce),0.480,-0.220
2,2:00,2,16,SFO 27,7,16,Trent Dilfer sacked by Michael Strahan for -6 yards,-0.220,-1.680
2,1:54,,,,7,16,Timeout #2 by New York Giants,0.000,-1.680
2,1:54,3,22,SFO 21,7,16,Trent Dilfer pass complete short left to Michael Robinson for 2 yards (tackle by Antonio Pierce),-1.680,-1.830
2,1:48,,,,7,16,Timeout #3 by New York Giants,0.000,-1.830
2,1:48,4,20,SFO 23,7,16,"Andy Lee punts 56 yards, returned by R.W. McQuarters for 10 yards (tackle by Parys Haralson). Penalty on Madison Hedgecock: Offensive Holding, 10 yards, Penalty on R.W. McQuarters: Taunting (Declined)",-1.830,0.370
2,1:35,1,10,NYG 11,7,16,Eli Manning pass complete short left to Derrick Ward for 6 yards (tackle by Dashon Goldson),-0.370,-0.160
2,1:30,2,4,NYG 17,7,16,"Eli Manning pass incomplete short left intended for Derrick Ward. Penalty on Ray McDonald: Defensive Offside, 5 yards (no play)",-0.160,0.410
2,1:24,1,10,NYG 22,7,16,Eli Manning pass complete deep right to Amani Toomer for 24 yards,0.410,1.990
2,1:17,1,10,NYG 46,7,16,Eli Manning pass complete short left to Plaxico Burress for 1 yard (tackle by Patrick Willis),1.990,1.590
2,1:10,2,9,NYG 47,7,16,Eli Manning pass complete short middle to Amani Toomer for 8 yards (tackle by Walt Harris),1.590,1.950
2,0:50,3,1,SFO 45,7,16,Eli Manning pass complete short middle to Plaxico Burress for 18 yards (tackle by Nate Clements),1.950,3.780
2,0:31,1,10,SFO 27,7,16,Eli Manning spiked the ball,3.780,3.230
2,0:30,2,10,SFO 27,7,16,Eli Manning pass complete short right to Derrick Ward for 6 yards (tackle by Walt Harris),3.230,3.340
2,0:26,3,4,SFO 21,7,16,Eli Manning pass incomplete short left intended for Derrick Ward,3.340,2.130
2,0:21,4,4,SFO 21,7,19,Lawrence Tynes 39 yard field goal good,2.130,3.000
2,,,,NYG 30,7,19,"Lawrence Tynes kicks off 47 yards, returned by Michael Robinson for 17 yards (tackle by Michael Johnson)",0.000,1.600
2,0:11,1,10,SFO 40,7,19,Trent Dilfer pass complete short middle to Frank Gore for 12 yards (tackle by Justin Tuck),1.600,2.390
2,0:04,,,,7,19,Timeout #2 by San Francisco 49ers,0.000,2.390
2,0:04,1,10,NYG 48,7,19,"Penalty on Vernon Davis: False Start, 5 yards (no play)",2.390,2.060
2,0:04,1,15,SFO 47,7,19,Frank Gore up the middle for 24 yards (tackle by Sam Madison and Gibril Wilson),2.060,3.640
Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,7,19,"Lawrence Tynes kicks off 63 yards, returned by Maurice Hicks for 20 yards (tackle by Gibril Wilson). Penalty on Reggie Torbor: Offside on Free Kick, 5 yards",0.000,1.070
3,14:54,1,10,SFO 32,7,19,Trent Dilfer pass incomplete deep middle intended for Vernon Davis,1.070,0.530
3,14:48,2,10,SFO 32,7,19,"Trent Dilfer pass complete deep right to Ashley Lelie for 47 yards (tackle by Sam Madison). Penalty on Ashley Lelie: Delay of Game, 5 yards",0.530,3.840
3,14:18,1,10,NYG 26,7,19,Trent Dilfer pass incomplete deep left intended for Delanie Walker,3.840,3.300
3,14:14,2,10,NYG 26,7,19,Frank Gore right tackle for 2 yards (tackle by Osi Umenyiora),3.300,2.870
3,13:39,3,8,NYG 24,7,19,"Trent Dilfer sacked by Michael Strahan and Justin Tuck for -6 yards. Penalty on Antonio Pierce: Unnecessary Roughness, 15 yards",2.870,4.580
3,13:09,1,10,NYG 15,7,25,"Trent Dilfer sacked by Osi Umenyiora for -8 yards. Trent Dilfer fumbles (forced by Osi Umenyiora), recovered by Osi Umenyiora at NYG-25 and returned for 75 yards, touchdown",4.580,-7.000
3,,,,SFO 2,7,26,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,NYG 30,7,26,"Lawrence Tynes kicks off 58 yards, returned by Maurice Hicks for 23 yards (tackle by Domenik Hixon)",0.000,1.270
3,12:44,1,10,SFO 35,7,26,"Trent Dilfer pass complete short middle to Frank Gore for 3 yards (tackle by Mathias Kiwanuka). Penalty on Jonas Jennings: Offensive Holding, 10 yards (no play)",1.270,0.610
3,12:19,1,20,SFO 25,7,26,"Frank Gore right guard for 7 yards (tackle by Sam Madison). Penalty on Joe Staley: Offensive Holding, 10 yards",0.610,0.410
3,11:49,1,23,SFO 22,7,26,Michael Robinson right end for 4 yards (tackle by Fred Robbins and Justin Tuck),0.410,-0.490
3,11:12,2,19,SFO 26,7,26,Trent Dilfer pass complete short left to Ashley Lelie for 5 yards (tackle by Aaron Ross),-0.490,-0.490
3,10:34,3,14,SFO 31,7,26,Trent Dilfer pass incomplete deep left intended for Ashley Lelie,-0.490,-1.310
3,10:27,4,14,SFO 31,7,26,"Penalty on Madison Hedgecock: Encroachment, 5 yards (no play)",-1.310,-0.980
3,10:27,4,9,SFO 36,7,26,"Andy Lee punts 54 yards, returned by R.W. McQuarters for 25 yards (tackle by Donald Strickland). Penalty on Reggie Torbor: Illegal Block Above the Waist, 7 yards",-0.980,0.380
3,10:13,1,10,NYG 7,7,26,Brandon Jacobs up the middle for 5 yards (tackle by Marques Douglas and Tully Banta-Cain),-0.380,-0.420
3,9:40,2,5,NYG 12,7,26,Eli Manning pass incomplete short right intended for Jeremy Shockey (defended by Michael Lewis),-0.420,-0.840
3,9:27,3,5,NYG 12,7,26,Eli Manning sacked by Brandon T. Moore for -7 yards,-0.840,-2.490
3,9:01,4,12,NYG 5,9,26,"Jeff Feagles punts no gain, safety",-2.490,-2.000
3,,,,NYG 20,9,26,Jeff Feagles kicks off 56 yards (tackle by Chase Blackburn),0.000,1.600
3,8:44,1,10,SFO 40,9,26,Frank Gore left guard for 5 yards (tackle by Mathias Kiwanuka),1.600,1.730
3,8:13,2,5,SFO 45,9,26,Trent Dilfer pass incomplete short right intended for Vernon Davis (defended by Mathias Kiwanuka),1.730,1.030
3,8:01,3,5,SFO 45,9,26,Trent Dilfer pass complete short left to Vernon Davis for 7 yards (tackle by Kevin Dockery),1.030,2.390
3,7:19,1,10,NYG 48,9,26,Frank Gore left guard for 3 yards (tackle by Mathias Kiwanuka and Osi Umenyiora),2.390,2.250
3,6:40,2,7,NYG 45,9,26,Trent Dilfer pass incomplete deep left intended for Ashley Lelie,2.250,1.550
3,6:32,3,7,NYG 45,9,26,Trent Dilfer sacked by Justin Tuck for -8 yards,1.550,-0.260
3,6:06,4,15,SFO 47,9,26,"Andy Lee punts 53 yards, touchback",-0.260,-0.280
3,5:53,1,10,NYG 20,9,26,Brandon Jacobs right end for 6 yards (tackle by Patrick Willis),0.280,0.540
3,5:21,2,4,NYG 26,9,26,Brandon Jacobs left end for 12 yards (tackle by Walt Harris),0.540,1.470
3,4:36,1,10,NYG 38,9,26,Derrick Ward left guard for 2 yards (tackle by Michael Lewis),1.470,1.190
3,3:57,2,8,NYG 40,9,26,Eli Manning pass incomplete deep left intended for Amani Toomer,1.190,0.500
3,3:40,3,8,NYG 40,9,26,Eli Manning pass complete short right to Plaxico Burress for 11 yards,0.500,2.320
3,3:15,1,10,SFO 49,9,26,Eli Manning pass incomplete short left intended for Madison Hedgecock,2.320,1.780
3,3:01,2,10,SFO 49,9,26,Brandon Jacobs right tackle for no gain (tackle by Brandon T. Moore),1.780,1.090
3,2:26,3,10,SFO 49,9,26,Eli Manning pass complete short middle to Jeremy Shockey for 13 yards (tackle by Dashon Goldson),1.090,3.180
3,1:36,1,10,SFO 36,9,26,Eli Manning pass incomplete short left intended for Plaxico Burress,3.180,2.640
3,1:27,2,10,SFO 36,9,26,Derrick Ward left tackle for 1 yard (tackle by Tully Banta-Cain),2.640,2.080
3,0:49,3,9,SFO 35,9,26,Eli Manning pass incomplete short left intended for Derrick Ward. Penalty on NYG: Illegal Formation (Declined),2.080,0.970
3,0:36,4,9,SFO 35,9,26,Jeff Feagles punts 27 yards,0.970,0.380
3,0:26,1,10,SFO 8,9,26,Frank Gore right guard for 4 yards (tackle by Aaron Ross and Russell Davis),-0.380,-0.490
Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,SFO 12,9,26,"Trent Dilfer pass incomplete deep left intended for Darrell Jackson. Penalty on Michael Strahan: Defensive Offside, 5 yards (no play)",-0.490,0.050
4,14:54,2,1,SFO 17,9,26,Trent Dilfer pass complete short right to Vernon Davis for 5 yards (tackle by Kevin Dockery),0.050,0.410
4,14:17,1,10,SFO 22,9,26,Trent Dilfer pass incomplete deep right intended for Darrell Jackson,0.410,-0.130
4,14:06,2,10,SFO 22,9,26,Frank Gore right tackle for 6 yards (tackle by Gibril Wilson and Mathias Kiwanuka),-0.130,-0.030
4,13:29,3,4,SFO 28,9,26,Trent Dilfer pass incomplete short middle intended for Arnaz Battle is intercepted by Antonio Pierce at SFO-33 and returned for 28 yards (tackle by Trent Dilfer),-0.030,-6.060
4,13:15,1,5,SFO 5,9,26,Brandon Jacobs left end for -2 yards (tackle by Parys Haralson),6.060,4.760
4,12:34,2,7,SFO 7,9,26,Eli Manning pass complete short left to Brandon Jacobs for 2 yards (tackle by Marques Douglas),4.760,4.260
4,11:45,3,5,SFO 5,9,26,"Eli Manning pass incomplete short right intended for Amani Toomer. Penalty on Brandon T. Moore: Roughing the Passer, 3 yards (no play)",4.260,6.740
4,11:36,1,2,SFO 2,9,26,Reuben Droughns right tackle for no gain (tackle by Patrick Willis),6.740,5.720
4,10:59,2,2,SFO 2,9,32,"Eli Manning pass complete short left to Jeremy Shockey for 2 yards, touchdown",5.720,7.000
4,,,,SFO 2,9,33,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 30,9,33,"Lawrence Tynes kicks off 65 yards, returned by Maurice Hicks for 25 yards (tackle by Reggie Torbor)",0.000,0.940
4,10:43,1,10,SFO 30,9,33,Frank Gore up the middle for 5 yards (tackle by Justin Tuck and Mathias Kiwanuka),0.940,1.070
4,10:10,2,5,SFO 35,9,33,Trent Dilfer pass complete short right to Arnaz Battle for 9 yards (tackle by Sam Madison),1.070,1.860
4,9:29,1,10,SFO 44,9,33,Trent Dilfer pass complete short right to Frank Gore for 6 yards (tackle by Antonio Pierce),1.860,2.130
4,8:50,2,4,,9,33,Frank Gore right tackle for 9 yards (tackle by Kawika Mitchell),2.130,2.850
4,8:07,1,10,NYG 41,9,33,Trent Dilfer pass incomplete short right intended for Arnaz Battle,2.850,2.310
4,7:56,2,10,NYG 41,9,33,Trent Dilfer pass complete short middle to Arnaz Battle for 5 yards (tackle by Kawika Mitchell),2.310,2.280
4,7:16,3,5,NYG 36,9,33,Trent Dilfer pass complete short right to Arnaz Battle for 6 yards (tackle by Aaron Ross),2.280,3.580
4,6:36,1,10,NYG 30,9,33,Trent Dilfer pass incomplete deep right intended for Bryan Gilmore (defended by Kevin Dockery),3.580,3.030
4,6:23,2,10,NYG 30,9,33,Trent Dilfer sacked by Aaron Ross for -6 yards,3.030,1.550
4,5:50,3,16,NYG 36,9,33,"Penalty on Trent Dilfer: Delay of Game, 5 yards (no play)",1.550,0.890
4,5:24,3,21,NYG 41,9,33,Trent Dilfer pass incomplete deep right intended for Ashley Lelie (defended by Kevin Dockery). Penalty on Ashley Lelie: Offensive Pass Interference (Declined),0.890,0.530
4,5:11,4,21,NYG 41,9,33,"Penalty on Arnaz Battle: False Start, 5 yards (no play)",0.530,0.200
4,5:11,4,26,NYG 46,9,33,Andy Lee punts 44 yards,0.200,0.380
4,5:00,1,10,NYG 2,9,33,Reuben Droughns up the middle for 4 yards (tackle by Marques Douglas and Derek Smith),-0.380,-0.490
4,4:21,2,6,NYG 6,9,33,Reuben Droughns left tackle for 1 yard (tackle by Derek Smith),-0.490,-0.840
4,3:41,3,5,NYG 7,9,33,Anthony Wright pass incomplete short right intended for Sinorice Moss,-0.840,-2.490
4,3:26,4,5,NYG 7,9,33,Jeff Feagles punts 43 yards (tackle by Domenik Hixon),-2.490,-2.060
4,3:16,1,10,SFO 47,9,33,Trent Dilfer pass complete short middle to Maurice Hicks for 3 yards (tackle by Chase Blackburn),2.060,1.920
4,2:53,2,7,,9,33,"Trent Dilfer pass complete short right to Vernon Davis for 13 yards (tackle by Gerris Wilkinson). Penalty on David Baas: Offensive Holding, 10 yards (no play)",1.920,0.570
4,2:47,2,17,SFO 40,9,33,Trent Dilfer pass complete short right to Maurice Hicks for 9 yards (tackle by Fred Robbins),0.570,1.090
4,2:18,3,8,SFO 49,9,33,Trent Dilfer pass complete short left to Darrell Jackson for 5 yards (tackle by Aaron Ross),1.090,0.200
4,2:00,4,3,NYG 46,9,33,Trent Dilfer pass complete short left to Vernon Davis for 5 yards (tackle by Corey Webster),0.200,2.850
4,1:33,1,10,NYG 41,9,33,Trent Dilfer pass incomplete short right intended for Ashley Lelie,2.850,2.310
4,1:25,2,10,NYG 41,9,33,"Trent Dilfer pass incomplete deep right intended for Ashley Lelie. Penalty on Corey Webster: Defensive Holding, 5 yards (no play)",2.310,3.180
4,1:19,1,10,NYG 36,9,33,Trent Dilfer pass complete short left to Michael Robinson for 11 yards (tackle by Gerris Wilkinson),3.180,3.910
4,0:53,1,10,NYG 25,9,33,Trent Dilfer pass complete deep left to Bryan Gilmore for 20 yards (tackle by Gibril Wilson),3.910,6.060
4,0:47,1,5,NYG 5,9,33,Trent Dilfer pass complete short middle to Arnaz Battle for 4 yards (tackle by Chase Blackburn),6.060,5.910
4,0:24,,,,9,33,Timeout #1 by San Francisco 49ers,0.000,5.910
4,0:24,2,1,NYG 1,9,33,Trent Dilfer pass incomplete short left intended for Darrell Jackson,5.910,5.170
4,0:21,3,1,NYG 1,15,33,"Trent Dilfer pass complete short middle to Darrell Jackson for 1 yard, touchdown",5.170,7.000
4,,,,,15,33,"Two Point Attempt: Trent Dilfer pass incomplete intended for Arnaz Battle, conversion fails",1.000,-1.000
4,,,,SFO 30,15,33,"Joe Nedney kicks onside 15 yards, recovered by Amani Toomer",0.000,2.590
4,0:15,1,10,SFO 45,15,33,Anthony Wright kneels for -1 yards,2.590,1.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
