Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bears won the coin toss and deferred, Vikings to receive the opening kickoff.",,
1,15:00,,,CHI 30,0,0,"Robbie Gould kicks off 64 yards, returned by Maurice Hicks for 27 yards (tackle by Garrett Wolfe)",0.000,1.140
1,14:55,1,10,MIN 33,0,0,Adrian Peterson left tackle for 16 yards (tackle by Corey Graham and Kevin Payne),1.140,2.190
1,14:18,1,10,MIN 49,0,0,Gus Frerotte pass complete short right to Bernard Berrian for 14 yards (tackle by Corey Graham),2.190,3.120
1,13:45,1,10,CHI 37,0,0,Adrian Peterson right end for 8 yards (tackle by Hunter Hillenmeyer and Adewale Ogunleye),3.120,3.650
1,13:12,2,2,CHI 29,0,0,Chester Taylor left tackle for 1 yard (tackle by Dusty Dvoracek),3.650,3.070
1,12:39,3,1,CHI 28,0,0,Chester Taylor left guard for 3 yards (tackle by Dusty Dvoracek),3.070,3.910
1,11:58,1,10,CHI 25,0,0,Gus Frerotte pass complete short right to Bobby Wade for 15 yards (tackle by Corey Graham),3.910,4.910
1,11:23,1,10,CHI 10,0,0,Adrian Peterson left tackle for 3 yards (tackle by Brian Urlacher),4.910,4.760
1,10:48,2,7,CHI 7,0,0,Adrian Peterson left end for no gain (tackle by Alex Brown),4.760,3.810
1,10:09,3,7,CHI 7,0,0,Gus Frerotte pass complete short middle to Chester Taylor for 6 yards (tackle by Hunter Hillenmeyer and Mike Brown),3.810,3.550
1,9:24,4,1,CHI 1,6,0,"Adrian Peterson left tackle for 1 yard, touchdown",3.550,7.000
1,9:24,,,CHI 2,7,0,Ryan Longwell kicks extra point good,0.000,0.000
1,9:24,,,MIN 30,7,0,"Ryan Longwell kicks off 42 yards, returned by Jason McKie for 18 yards (tackle by Eric Frampton)",0.000,1.990
1,9:13,1,10,CHI 46,7,0,Kyle Orton pass complete short right to Devin Hester for 9 yards (tackle by Tyrell Johnson),1.990,2.670
1,8:46,2,1,MIN 45,7,0,Matt Forte left end for 6 yards (tackle by Darren Sharper),2.670,2.980
1,8:03,1,10,MIN 39,7,0,Kyle Orton pass complete short left to Rashied Davis for 11 yards (tackle by Cedric Griffin),2.980,3.710
1,7:30,1,10,MIN 28,7,0,Kyle Orton pass complete short left to Greg Olsen for 10 yards (tackle by Cedric Griffin),3.710,4.370
1,6:48,1,10,MIN 18,7,6,"Kyle Orton pass complete deep middle to Greg Olsen for 18 yards, touchdown",4.370,7.000
1,6:48,,,MIN 2,7,7,Robbie Gould kicks extra point good,0.000,0.000
1,6:48,,,CHI 30,7,7,"Robbie Gould kicks off 63 yards, returned by Maurice Hicks for 17 yards (tackle by Darrell McClover)",0.000,0.540
1,6:38,1,10,MIN 24,7,7,Adrian Peterson right guard for no gain (tackle by Dusty Dvoracek),0.540,0.000
1,6:01,2,10,MIN 24,7,7,Gus Frerotte pass incomplete short right intended for Adrian Peterson (defended by Adewale Ogunleye),0.000,-0.690
1,5:57,3,10,MIN 24,7,7,Gus Frerotte pass incomplete short right intended for Bobby Wade,-0.690,-1.770
1,5:53,4,10,MIN 24,7,13,"Chris Kluwe for no gain. Chris Kluwe fumbles, recovered by Garrett Wolfe at MIN-17 and returned for 17 yards, touchdown. Penalty on Chris Kluwe: Illegal Kick (Declined)",-1.770,-7.000
1,5:43,,,MIN 2,7,14,Robbie Gould kicks extra point good,0.000,0.000
1,5:43,,,CHI 30,7,14,"Robbie Gould kicks off 65 yards, returned by Maurice Hicks for 25 yards (tackle by Kellen Davis)",0.000,0.940
1,5:36,1,10,MIN 30,7,14,Adrian Peterson right end for 5 yards (tackle by Corey Graham),0.940,1.070
1,5:01,2,5,MIN 35,7,14,Adrian Peterson left end for 2 yards (tackle by Alex Brown),1.070,0.630
1,4:19,3,3,MIN 37,7,14,Gus Frerotte pass complete short right to Bernard Berrian for 7 yards (tackle by Corey Graham),0.630,1.860
1,3:47,1,10,MIN 44,7,14,"Gus Frerotte pass incomplete deep right intended for Bernard Berrian. Penalty on Corey Graham: Defensive Pass Interference, 17 yards (no play)",1.860,2.980
1,3:43,1,10,CHI 39,7,14,Chester Taylor left end for 7 yards (tackle by Mike Brown),2.980,3.390
1,3:02,2,3,CHI 32,7,14,Adrian Peterson left guard for 8 yards (tackle by Kevin Payne),3.390,3.970
1,2:23,1,10,CHI 24,13,14,"Gus Frerotte pass complete deep middle to Visanthe Shiancoe for 24 yards, touchdown",3.970,7.000
1,2:23,,,CHI 2,14,14,Ryan Longwell kicks extra point good,0.000,0.000
1,2:23,,,MIN 30,14,14,"Ryan Longwell kicks off 42 yards, returned by Jason McKie for 20 yards (tackle by Cedric Griffin)",0.000,2.130
1,2:12,1,10,CHI 48,14,14,Kyle Orton pass complete short right to Greg Olsen for 6 yards (tackle by Antoine Winfield),2.130,2.390
1,1:30,2,4,MIN 46,14,14,Kyle Orton pass complete short middle to Matt Forte for 8 yards (tackle by Ray Edwards),2.390,3.050
1,0:53,1,10,MIN 38,14,14,"Matt Forte right guard for 2 yards (tackle by Cedric Griffin and Pat Williams). Penalty on Jared Allen: Unnecessary Roughness, 15 yards",3.050,4.170
1,0:23,1,10,MIN 21,14,14,Kyle Orton pass incomplete short right intended for Desmond Clark (defended by Ben Leber),4.170,3.630
1,0:19,2,10,MIN 21,14,14,Kyle Orton pass complete short left to Marty Booker for 12 yards (tackle by Cedric Griffin),3.630,5.140
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,9,MIN 9,14,14,"Penalty on Josh Beekman: False Start, 5 yards (no play)",5.140,4.440
2,15:00,1,14,MIN 14,14,14,Kyle Orton pass incomplete short middle intended for Marty Booker,4.440,3.580
2,14:56,1,14,MIN 14,14,14,Timeout #1 by Chicago Bears,4.440,3.580
2,14:56,2,14,MIN 14,14,14,Matt Forte right guard for -3 yards (tackle by Jared Allen),3.580,2.740
2,14:17,3,17,MIN 17,14,14,Kyle Orton pass complete short middle to Matt Forte for 9 yards (tackle by Chad Greenway),2.740,2.950
2,13:37,4,8,MIN 8,14,17,Robbie Gould 26 yard field goal good,2.950,3.000
2,13:37,,,CHI 30,14,17,"Robbie Gould kicks off 58 yards, returned by Maurice Hicks for 22 yards (tackle by Adrian Peterson)",0.000,1.200
2,13:25,1,10,MIN 34,14,17,Gus Frerotte pass incomplete short left intended for Adrian Peterson,1.200,0.660
2,13:19,2,10,MIN 34,14,17,Gus Frerotte pass complete deep left to Bernard Berrian for 34 yards (tackle by Trumaine McBride),0.660,3.450
2,12:39,1,10,CHI 32,14,17,Adrian Peterson right end for 8 yards (tackle by Lance Briggs),3.450,3.980
2,11:57,2,2,CHI 24,14,17,Chester Taylor right tackle for 5 yards (tackle by Kevin Payne),3.980,4.310
2,11:20,1,10,CHI 19,14,17,Adrian Peterson right guard for -3 yards (tackle by Trumaine McBride),4.310,3.360
2,10:34,2,13,CHI 22,14,17,Adrian Peterson left end for -4 yards (tackle by Brian Urlacher),3.360,2.150
2,9:50,3,17,CHI 26,14,17,Chester Taylor right tackle for 2 yards (tackle by Tommie Harris),2.150,1.870
2,9:15,4,15,CHI 24,17,17,Ryan Longwell 42 yard field goal good,1.870,3.000
2,9:15,,,MIN 30,17,17,"Ryan Longwell kicks off 64 yards, returned by Devin Hester for 16 yards (tackle by Husain Abdullah)",0.000,0.410
2,9:04,1,10,CHI 22,17,17,Kyle Orton pass complete short right to Jason McKie for 7 yards (tackle by Ben Leber and Tyrell Johnson),0.410,0.810
2,8:24,2,3,CHI 29,17,17,Kyle Orton pass incomplete deep left intended for Marty Booker,0.810,0.100
2,8:19,3,3,CHI 29,17,17,Kyle Orton pass complete short right to Desmond Clark for 3 yards (tackle by Chad Greenway),0.100,1.070
2,7:21,1,10,CHI 32,17,17,Matt Forte right guard for 1 yard (tackle by Ben Leber),1.070,0.660
2,6:46,2,9,CHI 33,17,17,Kyle Orton pass complete short left to Devin Hester for 13 yards (tackle by Darren Sharper),0.660,1.990
2,6:05,1,10,CHI 46,17,17,Kyle Orton pass incomplete short middle intended for Matt Forte (defended by Kevin Williams),1.990,1.450
2,5:59,2,10,CHI 46,17,17,Matt Forte left end for no gain (tackle by Napoleon Harris),1.450,0.760
2,5:15,2,10,CHI 46,17,17,Timeout #1 by Minnesota Vikings,1.450,0.760
2,5:15,3,10,CHI 46,17,17,Kyle Orton pass incomplete short right intended for Rashied Davis (defended by Vinny Ciurciu),0.760,-0.320
2,5:11,4,10,CHI 46,17,23,"Brad Maynard punts 47 yards, muffed catch by Charles Gordon, recovered by Zackary Bowman and returned for no gain, touchdown",-0.320,7.000
2,4:58,,,MIN 2,17,24,"Robbie Gould kicks extra point good. Penalty on Cedric Griffin: Defensive Offside, 5 yards",0.000,0.000
2,4:58,,,CHI 35,17,24,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
2,4:58,1,10,MIN 20,17,24,Gus Frerotte pass incomplete short right intended for Bernard Berrian is intercepted by Corey Graham at MIN-32 and returned for 6 yards,0.280,-3.840
2,4:52,1,10,MIN 26,17,24,Kyle Orton pass incomplete deep middle intended for Marty Booker,3.840,3.300
2,4:47,2,10,MIN 26,17,24,Matt Forte right tackle for 2 yards (tackle by Jared Allen),3.300,2.870
2,4:02,2,10,MIN 26,17,24,Timeout #2 by Chicago Bears,3.300,2.870
2,4:02,3,8,MIN 24,17,24,Kyle Orton pass incomplete deep right intended for Marty Booker,2.870,1.870
2,3:57,4,8,MIN 24,17,24,"Robbie Gould 42 yard field goal no good, blocked by Pat Williams",1.870,-1.070
2,3:47,1,10,MIN 32,17,24,"Adrian Peterson left tackle for no gain. Penalty on Adewale Ogunleye: Defensive Offside, 5 yards (no play)",1.070,1.800
2,3:25,1,5,MIN 37,17,24,Gus Frerotte pass complete short right to Aundrae Allison for 4 yards (tackle by Corey Graham),1.800,1.740
2,2:45,2,1,MIN 41,17,24,Adrian Peterson right guard for 6 yards (tackle by Brian Urlacher),1.740,2.060
2,2:09,1,10,MIN 47,17,24,Gus Frerotte pass complete short left to Visanthe Shiancoe for 16 yards (tackle by Corey Graham),2.060,3.120
