Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
1,11:29,2,8,PIT 42,7,7,Tommy Maddox pass incomplete intended for Mark Bruener,1.320,0.630
1,11:25,3,8,PIT 42,7,7,Tommy Maddox pass complete to Hines Ward for 8 yards (tackle by Lance Schulters and Keith Bulluck),0.630,2.260
1,10:50,1,10,,7,7,Tommy Maddox pass complete to Hines Ward for 8 yards (tackle by Andre Dyson and Peter Sirmon),2.260,2.790
1,10:11,2,2,TEN 42,7,7,"Tommy Maddox pass incomplete intended for Plaxico Burress. Penalty on Samari Rolle: Defensive Pass Interference, 10 yards (no play)",2.790,3.450
1,10:07,1,10,TEN 32,7,7,Amos Zereoue right tackle for no gain (tackle by John Thornton),3.450,2.900
1,9:29,2,10,TEN 32,7,7,Amos Zereoue middle for 4 yards (tackle by Keith Bulluck and Rocky Calmus),2.900,2.740
1,8:46,3,6,TEN 28,7,7,Tommy Maddox pass complete to Hines Ward for 7 yards (tackle by Donald Mitchell),2.740,4.170
1,8:09,1,10,TEN 21,7,7,Tommy Maddox pass incomplete intended for Plaxico Burress,4.170,3.630
1,8:03,2,10,TEN 21,7,7,Tommy Maddox pass complete to Mark Bruener for 8 yards (tackle by Keith Bulluck),3.630,4.240
1,7:32,3,2,TEN 13,7,7,Amos Zereoue middle for no gain (tackle by Donald Mitchell and Albert Haynesworth),4.240,2.690
1,6:54,4,2,TEN 13,7,7,Todd Peterson 31 yard field goal no good,2.690,-0.340
1,6:50,1,10,TEN 21,7,7,Eddie George right end for no gain (tackle by Casey Hampton),0.340,-0.200
1,6:13,2,10,TEN 21,7,7,Steve McNair pass complete to Derrick Mason for 19 yards (tackle by Brent Alexander),-0.200,1.600
1,5:31,1,10,TEN 40,7,7,Steve McNair pass incomplete intended for Shad Meier,1.600,1.050
1,5:25,2,10,TEN 40,7,7,Steve McNair pass complete to Erron Kinney for 5 yards (tackle by James Farrior),1.050,1.030
1,4:41,3,5,TEN 45,7,7,"Steve McNair sacked by Jason Gildon and Aaron Smith for 0 yards. Penalty on Joey Porter: Defensive Holding, 5 yards (no play)",1.030,2.260
1,4:17,1,10,,7,7,"Steve McNair for no gain. Steve McNair fumbles, recovered by Joey Porter at TEN-36 (tackle by Steve McNair)",2.260,-3.180
1,4:11,1,10,TEN 36,7,7,Jerome Bettis right end for 2 yards (tackle by Keith Bulluck),3.180,2.910
1,3:35,2,8,TEN 34,7,7,Jerome Bettis right end for -9 yards. Penalty on Tommy Maddox: Illegal Forward Pass (Declined),2.910,-0.280
1,3:26,1,10,TEN 20,7,7,Eddie George middle for 9 yards (tackle by Lee Flowers and Brent Alexander),0.280,0.950
1,2:49,2,1,TEN 29,7,7,Steve McNair pass incomplete intended for Kevin Dyson,0.950,0.230
1,2:43,3,1,TEN 29,7,7,Steve McNair middle for 3 yards (tackle by Rodney Bailey),0.230,1.070
1,2:04,1,10,TEN 32,7,7,Eddie George left tackle for 3 yards (tackle by Kendrell Bell),1.070,0.930
1,1:24,2,7,TEN 35,7,7,Steve McNair pass complete to Kevin Dyson for 6 yards (tackle by Joey Porter and James Farrior),0.930,1.030
1,0:42,3,1,TEN 41,7,7,Eddie George right end for 1 yard (tackle by Deshea Townsend and Casey Hampton),1.030,1.730
Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TEN 42,7,7,Steve McNair pass complete to Derrick Mason for 8 yards (tackle by James Farrior and Joey Porter),1.730,2.270
2,14:20,2,2,,7,7,Steve McNair pass incomplete intended for Derrick Mason (defended by Dewayne Washington),2.270,1.550
2,14:15,3,2,,7,7,"Penalty on Brad Hopkins: False Start, 5 yards (no play)",1.550,0.890
2,14:15,3,7,TEN 45,7,7,Steve McNair pass complete to Derrick Mason for 17 yards (tackle by Dewayne Washington),0.890,3.050
2,14:15,1,10,PIT 38,7,7,Eddie George middle for 2 yards (tackle by Aaron Smith),3.050,2.780
2,14:15,2,8,PIT 36,7,7,Steve McNair pass incomplete intended for Erron Kinney (defended by Dewayne Washington),2.780,2.080
2,13:01,3,8,PIT 36,7,7,Steve McNair pass incomplete intended for Derrick Mason,2.080,0.880
2,12:56,4,8,PIT 36,7,7,Craig Hentrich punts 27 yards,0.880,0.380
2,12:44,1,10,PIT 9,7,7,Tommy Maddox pass incomplete intended for Dan Kreider (defended by John Thornton),-0.380,-0.780
2,12:39,2,10,PIT 9,7,7,Tommy Maddox pass incomplete intended for Plaxico Burress (defended by Samari Rolle),-0.780,-1.420
2,12:35,3,10,PIT 9,7,7,Tommy Maddox pass complete to Terance Mathis for 22 yards (tackle by Tank Williams),-1.420,1.000
2,11:52,1,10,PIT 31,7,7,Tommy Maddox pass complete to Hines Ward for 7 yards (tackle by Robaire Smith),1.000,1.410
2,11:13,2,3,PIT 38,7,7,Jerome Bettis left tackle for 2 yards (tackle by Keith Bulluck),1.410,0.960
2,10:27,3,1,PIT 40,7,7,Jerome Bettis left tackle for 2 yards (tackle by Rocky Calmus and Carlos Hall),0.960,1.730
2,9:48,1,10,PIT 42,7,7,Tommy Maddox pass incomplete intended for Plaxico Burress,1.730,1.190
2,9:43,2,10,PIT 42,7,7,Jerome Bettis right tackle for no gain (tackle by Albert Haynesworth),1.190,0.500
2,8:59,3,10,PIT 42,7,7,"Penalty on Wayne Gandy: False Start, 5 yards (no play)",0.500,-0.160
2,8:58,3,15,PIT 37,7,7,Tommy Maddox middle for 12 yards (tackle by Peter Sirmon),-0.160,-0.130
2,8:19,3,15,PIT 37,,,Timeout #1 by Tennessee Titans,-0.160,-0.130
2,8:19,4,3,PIT 49,7,7,"Josh Miller punts 43 yards, fair catch by Derrick Mason",-0.130,0.380
2,8:12,1,10,TEN 8,7,7,Eddie George right tackle for 1 yard (tackle by Joey Porter),-0.380,-0.710
2,7:35,2,9,TEN 9,7,7,Steve McNair pass incomplete intended for Shad Meier,-0.710,-1.300
2,7:29,3,9,TEN 9,7,7,Eddie George middle for 11 yards (tackle by Brent Alexander and Jason Gildon),-1.300,0.280
2,6:50,1,10,TEN 20,7,7,"Steve McNair sacked by Lee Flowers for -3 yards. Penalty on Lee Flowers: Defensive Offside, 5 yards (no play)",0.280,1.010
2,6:20,1,5,TEN 25,7,7,Steve McNair pass complete to Kevin Dyson for 23 yards (tackle by Aaron Smith and Brent Alexander),1.010,2.130
2,5:44,1,10,TEN 48,7,7,Eddie George middle for 4 yards (tackle by James Farrior),2.130,2.120
2,5:04,2,6,PIT 48,7,7,Steve McNair pass incomplete intended for Justin McCareins,2.120,1.420
2,5:04,3,6,PIT 48,7,7,"Penalty on Fred Miller: False Start, 5 yards (no play)",1.420,0.760
2,5:00,3,11,TEN 47,7,7,Steve McNair for 12 yards (tackle by Joey Porter),0.760,2.850
2,4:23,1,10,PIT 41,7,7,Steve McNair pass complete to Eddie George for 14 yards (tackle by Jason Gildon),2.850,3.780
2,3:55,1,10,PIT 27,7,7,Steve McNair pass complete to Derrick Mason for 23 yards (tackle by Dewayne Washington and Lee Flowers),3.780,6.280
2,3:07,1,4,PIT 4,7,7,Steve McNair pass incomplete intended for Derrick Mason (defended by Brent Alexander),6.280,5.340
2,3:03,2,4,PIT 4,7,7,Steve McNair pass incomplete intended for Kevin Dyson,5.340,4.490
2,3:00,3,4,PIT 4,7,13,"Eddie George middle for 4 yards, touchdown",4.490,7.000
2,3:00,,,PIT 4,7,14,Joe Nedney kicks extra point good,0.000,0.000
2,3:00,,,TEN 30,7,14,"Joe Nedney kicks off 59 yards, returned by Antwaan Randle El for 14 yards (tackle by Frank Chamberlin)",0.000,0.610
2,2:55,1,10,PIT 25,7,14,Tommy Maddox pass incomplete intended for Antwaan Randle El,0.610,0.060
2,2:47,2,10,PIT 25,7,14,Tommy Maddox pass incomplete intended for Plaxico Burress,0.060,-0.620
2,2:42,3,10,PIT 25,7,14,Tommy Maddox pass complete to Amos Zereoue for no gain,-0.620,-1.700
2,2:00,4,10,PIT 25,7,14,"Josh Miller punts 25 yards, out of bounds",-1.700,-2.260
2,1:54,1,10,,7,14,"Penalty on Fred Miller: False Start, 5 yards (no play)",2.260,1.930
2,1:54,1,15,TEN 45,7,14,Robert Holcombe middle for 6 yards (tackle by Mike Logan),1.930,1.850
2,1:26,2,9,PIT 49,7,14,Steve McNair pass incomplete intended for Kevin Dyson,1.850,1.160
2,1:21,3,9,PIT 49,7,14,Steve McNair pass complete to Kevin Dyson for 7 yards (tackle by Jason Gildon),1.160,0.460
2,1:08,3,9,PIT 49,,,Timeout #2 by Tennessee Titans,1.160,0.460
2,1:08,4,2,PIT 42,7,14,Steve McNair pass incomplete intended for Derrick Mason,0.460,-1.730
2,1:05,1,10,PIT 42,7,14,Tommy Maddox pass complete to Plaxico Burress for 15 yards (tackle by Samari Rolle and Keith Bulluck),1.730,2.720
2,1:05,1,10,TEN 43,7,14,"Penalty on Kendall Simmons: False Start, 5 yards (no play)",2.720,2.390
2,0:30,1,10,TEN 43,,,Timeout #1 by Pittsburgh Steelers,2.720,2.390
2,0:30,1,15,TEN 48,7,14,Tommy Maddox pass incomplete intended for Hines Ward,2.390,1.500
2,0:25,2,15,TEN 48,7,14,Tommy Maddox pass complete to Amos Zereoue for 15 yards (tackle by John Thornton),1.500,3.380
2,0:15,2,15,TEN 48,,,Timeout #2 by Pittsburgh Steelers,1.500,3.380
2,0:15,1,10,TEN 33,7,14,Tommy Maddox pass complete to Plaxico Burress for 14 yards (tackle by Lance Schulters and Peter Sirmon),3.380,4.310
2,0:09,1,10,TEN 33,,,Timeout #3 by Pittsburgh Steelers,3.380,4.310
2,0:09,1,10,TEN 19,7,14,Todd Peterson 37 yard field goal no good,4.310,-0.740
2,0:05,1,10,TEN 27,7,14,Steve McNair kneels for -1 yards,0.740,0.060
Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,7,14,"Todd Peterson kicks off 45 yards, returned by Mike Green for 10 yards (tackle by Chris Hope)",0.000,1.270
3,15:00,1,10,TEN 35,7,14,Eddie George left guard for 1 yard (tackle by Brent Alexander and Kendrell Bell),1.270,0.860
3,14:12,2,9,TEN 36,7,14,Steve McNair pass incomplete intended for Kevin Dyson (defended by Jason Gildon),0.860,0.170
3,14:09,3,9,TEN 36,7,14,Steve McNair pass complete to Derrick Mason for 11 yards (tackle by Clark Haggans and Chad Scott),0.170,2.060
3,13:26,1,10,TEN 47,7,14,Steve McNair pass complete to Kevin Dyson for 14 yards (tackle by Dewayne Washington),2.060,2.980
3,12:41,1,10,PIT 39,7,14,Steve McNair pass incomplete intended for Kevin Dyson,2.980,2.440
3,12:36,2,10,PIT 39,7,14,Eddie George left tackle for 3 yards (tackle by Kendrell Bell),2.440,2.150
3,11:52,3,7,PIT 36,7,14,Steve McNair pass complete to Kevin Dyson for 7 yards (tackle by Clark Haggans),2.150,3.640
3,11:10,1,10,PIT 29,7,14,Eddie George right tackle for 6 yards (tackle by Chad Scott),3.640,3.910
3,10:29,2,4,PIT 23,7,14,Eddie George right tackle for 3 yards (tackle by Aaron Smith and Jason Gildon),3.910,3.600
3,9:49,3,1,PIT 20,7,14,Steve McNair middle for no gain (tackle by Aaron Smith),3.600,2.270
3,9:49,4,1,PIT 20,7,14,Joe Nedney 39 yard field goal no good,2.270,-0.870
3,9:07,1,10,PIT 29,7,14,Amos Zereoue left end for -3 yards (tackle by Andre Dyson),0.870,-0.080
3,8:29,2,13,PIT 26,7,14,Tommy Maddox pass complete to Hines Ward for 11 yards (tackle by Andre Dyson),-0.080,0.700
3,8:03,3,2,PIT 37,7,14,Tommy Maddox pass incomplete intended for Plaxico Burress is intercepted by Donald Mitchell at PIT-40 and returned for -2 yards,0.700,-2.790
3,7:54,1,10,PIT 42,7,14,Steve McNair pass complete to Kevin Dyson for 20 yards (tackle by Brent Alexander and Joey Porter),2.790,4.110
3,7:04,1,10,PIT 22,7,14,Eddie George middle for no gain (tackle by Kimo von Oelhoffen),4.110,3.560
3,6:26,2,10,PIT 22,7,14,"Steve McNair pass complete to Eddie George for 15 yards (tackle by Chad Scott). Penalty on Brad Hopkins: Offensive Holding, 11 yards (no play)",3.560,2.080
3,6:09,2,21,PIT 33,7,14,Steve McNair middle for 12 yards (tackle by Jason Gildon),2.080,3.010
3,5:18,3,9,PIT 21,7,14,Steve McNair pass complete to Drew Bennett for 11 yards (tackle by Chad Scott),3.010,4.910
3,4:37,1,10,PIT 10,7,14,Eddie George right tackle for 1 yard (tackle by John Fiala),4.910,4.380
3,3:55,2,9,PIT 9,7,20,"Steve McNair pass complete to Kevin Dyson for 9 yards, touchdown",4.380,7.000
3,3:55,,,PIT 9,7,21,Joe Nedney kicks extra point good,0.000,0.000
3,3:55,,,TEN 30,7,21,"Joe Nedney kicks off 65 yards, returned by Lee Mays for 23 yards (tackle by Aric Morris)",0.000,0.810
3,3:48,1,10,PIT 28,7,21,Tommy Maddox pass complete to Plaxico Burress for 5 yards (tackle by Tank Williams),0.810,0.940
3,3:22,2,5,PIT 33,7,21,Amos Zereoue middle for -1 yards (tackle by Rocky Calmus),0.940,0.100
3,2:43,3,6,PIT 32,7,21,Tommy Maddox sacked by Tank Williams and Albert Haynesworth for -6 yards,0.100,-1.630
3,2:19,4,12,PIT 26,7,21,"Josh Miller punts 35 yards, fair catch by Derrick Mason",-1.630,-1.530
3,2:12,1,10,TEN 39,7,21,Eddie George left tackle for 1 yard (tackle by Kendrell Bell and Jason Gildon),1.530,1.120
3,1:32,2,9,TEN 40,7,21,Steve McNair pass incomplete intended for Shad Meier,1.120,0.430
3,1:26,3,9,TEN 40,7,21,Steve McNair pass complete to Justin McCareins for 55 yards (tackle by Chad Scott),0.430,6.060
3,0:33,1,5,PIT 5,7,27,"Eddie George middle for 5 yards, touchdown",6.060,7.000
3,0:33,,,PIT 5,7,28,Joe Nedney kicks extra point good,0.000,0.000
3,0:33,,,TEN 30,7,28,"Joe Nedney kicks off 62 yards, returned by Lee Mays for 18 yards (tackle by Frank Chamberlin)",0.000,0.670
3,0:28,1,10,PIT 26,7,28,Tommy Maddox pass incomplete intended for Plaxico Burress (defended by Rich Coady),0.670,0.130
3,0:15,2,10,PIT 26,7,28,Tommy Maddox pass incomplete intended for Hines Ward,0.130,-0.560
3,0:11,3,10,PIT 26,7,28,Tommy Maddox pass complete to Antwaan Randle El for 2 yards (tackle by Rich Coady),-0.560,-1.500
Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,8,PIT 28,7,28,"Josh Miller punts 52 yards, returned by Derrick Mason for 21 yards",-1.500,-1.660
4,14:47,1,10,TEN 41,7,28,Eddie George middle for 6 yards (tackle by Kendrell Bell and Kimo von Oelhoffen),1.660,1.930
4,14:04,2,4,TEN 47,7,28,Eddie George right tackle for 2 yards (tackle by Jason Gildon and John Fiala),1.930,1.490
4,13:19,3,2,TEN 49,7,28,Eddie George right tackle for 10 yards (tackle by Chris Hope),1.490,2.850
4,12:39,1,10,PIT 41,7,28,Eddie George middle for 4 yards (tackle by Brent Alexander),2.850,2.850
4,11:53,2,6,PIT 37,7,28,Eddie George middle for 3 yards (tackle by Aaron Smith),2.850,2.540
4,11:53,3,3,PIT 34,7,28,Robert Holcombe right tackle for 7 yards (tackle by John Fiala),2.540,3.780
4,10:22,1,10,PIT 27,7,28,Eddie George middle for no gain (tackle by Joey Porter),3.780,3.230
4,9:45,2,10,PIT 27,7,28,Eddie George right tackle for no gain (tackle by Joey Porter),3.230,2.540
4,8:52,3,10,PIT 27,7,28,Eddie George right end for 2 yards (tackle by Chris Hope),2.540,1.800
4,8:09,4,8,PIT 25,7,31,Joe Nedney 43 yard field goal good,1.800,3.000
4,8:09,,,TEN 30,7,31,"Joe Nedney kicks off 60 yards, returned by Antwaan Randle El for 18 yards (tackle by Aric Morris)",0.000,0.810
4,8:06,1,10,PIT 28,7,31,Kordell Stewart pass complete to Antwaan Randle El for 5 yards (tackle by Donald Mitchell),0.810,0.940
4,7:34,2,5,PIT 33,7,31,Kordell Stewart pass complete to Plaxico Burress for 7 yards (tackle by Keith Bulluck),0.940,1.600
4,7:07,1,10,PIT 40,7,31,Kordell Stewart pass complete to Antwaan Randle El for 7 yards (tackle by Keith Bulluck),1.600,2.000
4,6:40,2,3,PIT 47,7,31,Kordell Stewart pass incomplete intended for Antwaan Randle El (defended by Kevin Carter),2.000,1.290
4,6:36,3,3,PIT 47,7,31,Kordell Stewart pass complete to Hines Ward for 10 yards (tackle by Andre Dyson),1.290,2.720
4,6:10,1,10,TEN 43,7,31,Amos Zereoue for 12 yards,2.720,3.510
4,5:48,1,10,TEN 31,7,31,Kordell Stewart pass complete to Terance Mathis for 12 yards (tackle by Lance Schulters),3.510,4.310
4,5:16,1,10,TEN 19,7,31,Kordell Stewart middle for 11 yards (tackle by Andre Dyson),4.310,5.370
4,4:42,1,8,TEN 8,7,31,Kordell Stewart pass complete to Antwaan Randle El for 3 yards (tackle by Tank Williams),5.370,5.150
4,4:17,2,5,TEN 5,7,31,Amos Zereoue middle for 1 yard (tackle by Henry Ford and Rich Coady),5.150,4.490
4,3:33,3,4,TEN 4,7,31,Kordell Stewart pass incomplete intended for Terance Mathis,4.490,3.030
4,3:29,4,4,TEN 4,13,31,"Kordell Stewart pass complete to Terance Mathis for 4 yards, touchdown. Penalty on Lance Schulters: Defensive Offside (Declined)",3.030,7.000
4,3:29,4,,TEN 4,15,31,"Two Point Attempt: Kordell Stewart pass complete to Dan Kreider, conversion succeeds",1.000,1.000
4,3:29,,,PIT 30,15,31,"Todd Peterson kicks onside 8 yards, recovered by Peter Sirmon",0.000,-3.050
4,3:25,1,10,PIT 38,15,31,Eddie George left tackle for -2 yards (tackle by Aaron Smith),3.050,2.240
4,3:17,1,10,PIT 38,,,Timeout #1 by Pittsburgh Steelers,3.050,2.240
4,3:17,2,12,PIT 40,15,31,Eddie George middle for no gain (tackle by Aaron Smith),2.240,1.550
4,3:12,2,12,PIT 40,,,Timeout #2 by Pittsburgh Steelers,2.240,1.550
4,3:12,3,12,PIT 40,15,31,Robert Holcombe right tackle for 5 yards (tackle by Jason Gildon),1.550,0.970
4,3:05,3,12,PIT 40,,,Timeout #3 by Pittsburgh Steelers,1.550,0.970
4,3:05,4,7,PIT 35,15,31,"Craig Hentrich punts 24 yards, returned by Antwaan Randle El for 13 yards (tackle by Aric Morris)",0.970,-0.540
4,2:57,1,10,PIT 24,15,31,Kordell Stewart pass complete to Amos Zereoue for 11 yards (tackle by Peter Sirmon and Tank Williams). Penalty on Kevin Carter: Defensive Offside (Declined),0.540,1.270
4,2:49,1,10,PIT 35,15,31,Kordell Stewart pass complete to Hines Ward for 14 yards (tackle by Peter Sirmon),1.270,2.190
4,2:42,1,10,PIT 49,15,31,Kordell Stewart pass complete to Antwaan Randle El for 9 yards (tackle by Keith Bulluck),2.190,2.860
4,2:20,2,1,TEN 42,15,31,Kordell Stewart pass complete to Amos Zereoue for 11 yards (tackle by Carlos Hall and Donald Mitchell),2.860,3.510
4,2:00,1,10,TEN 31,15,31,Kordell Stewart pass incomplete intended for Amos Zereoue,3.510,2.970
4,1:56,2,10,TEN 31,15,31,Kordell Stewart pass complete to Hines Ward for 27 yards (tackle by Peter Sirmon),2.970,6.280
4,1:33,1,4,TEN 4,15,31,Kordell Stewart pass incomplete,6.280,5.340
4,1:32,2,4,TEN 4,21,31,"Kordell Stewart pass complete to Hines Ward for 4 yards, touchdown",5.340,7.000
4,1:32,2,,TEN 4,23,31,"Two Point Attempt: Antwaan Randle El pass complete to Hines Ward, conversion succeeds",1.000,1.000
4,1:32,,,PIT 30,23,31,"Todd Peterson kicks onside 8 yards, recovered by Drew Bennett",0.000,-3.050
4,1:28,1,10,PIT 38,23,31,Steve McNair kneels for no gain,3.050,2.510
4,0:45,2,10,PIT 38,23,31,Steve McNair kneels for -1 yards,2.510,1.680
4,0:20,3,11,PIT 39,23,31,Steve McNair kneels for -1 yards,1.680,0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
