Quarter,Time,Tm,Detail,MIA,TEN
1.0,12:00,Titans,Tyrone Calico 12 yard pass from Steve McNair (Gary Anderson kick),0,7
,1:34,Titans,Eddie George 2 yard rush (Gary Anderson kick),0,14
2.0,1:02,Titans,Justin McCareins 24 yard pass from Steve McNair (Gary Anderson kick),0,21
3.0,8:08,Titans,Andre Dyson 11 yard interception return (Gary Anderson kick),0,28
4.0,5:16,Titans,Gary Anderson 35 yard field goal,0,31
,0:20,Dolphins,Donald Lee 21 yard pass from Sage Rosenfels (Olindo Mare kick),7,31
