Quarter,Time,Down,ToGo,Location,BUF,CIN,Detail,EPB,EPA
2,11:02,3,1,BUF 1,7,20,"Cedric Benson right guard for 1 yard, touchdown",5.170,7.000
2,11:02,,,BUF 2,7,21,Aaron Pettrey kicks extra point good,0.000,0.000
2,10:59,,,CIN 30,7,21,"Aaron Pettrey kicks off 74 yards, touchback",0.000,0.280
2,10:59,1,10,BUF 20,7,21,Ryan Fitzpatrick pass complete short middle to Fred Jackson for 3 yards (tackle by Dhani Jones),0.280,0.140
2,10:23,2,7,BUF 23,7,21,Ryan Fitzpatrick pass incomplete short middle intended for Lee Evans,0.140,-0.560
2,10:17,3,7,BUF 23,7,27,"Ryan Fitzpatrick pass incomplete short right intended for Steve Johnson is intercepted by Johnathan Joseph at BUF-21 and returned for 21 yards, touchdown",-0.560,-7.000
2,,,,BUF 2,7,28,Aaron Pettrey kicks extra point good,0.000,0.000
2,10:10,,,CIN 30,7,28,"Aaron Pettrey kicks off 62 yards, returned by Donald Jones for 18 yards (tackle by Rico Murray). Penalty on BUF: Illegal Wedge, 10 yards",0.000,-0.380
2,10:05,1,10,BUF 10,7,28,Fred Jackson left end for no gain (tackle by Chris Crocker),-0.380,-0.780
2,9:41,2,10,BUF 10,7,28,Ryan Fitzpatrick pass complete deep right to Lee Evans for 54 yards (tackle by Rico Murray),-0.780,3.180
2,9:00,1,10,CIN 36,7,28,Fred Jackson right tackle for 1 yard (tackle by Michael Johnson),3.180,2.770
2,8:19,2,9,CIN 35,7,28,Ryan Fitzpatrick pass complete short middle to Fred Jackson for 7 yards (tackle by Reggie Nelson),2.770,3.010
2,7:33,3,2,CIN 28,7,28,Ryan Fitzpatrick pass incomplete deep right intended for Lee Evans,3.010,1.700
2,7:26,4,2,CIN 28,7,28,"Ryan Fitzpatrick pass incomplete short middle intended for David Nelson. Penalty on Reggie Nelson: Defensive Holding, 5 yards (no play)",1.700,4.040
2,7:21,1,10,CIN 23,7,28,Ryan Fitzpatrick pass complete short right to Shawn Nelson for 9 yards (tackle by Rico Murray),4.040,4.950
2,6:38,2,1,CIN 14,7,28,Fred Jackson middle for no gain (tackle by Keith Rivers),4.950,4.280
2,5:54,3,1,CIN 14,7,28,Ryan Fitzpatrick pass incomplete short middle intended for David Martin,4.280,2.660
2,5:49,4,1,CIN 14,7,28,Ryan Fitzpatrick pass complete short middle to Steve Johnson for 3 yards (tackle by Brandon Ghee),2.660,4.840
2,5:06,1,10,CIN 11,7,28,"Penalty on Mansfield Wrotto: False Start, 5 yards (no play)",4.840,4.340
2,4:41,1,15,CIN 16,7,28,Ryan Fitzpatrick pass incomplete short left intended for Lee Evans (defended by Michael Johnson),4.340,3.440
2,4:37,2,15,CIN 16,7,28,Ryan Fitzpatrick pass incomplete short left intended for Fred Jackson,3.440,2.890
2,4:32,3,15,CIN 16,7,28,Ryan Fitzpatrick pass incomplete short right intended for David Nelson (defended by Reggie Nelson),2.890,2.380
2,4:26,4,15,CIN 16,7,28,Rian Lindell 33 yard field goal no good,2.380,-0.540
2,4:22,1,10,CIN 24,7,28,Bernard Scott right tackle for -3 yards (tackle by Marcus Stroud),0.540,-0.410
2,3:43,2,13,CIN 21,7,28,Carson Palmer pass complete short middle to Bernard Scott for -6 yards (tackle by Paul Posluszny),-0.410,-2.250
2,2:58,3,19,CIN 15,7,28,"Carson Palmer pass incomplete short left intended for Chad Johnson (defended by Chris Kelsay). Penalty on Jermaine Gresham: Unnecessary Roughness, 7 yards",-2.250,-2.490
2,2:46,4,26,CIN 8,7,28,"Kevin Huber punts 48 yards, fair catch by Leodis McKelvin",-2.490,-1.860
2,2:38,1,10,BUF 44,7,28,Ryan Fitzpatrick pass complete short middle to Donald Jones for 4 yards (tackle by Dhani Jones),1.860,1.860
2,2:06,2,6,BUF 48,7,28,Ryan Fitzpatrick pass complete short right to Donald Jones for 11 yards (tackle by Rico Murray),1.860,2.850
2,2:00,1,10,CIN 41,7,28,Ryan Fitzpatrick pass complete short middle to Steve Johnson for 13 yards (tackle by Reggie Nelson),2.850,3.710
2,1:26,1,10,CIN 28,13,28,"Ryan Fitzpatrick pass complete short middle to Donald Jones for 28 yards, touchdown",3.710,7.000
2,1:26,,,CIN 2,14,28,Rian Lindell kicks extra point good,0.000,0.000
2,1:17,,,BUF 30,14,28,"Rian Lindell kicks off 57 yards, out of bounds",0.000,1.600
2,1:17,1,10,CIN 40,14,28,Carson Palmer pass complete short right to Jordan Shipley for 8 yards (tackle by Reggie Corner),1.600,2.130
2,0:58,2,2,CIN 48,14,28,Carson Palmer pass complete short right to Brian Leonard for 10 yards (tackle by Paul Posluszny),2.130,2.790
2,0:48,,,,14,28,Timeout #1 by Cincinnati Bengals,0.000,2.790
2,0:48,1,10,BUF 42,14,28,Carson Palmer pass complete short middle to Jordan Shipley for 37 yards (tackle by Bryan Scott),2.790,6.060
2,0:20,1,5,BUF 5,14,28,"Carson Palmer pass incomplete short left intended for Terrell Owens. Penalty on Drayton Florence: Defensive Pass Interfere, 4 yards (no play)",6.060,6.970
2,0:15,1,1,BUF 1,14,28,Carson Palmer pass incomplete short right intended for Jermaine Gresham. Penalty on Paul Posluszny: Defensive Pass Interfere (no play),6.970,6.970
2,0:09,1,1,BUF 1,14,28,Bernard Scott right guard for no gain (tackle by Paul Posluszny and Kyle Williams),6.970,5.910
2,0:05,,,,14,28,Timeout #2 by Cincinnati Bengals,0.000,5.910
2,0:05,2,1,BUF 1,14,28,Bernard Scott right guard for no gain (tackle by Paul Posluszny and Akin Ayodele),5.910,5.170
2,0:01,,,,14,28,Timeout #3 by Cincinnati Bengals,0.000,5.170
2,0:01,3,1,BUF 1,14,31,Aaron Pettrey 19 yard field goal good,5.170,3.000
Quarter,Time,Down,ToGo,Location,BUF,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,14,31,"Aaron Pettrey kicks off 67 yards, returned by Leodis McKelvin for 29 yards (tackle by Brandon Ghee)",0.000,1.070
3,14:55,1,10,BUF 32,14,31,Fred Jackson left end for 8 yards (tackle by Dhani Jones),1.070,1.610
3,14:32,2,2,BUF 40,14,31,Fred Jackson right guard for 1 yard (tackle by Pat Sims and Keith Rivers),1.610,1.030
3,13:56,3,1,BUF 41,14,31,"Penalty on Andy Levitre: False Start, 5 yards (no play)",1.030,0.370
3,13:40,3,6,BUF 36,14,31,Ryan Fitzpatrick pass complete short middle to Steve Johnson for 15 yards (tackle by Rico Murray),0.370,2.320
3,13:01,1,10,CIN 49,14,31,Ryan Fitzpatrick pass complete short right to David Martin for no gain,2.320,1.780
3,12:18,2,10,CIN 49,14,31,Ryan Fitzpatrick pass incomplete short right intended for Lee Evans,1.780,1.090
3,12:14,3,10,CIN 49,14,31,Ryan Fitzpatrick pass complete deep right to Donald Jones for 18 yards (tackle by Nedu Ndukwe),1.090,3.510
3,11:37,1,10,CIN 31,14,31,Ryan Fitzpatrick pass complete short right to Fred Jackson for 3 yards (tackle by Brandon Johnson),3.510,3.370
3,10:56,2,7,CIN 28,14,31,Ryan Fitzpatrick pass incomplete short middle intended for Steve Johnson (defended by Michael Johnson),3.370,2.680
3,10:49,3,7,CIN 28,20,31,"Ryan Fitzpatrick pass complete deep left to Steve Johnson for 28 yards, touchdown",2.680,7.000
3,10:49,,,CIN 2,21,31,Rian Lindell kicks extra point good,0.000,0.000
3,10:43,,,BUF 30,21,31,"Rian Lindell kicks off 68 yards, returned by Bernard Scott for 12 yards (tackle by Antonio Coleman)",0.000,-0.280
3,10:39,1,10,CIN 14,21,31,Carson Palmer pass complete short left to Jermaine Gresham for 18 yards (tackle by Akin Ayodele and Reggie Torbor),-0.280,1.070
3,10:04,1,10,CIN 32,27,31,"Cedric Benson left guard for -5 yards (tackle by Marcus Stroud). Cedric Benson fumbles (forced by Marcus Stroud), recovered by Drayton Florence at CIN-27 and returned for 27 yards, touchdown",1.070,-7.000
3,,,,CIN 2,28,31,Rian Lindell kicks extra point good,0.000,0.000
3,9:54,,,BUF 30,28,31,"Rian Lindell kicks off 64 yards, returned by Bernard Scott for 30 yards (tackle by Antonio Coleman)",0.000,1.330
3,9:48,1,10,CIN 36,28,31,Cedric Benson left guard for 2 yards (tackle by Kyle Williams),1.330,1.060
3,9:24,2,8,CIN 38,28,31,"Cedric Benson left guard for 9 yards (tackle by Donte Whitner). Penalty on Bobbie Williams: Offensive Holding, 10 yards (no play)",1.060,-0.290
3,8:52,2,18,CIN 28,28,31,Carson Palmer pass complete short left to Cedric Benson for 11 yards (tackle by Dwan Edwards),-0.290,0.500
3,8:06,3,7,CIN 39,28,31,Carson Palmer pass complete short left to Andre Caldwell for 9 yards (tackle by Drayton Florence),0.500,2.130
3,7:43,1,10,CIN 48,28,31,Cedric Benson left tackle for 4 yards (tackle by Marcus Stroud and Dwan Edwards),2.130,2.120
3,7:07,2,6,BUF 48,28,31,Cedric Benson right guard for 2 yards (tackle by George Wilson),2.120,1.680
3,6:27,3,4,BUF 46,28,31,Carson Palmer pass complete short left to Jordan Shipley for 8 yards (tackle by Drayton Florence),1.680,3.050
3,5:56,1,10,BUF 38,28,31,Carson Palmer pass incomplete short left intended for Terrell Owens,3.050,2.510
3,5:49,2,10,BUF 38,28,31,Cedric Benson left guard for 7 yards (tackle by Reggie Torbor and Donte Whitner),2.510,2.740
3,5:04,3,3,BUF 31,28,31,"Carson Palmer pass complete deep left to Terrell Owens for 31 yards. Penalty on Andrew Whitworth: Offensive Holding, 10 yards (no play)",2.740,1.420
3,4:55,3,13,BUF 41,28,31,Carson Palmer pass complete short right to Chad Johnson for 17 yards (tackle by Terrence McGee),1.420,3.970
3,4:14,1,10,BUF 24,28,31,Cedric Benson left tackle for 17 yards (tackle by Terrence McGee and Akin Ayodele),3.970,5.600
3,3:23,1,7,BUF 7,28,31,Cedric Benson right tackle for 2 yards (tackle by Paul Posluszny),5.600,5.150
3,3:17,2,5,BUF 5,28,31,Carson Palmer pass incomplete short right intended for Chad Johnson,5.150,4.260
3,3:11,3,5,BUF 5,28,31,Carson Palmer pass incomplete short middle intended for Terrell Owens is intercepted by George Wilson at BUF--5 and returned for 56 yards,4.260,-2.320
3,3:00,1,10,CIN 49,28,31,Donald Jones left end for 1 yard (tackle by Keith Rivers),2.320,1.920
3,2:19,2,9,CIN 48,28,31,Ryan Fitzpatrick for 11 yards (tackle by Brandon Johnson),1.920,3.120
3,1:50,1,10,CIN 37,28,31,Ryan Fitzpatrick pass complete short right to David Martin for 15 yards (tackle by Tom Nelson),3.120,4.110
3,1:12,1,10,CIN 22,28,31,Fred Jackson right end for -2 yards (tackle by Nedu Ndukwe),4.110,3.290
3,0:28,2,12,CIN 24,28,31,Quinton Ganther right guard for 11 yards (tackle by Tom Nelson),3.290,4.390
Quarter,Time,Down,ToGo,Location,BUF,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,CIN 13,28,31,Jehuu Caulcrick right guard for 2 yards (tackle by Robert Geathers),4.390,4.840
4,14:25,1,10,CIN 11,28,31,Ryan Fitzpatrick pass incomplete short middle intended for Steve Johnson (defended by Reggie Nelson),4.840,4.140
4,14:19,2,10,CIN 11,34,31,"Ryan Fitzpatrick pass complete short left to Steve Johnson for 11 yards, touchdown",4.140,7.000
4,14:19,,,CIN 2,35,31,Rian Lindell kicks extra point good,0.000,0.000
4,14:13,,,BUF 30,35,31,"Rian Lindell kicks off 67 yards, returned by Bernard Scott for 23 yards (tackle by Antonio Coleman)",0.000,0.670
4,14:08,1,10,CIN 26,35,31,Carson Palmer pass incomplete deep middle intended for Terrell Owens (defended by George Wilson),0.670,0.130
4,14:00,2,10,CIN 26,35,31,Cedric Benson left guard for no gain (tackle by Bryan Scott),0.130,-0.560
4,13:17,3,10,CIN 26,35,31,Carson Palmer pass incomplete short right intended for Jordan Shipley,-0.560,-1.630
4,13:11,4,10,CIN 26,35,31,"Kevin Huber punts 23 yards, out of bounds",-1.630,-2.320
4,13:05,1,10,CIN 49,35,31,Ryan Fitzpatrick pass complete short left to Steve Johnson for -1 yards (tackle by Leon Hall),2.320,1.650
4,12:25,2,11,,35,31,Ryan Fitzpatrick pass complete short middle to Lee Evans for 18 yards (tackle by Dhani Jones),1.650,3.450
4,11:44,1,10,CIN 32,41,31,"Ryan Fitzpatrick pass complete deep left to Steve Johnson for 32 yards, touchdown",3.450,7.000
4,11:44,,,CIN 2,42,31,Rian Lindell kicks extra point good,0.000,0.000
4,11:36,,,BUF 30,42,31,"Rian Lindell kicks off 68 yards, returned by Bernard Scott for 22 yards (tackle by Antonio Coleman)",0.000,0.540
4,11:28,1,10,CIN 24,42,31,Carson Palmer left end for 3 yards (tackle by Chris Kelsay),0.540,0.400
4,10:48,2,7,CIN 27,42,31,Cedric Benson left end for 5 yards (tackle by Reggie Corner and Paul Posluszny),0.400,0.370
4,10:05,3,2,CIN 32,42,31,Carson Palmer pass complete short right to Jordan Shipley for 9 yards (tackle by Reggie Corner),0.370,1.660
4,9:23,1,10,CIN 41,42,31,Carson Palmer pass incomplete short right intended for Chad Johnson (defended by Paul Posluszny),1.660,1.120
4,9:18,2,10,CIN 41,42,31,Cedric Benson right guard for 7 yards (tackle by Alex Carrington),1.120,1.360
4,8:35,3,3,CIN 48,42,31,Carson Palmer pass incomplete short middle intended for Brian Leonard (defended by Marcus Stroud),1.360,-0.190
4,8:30,4,3,CIN 48,42,31,Carson Palmer pass complete short middle to Jordan Shipley for 9 yards (tackle by Reggie Corner),-0.190,2.720
4,7:52,1,10,BUF 43,42,31,Cedric Benson right tackle for 1 yard (tackle by Kyle Williams and Dwan Edwards),2.720,2.310
4,7:13,2,9,BUF 42,42,31,Carson Palmer pass incomplete short left intended for Jordan Shipley,2.310,1.620
4,7:07,3,9,BUF 42,42,31,Carson Palmer pass incomplete deep middle intended for Terrell Owens (defended by Drayton Florence),1.620,0.460
4,7:01,4,9,BUF 42,42,31,Carson Palmer pass complete short left to Terrell Owens for 11 yards (tackle by Drayton Florence),0.460,3.510
4,6:28,1,10,BUF 31,42,31,Carson Palmer pass complete short middle to Cedric Benson for 6 yards (tackle by Paul Posluszny),3.510,3.780
4,5:45,2,4,BUF 25,42,31,Carson Palmer pass incomplete short middle intended for Jordan Shipley (defended by Reggie Corner),3.780,3.070
4,5:38,3,4,BUF 25,42,31,Carson Palmer pass incomplete deep middle intended for Jordan Shipley (defended by Donte Whitner),3.070,1.880
4,5:33,,,,42,31,Timeout #1 by Cincinnati Bengals,0.000,1.880
4,5:33,4,4,BUF 25,42,31,Aaron Pettrey 43 yard field goal no good,1.880,-1.140
4,5:28,1,10,BUF 33,42,31,Fred Jackson right tackle for -1 yards (tackle by Michael Johnson),1.140,0.460
4,5:21,,,,42,31,Timeout #2 by Cincinnati Bengals,0.000,0.460
4,5:20,2,11,BUF 32,42,31,Fred Jackson left end for 26 yards (tackle by Reggie Nelson and Nedu Ndukwe),0.460,2.790
4,4:27,1,10,CIN 42,42,31,Fred Jackson left guard for 1 yard (tackle by Keith Rivers),2.790,2.380
4,4:22,,,,42,31,Timeout #3 by Cincinnati Bengals,0.000,2.380
4,4:22,2,9,CIN 41,42,31,Fred Jackson right end for 2 yards (tackle by Keith Rivers),2.380,1.950
4,3:37,3,7,CIN 39,42,31,Fred Jackson left tackle for no gain (tackle by Dhani Jones),1.950,0.660
4,2:50,4,7,CIN 39,42,31,"Penalty on BUF: Delay of Game, 5 yards (no play)",0.660,0.330
4,2:50,4,12,CIN 44,42,31,"Brian Moorman punts 44 yards, touchback",0.330,-0.280
4,2:42,1,10,CIN 20,42,31,"Carson Palmer pass incomplete short middle intended for Jordan Shipley. Penalty on Reggie Corner: Defensive Pass Interfere, 4 yards (no play)",0.280,0.540
4,2:37,1,10,CIN 24,42,31,Carson Palmer pass incomplete short left intended for Jermaine Gresham is intercepted by Drayton Florence at CIN-38 and returned for 2 yards,0.540,-3.180
4,2:30,1,10,CIN 36,42,31,Fred Jackson right tackle for 6 yards (tackle by Rey Maualuga),3.180,3.450
4,2:00,2,4,CIN 30,48,31,"Fred Jackson right end for 30 yards, touchdown",3.450,7.000
4,2:00,,,CIN 2,49,31,Rian Lindell kicks extra point good,0.000,0.000
4,1:52,,,BUF 30,49,31,"Rian Lindell kicks off 65 yards, returned by Andre Caldwell for 24 yards (tackle by Jon Corto)",0.000,0.870
4,1:46,1,10,CIN 29,49,31,Jordan Palmer pass complete short middle to Brian Leonard for 6 yards (tackle by Reggie Torbor),0.870,1.140
4,1:22,2,4,CIN 35,49,31,Jordan Palmer pass complete short middle to Brian Leonard for 7 yards (tackle by Reggie Torbor),1.140,1.730
4,1:12,1,10,CIN 42,49,31,Jordan Palmer pass complete short right to Quan Cosby for 5 yards (tackle by Donte Whitner),1.730,1.860
4,0:47,2,5,CIN 47,49,31,Jordan Palmer sacked by Chris Kelsay for -9 yards,1.860,-0.030
4,0:27,3,14,CIN 38,49,31,Jordan Palmer sacked by Bryan Scott for -11 yards,-0.030,-1.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
