Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
3,14:19,2,14,CAR 21,0,21,"Teddy Bridgewater pass complete short right to Robby Anderson for 6 yards (tackle by Lavonte David). Robby Anderson fumbles (forced by Lavonte David), recovered by Lavonte David at CAR-27",-0.480,-3.780
3,14:14,1,10,CAR 27,0,21,Tom Brady pass deep left intended for Rob Gronkowski is intercepted by Donte Jackson at CAR-9 and returned for 44 yards,3.780,-2.460
3,14:01,1,10,TAM 47,0,21,Christian McCaffrey up the middle for 5 yards (tackle by Devin White and Shaquil Barrett),2.460,2.590
3,13:25,2,5,TAM 42,0,21,"Penalty on John Miller: False Start, 5 yards (no play)",2.590,1.910
3,13:04,2,10,TAM 47,0,21,Teddy Bridgewater pass complete short left to Mike Davis for 4 yards (tackle by Shaquil Barrett),1.910,1.750
3,12:17,3,6,TAM 43,0,21,Teddy Bridgewater pass complete short middle to D.J. Moore for 15 yards (tackle by Jason Pierre-Paul),1.750,3.710
3,11:39,1,10,TAM 28,0,21,Christian McCaffrey left guard for 4 yards (tackle by Jordan Whitehead),3.710,3.710
3,10:56,2,6,TAM 24,0,21,Curtis Samuel up the middle for 8 yards (tackle by Ndamukong Suh),3.710,4.510
3,10:15,1,10,TAM 16,0,21,Christian McCaffrey up the middle for 5 yards (tackle by Devin White),4.510,4.760
3,9:38,2,5,TAM 11,0,21,Christian McCaffrey up the middle for 3 yards (tackle by Jordan Whitehead),4.760,4.620
3,8:48,3,2,TAM 8,0,21,"Teddy Bridgewater pass incomplete short right intended for Robby Anderson. Penalty on Carlton Davis: Defensive Pass Interference, 7 yards (no play)",4.620,6.970
3,8:43,1,1,TAM 1,6,21,"Christian McCaffrey right tackle for 1 yard, touchdown",6.970,7.000
3,8:36,,,TAM 15,7,21,Joey Slye kicks extra point good,0.000,0.000
3,8:36,,,CAR 35,7,21,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,8:36,1,10,TAM 25,7,21,Ronald Jones right end for 6 yards (tackle by Rasul Douglas),0.610,0.870
3,8:11,2,4,TAM 31,7,21,Ronald Jones right end for 1 yard (tackle by Stephen Weatherly),0.870,0.300
3,7:29,3,3,TAM 32,7,21,"Tom Brady pass incomplete deep right intended for Scott Miller. Penalty on Donte Jackson: Defensive Pass Interference, 23 yards (no play)",0.300,2.590
3,7:24,1,10,CAR 45,7,21,Leonard Fournette left end for -1 yards (tackle by Brian Burns),2.590,1.910
3,6:38,2,11,CAR 46,7,21,Tom Brady pass complete short right to Leonard Fournette for no gain (tackle by Brian Burns),1.910,1.220
3,5:52,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
3,5:52,3,11,CAR 46,7,21,"Tom Brady pass incomplete short middle intended for Mike Evans. Penalty on Derrick Brown: Illegal Use of Hands, 5 yards (no play)",1.220,2.850
3,5:48,1,10,CAR 41,7,21,Tom Brady pass complete short right to Mike Evans for 5 yards (tackle by Rasul Douglas),2.850,2.980
3,5:16,2,5,CAR 36,7,21,"Leonard Fournette left end for 3 yards (tackle by Shaq Thompson). Penalty on Donovan Smith: Offensive Holding, 10 yards (no play)",2.980,1.630
3,5:03,2,15,CAR 46,7,21,Tom Brady pass incomplete deep left intended for Cyril Grayson,1.630,0.960
3,4:56,3,15,CAR 46,7,21,Tom Brady pass incomplete short middle intended for Leonard Fournette,0.960,0.200
3,4:52,4,15,CAR 46,7,21,"Bradley Pinion punts 32 yards, fair catch by Pharoh Cooper at CAR-14. Penalty on Trenton Cannon: Illegal Block Above the Waist, 7 yards",0.200,0.380
3,4:44,1,10,CAR 7,7,21,Christian McCaffrey right guard for -1 yards (tackle by Devin White and Jordan Whitehead),-0.380,-0.850
3,4:02,2,11,CAR 6,7,21,Teddy Bridgewater pass complete short left to Robby Anderson for 5 yards (tackle by Sean Murphy-Bunting),-0.850,-0.950
3,3:15,3,6,CAR 11,7,21,Teddy Bridgewater pass complete short middle to Curtis Samuel for 10 yards (tackle by Antoine Winfield),-0.950,0.340
3,2:32,1,10,CAR 21,7,21,Teddy Bridgewater pass incomplete short right intended for D.J. Moore (defended by Carlton Davis),0.340,-0.200
3,2:29,2,10,CAR 21,7,21,Teddy Bridgewater pass complete short left to Robby Anderson for 11 yards (tackle by Jamel Dean),-0.200,1.070
3,2:04,1,10,CAR 32,7,21,Christian McCaffrey left guard for 4 yards (tackle by Devin White),1.070,1.070
3,1:21,2,6,CAR 36,7,21,Teddy Bridgewater pass complete deep left to D.J. Moore for 30 yards (tackle by Sean Murphy-Bunting),1.070,3.310
3,0:44,1,10,TAM 34,7,21,Christian McCaffrey right end for 5 yards (tackle by Lavonte David),3.310,3.450
3,0:04,2,5,TAM 29,7,21,Curtis Samuel right end for 14 yards (tackle by Antoine Winfield),3.450,4.580
Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 15,7,21,Christian McCaffrey right guard for 1 yard (tackle by Devin White and Ndamukong Suh),4.580,4.110
4,14:20,2,9,TAM 14,7,21,"Penalty on Rakeem Nunez-Roches: Neutral Zone Infraction, 5 yards (no play)",4.110,5.030
4,14:03,2,4,TAM 9,7,21,Christian McCaffrey up the middle for 2 yards (tackle by Jason Pierre-Paul and Devin White),5.030,4.680
4,13:38,3,2,TAM 7,7,21,Teddy Bridgewater pass incomplete short right,4.680,3.000
4,13:30,,,,,,Timeout #1 by Carolina Panthers,,
4,13:30,4,2,TAM 7,13,21,"Christian McCaffrey left end for 7 yards, touchdown",3.000,7.000
4,13:25,,,TAM 15,14,21,Joey Slye kicks extra point good,0.000,0.000
4,13:25,,,CAR 35,14,21,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,13:25,1,10,TAM 25,14,21,Tom Brady pass complete short right to Ronald Jones for 2 yards (tackle by Shaq Thompson),0.610,0.330
4,12:53,2,8,TAM 27,14,21,"Tom Brady pass incomplete deep left intended for Rob Gronkowski. Penalty on Tahir Whitehead: Defensive Pass Interference, 10 yards (no play)",0.330,1.400
4,12:49,1,10,TAM 37,14,21,Tom Brady pass incomplete short right intended for O.J. Howard,1.400,0.860
4,12:44,2,10,TAM 37,14,21,Tom Brady pass complete short left to Scott Miller for 5 yards (tackle by Donte Jackson),0.860,0.830
4,12:05,3,5,TAM 42,14,21,Tom Brady pass incomplete short middle intended for Justin Watson (defended by Corn Elder),0.830,-0.590
4,12:00,4,5,TAM 42,14,21,"Bradley Pinion punts 49 yards, muffed catch by Pharoh Cooper",-0.590,0.350
4,11:52,1,10,CAR 12,14,21,Teddy Bridgewater pass complete deep left to Robby Anderson for 39 yards (tackle by Sean Murphy-Bunting and Antoine Winfield),-0.350,2.320
4,11:02,1,10,TAM 49,14,21,Teddy Bridgewater sacked by William Gholston for -7 yards,2.320,0.840
4,10:21,2,17,CAR 44,14,21,Teddy Bridgewater pass incomplete short right intended for Mike Davis. Penalty on Shaquil Barrett: Defensive Offside (Offsetting) Penalty on CAR: Offensive Holding (Offsetting) (no play),0.840,0.840
4,10:15,2,17,CAR 44,14,21,Teddy Bridgewater pass deep right intended for D.J. Moore is intercepted by Carlton Davis at TB-38 and returned for 2 yards,0.840,-1.600
4,10:10,1,10,TAM 40,14,21,Tom Brady pass complete short left to Mike Evans for 8 yards (tackle by Juston Burris),1.600,2.130
4,9:34,2,2,TAM 48,14,21,Leonard Fournette up the middle for 25 yards (tackle by Rasul Douglas),2.130,3.780
4,8:54,1,10,CAR 27,14,21,Leonard Fournette up the middle for 6 yards (tackle by Tre Boston and Jeremy Chinn),3.780,4.040
4,8:20,2,4,CAR 21,14,21,Leonard Fournette left end for 4 yards (tackle by Stephen Weatherly),4.040,4.440
4,7:45,1,10,CAR 17,14,21,Leonard Fournette right guard for 3 yards (tackle by Efe Obada and Tahir Whitehead),4.440,4.320
4,7:07,2,7,CAR 14,14,21,Tom Brady pass complete short right to Leonard Fournette for -1 yards (tackle by Rasul Douglas),4.320,3.340
4,6:25,3,8,CAR 15,14,21,Tom Brady pass incomplete short right intended for LeSean McCoy,3.340,2.440
4,6:18,4,8,CAR 15,14,24,Ryan Succop 33 yard field goal good,2.440,3.000
4,6:13,,,TAM 35,14,24,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,6:13,1,10,CAR 25,14,24,Teddy Bridgewater pass complete short left to Mike Davis for 16 yards (tackle by Devin White),0.610,1.660
4,5:40,1,10,CAR 41,14,24,Teddy Bridgewater pass complete deep left to D.J. Moore for 18 yards (tackle by Antoine Winfield),1.660,2.850
4,4:57,1,10,TAM 41,14,24,Teddy Bridgewater pass complete short left to Mike Davis for 8 yards (tackle by Devin White),2.850,3.390
4,4:24,2,2,TAM 33,14,24,Teddy Bridgewater pass complete short left to Mike Davis for 7 yards (tackle by Lavonte David),3.390,3.840
4,3:56,1,10,TAM 26,14,24,Teddy Bridgewater pass complete short left to D.J. Moore for 5 yards (tackle by Devin White),3.840,3.970
4,3:27,2,5,TAM 21,14,24,Teddy Bridgewater pass complete short right to Robby Anderson for 12 yards (tackle by Antoine Winfield),3.970,5.140
4,2:57,1,9,TAM 9,14,24,"Teddy Bridgewater pass incomplete short left. Penalty on Teddy Bridgewater: Intentional Grounding, 10 yards",5.140,3.070
4,2:52,2,19,TAM 19,14,24,Teddy Bridgewater pass complete short middle to Robby Anderson for 12 yards (tackle by Carlton Davis and Devin White),3.070,3.810
4,2:22,3,7,TAM 7,14,24,Teddy Bridgewater pass complete short middle to Mike Davis for 2 yards (tackle by Devin White),3.810,3.010
4,2:00,4,5,TAM 5,17,24,Joey Slye 23 yard field goal good,3.010,3.000
4,1:57,,,CAR 35,17,24,"Joey Slye kicks onside 11 yards, returned by Rob Gronkowski for no gain",0.000,2.520
4,1:56,1,10,CAR 46,17,30,"Leonard Fournette up the middle for 46 yards, touchdown",2.520,7.000
4,1:48,,,CAR 15,17,31,Ryan Succop kicks extra point good,0.000,0.000
4,1:48,,,TAM 35,17,31,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,1:48,1,10,CAR 25,17,31,Teddy Bridgewater pass complete short right to Mike Davis for 22 yards (tackle by Antoine Winfield),0.610,2.060
4,1:17,1,10,CAR 47,17,31,Teddy Bridgewater pass complete short left to D.J. Moore for 14 yards (tackle by Jamel Dean),2.060,2.980
4,1:11,1,10,TAM 39,17,31,Teddy Bridgewater sacked by Ndamukong Suh for -7 yards,2.980,1.500
4,1:03,,,,,,Timeout #2 by Carolina Panthers,,
4,1:03,2,17,TAM 46,17,31,Teddy Bridgewater pass complete short left to Mike Davis for 8 yards (tackle by Lavonte David and Jamel Dean),1.500,1.880
4,0:40,3,9,TAM 38,17,31,Teddy Bridgewater pass complete short middle to D.J. Moore for 13 yards (tackle by Jamel Dean),1.880,3.910
4,0:22,1,10,TAM 25,17,31,Teddy Bridgewater pass complete short left to Mike Davis for 7 yards (tackle by Jamel Dean),3.910,4.370
4,0:16,,,,,,Timeout #3 by Carolina Panthers,,
4,0:16,2,3,TAM 18,17,31,Teddy Bridgewater pass incomplete deep left intended for Robby Anderson,4.370,3.660
4,0:09,3,3,TAM 18,17,31,Teddy Bridgewater pass complete short left to Alex Armah for 14 yards (tackle by Devin White),3.660,3.450
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
