Quarter,Time,Tm,Detail,CAR,TAM
1.0,5:42,Buccaneers,Ronald Jones II 7 yard rush (Ryan Succop kick),0,7
,4:38,Buccaneers,Mike Evans 23 yard pass from Tom Brady (Ryan Succop kick),0,14
2.0,3:01,Buccaneers,Leonard Fournette 1 yard rush (Ryan Succop kick),0,21
3.0,8:36,Panthers,Christian McCaffrey 1 yard rush (Joey Slye kick),7,21
4.0,13:25,Panthers,Christian McCaffrey 7 yard rush (Joey Slye kick),14,21
,6:13,Buccaneers,Ryan Succop 33 yard field goal,14,24
,1:57,Panthers,Joey Slye 23 yard field goal,17,24
,1:48,Buccaneers,Leonard Fournette 46 yard rush (Ryan Succop kick),17,31
